,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
103,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-03-25 16:00:45.292000,2025-03-21 17:45:46,12217.0,18.0,1113.0,155.0,471.0,707.0,761.0,4310.0,Probabilistic reasoning and statistical analysis in TensorFlow.,501.0,37,True,2024-11-08 16:30:13.000,0.25.0,53.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],621.0,3.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,967088.0,970518.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-03-25 16:00:45.292,171510.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
104,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-04-03 14:55:39.000000,2025-04-03 14:22:27,5229.0,309.0,639.0,46.0,5755.0,334.0,1162.0,2556.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",198.0,37,True,2025-01-14 21:23:00.000,0.40.0,61.0,pennylane,conda-forge/pennylane,,,,1552.0,1428.0,https://pypi.org/project/pennylane,2025-01-14 21:23:00.000,124.0,87557.0,93688.0,https://anaconda.org/conda-forge/pennylane,2025-03-25 16:01:56.091,251337.0,,,,,1.0,100.0,,,,,,,,,,,,,,,,,,,
105,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2025-03-25 16:00:03.326000,2025-03-20 15:19:43,3926.0,5.0,538.0,144.0,1254.0,151.0,1719.0,2335.0,Rasterio reads and writes geospatial raster datasets.,165.0,37,True,2024-12-02 16:44:51.000,1.4.3,166.0,rasterio,conda-forge/rasterio,,,,17638.0,16102.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,2473623.0,2560939.0,https://anaconda.org/conda-forge/rasterio,2025-03-25 16:00:03.326,4452737.0,,,,,2.0,1022.0,,,,,,,,,,,,,,,,,,,
106,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2025-04-01 19:30:05.000000,2025-04-01 19:28:40,1614.0,21.0,216.0,33.0,729.0,36.0,596.0,1107.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,37,True,2025-02-16 04:27:19.000,3.7.1,65.0,pyproj,conda-forge/pyproj,,,,43329.0,41381.0,https://pypi.org/project/pyproj,2025-02-16 04:27:19.000,1948.0,9903542.0,10079270.0,https://anaconda.org/conda-forge/pyproj,2025-03-25 16:00:02.265,10016515.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2025-03-25 16:01:19.892000,2022-06-10 09:12:18,238.0,,13504.0,1568.0,236.0,795.0,594.0,54485.0,The worlds simplest facial recognition api for Python and the command line.,54.0,36,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],4561.0,4445.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,166113.0,166725.0,https://anaconda.org/conda-forge/face_recognition,2025-03-25 16:01:19.892,32944.0,,,,,2.0,1405.0,,,,,,,,,,,,,,,,,,,
108,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2025-03-25 16:01:53.219000,2024-02-10 14:20:58,4668.0,,4653.0,309.0,757.0,88.0,1148.0,39050.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,36,False,2023-12-12 15:27:06.000,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2708.0,2655.0,https://pypi.org/project/tts,2023-12-12 15:27:06.000,53.0,232690.0,329995.0,https://anaconda.org/conda-forge/tts,2025-03-25 16:01:53.219,23803.0,,,,,1.0,4740220.0,,,,,,,,,,,,,,,,,,,
109,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,9596.0,371.0,3176.0,1889.0,6738.0,30715.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,36,False,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],3755.0,3672.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,83.0,191099.0,191099.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
110,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-03-10 02:44:04.000000,2025-01-26 07:01:34,1702.0,2.0,2855.0,379.0,485.0,2.0,1931.0,15209.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18.000,2.0.8,76.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5397.0,5174.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,161939.0,161941.0,,,,,,,,2.0,73.0,,,,,,,,,,,,,,,,,,,
111,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-02-21 00:07:49.000000,2025-02-21 00:05:55,18860.0,79.0,5684.0,68.0,11762.0,941.0,15960.0,14132.0,Convert Machine Learning Code Between Frameworks.,1481.0,36,True,2025-02-21 00:06:46.000,1.0.0.4,137.0,ivy,,,,,16.0,,https://pypi.org/project/ivy,2025-02-21 00:07:49.000,16.0,25160.0,25160.0,,,,,,,,2.0,,,ivy-llc/ivy,,,,,,,,,,,,,,,,,
112,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2025-03-25 16:00:45.142000,2025-01-13 19:00:04,4822.0,2.0,5277.0,383.0,743.0,670.0,1388.0,13646.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",200.0,36,False,2024-11-22 15:43:48.000,2.8.0,59.0,glfw,conda-forge/glfw,,,,1771.0,1572.0,https://pypi.org/project/glfw,2024-11-22 15:43:48.000,199.0,562925.0,604849.0,https://anaconda.org/conda-forge/glfw,2025-03-25 16:00:45.142,346896.0,,,,,2.0,4233519.0,,,,,,,,,,,,,,,,,,,
113,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-03-30 12:39:48.000000,2025-03-30 12:38:58,35228.0,300.0,1996.0,196.0,5880.0,49.0,3393.0,9647.0,Perform data science on data that remains in someone elses server.,516.0,36,True,2025-02-13 11:13:19.000,0.9.5,331.0,syft,,,,['pytorch'],6.0,1.0,https://pypi.org/project/syft,2025-03-30 12:39:09.000,5.0,9697.0,9823.0,,,,,,,,1.0,2029.0,,,,,,,,,,,,,,,,,,,
114,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2025-03-25 16:00:42.050000,2022-12-08 17:49:19,746.0,,1062.0,135.0,240.0,371.0,274.0,9280.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,92484.0,91115.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,8954028.0,8957215.0,https://anaconda.org/conda-forge/pydub,2025-03-25 16:00:42.050,156175.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
115,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-03-25 16:01:18.242000,2025-03-06 20:05:48,5371.0,14.0,1786.0,134.0,1064.0,386.0,1956.0,9255.0,"An open-source, low-code machine learning library in Python.",142.0,36,True,2024-04-28 18:46:27.000,3.3.2,98.0,pycaret,conda-forge/pycaret,,,,7392.0,7361.0,https://pypi.org/project/pycaret,2024-04-28 18:46:21.000,31.0,340562.0,341762.0,https://anaconda.org/conda-forge/pycaret,2025-03-25 16:01:18.242,66550.0,,,,,2.0,730.0,,,,,,,,,,,,,,,,,,,
116,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-03-25 16:00:55.885000,2025-02-09 04:33:30,708.0,7.0,360.0,65.0,137.0,35.0,159.0,8821.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,36,True,2025-02-09 03:17:01.000,0.8.1,16.0,einops,conda-forge/einops,,,,70116.0,67559.0,https://pypi.org/project/einops,2025-02-09 03:17:01.000,2557.0,9373120.0,9379772.0,https://anaconda.org/conda-forge/einops,2025-03-25 16:00:55.885,359236.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
117,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-04-02 05:13:26.000000,2025-04-02 05:12:21,1252.0,112.0,823.0,292.0,1664.0,333.0,452.0,8690.0,"Build, Manage and Deploy AI/ML Systems.",104.0,36,True,2025-03-29 00:30:46.000,2.15.7,186.0,metaflow,conda-forge/metaflow,,,,882.0,830.0,https://pypi.org/project/metaflow,2025-03-29 00:30:46.000,52.0,246539.0,251455.0,https://anaconda.org/conda-forge/metaflow,2025-03-25 16:01:01.932,280252.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-04-03 09:05:20.000000,2025-04-03 08:09:45,2515.0,81.0,986.0,96.0,2847.0,413.0,1206.0,8640.0,Fast and Accurate ML in 3 Lines of Code.,134.0,36,True,2024-11-27 17:04:12.000,1.2.0,1794.0,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1066.0,1035.0,https://pypi.org/project/autogluon,2025-04-03 09:05:20.000,31.0,175947.0,177347.0,https://anaconda.org/conda-forge/autogluon,2025-03-25 16:02:24.477,31760.0,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,18.0,15475.0,1.0,,,,,,,,,,,,,,,,,,,,
119,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-04-02 13:30:54.000000,2025-03-11 15:07:03,3298.0,13.0,983.0,136.0,683.0,60.0,1184.0,7518.0,Python library for audio and music analysis.,125.0,36,True,2025-03-11 15:09:52.000,0.11.0,46.0,librosa,conda-forge/librosa,,,,1627.0,,https://pypi.org/project/librosa,2025-03-11 15:09:52.000,1627.0,3358883.0,3374257.0,https://anaconda.org/conda-forge/librosa,2025-03-25 16:00:08.049,876362.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
120,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2025-03-25 16:00:08.700000,2025-03-24 18:03:52,1473.0,16.0,912.0,212.0,272.0,183.0,250.0,7212.0,Efficiently computes derivatives of NumPy code.,61.0,36,True,2024-08-22 19:07:12.000,1.7.0,30.0,autograd,conda-forge/autograd,,,,12555.0,12272.0,https://pypi.org/project/autograd,2024-08-22 19:07:12.000,283.0,4574969.0,4590511.0,https://anaconda.org/conda-forge/autograd,2025-03-25 16:00:08.700,528436.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
121,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-03-31 18:59:27.000000,2025-03-31 18:59:26,3215.0,33.0,1163.0,90.0,3584.0,416.0,2815.0,6274.0,AI Toolkit for Healthcare Imaging.,220.0,36,True,2024-10-17 00:54:28.000,1.4.0,103.0,monai,conda-forge/monai,,,['pytorch'],3979.0,3843.0,https://pypi.org/project/monai,2024-12-10 07:27:41.000,136.0,200502.0,201640.0,https://anaconda.org/conda-forge/monai,2025-03-25 16:01:58.047,45555.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
122,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-01-16 13:51:35.000000,2025-01-16 09:47:38,1004.0,13.0,866.0,90.0,234.0,138.0,706.0,4773.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",53.0,36,True,2025-01-16 13:56:09.000,84,75.0,opencv-python,,,,,555306.0,543789.0,https://pypi.org/project/opencv-python,2025-01-16 13:51:35.000,11517.0,17777173.0,17777173.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
123,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2025-04-03 09:32:38.000000,2025-03-31 15:12:30,2520.0,70.0,233.0,61.0,150.0,76.0,636.0,4167.0,A Grammar of Graphics for Python.,112.0,36,True,2025-01-02 11:19:20.000,0.14.5,35.0,plotnine,conda-forge/plotnine,,,,11528.0,11165.0,https://pypi.org/project/plotnine,2025-03-31 15:25:11.000,363.0,2700142.0,2707958.0,https://anaconda.org/conda-forge/plotnine,2025-03-25 16:00:20.305,453363.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
124,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-04-03 04:10:58.000000,2025-04-03 04:07:22,3978.0,304.0,319.0,67.0,2789.0,89.0,754.0,2457.0,Adaptive Experimentation Platform.,182.0,36,True,2025-02-03 18:26:32.000,0.5.0,44.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],988.0,931.0,https://pypi.org/project/ax-platform,2025-02-03 18:26:32.000,57.0,135131.0,135922.0,https://anaconda.org/conda-forge/ax-platform,2025-03-25 16:01:45.815,36405.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
125,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-04-03 02:18:33.000000,2025-04-03 01:50:06,2123.0,104.0,419.0,33.0,1864.0,71.0,864.0,2232.0,"Machine learning metrics for distributed, scalable PyTorch applications.",271.0,36,True,2025-03-20 19:05:47.000,1.7.0,57.0,metrics,conda-forge/torchmetrics,,,['pytorch'],39363.0,39359.0,https://pypi.org/project/metrics,2025-02-26 14:13:26.000,4.0,4302.0,42848.0,https://anaconda.org/conda-forge/torchmetrics,2025-03-25 16:01:38.941,1882275.0,,,,,2.0,6521.0,,Lightning-AI/torchmetrics,,,,,,,,,,,,,,,,,
126,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2025-03-25 16:22:17.137000,2024-05-13 18:28:50,1241.0,,213.0,32.0,48.0,12.0,174.0,1699.0,Simple Python interface for Graphviz.,23.0,36,True,2024-03-21 07:50:43.000,0.20.3,58.0,graphviz,anaconda/python-graphviz,,,,88680.0,85781.0,https://pypi.org/project/graphviz,2024-03-21 07:50:43.000,2899.0,14999628.0,15000183.0,https://anaconda.org/anaconda/python-graphviz,2025-03-25 16:22:17.137,53335.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
127,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2025-04-03 05:48:13.000000,2025-04-03 05:48:13,1592.0,17.0,429.0,49.0,1549.0,193.0,695.0,1667.0,Exploratory analysis of Bayesian models with Python.,169.0,36,True,2025-03-06 16:06:50.000,0.21.0,40.0,arviz,conda-forge/arviz,,,,10238.0,9873.0,https://pypi.org/project/arviz,2025-03-06 16:06:50.000,365.0,1838648.0,1878187.0,https://anaconda.org/conda-forge/arviz,2025-03-25 16:00:49.411,2332720.0,,,,,1.0,182.0,,,,,,,,,,,,,,,,,,,
128,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2025-03-24 18:18:49.000000,2025-03-24 18:10:07,917.0,17.0,348.0,40.0,1119.0,194.0,173.0,1251.0,Making text a first-class citizen in TensorFlow.,182.0,36,True,2024-12-17 19:04:40.000,2.18.1,74.0,tensorflow-text,,,,['tensorflow'],8907.0,8688.0,https://pypi.org/project/tensorflow-text,2024-12-16 21:46:55.000,219.0,7031600.0,7031600.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
129,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2025-03-25 16:00:07.997000,2025-03-19 23:23:04,15120.0,44.0,530.0,49.0,2342.0,420.0,974.0,775.0,Workflows and interfaces for neuroimaging packages.,264.0,36,True,2025-03-19 23:38:43.000,1.10.0,68.0,nipype,conda-forge/nipype,,,,6449.0,6296.0,https://pypi.org/project/nipype,2025-03-19 23:30:05.000,153.0,352880.0,366790.0,https://anaconda.org/conda-forge/nipype,2025-03-25 16:00:07.997,778990.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
130,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-04-03 13:36:51.000000,2025-04-03 13:36:46,8928.0,189.0,2872.0,305.0,251.0,22.0,1168.0,29825.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,35,True,2025-03-28 14:17:31.000,8.2.4,700.0,netron,,,,"['pytorch', 'tensorflow']",99.0,13.0,https://pypi.org/project/netron,2025-03-28 14:17:31.000,86.0,34989.0,75551.0,,,,,,,,1.0,40562.0,,,,,,,,,,,,,,,,,,,
131,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2025-03-25 16:00:26.370000,2024-03-13 15:16:33,391.0,,4719.0,845.0,268.0,555.0,611.0,26144.0,Library for fast text representation and classification.,68.0,35,False,2024-06-12 09:44:40.000,0.9.3,37.0,fasttext,conda-forge/fasttext,,,,7783.0,7536.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,247.0,1601839.0,1604162.0,https://anaconda.org/conda-forge/fasttext,2025-03-25 16:00:26.370,127785.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
132,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-03-25 16:01:50.083000,2025-03-24 13:59:53,8644.0,5.0,2218.0,215.0,4225.0,3.0,1944.0,21502.0,Build multimodal AI applications with cloud-native stack.,178.0,35,True,2025-03-24 13:59:31.000,3.34.0,2492.0,jina,conda-forge/jina-core,jinaai/jina,,,29.0,,https://pypi.org/project/jina,2025-03-24 13:59:31.000,29.0,100795.0,131647.0,https://anaconda.org/conda-forge/jina-core,2025-03-25 16:01:50.083,90368.0,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,8.0,1782613.0,2.0,,,jina-ai/serve,,,,,,,,,,,,,,,,,
133,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2025-03-25 16:00:10.271000,2024-07-29 00:37:39,894.0,,1182.0,315.0,270.0,64.0,345.0,13640.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,5149.0,4948.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,201.0,783274.0,795365.0,https://anaconda.org/conda-forge/python-annoy,2025-03-25 16:00:10.271,665035.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
134,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2025-03-27 16:09:58.000000,2025-03-27 16:09:57,2686.0,22.0,715.0,102.0,504.0,615.0,1277.0,9922.0,An open source multi-tool for exploring and publishing data.,81.0,35,True,2024-11-29 01:18:11.000,0.65.1,155.0,datasette,conda-forge/datasette,,,,1905.0,1466.0,https://pypi.org/project/datasette,2025-02-06 19:19:13.000,439.0,255369.0,256572.0,https://anaconda.org/conda-forge/datasette,2025-03-25 16:01:40.837,57700.0,,,,,2.0,70.0,,,,,,,,,datasette,,,,,,,,,,
135,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-04-01 05:51:44.457000,2025-03-24 19:26:46,1889.0,2.0,1399.0,147.0,261.0,232.0,151.0,8987.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",63.0,35,True,2025-03-24 19:29:27.000,2.0.4,96.0,pyod,conda-forge/pyod,,,,5079.0,4948.0,https://pypi.org/project/pyod,2025-03-24 19:29:27.000,131.0,585278.0,587756.0,https://anaconda.org/conda-forge/pyod,2025-04-01 05:51:44.457,146208.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
136,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2025-04-03 14:50:36.000000,2025-04-03 13:43:30,40562.0,531.0,937.0,156.0,11630.0,1085.0,5790.0,8839.0,cuDF - GPU DataFrame Library.,303.0,35,True,2025-03-03 18:22:07.000,25.02.02,61.0,cudf,,,,,82.0,60.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,4061.0,4061.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
137,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-03-25 16:00:08.980000,2025-03-24 10:16:17,758.0,38.0,2413.0,275.0,206.0,321.0,340.0,8676.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",53.0,35,True,2025-03-23 02:19:06.000,3.14.2,65.0,SpeechRecognition,conda-forge/speechrecognition,,,,702.0,21.0,https://pypi.org/project/SpeechRecognition,2025-03-23 02:18:03.000,681.0,1886591.0,1890733.0,https://anaconda.org/conda-forge/speechrecognition,2025-03-25 16:00:08.980,231972.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
138,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2025-04-02 15:06:08.000000,2025-04-02 15:06:06,3531.0,104.0,830.0,74.0,3916.0,137.0,968.0,7568.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",240.0,35,True,2025-03-28 02:36:36.000,1.4.7,187.0,bentoml,,,,,2565.0,2529.0,https://pypi.org/project/bentoml,2025-03-28 02:33:44.000,36.0,125793.0,125808.0,,,,,,,,2.0,510.0,,,,,,,,,,,,,,,,,,,
139,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-04-03 00:39:45.000000,2025-03-27 15:45:48,32618.0,64.0,2009.0,382.0,6966.0,2887.0,6714.0,7101.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",274.0,35,True,,,157.0,h2o,,,,,151.0,98.0,https://pypi.org/project/h2o,2025-03-27 20:59:49.000,53.0,208599.0,208599.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
140,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2025-03-25 16:00:22.478000,2025-01-26 15:57:33,1660.0,3.0,876.0,115.0,541.0,148.0,347.0,4989.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,112.0,35,True,2025-01-26 16:02:43.000,0.23.4,55.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],18883.0,18686.0,https://pypi.org/project/mlxtend,2025-01-26 16:02:43.000,197.0,685682.0,691800.0,https://anaconda.org/conda-forge/mlxtend,2025-03-25 16:00:22.478,348775.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
141,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-03-28 21:45:43.000000,2025-03-28 21:45:43,1227.0,22.0,659.0,123.0,983.0,371.0,1135.0,4650.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",190.0,35,True,2025-01-22 03:00:48.000,8.2,52.0,coremltools,conda-forge/coremltools,,,,4740.0,4653.0,https://pypi.org/project/coremltools,2025-01-21 20:59:17.000,87.0,336863.0,338735.0,https://anaconda.org/conda-forge/coremltools,2025-03-25 16:01:27.582,92651.0,,,,,2.0,14293.0,,,,,,,,,,,,,,,,,,,
142,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2025-04-03 00:19:49.000000,2025-03-29 14:10:06,1782.0,35.0,644.0,58.0,1936.0,160.0,1281.0,4641.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,815.0,35,True,2025-03-29 13:50:06.000,0.5.2,1938.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],3790.0,3683.0,https://pypi.org/project/pytorch-ignite,2025-04-03 00:19:49.000,107.0,141761.0,144513.0,https://anaconda.org/pytorch/ignite,2025-03-30 00:53:29.695,225683.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
