,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
230,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-04-22 14:57:25.759000,2025-04-04 01:06:00,257.0,3.0,930.0,126.0,45.0,77.0,149.0,5990.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,32,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5474.0,5358.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,1130544.0,1130905.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,22073.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
231,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1760.0,304.0,297.0,161.0,268.0,5979.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1347.0,1333.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,9112.0,9286.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15342.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-06-12 14:48:08.000000,2025-06-12 00:51:06,16007.0,259.0,575.0,78.0,4177.0,981.0,1794.0,4771.0,cuML - RAPIDS Machine Learning Library.,184.0,32,True,2025-06-06 12:44:50.000,25.06.00,46.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,3923.0,3923.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
233,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-06-10 08:14:38.000000,2025-03-17 18:20:57,3891.0,2.0,879.0,54.0,1753.0,439.0,1274.0,4366.0,"Serve, optimize and scale PyTorch models in production.",220.0,32,True,2024-09-30 22:46:39.000,0.12.0,26.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],904.0,880.0,https://pypi.org/project/torchserve,2024-09-30 18:57:42.000,24.0,74485.0,104054.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,508814.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1444214.0,2.0,7766.0,,,,,,,,,,,,,,,,,,,
234,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-06-11 22:45:19.000000,2025-06-11 22:45:19,1979.0,31.0,672.0,42.0,993.0,537.0,337.0,4333.0,Time series forecasting with PyTorch.,70.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,675.0,653.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,161524.0,162921.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-05-29 17:15:43.781,79650.0,,,,,2.0,,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,
235,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2025-04-11 20:16:33.000000,2025-03-14 16:42:02,1307.0,,2506.0,1928.0,541.0,390.0,1078.0,4203.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,65.0,32,True,2024-12-10 14:48:18.000,1.59.0,107.0,azureml-sdk,,,,,31.0,,https://pypi.org/project/azureml-sdk,2025-04-11 20:16:33.000,31.0,454169.0,454177.0,,,,,,,,2.0,663.0,2.0,,,,,,,,,,,,,,,,,,
236,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2025-05-30 21:38:02.000000,2025-04-23 15:27:35,1145.0,9.0,364.0,56.0,1428.0,126.0,186.0,4082.0,A Python toolbox for performing gradient-free optimization.,58.0,32,True,2025-04-23 15:34:16.000,1.0.12,53.0,nevergrad,conda-forge/nevergrad,,,,996.0,924.0,https://pypi.org/project/nevergrad,2025-04-23 15:34:16.000,72.0,246415.0,247450.0,https://anaconda.org/conda-forge/nevergrad,2025-04-22 14:57:24.222,63153.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2025-04-22 14:56:35.312000,2024-10-30 21:00:25,674.0,,123.0,73.0,75.0,10.0,137.0,3918.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",22.0,32,True,2024-10-26 00:51:07.000,6.3.1,55.0,ftfy,conda-forge/ftfy,,,,32855.0,32284.0,https://pypi.org/project/ftfy,2024-10-26 00:50:33.000,571.0,6895473.0,6901717.0,https://anaconda.org/conda-forge/ftfy,2025-04-22 14:56:35.312,330929.0,,,,,2.0,81.0,,,,,,,,,,,,,,,,,,,
238,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,2.0,339.0,62.0,78.0,23.0,126.0,3649.0,A Python Perceptual Image Hashing Module.,29.0,32,True,2025-02-01 08:45:36.000,4.3.2,21.0,ImageHash,conda-forge/imagehash,,,,17858.0,17589.0,https://pypi.org/project/ImageHash,2025-02-01 08:45:36.000,269.0,2223330.0,2231630.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,456517.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-04-22 14:56:37.895000,2022-08-22 18:21:12,586.0,,639.0,80.0,85.0,74.0,162.0,3597.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,9876.0,9756.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1612956.0,1682622.0,https://anaconda.org/conda-forge/filterpy,2025-04-22 14:56:37.895,278665.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-06-12 14:45:02.000000,2025-05-28 08:30:03,1244.0,12.0,417.0,38.0,593.0,110.0,516.0,3568.0,Scalable and user friendly neural forecasting algorithms.,50.0,32,True,2025-05-13 18:17:49.000,3.0.1,32.0,neuralforecast,conda-forge/neuralforecast,,,,432.0,404.0,https://pypi.org/project/neuralforecast,2025-05-13 18:17:49.000,28.0,95043.0,96052.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,39373.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-06-12 13:12:19.000000,2025-06-11 15:02:35,1384.0,28.0,295.0,29.0,1252.0,79.0,521.0,3409.0,A python library for self-supervised learning on images.,65.0,32,True,2025-06-11 15:32:29.000,1.5.21,134.0,lightly,,,,['pytorch'],479.0,459.0,https://pypi.org/project/lightly,2025-06-11 15:32:29.000,20.0,75833.0,75833.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2025-05-13 14:46:39.000000,2025-05-13 14:46:38,1075.0,6.0,505.0,56.0,157.0,359.0,175.0,2947.0,A high performance implementation of HDBSCAN clustering.,96.0,32,True,2024-11-18 16:14:10.000,0.8.40,57.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],7689.0,7337.0,https://pypi.org/project/hdbscan,2024-11-18 16:14:10.000,352.0,724936.0,770295.0,https://anaconda.org/conda-forge/hdbscan,2025-04-22 14:56:25.731,2540129.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2025-04-22 14:57:22.925000,2024-06-24 17:09:39,1087.0,,400.0,58.0,500.0,231.0,275.0,2889.0,A Hyperparameter Tuning Library for Keras.,61.0,32,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6169.0,6054.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,1122473.0,1123754.0,https://anaconda.org/conda-forge/keras-tuner,2025-04-22 14:57:22.925,58930.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2025-06-12 15:23:35.995315,2025-06-12 15:21:50,2051.0,76.0,188.0,36.0,410.0,81.0,144.0,2784.0,"Fast Open-Source Search & Clustering engine for Vectors & Arbitrary Objects in C++, C, Python, JavaScript, Rust, Java,..",73.0,32,True,2025-06-12 15:21:52.000,2.17.12,138.0,usearch,,unum/usearch,,,237.0,187.0,https://pypi.org/project/usearch,2025-06-08 05:37:43.000,35.0,134291.0,144639.0,,,,https://hub.docker.com/r/unum/usearch,2025-06-12 15:23:35.995315,1.0,225.0,2.0,75143.0,,usearch,https://www.npmjs.com/package/usearch,2025-01-23 09:38:41.221,15.0,6925.0,,,,,,,,,,,,,
245,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-06-07 15:12:47.000000,2025-06-07 15:12:47,1018.0,41.0,165.0,21.0,481.0,193.0,365.0,2386.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,70.0,32,True,2025-05-14 09:31:02.000,0.12.2,59.0,equinox,,,,['jax'],1554.0,1306.0,https://pypi.org/project/equinox,2025-05-14 09:30:58.000,248.0,311163.0,311163.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
246,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2025-05-26 11:42:43.000000,2025-05-26 11:42:35,1363.0,63.0,200.0,20.0,198.0,53.0,148.0,2063.0,"A Python library for audio data augmentation. Useful for making audio ML models work well in the real world, not just..",33.0,32,True,2025-05-05 08:57:35.000,0.41.0,45.0,audiomentations,,,,,854.0,826.0,https://pypi.org/project/audiomentations,2025-05-05 08:57:35.000,28.0,1229350.0,1229350.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
247,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-06-11 18:44:21.000000,2025-06-09 19:24:17,776.0,14.0,368.0,45.0,442.0,68.0,269.0,1804.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-05-27 16:23:55.000,1.5.4,26.0,opacus,conda-forge/opacus,,,['pytorch'],1215.0,1166.0,https://pypi.org/project/opacus,2025-05-27 16:23:55.000,49.0,106626.0,107225.0,https://anaconda.org/conda-forge/opacus,2025-05-27 21:29:54.841,24517.0,,,,,1.0,141.0,,,,,,,,,,,,,,,,,,,
248,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2025-04-22 14:57:38.334000,2024-11-07 23:05:03,1082.0,,241.0,35.0,257.0,65.0,274.0,1653.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,12677.0,12524.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2857937.0,2881909.0,https://anaconda.org/conda-forge/pmdarima,2025-04-22 14:57:38.334,1342486.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
249,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2025-05-05 21:09:00.000000,2025-05-05 21:09:00,2040.0,14.0,294.0,44.0,298.0,65.0,217.0,1612.0,TensorLy: Tensor Learning in Python.,74.0,32,True,2024-11-12 14:54:17.000,0.9.0,21.0,tensorly,conda-forge/tensorly,,,,1177.0,1078.0,https://pypi.org/project/tensorly,2024-11-12 14:54:17.000,99.0,94074.0,100819.0,https://anaconda.org/conda-forge/tensorly,2025-04-22 14:56:50.737,377775.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
250,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-06-10 08:19:14.000000,2025-06-05 02:02:14,1661.0,15.0,172.0,16.0,894.0,112.0,467.0,1426.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,110.0,32,True,2025-03-07 00:16:27.000,0.31.0,67.0,pyjanitor,conda-forge/pyjanitor,,,,1008.0,966.0,https://pypi.org/project/pyjanitor,2025-03-07 00:16:23.000,42.0,93781.0,98193.0,https://anaconda.org/conda-forge/pyjanitor,2025-04-22 14:56:48.797,269140.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-06-09 20:54:55.000000,2025-06-09 20:53:17,1258.0,32.0,218.0,21.0,171.0,30.0,214.0,1200.0,Survival analysis built on top of scikit-learn.,22.0,32,False,2025-03-25 22:02:59.000,0.24.1,32.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],959.0,915.0,https://pypi.org/project/scikit-survival,2025-03-25 22:02:59.000,44.0,140304.0,146332.0,https://anaconda.org/conda-forge/scikit-survival,2025-04-22 14:58:04.628,259206.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-06-10 19:28:19.000000,2025-06-06 16:12:19,787.0,35.0,111.0,24.0,648.0,383.0,528.0,1197.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2025-05-01 14:12:05.000,0.11.3,83.0,hvplot,conda-forge/hvplot,,,,7470.0,7226.0,https://pypi.org/project/hvplot,2025-04-30 12:52:19.000,244.0,207194.0,220236.0,https://anaconda.org/conda-forge/hvplot,2025-05-01 17:16:52.640,782544.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2025-06-09 18:40:55.000000,2025-02-24 17:16:03,588.0,,104.0,34.0,77.0,72.0,84.0,968.0,Describing statistical models in Python using symbolic formulas.,22.0,32,True,2024-11-12 14:10:52.000,1.0.1,15.0,patsy,conda-forge/patsy,,,,127306.0,126773.0,https://pypi.org/project/patsy,2024-11-12 14:10:52.000,533.0,16188463.0,16552790.0,https://anaconda.org/conda-forge/patsy,2025-04-22 14:56:26.344,16394718.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-06-12 13:18:06.000000,2025-06-12 13:18:06,14973.0,79.0,445.0,54.0,2346.0,162.0,854.0,764.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",168.0,32,False,2025-03-16 06:33:35.000,1.11.0,30.0,dipy,conda-forge/dipy,,,,1690.0,1554.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,39492.0,50587.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,632429.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
255,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-05-29 07:18:13.000000,2025-05-29 07:18:12,2028.0,18.0,3778.0,362.0,982.0,249.0,721.0,24991.0,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring..",139.0,31,True,2024-12-23 07:36:40.000,0.9.6,35.0,pyqlib,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pyqlib,2024-12-23 07:38:34.000,1.0,11507.0,11521.0,,,,,,,,2.0,834.0,,,,,,,,,,,,,,,,,,,
256,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1816.0,282.0,3507.0,417.0,1684.0,14202.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,31,False,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,68.0,21.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,47.0,30850.0,30850.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
257,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-06-09 10:03:39.000000,2025-06-09 10:03:34,870.0,1.0,1299.0,419.0,94.0,32.0,161.0,9856.0,TensorFlow-based neural network library.,61.0,31,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1467.0,1448.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,19306.0,19954.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,43452.0,,,,,3.0,,,,,,,,google-deepmind/sonnet,,,,,,,,,,,,
258,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,454.0,263.0,579.0,365.0,9620.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5245.0,5231.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,3393.0,3393.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
259,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2025-04-22 14:57:32.711000,2024-02-20 22:38:05,385.0,,2167.0,286.0,98.0,311.0,447.0,8796.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,31,False,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,,1819.0,1800.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,9516.0,20965.0,https://anaconda.org/conda-forge/imageai,2025-04-22 14:57:32.711,9459.0,,,,,2.0,970874.0,,,,,,,,,,,,,,,,,,,
260,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-06-11 02:08:44.000000,2025-06-09 01:03:17,4099.0,87.0,1351.0,257.0,10263.0,1175.0,1756.0,8014.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",116.0,31,True,2025-04-09 06:51:51.000,0.1.0-mas,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,3413.0,3420.0,,,,,,,,2.0,691.0,,,,,,,intel/ipex-llm,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0
261,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-04-22 14:57:49.654000,2023-04-18 11:08:13,2759.0,,1282.0,212.0,727.0,201.0,831.0,7856.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],723.0,689.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,11497.0,12147.0,https://anaconda.org/conda-forge/auto-sklearn,2025-04-22 14:57:49.654,32506.0,,,,,2.0,68.0,,,,,,,,,,,,,,,,,,,
262,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2025-04-01 14:19:35.000000,2024-11-26 06:34:41,2711.0,,1151.0,207.0,1052.0,28.0,615.0,6897.0,An open source library for deep learning end-to-end dialog systems and chatbots.,78.0,31,True,2024-08-12 17:22:54.000,1.7.0,64.0,deeppavlov,,,,['tensorflow'],443.0,439.0,https://pypi.org/project/deeppavlov,2024-08-12 17:22:54.000,4.0,8891.0,8891.0,,,,,,,,2.0,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,
263,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,710.0,65.0,239.0,257.0,165.0,4747.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,31,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,8428.0,8244.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,184.0,412700.0,419419.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,362853.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2025-04-22 14:57:46.184000,2023-11-02 13:49:44,662.0,,1065.0,150.0,132.0,139.0,104.0,4661.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,False,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,9768.0,9661.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,107.0,380893.0,381614.0,https://anaconda.org/conda-forge/ta,2025-04-22 14:57:46.184,37513.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2025-04-22 14:57:06.837000,2022-01-27 13:24:16,139.0,,1026.0,150.0,118.0,162.0,79.0,4562.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,54220.0,53785.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,435.0,434232.0,438274.0,https://anaconda.org/conda-forge/imutils,2025-04-22 14:57:06.837,238516.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
266,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2025-06-11 20:11:36.000000,2025-06-11 20:11:33,1348.0,44.0,531.0,65.0,829.0,,581.0,4176.0,On-device wake word detection powered by deep learning.,42.0,31,True,2025-02-05 18:37:30.000,3.0.5,37.0,pvporcupine,,,,,87.0,49.0,https://pypi.org/project/pvporcupine,2025-02-05 18:37:30.000,38.0,22444.0,22444.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/stumpy-dev/stumpy,https://github.com/stumpy-dev/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-04-22 14:57:05.227000,2025-04-08 00:46:33,1380.0,3.0,332.0,57.0,253.0,74.0,464.0,3936.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,40.0,31,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1567.0,1537.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,330545.0,348860.0,https://anaconda.org/conda-forge/stumpy,2025-04-22 14:57:05.227,1098921.0,,,,,2.0,,,,,,,,stumpy-dev/stumpy,,,,,,,,,,,,
268,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2025-04-22 14:57:22.764000,2025-02-07 03:38:27,3939.0,,561.0,57.0,931.0,370.0,991.0,3717.0,A highly efficient implementation of Gaussian Processes in PyTorch.,139.0,31,True,2025-01-29 15:57:10.000,1.14,42.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],3167.0,2974.0,https://pypi.org/project/gpytorch,2025-01-29 16:03:32.000,193.0,338002.0,341439.0,https://anaconda.org/conda-forge/gpytorch,2025-04-22 14:57:22.764,209675.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
