,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
100,Lime,marcotcr/lime,,interpretability,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000000,2021-07-29 23:17:25.000000,2021-07-29 23:17:25.000000,1470,17.0,522.0,9048.0,531.0,Lime: Explaining the predictions of any machine learning classifier.,61.0,30,True,2020-04-03 22:05:03.000000,0.2.0.0,38.0,lime,conda-forge/lime,,,,1590.0,1462.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000000,128.0,463643.0,465070.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538000,79915.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
101,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2021-08-25 14:45:10.000000,2021-08-13 18:12:21.000000,1281,22.0,143.0,8962.0,545.0,TensorFlow-based neural network library.,52.0,30,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],723.0,641.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,1311013.0,1311541.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,11100.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
102,Annoy,spotify/annoy,,nn-search,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000000,2021-08-17 09:37:15.000000,2021-08-17 09:37:15.000000,931,37.0,289.0,8886.0,826.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,71.0,30,True,2020-09-18 16:07:59.000000,1.17.0,43.0,annoy,,,,,2079.0,1719.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000000,360.0,688148.0,688148.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
103,fuzzywuzzy,seatgeek/fuzzywuzzy,,nlp,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000000,2021-05-25 22:02:00.000000,2021-02-20 06:36:20.000000,851,103.0,102.0,8442.0,381.0,Fuzzy String Matching in Python.,68.0,30,False,2020-02-13 22:14:12.000000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,12909.0,9703.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000000,3206.0,5320976.0,5326221.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409000,319967.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
104,pretrainedmodels,Cadene/pretrained-models.pytorch,,pytorch-utils,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2021-07-29 10:41:37.000000,2020-04-16 08:02:22.000000,1686,90.0,89.0,8147.0,154.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,30,False,2018-10-29 08:18:45.000000,0.7.4,16.0,pretrainedmodels,,,,['pytorch'],1263.0,1159.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,63971.0,63971.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
105,glfw,glfw/glfw,,image,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000000,2021-08-26 14:18:36.000000,2021-08-26 14:03:58.000000,2922,466.0,1035.0,7996.0,4299.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",170.0,30,False,2021-04-08 17:55:06.000000,3.3.4,38.0,glfw,conda-forge/glfw,,,,214.0,,https://pypi.org/project/glfw,2021-02-28 20:43:49.000000,214.0,76408.0,109086.0,https://anaconda.org/conda-forge/glfw,2021-04-08 18:43:30.580000,36763.0,,,,,2.0,2421933.0,,,,,,,,,,,,,,,,,,,,
106,TextBlob,sloria/TextBlob,,nlp,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000000,2021-08-21 11:51:22.000000,2021-05-10 13:15:20.000000,995,85.0,151.0,7805.0,535.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",34.0,30,True,2019-02-24 23:03:17.000000,0.15.3,55.0,textblob,conda-forge/textblob,,,,16680.0,14188.0,https://pypi.org/project/textblob,2019-02-24 23:03:17.000000,2492.0,637751.0,639939.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233000,131291.0,,,,,2.0,94.0,,,,,,,,,,,,,,,,,,,,
107,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,,ml-frameworks,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000000,2021-08-26 13:34:58.000000,2021-08-25 22:48:04.000000,1746,154.0,934.0,7668.0,9343.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,302.0,30,True,2021-07-14 18:02:58.000000,8.11.0,18.0,vowpalwabbit,,,,,180.0,164.0,https://pypi.org/project/vowpalwabbit,2021-07-14 18:02:58.000000,16.0,22836.0,22836.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
108,tensorboardX,lanpa/tensorboardX,,ml-experiments,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2021-08-10 02:00:22.589000,2021-07-09 12:39:08.000000,825,66.0,361.0,7074.0,473.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",67.0,30,True,2021-07-09 12:36:58.000000,2.4,15.0,tensorboardX,conda-forge/tensorboardx,,,,15290.0,13956.0,https://pypi.org/project/tensorboardX,2021-06-30 12:49:17.000000,1334.0,1690316.0,1701165.0,https://anaconda.org/conda-forge/tensorboardx,2021-08-10 02:00:22.589000,466276.0,,,,,2.0,339.0,,,,,,,,,,,,,,,,,,,,
109,SpeechRecognition,Uberi/speech_recognition,,audio,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000000,2021-07-07 12:44:37.000000,2019-07-02 17:29:47.000000,1966,229.0,277.0,5803.0,360.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",41.0,30,False,2017-12-05 14:05:14.000000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,11113.0,10025.0,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000000,1088.0,218798.0,220864.0,https://anaconda.org/conda-forge/speechrecognition,2021-01-11 17:26:33.040000,124006.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
110,faust,robinhood/faust,,data-pipelines,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2021-06-24 17:38:27.000000,2020-10-09 12:59:42.000000,482,249.0,234.0,5728.0,4137.0,Python Stream Processing.,91.0,30,True,2020-02-25 22:57:18.000000,1.10.4,46.0,faust,,,,,861.0,833.0,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,491021.0,491021.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,
111,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-08-10 18:12:08.000000,2021-08-10 18:12:08.000000,537,268.0,270.0,4980.0,1466.0,Uniform Manifold Approximation and Projection.,90.0,30,True,2021-02-08 21:04:43.000000,0.5.1,35.0,umap-learn,,,,,3754.0,3528.0,https://pypi.org/project/umap-learn,2021-02-08 21:04:43.000000,226.0,680506.0,680506.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
112,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-08-26 09:00:58.000000,2021-08-06 05:53:35.000000,1105,63.0,723.0,4882.0,885.0,Gluon CV Toolkit.,114.0,30,True,2021-07-25 02:48:59.000000,0.10.4,1202.0,gluoncv,,,,['mxnet'],591.0,561.0,https://pypi.org/project/gluoncv,2021-08-26 09:00:58.000000,30.0,655307.0,655307.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
113,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-08-26 12:33:05.000000,2021-08-23 19:58:30.000000,874,154.0,845.0,3922.0,1883.0,"An open-source, low-code machine learning library in Python.",60.0,30,True,2021-07-25 13:16:53.000000,2.3.3,72.0,pycaret,,,,,1214.0,1214.0,https://pypi.org/project/pycaret,2021-07-25 13:16:53.000000,0.0,131001.0,131034.0,,,,,,,,2.0,440.0,,,,,,,,,,,,,,,,,,,,
114,Tesseract,madmaze/pytesseract,,ocr,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2021-08-23 20:05:40.000000,2021-08-23 20:05:37.000000,539,10.0,259.0,3754.0,413.0,Python-tesseract is an optical character recognition (OCR) tool for python.,38.0,30,True,2021-06-28 23:00:22.000000,0.3.8,25.0,pytesseract,conda-forge/pytesseract,,,,1428.0,,https://pypi.org/project/pytesseract,2021-06-28 23:00:22.000000,1428.0,1446298.0,1464974.0,https://anaconda.org/conda-forge/pytesseract,2021-06-05 17:42:22.118000,466903.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
115,TensorFlow Datasets,tensorflow/datasets,,tensorflow-utils,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-08-26 00:12:04.000000,2021-08-25 21:38:34.000000,1082,486.0,580.0,2953.0,4174.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",217.0,30,True,2021-07-28 12:29:08.000000,4.4.0,23.0,tensorflow-datasets,,,,['tensorflow'],102.0,,https://pypi.org/project/tensorflow-datasets,2021-07-28 12:24:01.000000,102.0,2337699.0,2337699.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,Koalas,databricks/koalas,,data-containers,https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2021-08-26 00:39:38.000000,2021-08-26 00:39:38.000000,317,121.0,481.0,2905.0,1543.0,Koalas: pandas API on Apache Spark.,51.0,30,True,2021-06-18 16:33:05.000000,1.8.1,46.0,koalas,conda-forge/koalas,,,"['spark', 'pandas']",110.0,108.0,https://pypi.org/project/koalas,2021-06-18 16:33:05.000000,2.0,3552310.0,3555978.0,https://anaconda.org/conda-forge/koalas,2021-06-18 20:03:35.848000,98124.0,,,,,2.0,998.0,,,,,,,,,,,,,,,,,,,,
117,missingno,ResidentMario/missingno,,data-viz,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000000,2021-07-04 16:12:30.000000,2021-07-04 16:09:34.000000,371,9.0,101.0,2867.0,180.0,Missing data visualization module for Python.,17.0,30,True,2021-07-04 16:12:30.000000,0.5.0,24.0,missingno,conda-forge/missingno,,,,4828.0,4676.0,https://pypi.org/project/missingno,2021-07-04 16:12:30.000000,152.0,488995.0,491399.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253000,117823.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
118,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-08-25 22:37:50.000000,2021-08-20 16:21:08.000000,1816,166.0,989.0,2625.0,1150.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,57.0,30,True,2021-08-02 16:37:56.000000,1.33.0,80.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-08-25 22:37:50.000000,60.0,784039.0,784051.0,,,,,,,,2.0,426.0,,,,,,,,,,,,,,,,,,,,
119,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-08-23 07:30:27.000000,2021-08-17 14:29:10.000000,859,285.0,621.0,2526.0,2981.0,Fast data visualization and GUI tools for scientific / engineering applications.,204.0,30,True,2021-07-08 07:34:18.000000,pyqtgraph-0.12.2,15.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2021-07-08 08:19:30.000000,890.0,68682.0,72181.0,https://anaconda.org/conda-forge/pyqtgraph,2021-07-08 16:50:03.536000,192462.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-08-26 13:26:10.000000,2021-08-25 21:08:01.000000,690,852.0,2133.0,2173.0,,N-D labeled arrays and datasets in Python.,329.0,30,True,2021-07-23 21:37:47.000000,0.19.0,60.0,xarray,conda-forge/xarray,,,,8442.0,7310.0,https://pypi.org/project/xarray,2021-07-23 21:37:47.000000,1132.0,835557.0,893454.0,https://anaconda.org/conda-forge/xarray,2021-07-26 15:07:14.617000,3763363.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
121,scikit-optimize,scikit-optimize/scikit-optimize,,hyperopt,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000000,2021-08-19 09:29:43.000000,2021-06-22 12:20:42.000000,396,205.0,373.0,2167.0,1562.0,Sequential model-based optimization with a `scipy.optimize` interface.,74.0,30,True,2020-09-04 09:08:10.000000,0.8.1,22.0,scikit-optimize,conda-forge/scikit-optimize,,,,2073.0,1913.0,https://pypi.org/project/scikit-optimize,2020-09-04 09:08:10.000000,160.0,985193.0,993036.0,https://anaconda.org/conda-forge/scikit-optimize,2020-09-04 09:50:52.372000,384333.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
122,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-08-02 19:18:18.000000,2021-07-31 14:06:38.000000,151,9.0,104.0,1044.0,491.0,Simple Python interface for Graphviz.,15.0,30,True,2020-10-07 09:06:41.000000,0.14.2,48.0,graphviz,,,,,27556.0,23174.0,https://pypi.org/project/graphviz,2021-07-14 07:23:59.000000,4382.0,6590448.0,6590448.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,Bottleneck,pydata/bottleneck,,data-containers,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2021-08-24 22:52:26.120000,2021-01-24 18:39:03.000000,73,33.0,177.0,633.0,1241.0,Fast NumPy array functions written in C.,21.0,30,True,2020-02-21 06:22:16.000000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,,28036.0,25144.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,664722.0,691037.0,https://anaconda.org/conda-forge/bottleneck,2021-08-24 22:52:26.120000,1657856.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,Face Recognition,ageitgey/face_recognition,,image,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000000,2021-08-25 18:04:08.000000,2021-06-14 10:10:40.000000,11261,615.0,546.0,41189.0,219.0,The world's simplest facial recognition api for Python and the command line.,47.0,29,True,2018-08-21 18:34:21.000000,1.2.3,21.0,face_recognition,,,,['pytorch'],406.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000000,406.0,47960.0,47968.0,,,,,,,,2.0,444.0,,,,,,,,,,,,,,,,,,,,
125,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-08-26 04:51:14.000000,2021-08-26 04:51:12.000000,4578,112.0,2488.0,17730.0,1228.0,"Detectron2 is FAIR's next-generation platform for object detection, segmentation and other visual recognition tasks.",175.0,29,True,2021-07-23 18:55:45.000000,0.5,9.0,,conda-forge/detectron2,,,['pytorch'],289.0,289.0,,,,,1916.0,https://anaconda.org/conda-forge/detectron2,2021-07-30 18:54:13.472000,28747.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
126,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2021-08-25 13:37:37.000000,2021-08-25 13:37:33.000000,2267,177.0,1394.0,14432.0,560.0,A library for efficient similarity search and clustering of dense vectors.,87.0,29,True,2021-06-09 09:16:17.000000,1.1.2,53.0,pymilvus,conda-forge/faiss,,,,459.0,453.0,https://pypi.org/project/pymilvus,2021-08-11 10:58:45.000000,6.0,29030.0,39955.0,https://anaconda.org/conda-forge/faiss,2021-04-19 13:07:02.042000,163876.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
127,zipline,quantopian/zipline,,financial-data,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000000,2021-04-18 22:05:29.000000,2020-10-14 16:36:49.000000,4107,343.0,651.0,14330.0,6226.0,"Zipline, a Pythonic Algorithmic Trading Library.",152.0,29,True,2020-10-05 15:46:20.429000,1.4.1,30.0,zipline,,,,,918.0,760.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429000,158.0,4780.0,4780.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
128,Prophet,facebook/prophet,,time-series-data,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000000,2021-08-25 22:45:28.000000,2021-08-25 22:45:28.000000,3776,131.0,1544.0,13235.0,671.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,132.0,29,True,2021-04-02 23:45:16.000000,1.0,14.0,fbprophet,,,,,150.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000000,150.0,1127729.0,1127740.0,,,,,,,,1.0,630.0,,,,,,,,,,,,,,,,,,,,
129,EasyOCR,JaidedAI/EasyOCR,,ocr,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000000,2021-08-26 05:31:22.000000,2021-08-26 05:31:22.000000,1494,125.0,262.0,12376.0,442.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",85.0,29,True,2021-06-29 09:44:35.000000,1.4,24.0,easyocr,,,,,476.0,476.0,https://pypi.org/project/easyocr,2021-07-20 08:56:36.000000,0.0,44579.0,77575.0,,,,,,,,1.0,461951.0,,,,,,,,,,,,,,,,,,,,
130,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-08-23 03:37:45.000000,2021-08-20 15:58:00.000000,2034,815.0,1313.0,11762.0,4916.0,Geometric Deep Learning Extension Library for PyTorch.,188.0,29,True,2021-06-26 08:51:08.000000,1.7.2,28.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2021-06-26 08:51:08.000000,24.0,39406.0,39406.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
131,horovod,horovod/horovod,,distributed-ml,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000000,2021-08-26 10:05:26.000000,2021-08-25 00:26:16.000000,1880,254.0,1606.0,11577.0,1027.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",127.0,29,True,2021-06-10 15:58:27.000000,0.22.1,66.0,horovod,,,,,456.0,416.0,https://pypi.org/project/horovod,2021-06-10 15:58:27.000000,40.0,44631.0,44631.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,,,,,,,
132,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2021-08-26 13:31:37.000000,2021-08-26 13:31:37.000000,3333,888.0,778.0,9959.0,1770.0,State-of-the-art 2D and 3D Face Analysis Project.,26.0,29,True,2021-08-23 11:26:19.000000,0.4.1,19.0,insightface,,,,['mxnet'],94.0,92.0,https://pypi.org/project/insightface,2021-08-23 11:26:19.000000,2.0,17073.0,17073.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
133,TFlearn,tflearn/tflearn,,ml-frameworks,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51.000000,2429,563.0,362.0,9560.0,613.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,29,True,2020-11-11 19:26:11.000000,0.5.0,8.0,tflearn,,,,['tensorflow'],4448.0,3486.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000000,962.0,25571.0,25571.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
134,Dopamine,google/dopamine,,reinforcement-learning,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000000,2021-08-26 13:44:51.000000,2021-08-26 13:44:50.000000,1265,77.0,79.0,9505.0,253.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,29,True,2021-06-29 21:40:57.000000,3.2.1,39.0,dopamine-rl,,,,['tensorflow'],62.0,,https://pypi.org/project/dopamine-rl,2021-06-29 21:40:57.000000,62.0,1421099.0,1421099.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
135,TPOT,EpistasisLab/tpot,,hyperopt,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000000,2021-07-01 15:13:10.000000,2021-01-06 15:17:46.000000,1404,225.0,600.0,8196.0,2368.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,108.0,29,False,2021-01-06 15:20:08.000000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1189.0,1109.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000000,80.0,21311.0,23494.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005000,128823.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
136,Jina,jina-ai/jina,,ml-frameworks,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000000,2021-08-26 14:05:47.000000,2021-08-26 14:01:32.000000,1065,82.0,924.0,8157.0,6105.0,Cloud-native neural search framework for kind of data.,112.0,29,True,2021-08-22 12:35:26.000000,2.0.20,1099.0,jina,,jinaai/jina,,,130.0,130.0,https://pypi.org/project/jina,2021-08-26 13:34:27.000000,,15701.0,60732.0,,,,https://hub.docker.com/r/jinaai/jina,2021-08-26 13:53:33.989015,4.0,810562.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,
137,AutoKeras,keras-team/autokeras,,hyperopt,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2021-08-22 08:48:54.000000,2021-08-07 03:04:11.000000,1308,56.0,714.0,8102.0,1266.0,AutoML library for deep learning.,129.0,29,True,2021-08-16 19:51:18.000000,1.0.16,50.0,autokeras,,,,['tensorflow'],229.0,215.0,https://pypi.org/project/autokeras,2021-08-16 19:51:18.000000,14.0,13093.0,13106.0,,,,,,,,1.0,594.0,,,,,,,,,,,,,,,,,,,,
138,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-08-26 06:31:30.000000,2021-08-25 09:59:17.000000,1666,268.0,918.0,7882.0,1918.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",157.0,29,True,2021-07-22 02:01:12.000000,0.7.0,438.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000000,30.0,71928.0,71928.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
139,Pyro,pyro-ppl/pyro,,probabilistics,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2021-08-24 21:33:36.000000,2021-08-20 22:20:47.000000,854,165.0,720.0,7067.0,2248.0,Deep universal probabilistic programming with Python and PyTorch.,112.0,29,True,2021-07-06 23:56:51.000000,1.7.0,27.0,pyro-ppl,,,,['pytorch'],553.0,517.0,https://pypi.org/project/pyro-ppl,2021-07-07 00:00:51.000000,36.0,62525.0,62525.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
140,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2021-08-26 14:42:46.000000,2021-08-26 11:46:49.000000,450,621.0,1342.0,6365.0,1471.0,Modin: Speed up your Pandas workflows by changing a single line of code.,81.0,29,True,2021-08-21 01:31:35.000000,0.10.2,40.0,modin,,,,['pandas'],458.0,440.0,https://pypi.org/project/modin,2021-08-21 01:31:35.000000,18.0,125156.0,130443.0,,,,,,,,2.0,195644.0,,,,,,,,,,,,,,,,,,,,
141,tensorpack,tensorpack/tensorpack,,ml-frameworks,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2021-08-25 14:45:05.000000,2021-08-10 20:36:44.000000,1793,11.0,1327.0,6065.0,2935.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",57.0,29,True,2020-04-24 19:01:06.000000,0.10.1,37.0,tensorpack,,,,['tensorflow'],923.0,847.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000000,76.0,17446.0,17448.0,,,,,,,,2.0,125.0,,,,,,,,,,,,,,,,,,,,
