,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
188,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-04-25 13:14:15.000000,2024-04-24 19:38:11,895.0,64.0,715.0,280.0,1189.0,309.0,367.0,7590.0,"Build and manage real-life ML, AI, and data science projects with ease!.",84.0,33,True,2024-04-12 11:08:43.000,2.11.10,117.0,metaflow,conda-forge/metaflow,,,,658.0,630.0,https://pypi.org/project/metaflow,2024-04-12 11:08:43.000,28.0,304940.0,308633.0,https://anaconda.org/conda-forge/metaflow,2024-04-13 09:30:30.809,166226.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
189,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-04-25 15:12:44.000000,2024-04-25 12:53:11,38641.0,446.0,829.0,146.0,9487.0,1106.0,5098.0,7278.0,cuDF - GPU DataFrame Library.,278.0,33,True,2024-04-10 15:05:51.000,24.04.00,48.0,cudf,,,,,64.0,53.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,11.0,2932.0,2932.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
190,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-04-25 08:59:25.000000,2024-04-18 07:43:41,1189.0,54.0,791.0,61.0,951.0,247.0,1163.0,7271.0,A python library for user-friendly forecasting and anomaly detection on time series.,115.0,33,True,2024-04-17 11:54:28.000,0.29.0,42.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,593.0,588.0,https://pypi.org/project/u8darts,2024-04-17 11:54:28.000,5.0,23728.0,24991.0,https://anaconda.org/conda-forge/u8darts-all,2024-04-18 00:03:59.716,41447.0,https://hub.docker.com/r/unit8/darts,2024-04-17 11:31:17.149896,,553.0,2.0,,,,,,,,,,,,,,,,,,,,
191,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-04-25 09:05:47.000000,2024-04-25 00:39:58,2194.0,106.0,842.0,98.0,2449.0,320.0,956.0,7128.0,Fast and Accurate ML in 3 Lines of Code.,120.0,33,True,2024-04-17 16:48:19.000,1.1.0,1463.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",675.0,666.0,https://pypi.org/project/autogluon,2024-04-25 09:05:47.000,9.0,84568.0,84698.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,7439.0,1.0,,,,,,,,,,,,,,,,,,,,
192,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-04-15 18:05:40.000000,2024-04-02 22:34:33,1351.0,36.0,854.0,158.0,1696.0,177.0,824.0,7020.0,An open source python library for automated feature engineering.,72.0,33,True,2024-02-26 17:29:32.000,1.30.0,105.0,featuretools,conda-forge/featuretools,,,,1681.0,1603.0,https://pypi.org/project/featuretools,2024-02-26 17:29:32.000,78.0,50075.0,53984.0,https://anaconda.org/conda-forge/featuretools,2024-02-27 14:54:50.393,179843.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
193,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-04-25 01:14:03.000000,2024-04-25 01:14:03,1793.0,27.0,759.0,128.0,275.0,449.0,334.0,6944.0,Uniform Manifold Approximation and Projection.,130.0,33,True,2024-04-03 16:53:16.000,0.5.6,40.0,umap-learn,conda-forge/umap-learn,,,,617.0,1.0,https://pypi.org/project/umap-learn,2024-04-03 16:53:16.000,616.0,1008255.0,1059908.0,https://anaconda.org/conda-forge/umap-learn,2024-02-04 15:29:26.812,2376049.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
194,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-04-25 08:34:42.000000,2024-04-25 06:44:33,3124.0,167.0,706.0,140.0,103.0,94.0,329.0,5997.0,Fit interpretable models. Explain blackbox machine learning.,43.0,33,True,2024-04-14 22:32:49.000,0.6.1,49.0,interpret,,,,['jupyter'],695.0,663.0,https://pypi.org/project/interpret,2024-04-14 04:27:31.000,32.0,82580.0,82580.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
195,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,288.0,6588.0,13.0,2030.0,5863.0,A flexible framework of neural networks for deep learning.,324.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3625.0,3221.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,18752.0,19091.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16964.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
196,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-02-02 08:20:24.000000,2023-07-28 00:16:45,2332.0,,1102.0,189.0,234.0,270.0,281.0,5555.0,Distributed Evolutionary Algorithms in Python.,87.0,33,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,5050.0,4673.0,https://pypi.org/project/deap,2023-07-21 10:51:54.000,377.0,205073.0,213845.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,368440.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
197,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-04-24 22:03:23.000000,2024-04-24 21:55:38,1088.0,35.0,466.0,238.0,761.0,205.0,333.0,4568.0,Model interpretability and understanding for PyTorch.,110.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,,['pytorch'],2058.0,1991.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,67.0,232164.0,233009.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,23682.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
198,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-04-13 17:37:46.000000,2023-12-03 03:47:34,490.0,,595.0,65.0,217.0,191.0,158.0,4009.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6408.0,6342.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,66.0,762955.0,766624.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,146772.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
199,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-04-23 12:02:45.109000,2024-04-19 12:38:42,1498.0,8.0,363.0,90.0,741.0,134.0,441.0,3204.0,Quickly and accurately render even the largest data.,55.0,33,True,2024-04-23 11:57:48.000,0.16.1,46.0,datashader,conda-forge/datashader,,,,4081.0,3938.0,https://pypi.org/project/datashader,2024-04-19 12:59:51.000,143.0,91560.0,109273.0,https://anaconda.org/conda-forge/datashader,2024-04-23 12:02:45.109,832536.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
200,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-04-25 15:07:21.000000,2024-04-25 08:15:55,2957.0,143.0,304.0,25.0,2721.0,164.0,1705.0,3103.0,"Argilla is a collaboration platform for AI engineers and domain experts that require high-quality outputs, full data..",85.0,33,True,2024-04-18 14:21:07.000,1.27.0,100.0,rubrix,conda-forge/rubrix,,,,2424.0,2424.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,814.0,1869.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,29551.0,,,,,2.0,,,,argilla-io/argilla,,,,,,,,,,,,,,,,
201,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-04-24 18:46:27.000000,2024-04-24 06:27:46,3694.0,16.0,193.0,50.0,1363.0,129.0,719.0,1965.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,2080.0,2057.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,23.0,210943.0,221804.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,467033.0,,,,,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
202,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2024-04-20 16:14:16.000000,2018-10-12 15:53:05,1251.0,,282.0,51.0,158.0,104.0,218.0,1591.0,Python Geocoder.,73.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,10263.0,9726.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,537.0,656508.0,658140.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,140416.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,geocoder
203,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-04-25 12:15:31.000000,2024-04-17 23:02:42,828.0,10.0,327.0,120.0,782.0,215.0,167.0,1465.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",84.0,33,True,2024-02-08 02:06:46.000,0.8.0,31.0,tensorflow-model-optimization,,,,['tensorflow'],3730.0,3700.0,https://pypi.org/project/tensorflow-model-optimization,2024-02-08 01:57:17.000,30.0,894241.0,894241.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
204,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-04-24 11:50:07.575000,2024-04-24 08:13:45,1179.0,8.0,359.0,66.0,603.0,272.0,350.0,1452.0,A Jupyter - Leaflet.js bridge.,88.0,33,True,2024-04-23 16:00:01.000,0.19.0,82.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],8652.0,8461.0,https://pypi.org/project/ipyleaflet,2024-04-23 16:00:01.000,185.0,137932.0,170640.0,https://anaconda.org/conda-forge/ipyleaflet,2024-04-24 11:50:07.575,1123052.0,,,,,3.0,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-04-23 15:59:25.544,6.0,8814.0,,,,,,,,,,,
205,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-04-23 15:40:16.000000,2024-04-23 15:40:11,2820.0,41.0,275.0,34.0,210.0,42.0,502.0,1233.0,Python interface for igraph.,75.0,33,False,2024-02-14 11:09:57.000,0.11.4,40.0,python-igraph,conda-forge/igraph,,,,4329.0,3904.0,https://pypi.org/project/python-igraph,2024-02-14 11:09:57.000,425.0,306406.0,324616.0,https://anaconda.org/conda-forge/igraph,2024-04-03 09:13:20.470,519978.0,,,,,1.0,562588.0,,-1.0,,,,,,,,,,,,,,,,,
206,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-04-25 14:57:23.000000,2024-04-24 23:44:39,13999.0,293.0,419.0,50.0,2101.0,151.0,779.0,669.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",161.0,33,False,2024-03-08 22:14:36.000,1.9.0,28.0,dipy,conda-forge/dipy,,,,1182.0,1065.0,https://pypi.org/project/dipy,2024-03-08 22:14:36.000,117.0,29974.0,40125.0,https://anaconda.org/conda-forge/dipy,2024-03-10 04:37:57.447,436509.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
207,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-04-25 15:22:21.000000,2024-04-25 14:44:43,4213.0,729.0,2619.0,264.0,3641.0,93.0,489.0,23901.0,You like pytorch? You like micrograd? You love tinygrad!.,300.0,32,True,2024-01-09 18:16:07.000,0.8.0,5.0,,,,,['pytorch'],62.0,62.0,,,,,,,,,,,,,1.0,,,,tinygrad/tinygrad,,,,,,,,,,,,,,,,
208,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-04-25 15:11:12.000000,2024-04-22 09:58:32,2630.0,456.0,1186.0,118.0,2843.0,254.0,889.0,17893.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",102.0,32,True,2024-04-22 13:27:09.000,1.9.0,68.0,,,,,,114.0,114.0,,,,,785.0,,,,,,,,2.0,28293.0,,,,,,,,,,,,,,,,,,,
209,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3420.0,465.0,671.0,590.0,672.0,14884.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1563.0,1473.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,90.0,5284.0,5284.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
210,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2074.0,184.0,1005.0,574.0,723.0,12509.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,False,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1600.0,1593.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,8104.0,8115.0,,,,,,,,2.0,673.0,,,,,,,,,,,,,,,,,,,
211,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1159.0,339.0,1683.0,523.0,1294.0,11155.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,392.0,371.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,21.0,20459.0,20586.0,,,,,,,,3.0,9697.0,,,,,,,,,,,,,,,,,,,
212,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-04-08 20:21:16.000000,2024-04-08 20:21:10,864.0,2.0,1282.0,420.0,87.0,32.0,160.0,9691.0,TensorFlow-based neural network library.,59.0,32,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1331.0,1278.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,53.0,29864.0,30383.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,27540.0,,,,,3.0,,,,google-deepmind/sonnet,,,,,,,,,,,,,,,,
213,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-04-24 02:48:23.000000,2024-04-24 02:48:23,1609.0,94.0,666.0,85.0,728.0,119.0,249.0,8648.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",47.0,32,False,2024-03-19 22:29:03.000,2.6.3,28.0,cleanlab,conda-forge/cleanlab,,,,314.0,303.0,https://pypi.org/project/cleanlab,2024-03-19 22:29:03.000,11.0,15294.0,15888.0,https://anaconda.org/conda-forge/cleanlab,2024-03-25 10:23:11.703,21385.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-04-15 21:09:01.000000,2024-04-14 18:28:32,1151.0,18.0,1229.0,147.0,167.0,247.0,1252.0,8286.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,142.0,32,False,2024-02-22 18:30:39.000,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],798.0,784.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,6945.0,10825.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,205645.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-04-18 02:54:26.000000,2024-03-08 03:19:52,2899.0,4.0,1628.0,87.0,1641.0,307.0,1835.0,8251.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",119.0,32,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1178.0,1174.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,2735.0,2735.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-04-18 23:06:40.000000,2024-02-11 06:36:31,669.0,1.0,329.0,69.0,108.0,32.0,137.0,7914.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",26.0,32,True,2023-10-01 01:13:46.000,0.7.0,14.0,einops,conda-forge/einops,,,,33193.0,32325.0,https://pypi.org/project/einops,2023-10-01 01:13:46.000,868.0,6499597.0,6504439.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,203364.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
217,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,,870.0,86.0,274.0,78.0,376.0,7795.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,43590.0,42582.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,1008.0,2197025.0,2222698.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1155067.0,,,,,2.0,421.0,,,,,,,,,,,,,,,,,,,
218,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-04-15 22:26:34.000000,2024-03-13 19:58:20,1220.0,2.0,1078.0,124.0,275.0,250.0,430.0,7084.0,Distributed Asynchronous Hyperparameter Optimization in Python.,103.0,32,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,14973.0,14459.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,514.0,2113583.0,2124891.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,757639.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-04-21 11:02:41.000000,2024-03-13 09:36:57,2708.0,3.0,1130.0,209.0,1048.0,21.0,615.0,6541.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,32,True,2024-03-13 10:57:14.000,1.6.0,63.0,deeppavlov,,,,['tensorflow'],394.0,387.0,https://pypi.org/project/deeppavlov,2024-03-13 10:57:14.000,7.0,9311.0,9311.0,,,,,,,,2.0,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,
220,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1850.0,198.0,206.0,12.0,1343.0,6298.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:04:45.487,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1572.0,1524.0,https://pypi.org/project/tensorpack,2021-01-22 19:59:12.425,48.0,12968.0,13318.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10448.0,,,,,3.0,167.0,,,,,,,,,,,,,,,,,,,
221,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2024-04-23 23:27:59.000000,2024-04-23 23:27:59,166.0,12.0,1044.0,199.0,112.0,153.0,305.0,5912.0,Official Kaggle API.,39.0,32,True,2024-04-12 01:56:25.000,1.6.12,71.0,kaggle,conda-forge/kaggle,,,,418.0,21.0,https://pypi.org/project/kaggle,2024-04-12 01:56:25.000,397.0,220661.0,224104.0,https://anaconda.org/conda-forge/kaggle,2024-04-14 01:28:23.406,148060.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-04-01 08:16:02.000000,2024-04-01 08:13:40,1215.0,6.0,651.0,63.0,133.0,59.0,435.0,5763.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",41.0,32,True,2024-04-01 08:16:02.000,2.5.0,210.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1466.0,1433.0,https://pypi.org/project/pytorch-metric-learning,2024-04-01 08:03:08.000,33.0,323729.0,323951.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11329.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
223,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-04-16 19:56:05.000000,2024-04-16 19:56:01,616.0,12.0,682.0,108.0,189.0,14.0,341.0,5513.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,32,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,1270.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1270.0,2116216.0,2129595.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,602063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-04-25 14:38:39.000000,2024-04-17 17:08:08,2178.0,32.0,281.0,43.0,2139.0,337.0,654.0,4785.0,Aim An easy-to-use & supercharged open-source experiment tracker.,64.0,32,True,2024-04-17 17:16:40.000,3.19.3,975.0,aim,conda-forge/aim,,,,545.0,521.0,https://pypi.org/project/aim,2024-04-25 13:35:38.000,24.0,71306.0,72645.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,44210.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2024-04-12 04:55:14.000000,2024-03-15 22:39:59,618.0,4.0,118.0,75.0,69.0,14.0,124.0,3712.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,32,True,2024-03-15 22:38:56.000,6.2.0,50.0,ftfy,conda-forge/ftfy,,,,19443.0,18768.0,https://pypi.org/project/ftfy,2024-03-15 22:38:56.000,675.0,4700295.0,4707583.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,284258.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-04-18 16:07:28.000000,2024-03-15 01:19:18,1424.0,23.0,455.0,56.0,773.0,42.0,475.0,3635.0,NeuralProphet: A simple forecasting package.,53.0,32,True,2024-02-23 20:22:47.000,0.8.0,34.0,neuralprophet,,,,['pytorch'],424.0,419.0,https://pypi.org/project/neuralprophet,2024-02-23 20:22:47.000,5.0,117403.0,117403.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
