,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
118,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2024-09-12 06:02:08.000000,2024-09-12 06:02:08,10354.0,50.0,576.0,70.0,2482.0,281.0,1806.0,1160.0,Machine learning for NeuroImaging in Python.,241.0,36,True,2024-04-09 09:15:50.000,0.10.4,47.0,nilearn,conda-forge/nilearn,,['sklearn'],209.0,58625.0,3706.0,3416.0,https://pypi.org/project/nilearn,2024-04-09 09:09:58.000,290.0,52298.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,290841.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
119,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-08-21 06:22:36.000000,2022-06-10 09:12:18,238.0,,13413.0,1565.0,232.0,785.0,588.0,52836.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,['pytorch'],1351.0,125180.0,3269.0,3153.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,124627.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,25824.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
120,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-08-16 12:07:14.000000,2024-02-10 14:20:58,4668.0,,4001.0,279.0,745.0,73.0,1024.0,33360.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",165.0,35,True,2023-12-12 15:27:06.000,0.22.0,98.0,tts,conda-forge/tts,,"['pytorch', 'tensorflow']",2972920.0,171217.0,1711.0,1660.0,https://pypi.org/project/tts,2023-12-12 15:27:06.000,51.0,99963.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,16509.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
121,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-09-09 19:31:53.000000,2024-07-22 08:17:18,2324.0,1.0,6351.0,429.0,1342.0,1271.0,3049.0,30149.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,427.0,35,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,['pytorch'],353.0,178328.0,3611.0,3494.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,176513.0,https://anaconda.org/conda-forge/fairseq,2024-05-17 03:12:57.351,90588.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
122,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-06-12 09:44:40.000000,2024-03-13 15:16:33,391.0,,4709.0,846.0,268.0,556.0,611.0,25842.0,Library for fast text representation and classification.,68.0,35,True,2024-06-12 09:44:40.000,0.9.3,37.0,fasttext,conda-forge/fasttext,,,,1724102.0,6793.0,6553.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,240.0,1722031.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,99411.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
123,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-09-11 08:50:57.000000,2024-09-11 08:45:28,9010.0,87.0,3024.0,273.0,1285.0,159.0,701.0,18796.0,Best Practices on Recommendation Systems.,136.0,35,True,2024-05-01 18:45:29.000,1.2.0,13.0,recommenders,,,,557.0,32439.0,122.0,118.0,https://pypi.org/project/recommenders,2024-05-01 18:45:29.000,4.0,32432.0,,,,1.0,,,,,,,,recommenders-team/recommenders,,,,,,,,,,,,,,,,
124,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,4.0,1142.0,319.0,268.0,56.0,343.0,13087.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,89.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,1120012.0,4402.0,4204.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,198.0,1109366.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,511015.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
125,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2024-08-15 14:02:46.000000,2024-04-12 16:27:53,4816.0,,5131.0,384.0,717.0,643.0,1362.0,12836.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",199.0,35,False,2024-02-24 10:01:09.000,2.7.0,58.0,glfw,conda-forge/glfw,,,3930994.0,282056.0,1621.0,1431.0,https://pypi.org/project/glfw,2024-02-24 10:01:09.000,190.0,241898.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,244084.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
126,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-09-09 16:18:55.000000,2024-09-09 16:18:47,2658.0,55.0,662.0,100.0,493.0,595.0,1262.0,9387.0,An open source multi-tool for exploring and publishing data.,80.0,35,True,2024-06-21 23:45:38.000,0.64.8,152.0,datasette,conda-forge/datasette,,,67.0,59169.0,1726.0,1315.0,https://pypi.org/project/datasette,2024-09-06 04:05:34.000,411.0,58119.0,https://anaconda.org/conda-forge/datasette,2024-06-24 15:27:37.980,43027.0,2.0,,,,,,,-1.0,,,,,,,datasette,,,,,,,,,,
127,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000000,2022-12-08 17:49:19,746.0,,1020.0,133.0,232.0,360.0,274.0,8759.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,5704267.0,68387.0,67047.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1340.0,5702614.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,114107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
128,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-08-08 01:22:06.000000,2024-08-08 01:21:29,682.0,5.0,344.0,68.0,113.0,35.0,142.0,8348.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",27.0,35,True,2024-04-28 04:07:49.000,0.8.0,15.0,einops,conda-forge/einops,,,,5084536.0,46632.0,44592.0,https://pypi.org/project/einops,2024-04-28 04:07:49.000,2040.0,5078850.0,https://anaconda.org/conda-forge/einops,2024-04-28 06:22:09.150,267279.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
129,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-09-12 13:47:45.000000,2024-09-12 02:11:20,39426.0,493.0,882.0,150.0,10381.0,1036.0,5451.0,8234.0,cuDF - GPU DataFrame Library.,294.0,35,True,2024-08-14 22:39:42.000,24.08.02,53.0,cudf,,,,,2977.0,79.0,57.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,2977.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
130,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-09-12 15:18:39.000000,2024-09-12 12:51:44,21106.0,549.0,537.0,56.0,3280.0,524.0,1050.0,8080.0,"Visualize, create, and debug image and video datasets and model predictions.",133.0,35,True,2024-09-06 18:49:57.000,0.25.1,146.0,fiftyone,,,"['tensorflow', 'pytorch', 'jupyter']",,121090.0,704.0,683.0,https://pypi.org/project/fiftyone,2024-09-06 18:11:54.000,21.0,121090.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
131,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-09-12 10:09:55.000000,2024-09-12 10:09:55,3243.0,113.0,775.0,78.0,3640.0,169.0,913.0,6973.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",208.0,35,True,2024-09-10 06:35:47.000,1.3.5,160.0,bentoml,,,,1186.0,107610.0,2055.0,2028.0,https://pypi.org/project/bentoml,2024-09-10 06:35:47.000,27.0,107588.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
132,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-09-12 00:36:34.000000,2024-09-11 22:26:19,32512.0,49.0,1994.0,383.0,6866.0,2832.0,6656.0,6860.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",268.0,35,True,,,155.0,h2o,,,,,301678.0,67.0,21.0,https://pypi.org/project/h2o,2024-08-29 13:55:23.000,46.0,301678.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
133,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-05-28 15:38:50.650000,2024-05-28 14:28:56,865.0,,1275.0,142.0,500.0,44.0,562.0,6803.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,35,True,2024-05-28 15:13:16.000,0.12.3,37.0,imbalanced-learn,conda-forge/imbalanced-learn,,['sklearn'],,11450448.0,32136.0,31706.0,https://pypi.org/project/imbalanced-learn,2024-05-28 15:11:10.000,430.0,11438486.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-05-28 15:38:50.650,610093.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
134,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2024-09-11 13:45:40.000000,2024-09-11 13:45:40,30323.0,325.0,1590.0,183.0,2170.0,24.0,1611.0,5011.0,"mlpack: a fast, header-only C++ machine learning library.",322.0,35,True,2024-05-28 22:59:10.000,4.4.0,47.0,mlpack,conda-forge/mlpack,,,,8585.0,4.0,,https://pypi.org/project/mlpack,2024-07-25 00:43:07.000,4.0,3883.0,https://anaconda.org/conda-forge/mlpack,2024-05-29 13:49:41.651,239812.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
135,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-09-12 00:15:38.000000,2024-09-10 13:55:29,1722.0,17.0,609.0,59.0,1870.0,154.0,1266.0,4511.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,626.0,35,True,2024-08-13 12:47:02.000,0.5.1,1736.0,pytorch-ignite,pytorch/ignite,,['pytorch'],,161006.0,3276.0,3181.0,https://pypi.org/project/pytorch-ignite,2024-09-12 00:15:38.000,95.0,158391.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,196151.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
136,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-09-06 16:21:52.000000,2024-09-06 15:12:15,1177.0,20.0,624.0,122.0,922.0,345.0,1088.0,4319.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",176.0,35,True,2024-04-22 23:27:42.000,7.2,49.0,coremltools,conda-forge/coremltools,,,10971.0,536006.0,4174.0,4098.0,https://pypi.org/project/coremltools,2024-08-16 01:15:18.000,76.0,534414.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,68718.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
137,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-09-09 14:57:15.000000,2024-09-09 14:57:13,12169.0,28.0,1093.0,163.0,465.0,682.0,754.0,4234.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,35,True,2024-03-12 19:43:46.000,0.24.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,['tensorflow'],,1537395.0,609.0,1.0,https://pypi.org/project/tensorflow-probability,2024-03-12 19:43:39.000,608.0,1534086.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,142304.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
138,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-09-11 23:11:03.000000,2024-09-11 03:50:23,3859.0,68.0,836.0,59.0,1682.0,402.0,1263.0,4178.0,"Serve, optimize and scale PyTorch models in production.",212.0,35,True,2024-07-18 18:56:54.000,0.11.1,25.0,torchserve,pytorch/torchserve,,['pytorch'],6201.0,80779.0,737.0,715.0,https://pypi.org/project/torchserve,2024-07-18 17:19:00.000,22.0,53280.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,256633.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1329892.0,,,,,,,,,,,,,,,,,,,
139,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-09-04 22:59:49.000000,2024-08-01 18:14:49,2387.0,17.0,210.0,63.0,145.0,90.0,584.0,3968.0,A Grammar of Graphics for Python.,111.0,35,True,2024-05-10 08:15:43.000,0.13.6,27.0,plotnine,conda-forge/plotnine,,,,2796165.0,8921.0,8614.0,https://pypi.org/project/plotnine,2024-05-09 20:44:49.000,307.0,2788374.0,https://anaconda.org/conda-forge/plotnine,2024-05-10 08:18:51.149,397359.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
140,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-09-12 15:04:17.000000,2024-09-01 18:18:11,8568.0,28.0,707.0,97.0,13309.0,42.0,852.0,3805.0,State of the Art Natural Language Processing.,113.0,35,True,2024-08-29 12:23:33.000,5.4.2,147.0,spark-nlp,,,['spark'],,4017595.0,533.0,496.0,https://pypi.org/project/spark-nlp,2024-09-06 10:53:18.000,37.0,4017595.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
141,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2024-09-04 12:47:04.775000,2024-08-27 09:55:50,7396.0,10.0,618.0,115.0,1182.0,353.0,1115.0,3292.0,High-performance interactive 2D/3D data visualization library.,198.0,35,True,2024-06-17 12:39:47.000,0.14.3,39.0,vispy,conda-forge/vispy,,['jupyter'],,205956.0,1841.0,1665.0,https://pypi.org/project/vispy,2024-06-17 12:32:22.000,173.0,193626.0,https://anaconda.org/conda-forge/vispy,2024-09-04 12:47:04.775,591457.0,2.0,,,,,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,3.0,8.0,,,,,,,,,,,
142,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-09-12 11:34:36.000000,2024-08-27 15:26:44,2313.0,4.0,641.0,73.0,2894.0,249.0,726.0,2481.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",227.0,35,True,2024-09-04 20:06:34.000,2.4.1,37.0,torchaudio,,,['pytorch'],,5589338.0,1263.0,,https://pypi.org/project/torchaudio,2024-09-04 19:15:37.000,1263.0,5589338.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
143,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-09-12 04:04:17.000000,2024-09-06 15:46:30,4383.0,80.0,1078.0,152.0,1277.0,71.0,683.0,1866.0,Documentation and samples for ArcGIS API for Python.,91.0,35,True,2024-07-09 18:02:58.000,2.3.1,49.0,arcgis,,,,12122.0,72360.0,861.0,821.0,https://pypi.org/project/arcgis,2024-07-09 17:29:35.000,40.0,72234.0,,,,2.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,,,,,,,,
144,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-09-12 12:31:17.000000,2024-09-10 18:41:55,1817.0,119.0,171.0,30.0,1762.0,90.0,190.0,1206.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,81.0,35,True,2024-08-13 15:40:01.000,2024.6.0,29.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,110433.0,12027.0,11978.0,https://pypi.org/project/scikit-learn-intelex,2024-08-07 15:13:02.000,49.0,102246.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-08-20 09:58:15.356,335691.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
145,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-09-10 03:49:23.000000,2024-08-30 12:40:09,1568.0,18.0,211.0,33.0,703.0,32.0,586.0,1040.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 02:07:12.000,3.6.1,61.0,pyproj,conda-forge/pyproj,,,,8945817.0,35036.0,33348.0,https://pypi.org/project/pyproj,2023-09-21 02:07:12.000,1688.0,8775637.0,https://anaconda.org/conda-forge/pyproj,2024-09-04 08:35:41.569,8509028.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
146,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2024-09-08 13:45:03.000000,2024-09-07 19:21:20,5921.0,54.0,257.0,37.0,826.0,134.0,405.0,646.0,Python package to access a cacophony of neuro-imaging file formats.,105.0,35,True,2024-02-27 04:17:30.000,5.2.1,42.0,nibabel,conda-forge/nibabel,,,,653690.0,22424.0,21285.0,https://pypi.org/project/nibabel,2024-02-27 04:13:17.000,1139.0,638671.0,https://anaconda.org/conda-forge/nibabel,2024-02-27 14:41:50.570,765972.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
147,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-09-11 09:25:14.000000,2024-09-11 09:25:14,3679.0,263.0,4298.0,384.0,4166.0,415.0,1259.0,38593.0,"Making large AI models cheaper, faster and more accessible.",193.0,34,True,2024-09-10 02:39:50.000,0.4.3,43.0,,,,,,,409.0,409.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
148,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-09-09 22:31:14.000000,2024-09-09 22:27:36,1530.0,6.0,7384.0,386.0,681.0,519.0,3066.0,29955.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",272.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,['pytorch'],,8139.0,2006.0,1993.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,13.0,,https://anaconda.org/conda-forge/detectron2,2024-08-26 11:04:11.128,406975.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
149,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000000,2021-11-17 17:52:52,3466.0,,3938.0,670.0,1678.0,149.0,1987.0,25054.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,['tensorflow'],1178479.0,24077.0,473.0,449.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,24.0,7629.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3093.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
150,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-08-14 05:22:49.000000,2024-07-25 01:00:20,617.0,2.0,3090.0,315.0,258.0,416.0,594.0,23672.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",129.0,34,True,2023-09-04 11:55:27.000,1.7.1,32.0,easyocr,,,,14253900.0,720926.0,8293.0,8088.0,https://pypi.org/project/easyocr,2023-09-04 11:55:27.000,205.0,441438.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
151,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2024-04-24 19:01:00.000000,2021-06-01 10:43:00,1848.0,,4403.0,543.0,716.0,402.0,1283.0,14024.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,34,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,27968.0,5925.0,5907.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,18.0,27968.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
152,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-09-05 08:46:33.000000,2024-09-05 08:46:26,3867.0,33.0,986.0,136.0,180.0,109.0,1062.0,13586.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",100.0,34,True,2024-08-31 09:35:44.000,16.5.0,244.0,ocrmypdf,conda-forge/ocrmypdf,,,4960.0,129290.0,1006.0,974.0,https://pypi.org/project/ocrmypdf,2024-08-31 09:35:10.000,32.0,127135.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,76286.0,1.0,,,,,,,-1.0,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
153,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-09-11 22:15:42.000000,2024-09-11 22:09:43,1172.0,17.0,1261.0,148.0,174.0,265.0,1328.0,8662.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,149.0,34,False,2024-06-27 11:32:25.000,0.7.7,18.0,pytorch3d,pytorch3d/pytorch3d,,['pytorch'],,16459.0,963.0,949.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,12277.0,https://anaconda.org/pytorch3d/pytorch3d,2024-06-27 11:25:52.604,242599.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
154,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-08-27 17:00:49.000000,2024-08-04 23:25:47,2485.0,11.0,983.0,201.0,2318.0,258.0,845.0,8498.0,Deep universal probabilistic programming with Python and PyTorch.,155.0,34,True,2024-06-02 00:37:37.000,1.9.1,36.0,pyro-ppl,conda-forge/pyro-ppl,,['pytorch'],,357329.0,186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,352760.0,https://anaconda.org/conda-forge/pyro-ppl,2024-06-03 00:37:06.159,191925.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
155,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-09-05 15:50:55.744000,2024-08-01 18:55:53,10421.0,6.0,1926.0,352.0,3428.0,130.0,1138.0,8458.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,34,True,2024-08-08 17:57:21.000,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,50858.0,40.0,,https://pypi.org/project/vowpalwabbit,2024-08-08 17:57:21.000,40.0,46255.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-09-05 15:50:55.744,216373.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
156,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-09-12 11:06:23.000000,2024-09-11 14:14:07,1031.0,84.0,751.0,285.0,1368.0,317.0,411.0,8028.0,"Build and manage real-life ML, AI, and data science projects with ease!.",93.0,34,True,2024-09-04 23:07:10.000,2.12.19,143.0,metaflow,conda-forge/metaflow,,,,794105.0,765.0,720.0,https://pypi.org/project/metaflow,2024-09-04 23:07:10.000,45.0,789915.0,https://anaconda.org/conda-forge/metaflow,2024-09-05 20:40:59.821,209549.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
