,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
201,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2023-11-08 17:48:19.000000,2023-11-07 21:01:51,5724.0,170.0,248.0,37.0,778.0,122.0,385.0,591.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,33,True,2023-04-03 15:53:03.644,5.1.0,40.0,nibabel,conda-forge/nibabel,,,,16704.0,15530.0,https://pypi.org/project/nibabel,273223.0,289340.0,https://anaconda.org/conda-forge/nibabel,2023-09-29 18:53:45.076,660799.0,,,,,2.0,,2023-04-03 15:53:03.644,1174.0,,,,,,,,,,,,,,,,,,,
202,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-10-23 19:11:00.000000,2023-07-13 08:50:20,531.0,,2614.0,380.0,117.0,213.0,558.0,23828.0,Deezer source separation library including pretrained models.,19.0,32,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],617.0,611.0,https://pypi.org/project/spleeter,16104.0,74119.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78672.0,,,,,2.0,2762438.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,,
203,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3721.0,765.0,1132.0,373.0,588.0,18728.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],512.0,474.0,https://pypi.org/project/magenta,3184.0,3184.0,,,,,,,,2.0,,2018-07-31 15:38:15.000,38.0,,,,,,,,,,,,,,,,,,,
204,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4627.0,998.0,1868.0,357.0,658.0,16601.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1045.0,960.0,https://pypi.org/project/zipline,2592.0,2786.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7373.0,,,,,1.0,,2020-10-05 15:46:20.429,85.0,,,,,,,,,,,,,,,,,,,
205,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3293.0,465.0,671.0,589.0,672.0,14281.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1528.0,1438.0,https://pypi.org/project/tensor2tensor,4747.0,4747.0,,,,,,,,2.0,,2017-06-21 01:15:55.000,90.0,,,,,,,,,,,,,,,,,,,
206,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-11-14 07:54:46.000000,2023-09-27 02:38:06,2223.0,7.0,2695.0,195.0,3589.0,1276.0,3842.0,11420.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",157.0,32,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],123.0,122.0,https://pypi.org/project/paddledet,709.0,709.0,,,,,,,,2.0,,2022-09-19 20:42:09.271,1.0,,,,,,,,,,,,,,,,,,,
207,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-10-12 17:53:25.000000,2023-10-04 01:39:27,564.0,1.0,2299.0,221.0,234.0,107.0,409.0,9738.0,A little word cloud generator in Python.,69.0,32,True,2023-05-18 18:12:02.829,1.9.2,19.0,wordcloud,conda-forge/wordcloud,,,,846.0,21.0,https://pypi.org/project/wordcloud,1384497.0,1395613.0,https://anaconda.org/conda-forge/wordcloud,2023-07-07 15:15:49.535,444663.0,,,,,2.0,,2023-05-18 18:12:02.829,825.0,,,,,,,,,,,,,,,,,,,
208,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,2.0,1542.0,291.0,424.0,281.0,634.0,9302.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,32,False,2023-08-15 18:22:07.000,0.12.1,62.0,tpot,conda-forge/tpot,,,['sklearn'],2513.0,2452.0,https://pypi.org/project/tpot,40096.0,45951.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,240076.0,,,,,2.0,,2023-08-15 18:22:07.000,61.0,,,,,,,,,,,,,,,,,,,
209,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,964.0,134.0,217.0,320.0,268.0,7858.0,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,43482.0,42272.0,https://pypi.org/project/pydub,2888247.0,2889513.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,74722.0,,,,,2.0,,2021-03-10 02:09:53.000,1210.0,,,,,,,,,,,,,,,,,,,
210,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-11-08 23:29:28.000000,2023-03-13 12:21:37,454.0,,2291.0,282.0,133.0,298.0,309.0,7661.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-03-14 12:04:32.000,3.10.0,54.0,SpeechRecognition,conda-forge/speechrecognition,,,,838.0,21.0,https://pypi.org/project/SpeechRecognition,482681.0,484686.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,174486.0,,,,,2.0,,2022-12-04 12:47:02.703,817.0,,,,,,,,,,,,,,,,,,,
211,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-11-16 13:56:10.000000,2023-10-17 11:40:34,2699.0,6.0,1117.0,211.0,1042.0,18.0,613.0,6395.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-10-17 11:41:15.000,1.4.0,61.0,deeppavlov,,,,['tensorflow'],362.0,362.0,https://pypi.org/project/deeppavlov,10522.0,10522.0,,,,,,,,2.0,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,
212,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-11-11 19:20:33.000000,2023-07-25 15:00:08,1165.0,,626.0,65.0,127.0,50.0,425.0,5539.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1032.0,1013.0,https://pypi.org/project/pytorch-metric-learning,361116.0,361352.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10875.0,,,,,1.0,,2023-07-25 14:56:04.000,19.0,,,,,,,,,,,,,,,,,,,
213,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-10-09 03:38:19.000000,2020-07-15 13:46:58,1184.0,,1594.0,305.0,293.0,152.0,266.0,5216.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,936.0,902.0,https://pypi.org/project/pyfolio,10174.0,10357.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12634.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,,
214,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-11-15 20:39:53.000000,2023-11-09 14:51:14,3801.0,72.0,543.0,85.0,529.0,94.0,455.0,4508.0,Online machine learning in Python.,106.0,32,True,2023-11-09 14:20:01.000,0.20.0,19.0,river,conda-forge/river,,,,404.0,375.0,https://pypi.org/project/river,22491.0,24132.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,50883.0,,,,,2.0,,2023-11-09 14:06:35.000,29.0,,,,,,,,,,,,,,,,,,,
215,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-11-15 20:30:39.000000,2023-11-10 17:02:30,1032.0,15.0,440.0,225.0,719.0,175.0,328.0,4269.0,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50.000,0.6.0,9.0,captum,conda-forge/captum,,,['pytorch'],1623.0,1577.0,https://pypi.org/project/captum,116566.0,117349.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,18016.0,,,,,1.0,,2022-12-27 23:25:01.082,46.0,,,,,,,,,,,,,,,,,,,
216,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-11-07 00:26:23.000000,2023-11-07 00:26:23,1390.0,42.0,436.0,52.0,734.0,44.0,451.0,3398.0,NeuralProphet: A simple forecasting package.,50.0,32,True,2023-06-14 22:41:07.000,0.6.2,27.0,neuralprophet,,,,['pytorch'],334.0,331.0,https://pypi.org/project/neuralprophet,68684.0,68684.0,,,,,,,,2.0,,2023-09-19 18:17:10.000,3.0,,,,,,,,,,,,,,,,,,,
217,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-15 22:14:42.000000,2023-11-15 17:05:35,1219.0,33.0,220.0,30.0,379.0,105.0,145.0,3172.0,Lightning fast forecasting with statistical and econometric models.,34.0,32,True,2023-11-13 18:17:17.000,1.6.0,27.0,statsforecast,conda-forge/statsforecast,,,,588.0,567.0,https://pypi.org/project/statsforecast,534921.0,537633.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,54253.0,,,,,2.0,,2023-08-23 19:27:53.000,21.0,,,,,,,,,,,,,,,,,,,
218,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-11-09 13:51:49.000000,2022-08-22 18:21:12,586.0,,568.0,78.0,75.0,60.0,161.0,2940.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,4561.0,4395.0,https://pypi.org/project/filterpy,1896358.0,1899451.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,238235.0,,,,,2.0,,2018-10-10 22:38:24.000,166.0,,,,,,,,,,,,,,,,,,,
219,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-11-15 05:32:14.000000,2023-11-07 23:08:48,1076.0,41.0,382.0,64.0,483.0,201.0,265.0,2783.0,A Hyperparameter Tuning Library for Keras.,59.0,32,True,2023-11-07 19:38:18.000,1.4.6,34.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2918.0,2858.0,https://pypi.org/project/keras-tuner,179243.0,180214.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,26234.0,,,,,2.0,,2023-11-07 19:38:18.000,60.0,,,,,,,,,,,,,,,,,,,
220,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-11-15 14:34:42.000000,2023-11-15 14:34:37,961.0,32.0,221.0,40.0,516.0,71.0,171.0,2639.0,JAX-based neural network library.,79.0,32,True,2023-11-10 14:04:13.000,0.0.11,13.0,dm-haiku,conda-forge/dm-haiku,,,,1561.0,1561.0,https://pypi.org/project/dm-haiku,221996.0,222411.0,https://anaconda.org/conda-forge/dm-haiku,2023-11-10 15:32:28.698,13702.0,,,,,3.0,,,,,,,,,,,google-deepmind/dm-haiku,,,,,,,,,,,
221,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-11-14 17:38:46.000000,2023-11-14 17:37:49,2261.0,25.0,688.0,78.0,197.0,184.0,460.0,2621.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",145.0,32,True,2023-10-03 11:38:48.000,0.18.0,49.0,tf-agents,,,,['tensorflow'],1342.0,1337.0,https://pypi.org/project/tf-agents,38277.0,38277.0,,,,,,,,1.0,,2023-10-03 11:38:48.000,5.0,,,,,,,,,,,,,,,,,,,
222,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-11-14 16:26:52.000000,2023-11-10 14:12:21,996.0,7.0,460.0,55.0,135.0,330.0,163.0,2567.0,A high performance implementation of HDBSCAN clustering.,86.0,32,True,2023-07-18 17:54:02.116,0.8.33,50.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],3033.0,2815.0,https://pypi.org/project/hdbscan,540502.0,588202.0,https://anaconda.org/conda-forge/hdbscan,2023-10-06 14:12:48.829,1764935.0,,,,,2.0,,2023-07-18 17:54:02.116,218.0,,,,,,,,,,,,,,,,,,,
223,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-11-16 09:55:01.000000,2023-11-14 17:25:47,2400.0,350.0,213.0,26.0,1053.0,75.0,218.0,2438.0,Database system for AI-powered apps.,69.0,32,True,2023-10-18 21:51:25.000,0.3.8,35.0,evadb,,,,['pytorch'],112.0,112.0,https://pypi.org/project/evadb,14033.0,39509.0,,,,,,,,3.0,407631.0,,,,,,,,,,georgia-tech-db/evadb,,,,,,,,,,,
224,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-11-16 11:06:22.000000,2023-11-15 19:25:35,5389.0,149.0,666.0,89.0,5560.0,93.0,842.0,2021.0,TFX is an end-to-end platform for deploying production ML pipelines.,178.0,32,True,2023-09-06 18:31:57.000,1.14.0,95.0,tfx,,,,['tensorflow'],14.0,,https://pypi.org/project/tfx,79891.0,79891.0,,,,,,,,2.0,,2023-09-06 22:01:30.000,14.0,,,,,,,,,,,,,,,,,,,
225,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-11-16 14:11:01.000000,2023-11-15 16:24:12,3712.0,173.0,498.0,54.0,3797.0,321.0,820.0,1959.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,147.0,32,True,2023-11-08 21:58:24.000,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,731.0,668.0,https://pypi.org/project/pennylane,41915.0,43103.0,https://anaconda.org/conda-forge/pennylane,2023-11-02 19:53:25.357,28500.0,,,,,2.0,70.0,2023-11-08 21:58:24.000,63.0,,,,,,,,,,,,,,,,,,,
226,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-11-16 03:50:43.000000,2023-10-16 17:20:19,4118.0,95.0,1075.0,154.0,1076.0,45.0,600.0,1669.0,Documentation and samples for ArcGIS API for Python.,89.0,32,True,2023-10-03 15:37:18.000,2.2.0,39.0,arcgis,,esridocker/arcgis-api-python-notebook,,,35.0,3.0,https://pypi.org/project/arcgis,74697.0,74809.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,9697.0,2023-10-18 17:19:02.000,32.0,,,,,,,,,,,,,,,,,,,
227,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-11-02 14:07:02.000000,2023-11-02 14:07:02,936.0,6.0,181.0,48.0,295.0,127.0,121.0,1598.0,Evaluate: A library for easily evaluating machine learning models and datasets.,123.0,32,True,2023-10-13 15:57:18.000,0.4.1,14.0,evaluate,,,,,4978.0,4851.0,https://pypi.org/project/evaluate,1417905.0,1417905.0,,,,,,,,1.0,,2023-10-13 15:54:47.000,127.0,,,,,,,,,,,,,,,,,,,
228,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-14 19:50:28.000000,2018-10-12 15:53:05,1251.0,,282.0,52.0,156.0,104.0,218.0,1561.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,8697.0,8174.0,https://pypi.org/project/geocoder,405255.0,406915.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,134490.0,,,,,3.0,,2021-12-15 15:58:16.110,523.0,,,,,,,,,,,,,,,,,,,geocoder
229,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-11-05 11:05:52.000000,2023-11-05 11:05:52,2756.0,81.0,263.0,34.0,196.0,36.0,488.0,1177.0,Python interface for igraph.,71.0,32,False,2023-10-12 21:32:31.000,0.11.2,38.0,python-igraph,conda-forge/igraph,,,,411.0,,https://pypi.org/project/python-igraph,304863.0,323888.0,https://anaconda.org/conda-forge/igraph,2023-10-04 20:43:38.652,477953.0,,,,,1.0,561975.0,2023-10-12 21:32:31.000,411.0,,,,,,,,,,,,,,,,,,,
230,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-10-18 18:59:53.000000,2023-10-18 18:59:52,3272.0,11.0,242.0,48.0,347.0,72.0,262.0,997.0,"OpenCL integration for Python, plus shiny features.",95.0,32,True,2023-10-12 23:06:24.000,2023.1.4,94.0,pyopencl,conda-forge/pyopencl,,,,1905.0,1700.0,https://pypi.org/project/pyopencl,70584.0,94049.0,https://anaconda.org/conda-forge/pyopencl,2023-10-13 14:22:03.075,962072.0,,,,,2.0,,2023-10-12 23:06:24.000,205.0,,,,,,,,,,,,,,,,,,,
231,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-11-15 13:14:22.000000,2023-11-14 18:42:42,626.0,44.0,88.0,23.0,473.0,290.0,387.0,822.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",44.0,32,True,2023-10-17 08:55:43.000,0.9.0,60.0,hvplot,conda-forge/hvplot,,,,4023.0,3930.0,https://pypi.org/project/hvplot,119413.0,131588.0,https://anaconda.org/conda-forge/hvplot,2023-10-16 18:32:23.923,499189.0,,,,,2.0,,2023-10-16 15:05:47.000,93.0,,,,,,,,,,,,,,,,,,,
232,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-11-16 13:43:43.000000,2023-11-16 02:47:18,2794.0,495.0,2153.0,259.0,1880.0,69.0,327.0,20365.0,You like pytorch? You like micrograd? You love tinygrad!.,236.0,31,True,2023-08-27 16:40:37.000,0.7.0,4.0,,,,,['pytorch'],29.0,29.0,,,,,,,,,,,1.0,,,,,,,,,,,tinygrad/tinygrad,,,,,,,,,,,
233,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1268.0,419.0,82.0,32.0,158.0,9621.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19.000,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1174.0,1174.0,https://pypi.org/project/dm-sonnet,20023.0,20571.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26307.0,,,,,3.0,,,,,,,,,,,google-deepmind/sonnet,,,,,,,,,,,
234,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-11-13 18:35:20.000000,2020-11-30 04:34:51,613.0,,2324.0,461.0,259.0,555.0,362.0,9602.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4698.0,4698.0,https://pypi.org/project/tflearn,8205.0,8205.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
235,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-10-02 22:40:56.000000,2023-10-02 22:40:55,1387.0,2.0,1406.0,303.0,889.0,129.0,758.0,8976.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],604.0,593.0,https://pypi.org/project/autokeras,12663.0,12904.0,,,,,,,,2.0,17365.0,2022-04-30 05:46:13.000,11.0,,,,,,,,,,,,,,,,,,,
236,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-09-25 05:14:24.000000,2023-08-26 12:04:19,383.0,5.0,2093.0,288.0,96.0,295.0,446.0,8137.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,31,True,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,,1497.0,1479.0,https://pypi.org/project/imageai,7937.0,21412.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,6644.0,,,,,2.0,891724.0,2023-01-02 17:10:24.749,18.0,,,,,,,,,,,,,,,,,,,
237,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-10-24 19:57:22.000000,2023-10-24 19:51:03,547.0,3.0,1158.0,166.0,427.0,58.0,469.0,7825.0,Automatic extraction of relevant features from time series:.,91.0,31,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],97.0,21.0,https://pypi.org/project/tsfresh,227753.0,259280.0,https://anaconda.org/conda-forge/tsfresh,2023-07-30 07:29:21.371,1324174.0,,,,,2.0,,2021-12-21 03:37:03.000,76.0,,,,,,,,,,,,,,,,,,,
238,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-10-18 14:39:11.000000,2023-04-18 11:08:13,2759.0,,1239.0,215.0,705.0,173.0,827.0,7201.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],551.0,512.0,https://pypi.org/project/auto-sklearn,19925.0,20575.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20160.0,,,,,2.0,50.0,2022-09-20 10:32:07.471,39.0,,,,,,,,,,,,,,,,,,,
239,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-10-22 10:20:09.000000,2023-07-14 06:46:40,354.0,,1455.0,135.0,126.0,13.0,309.0,7111.0,A Python implementation of global optimization with gaussian processes.,41.0,31,True,2023-04-25 22:00:01.831,1.4.3,14.0,bayesian-optimization,,,,,2281.0,2178.0,https://pypi.org/project/bayesian-optimization,219405.0,219406.0,,,,,,,,2.0,139.0,2023-04-25 22:00:01.831,103.0,,,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,
240,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-11-16 13:01:39.000000,2023-11-16 10:48:30,1470.0,101.0,551.0,72.0,585.0,76.0,195.0,6989.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",39.0,31,False,2023-09-11 17:53:22.000,2.5.0,24.0,cleanlab,conda-forge/cleanlab,,,,210.0,202.0,https://pypi.org/project/cleanlab,16852.0,17448.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,18505.0,,,,,2.0,,2023-09-11 17:53:22.000,8.0,,,,,,,,,,,,,,,,,,,
