,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
251,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-02-18 18:31:54.000000,2025-02-18 18:31:54,14765.0,64.0,442.0,57.0,2280.0,167.0,816.0,731.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",165.0,32,False,2024-12-12 17:53:19.000,1.10.0,29.0,dipy,conda-forge/dipy,,,,1500.0,1372.0,https://pypi.org/project/dipy,2024-12-12 17:53:19.000,128.0,29216.0,40335.0,https://anaconda.org/conda-forge/dipy,2024-12-13 21:19:52.949,589342.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2025-01-17 09:31:44.000000,2025-01-17 09:31:35,632.0,69.0,39.0,10.0,78.0,14.0,27.0,223.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,13.0,32,False,2025-01-13 08:35:34.000,1.2.0,54.0,blis,conda-forge/cython-blis,,,,56605.0,56494.0,https://pypi.org/project/blis,2025-01-13 08:35:34.000,111.0,10824210.0,10869983.0,https://anaconda.org/conda-forge/cython-blis,2025-01-05 16:04:33.921,2425092.0,,,,,2.0,1143.0,,,,,,,,,,,,,,,,,,,
253,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2025-01-19 13:53:44.000000,2025-01-19 13:53:11,340.0,6.0,3151.0,154.0,58.0,139.0,142.0,21804.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",23.0,31,True,2025-01-19 13:53:44.000,1.9.2,215.0,vit-pytorch,,,,['pytorch'],621.0,604.0,https://pypi.org/project/vit-pytorch,2025-01-19 13:53:44.000,17.0,22391.0,22391.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-01-09 13:35:59.000000,2025-01-09 13:35:59,2010.0,14.0,2737.0,305.0,954.0,249.0,700.0,16561.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",136.0,31,True,2024-12-23 07:36:40.000,0.9.6,35.0,pyqlib,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pyqlib,2024-12-23 07:38:34.000,1.0,5376.0,5390.0,,,,,,,,1.0,776.0,,,,,,,,,,,,,,,,,,,
255,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1816.0,284.0,3507.0,417.0,1684.0,14131.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,31,False,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,68.0,21.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,47.0,17477.0,17477.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2074.0,182.0,1007.0,574.0,727.0,12796.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1854.0,1847.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,4721.0,4732.0,,,,,,,,2.0,838.0,,,,,,,,,,,,,,,,,,,
257,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-02-19 06:23:54.000000,2025-02-19 06:23:50,2981.0,14.0,2504.0,211.0,492.0,247.0,482.0,10824.0,FinRL: Financial Reinforcement Learning.,121.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,64.0,64.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,2212.0,2212.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
258,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2025-02-06 02:01:10.000000,2025-02-06 02:01:10,1767.0,24.0,783.0,87.0,817.0,111.0,290.0,10185.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",55.0,31,False,2024-09-26 16:50:26.000,2.7.0,32.0,cleanlab,conda-forge/cleanlab,,,,455.0,437.0,https://pypi.org/project/cleanlab,2024-09-26 16:50:26.000,18.0,32180.0,33011.0,https://anaconda.org/conda-forge/cleanlab,2025-01-02 16:30:44.037,38234.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
259,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,455.0,263.0,579.0,365.0,9620.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5138.0,5124.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,5089.0,5089.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
260,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,1.0,1399.0,299.0,897.0,146.0,760.0,9199.0,AutoML library for deep learning.,145.0,31,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],812.0,799.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,17601.0,17821.0,,,,,,,,2.0,19225.0,,,,,,,,,,,,,,,,,,,
261,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-02-15 13:32:55.188000,2025-02-05 21:06:19,1198.0,8.0,1401.0,99.0,676.0,735.0,531.0,8546.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,130.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2998.0,2998.0,,,,,8476.0,https://anaconda.org/conda-forge/nvidia-apex,2025-02-15 13:32:55.188,440798.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
262,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-01-22 14:40:43.000000,2023-04-18 11:08:13,2759.0,,1282.0,213.0,727.0,201.0,829.0,7743.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],682.0,648.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,15948.0,16582.0,https://anaconda.org/conda-forge/auto-sklearn,2025-01-02 16:30:24.107,29192.0,,,,,2.0,68.0,,,,,,,,,,,,,,,,,,,
263,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2025-02-17 21:20:45.000000,2025-02-17 21:20:41,638.0,8.0,723.0,109.0,200.0,11.0,357.0,6009.0,Python-tesseract is an optical character recognition (OCR) tool for python.,49.0,31,True,2024-08-16 02:36:10.000,0.3.13,28.0,pytesseract,conda-forge/pytesseract,,,,971.0,,https://pypi.org/project/pytesseract,2024-08-16 02:36:10.000,971.0,2718921.0,2730674.0,https://anaconda.org/conda-forge/pytesseract,2025-01-07 11:30:51.352,646459.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,297.0,161.0,268.0,5824.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1171.0,1157.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,11459.0,11633.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14685.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
265,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2025-01-19 06:34:14.145000,2024-06-24 00:50:16,586.0,,1093.0,110.0,270.0,107.0,509.0,5788.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators.,45.0,31,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],4928.0,4786.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,142.0,160521.0,161121.0,https://anaconda.org/conda-forge/pandas-ta,2025-01-19 06:34:14.145,24002.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
266,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-11-20 21:17:10.552000,2024-06-17 19:23:44,491.0,,674.0,66.0,230.0,249.0,164.0,4552.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,31,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,7717.0,7583.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,661909.0,668276.0,https://anaconda.org/conda-forge/hnswlib,2024-11-20 21:17:10.552,318354.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2025-01-02 16:30:25.284000,2023-11-02 13:49:44,662.0,,1019.0,151.0,132.0,139.0,104.0,4521.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,False,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,5806.0,5699.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,107.0,232371.0,233074.0,https://anaconda.org/conda-forge/ta,2025-01-02 16:30:25.284,33745.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
268,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-02-20 14:39:53.000000,2025-02-20 06:37:22,15674.0,102.0,553.0,76.0,3805.0,961.0,1648.0,4408.0,cuML - RAPIDS Machine Learning Library.,180.0,31,True,2024-12-11 21:41:19.000,24.12.00,44.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,3642.0,3642.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
269,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,182.0,737.0,277.0,710.0,3428.0,DyNet: The Dynamic Neural Network Toolkit.,161.0,31,False,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,287.0,269.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,18.0,139263.0,139446.0,,,,,,,,3.0,18367.0,,,,,,,,,,,,,,,,,,,
270,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2025-01-12 23:14:25.000000,2025-01-12 23:14:25,705.0,1.0,283.0,50.0,829.0,103.0,285.0,3264.0,PyTorch extensions for high performance and large scale training.,76.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],7648.0,7495.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,476753.0,487072.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,402450.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
271,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2025-01-29 18:15:14.000000,2025-01-29 18:15:09,999.0,6.0,237.0,36.0,559.0,72.0,177.0,2962.0,JAX-based neural network library.,85.0,31,True,2024-10-16 09:11:35.000,0.0.13,16.0,dm-haiku,conda-forge/dm-haiku,,,,2493.0,2318.0,https://pypi.org/project/dm-haiku,2024-10-16 09:11:35.000,175.0,299911.0,300520.0,https://anaconda.org/conda-forge/dm-haiku,2024-12-23 08:50:11.458,29277.0,,,,,3.0,,,,,,,,google-deepmind/dm-haiku,,,,,,,,,,,,
272,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-12-25 16:57:33.423000,2024-06-24 17:09:39,1087.0,,397.0,59.0,499.0,222.0,273.0,2874.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],5312.0,5197.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,384971.0,386171.0,https://anaconda.org/conda-forge/keras-tuner,2024-12-25 16:57:33.423,50420.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2025-02-13 14:05:45.000000,2025-02-13 13:50:04,1712.0,19.0,334.0,36.0,372.0,40.0,187.0,2773.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,40.0,31,True,2025-02-13 14:05:45.000,2.7.8,51.0,shapash,,,,['jupyter'],192.0,188.0,https://pypi.org/project/shapash,2025-02-13 14:05:45.000,4.0,9026.0,9026.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2025-02-07 21:57:51.000000,2025-02-07 21:57:18,1974.0,15.0,163.0,31.0,383.0,79.0,116.0,2478.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",63.0,31,True,2025-02-07 21:57:19.000,2.17.2,138.0,usearch,,unum/usearch,,,205.0,163.0,https://pypi.org/project/usearch,2024-12-29 12:38:31.000,27.0,170368.0,182979.0,,,,https://hub.docker.com/r/unum/usearch,2024-11-21 09:01:45.281389,1.0,171.0,2.0,52130.0,usearch,https://www.npmjs.com/package/usearch,2025-01-23 09:38:41.221,15.0,9861.0,,,,,,,,,,,,,,
275,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2025-02-12 01:06:42.000000,2025-02-12 01:06:42,574.0,15.0,436.0,94.0,125.0,81.0,266.0,2402.0,bt - flexible backtesting for Python.,34.0,31,True,2025-02-12 01:06:34.000,1.1.1,29.0,bt,conda-forge/bt,,,,1660.0,1647.0,https://pypi.org/project/bt,2025-02-12 01:06:34.000,13.0,7098.0,8674.0,https://anaconda.org/conda-forge/bt,2024-09-21 21:55:35.462,72523.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
276,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-12-19 19:53:58.719000,2024-10-30 12:23:10,890.0,,361.0,82.0,169.0,218.0,149.0,2374.0,An interactive data visualization tool which brings matplotlib graphics to the browser using D3.,53.0,31,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,7145.0,6990.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,146.0,354944.0,359943.0,https://anaconda.org/conda-forge/mpld3,2024-12-19 19:53:58.719,222263.0,,,,,3.0,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,1031.0,,,,,,,,,,,,,,
277,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-12-29 21:23:32.000000,2024-12-29 21:20:41,1376.0,3.0,334.0,22.0,50.0,38.0,203.0,2356.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,31,True,2024-12-29 21:23:32.000,0.4.8,92.0,explainerdashboard,conda-forge/explainerdashboard,,,,609.0,596.0,https://pypi.org/project/explainerdashboard,2024-12-29 21:23:32.000,13.0,69292.0,70511.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-18 22:16:35.129,60978.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2025-02-19 14:27:37.000000,2025-02-06 07:39:03,1965.0,148.0,212.0,48.0,306.0,190.0,167.0,2210.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,31,True,2025-02-06 06:10:43.000,0.36.0,206.0,graphistry,,,,['jupyter'],142.0,136.0,https://pypi.org/project/graphistry,2025-02-06 06:10:43.000,6.0,17657.0,17657.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2025-02-12 12:40:28.000000,2025-02-12 10:35:29,217.0,7.0,255.0,56.0,80.0,50.0,233.0,2058.0,A Python wrapper for the tesseract-ocr API.,31.0,31,True,2025-02-12 12:40:28.000,2.8.0,23.0,tesserocr,conda-forge/tesserocr,,,,1230.0,1187.0,https://pypi.org/project/tesserocr,2025-02-12 12:40:28.000,43.0,99757.0,103929.0,https://anaconda.org/conda-forge/tesserocr,2024-09-13 13:36:57.070,229067.0,,,,,2.0,855.0,,,,,,,,,,,,,,,,,,,
280,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2025-02-20 09:53:20.000000,2025-02-20 09:46:00,2912.0,16.0,191.0,27.0,749.0,114.0,466.0,1743.0,A Python library for learning and evaluating knowledge graph embeddings.,42.0,31,True,2024-10-29 16:35:05.000,1.11.0,49.0,pykeen,,,,,307.0,288.0,https://pypi.org/project/pykeen,2024-10-29 16:25:52.000,19.0,12956.0,12960.0,,,,,,,,2.0,231.0,,,,,,,,,,,,,,,,,,,
281,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2024-09-03 20:56:01.000000,2024-04-15 22:25:34,1519.0,,612.0,56.0,1884.0,92.0,899.0,1695.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,31,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,2160760.0,2160760.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
282,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-11-13 21:41:20.000000,2024-11-07 23:05:03,1082.0,,235.0,36.0,256.0,65.0,274.0,1619.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,31,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,10922.0,10769.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2761213.0,2785797.0,https://anaconda.org/conda-forge/pmdarima,2024-07-14 16:03:51.778,1278419.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
283,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-16 09:24:29.167000,2024-12-05 15:39:58,1196.0,2.0,362.0,68.0,617.0,297.0,361.0,1508.0,A Jupyter - Leaflet.js bridge.,92.0,31,True,2024-07-22 08:02:59.000,0.19.2,84.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],14689.0,14405.0,https://pypi.org/project/ipyleaflet,2024-07-22 08:02:59.000,275.0,165885.0,195713.0,https://anaconda.org/conda-forge/ipyleaflet,2024-12-16 09:24:29.167,1375512.0,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-07-22 08:02:28.803,9.0,5697.0,,,,,,,,,,,,,,
284,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2025-02-06 19:37:37.335000,2025-02-06 17:53:01,4399.0,24.0,304.0,77.0,680.0,19.0,636.0,1368.0,PySAL: Python Spatial Analysis Library Meta-Package.,79.0,31,True,2025-01-31 17:29:10.000,25.01,42.0,pysal,conda-forge/pysal,,,,1793.0,1734.0,https://pypi.org/project/pysal,2025-02-06 17:54:03.000,59.0,31973.0,42956.0,https://anaconda.org/conda-forge/pysal,2025-02-06 19:37:37.335,604090.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
285,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-01-08 18:36:40.000000,2025-01-08 18:31:17,1167.0,9.0,253.0,49.0,552.0,33.0,189.0,1365.0,ARCH models in Python.,37.0,31,False,2024-11-04 16:01:44.000,7.2.0,49.0,arch,conda-forge/arch-py,,,,2571.0,2458.0,https://pypi.org/project/arch,2024-11-04 16:01:44.000,113.0,2458280.0,2467841.0,https://anaconda.org/conda-forge/arch-py,2024-11-05 00:36:23.711,535432.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
286,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2025-02-08 10:04:18.000000,2025-02-08 10:04:18,10851.0,55.0,251.0,39.0,1520.0,209.0,358.0,1302.0,Computations and statistics on manifolds with geometric structures.,95.0,31,True,2024-09-09 17:46:06.000,2.8.0,33.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,144.0,132.0,https://pypi.org/project/geomstats,2024-09-09 17:41:39.000,12.0,3910.0,4083.0,https://anaconda.org/conda-forge/geomstats,2025-01-01 19:03:18.457,5538.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
287,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2025-02-19 00:33:57.000000,2025-02-19 00:31:04,1118.0,24.0,174.0,35.0,119.0,25.0,66.0,773.0,Snowball compiler and stemming algorithms.,35.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,459.0,10.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,449.0,16650389.0,16741177.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,9260457.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
288,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCm/tensorflow-upstream,https://github.com/ROCm/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2025-02-20 11:17:30.000000,2025-02-20 11:11:59,180629.0,3408.0,97.0,51.0,2469.0,38.0,350.0,690.0,TensorFlow ROCm port.,4826.0,31,True,2022-12-06 16:42:53.965,2.9.4,100.0,tensorflow-rocm,,,,['tensorflow'],9.0,,https://pypi.org/project/tensorflow-rocm,2024-01-10 14:33:03.000,9.0,4474.0,4474.0,,,,,,,,3.0,27.0,,,,,,,ROCm/tensorflow-upstream,,,,,,,,,,,,
289,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2025-02-06 18:37:56.000000,2024-12-15 00:03:38,17327.0,20.0,111.0,27.0,3630.0,535.0,3417.0,558.0,"Keep code, data, containers under control with git and git-annex.",57.0,31,True,2024-12-15 00:03:47.000,1.1.5,121.0,datalad,conda-forge/datalad,,,,551.0,452.0,https://pypi.org/project/datalad,2024-12-15 00:03:47.000,99.0,14982.0,29340.0,https://anaconda.org/conda-forge/datalad,2024-11-20 02:36:29.417,804074.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
290,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2025-02-14 04:57:35.000000,2025-02-13 11:19:03,2319.0,19.0,2914.0,199.0,3791.0,1250.0,4278.0,13086.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",185.0,30,True,2025-02-14 04:57:35.000,2.8.1,11.0,paddledet,,,,['paddle'],2.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,2.0,1077.0,1077.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,
