,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,dnf_id,yay_id,snap_id
181,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-02 02:22:00.000000,2023-12-19 16:41:52,1051.0,33.0,453.0,225.0,733.0,166.0,329.0,4358.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02.000,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1688.0,1688.0,https://pypi.org/project/captum,186899.0,187667.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19223.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
182,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-04 12:04:48.000000,2023-12-21 21:18:35,1118.0,30.0,564.0,116.0,830.0,272.0,1014.0,3834.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3702.0,3532.0,https://pypi.org/project/coremltools,163642.0,165121.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53101.0,,,,,2.0,9005.0,2023-11-01 14:33:59.000,170.0,,,,,,,,,,,,,,,,,,,
183,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,582.0,64.0,212.0,191.0,151.0,3750.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,5838.0,5775.0,https://pypi.org/project/hnswlib,590002.0,593307.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,122291.0,,,,,2.0,,2023-12-03 04:16:17.000,63.0,,,,,,,,,,,,,,,,,,,
184,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-01-01 13:47:48.000000,2023-12-21 03:06:20,3865.0,68.0,1023.0,154.0,1563.0,345.0,862.0,3539.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,33,False,2023-04-14 21:24:10.000,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8547.0,8547.0,https://pypi.org/project/pyqtgraph,121934.0,127838.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,495936.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
185,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-12-22 14:48:07.000000,2023-12-22 14:48:06,1489.0,18.0,363.0,91.0,733.0,131.0,441.0,3119.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,3518.0,3391.0,https://pypi.org/project/datashader,92297.0,108988.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,734419.0,,,,,2.0,,2023-10-31 11:50:35.000,127.0,,,,,,,,,,,,,,,,,,,
186,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-04 05:39:47.000000,2023-12-28 01:46:14,1765.0,86.0,348.0,53.0,1499.0,53.0,393.0,2865.0,Bayesian optimization in PyTorch.,107.0,33,True,2023-12-09 01:58:40.000,0.9.5,41.0,botorch,conda-forge/botorch,,,['pytorch'],790.0,790.0,https://pypi.org/project/botorch,112560.0,114907.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,96265.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
187,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-12-17 02:36:56.000000,2021-10-12 13:32:38,1570.0,,505.0,63.0,542.0,303.0,392.0,2699.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5535.0,5259.0,https://pypi.org/project/scikit-optimize,498106.0,507018.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,695189.0,,,,,1.0,,2021-10-12 14:23:01.204,276.0,,,,,,,,,,,,,,,,,,,
188,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-12-22 21:54:50.000000,2023-12-22 21:54:50,1633.0,12.0,323.0,60.0,183.0,126.0,192.0,2682.0,The machine learning toolkit for time series analysis in Python.,43.0,33,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1134.0,1085.0,https://pypi.org/project/tslearn,239543.0,269017.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1267407.0,,,,,2.0,,2023-12-12 14:39:23.000,49.0,,,,,,,,,,,,,,,,,,,
189,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-12-26 03:38:51.000000,2023-12-21 20:29:20,2289.0,36.0,717.0,80.0,203.0,184.0,463.0,2657.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",149.0,33,True,2023-12-14 04:07:38.000,0.19.0,51.0,tf-agents,,,,['tensorflow'],1394.0,1386.0,https://pypi.org/project/tf-agents,26424.0,26424.0,,,,,,,,1.0,,2023-12-14 04:07:38.000,8.0,,,,,,,,,,,,,,,,,,,
190,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,20.0,398.0,39.0,149.0,45.0,238.0,2316.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1498.0,1327.0,https://pypi.org/project/category_encoders,1411407.0,1420600.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,248215.0,,,,,2.0,,2023-10-29 20:29:52.000,171.0,,,,,,,,,,,,,,,,,,,
191,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-12-23 15:16:22.285000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,167.0,215.0,146.0,2290.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,5795.0,5378.0,https://pypi.org/project/mpld3,437915.0,442934.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,191405.0,,,,,2.0,,2023-12-23 13:03:02.000,409.0,,mpld3,https://www.npmjs.com/package/mpld3,568.0,,,,,,,,,,,2023-12-23 13:04:29.963,8.0,,,
192,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-03 22:11:59.000000,2024-01-03 22:11:54,2288.0,20.0,525.0,69.0,479.0,236.0,701.0,2222.0,Survival analysis in Python.,115.0,33,True,2024-01-03 22:00:43.000,0.28.0,100.0,lifelines,conda-forge/lifelines,,,,2105.0,2105.0,https://pypi.org/project/lifelines,347200.0,354176.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,306968.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
193,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-04 12:11:50.000000,2024-01-03 21:29:52,3814.0,184.0,505.0,51.0,3904.0,321.0,859.0,2018.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,152.0,33,True,2023-11-08 21:58:24.000,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,773.0,709.0,https://pypi.org/project/pennylane,35093.0,36266.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,30488.0,,,,,2.0,70.0,2023-11-08 21:58:24.000,64.0,,,,,,,,,,,,,,,,,,,
194,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-01-03 21:24:37.000000,2023-12-21 09:18:49,3670.0,11.0,189.0,50.0,1343.0,126.0,710.0,1938.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2023-09-06 20:25:23.000,0.14.0,58.0,pythran,conda-forge/pythran,,,,1637.0,1615.0,https://pypi.org/project/pythran,130165.0,140996.0,https://anaconda.org/conda-forge/pythran,2023-09-21 12:37:53.939,433269.0,,,,,2.0,,2023-09-06 20:25:23.000,22.0,,,,,,,,,,,,,,,,,pythran,python-pythran,
195,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-03 04:41:01.000000,2024-01-01 07:42:15,555.0,11.0,107.0,32.0,59.0,71.0,78.0,909.0,Describing statistical models in Python using symbolic formulas.,19.0,33,True,2023-12-25 06:05:13.000,0.5.5,12.0,patsy,conda-forge/patsy,,,,88969.0,86221.0,https://pypi.org/project/patsy,12379598.0,12718614.0,https://anaconda.org/conda-forge/patsy,2023-12-26 15:59:14.236,9492469.0,,,,,2.0,,2023-12-25 06:04:56.000,2748.0,,,,,,,,,,,,,,,,,,,
196,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,483.0,50.0,2277.0,395.0,949.0,707.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24.000,1.8.4,46.0,nipype,conda-forge/nipype,,,,3872.0,3872.0,https://pypi.org/project/nipype,75701.0,90081.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,589602.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
197,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-03 17:54:23.000000,2023-07-11 13:03:36,1421.0,,3632.0,762.0,1133.0,356.0,588.0,18790.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44.000,2.1.4,48.0,magenta,,,,['tensorflow'],486.0,486.0,https://pypi.org/project/magenta,2640.0,2640.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
198,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3304.0,468.0,671.0,589.0,672.0,14454.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1538.0,1448.0,https://pypi.org/project/tensor2tensor,4156.0,4156.0,,,,,,,,2.0,,2020-06-17 16:31:34.798,90.0,,,,,,,,,,,,,,,,,,,
199,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1817.0,284.0,3502.0,348.0,1676.0,13478.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,32,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,573.0,538.0,https://pypi.org/project/nni,15301.0,15301.0,,,,,,,,2.0,,2023-09-14 12:22:00.000,35.0,,,,,,,,,,,,,,,,,,,
200,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,187.0,1005.0,580.0,712.0,12324.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1494.0,1488.0,https://pypi.org/project/paddlehub,5663.0,5674.0,,,,,,,,2.0,664.0,2023-09-20 10:33:08.000,6.0,,,,,,,,,,,,,,,,,,,
201,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1760.0,264.0,114.0,96.0,535.0,11047.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,5022.0,4849.0,https://pypi.org/project/lime,219241.0,221532.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,194797.0,,,,,1.0,,2020-06-26 21:38:15.000,173.0,,,,,,,,,,,,,,,,,,,
202,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2415.0,460.0,260.0,570.0,362.0,9605.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5237.0,4748.0,https://pypi.org/project/tflearn,6642.0,6642.0,,,,,,,,3.0,,2020-11-11 19:13:47.000,489.0,,,,,,,,,,,,,,,,,,,
203,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1406.0,303.0,889.0,129.0,758.0,9010.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],630.0,618.0,https://pypi.org/project/autokeras,11395.0,11633.0,,,,,,,,2.0,17680.0,2023-01-28 18:46:30.271,12.0,,,,,,,,,,,,,,,,,,,
204,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-12-23 11:21:53.000000,2023-12-06 12:55:15,486.0,32.0,2220.0,281.0,138.0,274.0,314.0,7773.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51.000,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,582833.0,587115.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175574.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
205,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,870.0,86.0,274.0,78.0,376.0,7741.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,39337.0,38339.0,https://pypi.org/project/tensorboardX,1863193.0,1890145.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1131786.0,,,,,2.0,411.0,2023-08-20 13:38:18.000,998.0,,,,,,,,,,,,,,,,,,,
206,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-01 19:04:03.000000,2023-12-07 16:30:16,1315.0,7.0,848.0,158.0,1656.0,172.0,804.0,6920.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15.000,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1505.0,1505.0,https://pypi.org/project/featuretools,48337.0,52387.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,174164.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
207,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-01-04 11:21:40.000000,2023-07-28 00:16:45,2332.0,,1072.0,192.0,233.0,271.0,279.0,5408.0,Distributed Evolutionary Algorithms in Python.,87.0,32,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,4663.0,4294.0,https://pypi.org/project/deap,191498.0,200492.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,350772.0,,,,,2.0,,2023-07-21 10:51:54.000,369.0,,,,,,,,,,,,,,,,,,,
208,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,304.0,294.0,152.0,268.0,5288.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,963.0,929.0,https://pypi.org/project/pyfolio,8817.0,8996.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12759.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,,
209,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-01-01 17:30:25.000000,2024-01-01 17:26:51,3846.0,93.0,550.0,84.0,538.0,102.0,459.0,4589.0,Online machine learning in Python.,108.0,32,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,426.0,397.0,https://pypi.org/project/river,19727.0,21301.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,51946.0,,,,,2.0,,2023-12-05 00:13:21.000,29.0,,,,,,,,,,,,,,,,,,,
210,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,152.0,76.0,66.0,17.0,120.0,3644.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,32,True,2023-11-21 23:50:46.000,6.1.3,49.0,ftfy,conda-forge/ftfy,,,,16644.0,16008.0,https://pypi.org/project/ftfy,3953784.0,3961516.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,278361.0,,,,,2.0,,2023-11-21 23:50:46.000,636.0,,,,,4.0,,,,,,,,,,,,,,
211,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-12-11 16:28:56.000000,2022-08-22 18:21:12,586.0,,571.0,78.0,76.0,61.0,161.0,2983.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,4964.0,4798.0,https://pypi.org/project/filterpy,1854595.0,1857627.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,239536.0,,,,,2.0,,2021-12-15 15:49:27.374,166.0,,,,,,,,,,,,,,,,,,,
212,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-12-27 20:29:35.000000,2023-11-29 20:31:13,1079.0,20.0,382.0,64.0,487.0,201.0,268.0,2796.0,A Hyperparameter Tuning Library for Keras.,60.0,32,True,2023-11-07 19:38:18.000,1.4.6,34.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3110.0,3048.0,https://pypi.org/project/keras-tuner,139799.0,140736.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,27194.0,,,,,2.0,,2023-11-07 19:38:18.000,62.0,,,,,,,,,,,,,,,,,,,
213,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-11-30 11:52:42.000000,2023-11-30 11:52:37,963.0,15.0,221.0,39.0,518.0,71.0,171.0,2672.0,JAX-based neural network library.,79.0,32,True,2023-11-10 14:04:13.000,0.0.11,13.0,dm-haiku,conda-forge/dm-haiku,,,,1649.0,1649.0,https://pypi.org/project/dm-haiku,168212.0,168618.0,https://anaconda.org/conda-forge/dm-haiku,2023-11-16 14:41:40.026,14226.0,,,,,3.0,,,,google-deepmind/dm-haiku,,,,,,,,,,,,,,,,,,
214,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-01-04 10:52:31.000000,2024-01-04 10:04:28,5454.0,100.0,672.0,88.0,5655.0,93.0,847.0,2036.0,TFX is an end-to-end platform for deploying production ML pipelines.,178.0,32,True,2023-09-06 22:01:30.000,1.14.0,95.0,tfx,,,,['tensorflow'],14.0,,https://pypi.org/project/tfx,63607.0,63607.0,,,,,,,,2.0,,2023-09-06 22:01:30.000,14.0,,,,,,,,,,,,,,,,,,,
215,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-01-03 20:32:06.000000,2023-12-27 10:12:23,938.0,6.0,194.0,48.0,301.0,127.0,121.0,1659.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18.000,0.4.1,14.0,evaluate,,,,,5950.0,5805.0,https://pypi.org/project/evaluate,2032546.0,2032546.0,,,,,,,,1.0,,2023-10-13 15:54:47.000,145.0,,,,,,,,,,,,,,,,,,,
216,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,278.0,51.0,157.0,85.0,218.0,1567.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51.000,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8683.0,8683.0,https://pypi.org/project/geocoder,372164.0,373799.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,135774.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,geocoder
217,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,4.0,227.0,34.0,249.0,48.0,271.0,1465.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,6959.0,6959.0,https://pypi.org/project/pmdarima,1863586.0,1889882.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1025561.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
218,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2024-01-02 19:45:15.000000,2024-01-02 19:45:00,3278.0,11.0,242.0,48.0,350.0,72.0,262.0,1003.0,"OpenCL integration for Python, plus shiny features.",95.0,32,True,2023-10-12 23:06:24.000,2023.1.4,94.0,pyopencl,conda-forge/pyopencl,,,,1966.0,1760.0,https://pypi.org/project/pyopencl,42987.0,65547.0,https://anaconda.org/conda-forge/pyopencl,2023-10-13 14:22:03.075,970118.0,,,,,2.0,,2023-10-12 23:06:24.000,206.0,,,,,,,,,,,,,,,,,,,
219,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-01-03 23:20:07.000000,2024-01-03 21:52:52,11253.0,148.0,226.0,58.0,11816.0,156.0,2145.0,900.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2023-10-30 17:20:30.000,0.2.126,100.0,hail,,,,['spark'],120.0,120.0,https://pypi.org/project/hail,23136.0,23136.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
220,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-11-17 01:43:12.000000,2023-07-13 08:50:20,531.0,,2651.0,383.0,118.0,213.0,561.0,24219.0,Deezer source separation library including pretrained models.,19.0,31,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],640.0,634.0,https://pypi.org/project/spleeter,15083.0,72822.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78875.0,,,,,2.0,2864289.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,,
221,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-01-04 08:34:53.000000,2024-01-04 07:02:42,3286.0,713.0,2370.0,267.0,2491.0,76.0,380.0,21766.0,You like pytorch? You like micrograd? You love tinygrad!.,263.0,31,True,2023-08-27 16:40:37.000,0.7.0,4.0,,,,,['pytorch'],36.0,36.0,,,,,,,,,,,1.0,,,,tinygrad/tinygrad,,,,,,,,,,,,,,,,,,
