,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
251,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2023-05-20 22:36:41.000000,2023-05-02 11:40:38,1798.0,37.0,215.0,20.0,272.0,44.0,259.0,721.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",41.0,31,True,2023-01-08 01:14:38.679,1.4.7,46.0,salib,conda-forge/salib,,,,858.0,784.0,https://pypi.org/project/salib,2022-06-22 01:55:54.000,74.0,131114.0,132648.0,https://anaconda.org/conda-forge/salib,2023-01-08 04:17:22.342,121239.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
252,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-06-07 22:44:21.000000,2023-06-07 22:44:16,152968.0,4207.0,78.0,51.0,1779.0,69.0,275.0,648.0,TensorFlow ROCm port.,4388.0,31,True,2019-10-11 17:16:09.000,2.0.0-rocm,2.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,,,3436.0,3436.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,
253,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2023-06-08 13:33:15.000000,2023-06-08 10:24:26,16831.0,122.0,106.0,27.0,3508.0,498.0,3345.0,423.0,"Keep code, data, containers under control with git and git-annex.",55.0,31,True,2023-05-16 13:30:40.410,0.18.4,103.0,datalad,conda-forge/datalad,,,,57.0,,https://pypi.org/project/datalad,2022-08-24 02:15:01.189,57.0,8645.0,14176.0,https://anaconda.org/conda-forge/datalad,2023-05-16 15:19:48.874,348463.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
254,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,,12660.0,1575.0,217.0,698.0,580.0,48483.0,The worlds simplest facial recognition api for Python and the command line.,54.0,30,True,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],,,https://pypi.org/project/face_recognition,,,64361.0,64875.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,16529.0,,,,,2.0,1104.0,,,,,,,,,,,,,,,,,,
255,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-05-17 10:28:53.000000,2023-04-06 12:47:08,530.0,1.0,2481.0,374.0,112.0,199.0,554.0,22721.0,Deezer source separation library including pretrained models.,19.0,30,True,2022-09-07 11:40:35.136,2.3.2,36.0,spleeter,conda-forge/spleeter,,,['tensorflow'],523.0,517.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,6.0,17054.0,73445.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,76437.0,,,,,2.0,2403016.0,,,,,,,,,,,,,,,,,,
256,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-04-02 11:36:25.000000,2020-01-31 13:06:18,347.0,,4680.0,633.0,370.0,493.0,435.0,14454.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,545.0,506.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1593.0,1593.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
257,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2023-06-08 14:35:27.000000,2023-06-08 02:44:30,1968.0,270.0,1340.0,203.0,700.0,58.0,189.0,13910.0,You like pytorch? You like micrograd? You love tinygrad!.,133.0,30,True,2023-05-26 01:02:57.000,0.6.0,3.0,,,,,['pytorch'],19.0,19.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
258,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-06-07 12:14:43.000000,2023-06-07 12:10:10,1076.0,34.0,1112.0,139.0,142.0,177.0,1139.0,7357.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,121.0,30,False,2023-05-10 15:14:23.000,0.7.4,16.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],473.0,473.0,https://pypi.org/project/pytorch3d,,,17244.0,20138.0,https://anaconda.org/pytorch3d/pytorch3d,2023-05-10 15:02:03.519,124484.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
259,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-06-05 18:36:01.000000,2023-06-02 17:04:49,1116.0,23.0,1201.0,101.0,572.0,650.0,506.0,7272.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,116.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],1776.0,1776.0,,,,,3509.0,https://anaconda.org/conda-forge/nvidia-apex,2023-05-19 10:45:26.365,154418.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
260,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,3.0,907.0,268.0,98.0,82.0,81.0,7141.0,Visualizations for machine learning datasets.,31.0,30,True,2023-05-24 15:58:01.158,1.1.1,9.0,facets-overview,,,,['jupyter'],193.0,184.0,https://pypi.org/project/facets-overview,2023-01-30 13:48:01.697,9.0,138944.0,138944.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
261,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-06-08 05:37:51.000000,2023-06-08 04:11:30,1318.0,76.0,498.0,71.0,484.0,60.0,172.0,6050.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",31.0,30,False,2023-05-13 04:22:02.613,2.4.0,23.0,cleanlab,conda-forge/cleanlab,,,,130.0,126.0,https://pypi.org/project/cleanlab,2022-11-28 17:41:01.653,4.0,13075.0,13435.0,https://anaconda.org/conda-forge/cleanlab,2023-05-16 17:42:44.464,13692.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
262,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2023-05-02 11:58:04.000000,2023-03-01 17:16:23,147.0,,999.0,191.0,84.0,229.0,158.0,5353.0,Official Kaggle API.,37.0,30,True,2023-03-01 13:59:01.294,1.5.13,50.0,kaggle,conda-forge/kaggle,,,,367.0,,https://pypi.org/project/kaggle,2021-03-13 00:50:03.000,367.0,157391.0,159990.0,https://anaconda.org/conda-forge/kaggle,2023-03-02 05:14:08.412,127386.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
263,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-06-06 14:04:28.000000,2023-06-03 10:28:01,28671.0,48.0,1479.0,183.0,1963.0,27.0,1502.0,4427.0,"mlpack: a fast, header-only C++ machine learning library.",303.0,30,False,2023-04-27 13:26:18.000,4.1.0,43.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,,,1248.0,3741.0,https://anaconda.org/conda-forge/mlpack,2023-04-28 18:01:51.042,147104.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
264,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-06-05 10:47:21.000000,2023-06-01 13:24:57,1583.0,35.0,581.0,59.0,1719.0,109.0,1098.0,4277.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,194.0,30,True,2023-05-01 08:23:15.000,0.4.12,23.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,,,133033.0,135441.0,https://anaconda.org/pytorch/ignite,2023-05-01 08:26:51.879,144532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
265,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-06-08 02:43:18.000000,2023-06-07 21:34:18,6096.0,99.0,505.0,151.0,1855.0,277.0,1311.0,4152.0,ArrayFire: a general purpose GPU library.,88.0,30,True,2023-02-13 16:47:37.000,3.8.3,33.0,arrayfire,,,,,6.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,6.0,1161.0,1202.0,,,,,,,,2.0,4018.0,,,,,,,,,,,,,,,,,,
266,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-08 12:27:47.000000,2023-05-16 15:38:43,699.0,28.0,340.0,72.0,250.0,45.0,468.0,4068.0,Visualizer for pandas data structures.,29.0,30,True,2023-05-16 16:10:00.606,2.16.0,165.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",752.0,736.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,16.0,156472.0,161978.0,https://anaconda.org/conda-forge/dtale,2023-05-16 16:49:18.339,220257.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
267,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-05-16 16:51:14.686000,2023-05-02 05:51:57,1341.0,1.0,370.0,71.0,363.0,95.0,458.0,4042.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",104.0,30,True,2023-01-25 17:37:52.489,0.8.4,28.0,sacred,conda-forge/sacred,,,,2519.0,2410.0,https://pypi.org/project/sacred,2023-01-25 17:37:52.489,109.0,36746.0,36921.0,https://anaconda.org/conda-forge/sacred,2023-05-16 16:51:14.686,3334.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
268,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-06-08 01:10:33.000000,2022-09-24 16:20:26,585.0,,763.0,83.0,193.0,109.0,402.0,3686.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3096.0,3063.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,33.0,65880.0,66598.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,14371.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
269,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-06-08 05:50:00.000000,2023-04-06 11:04:27,1124.0,29.0,647.0,58.0,995.0,126.0,718.0,3460.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,30,True,2023-04-06 11:07:01.270,1.0.0,19.0,mmocr,,,,['pytorch'],56.0,54.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,2.0,8714.0,8714.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
270,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,7.0,443.0,103.0,1019.0,216.0,364.0,3444.0,Plotting library for IPython/Jupyter notebooks.,62.0,30,True,2023-04-11 15:00:49.000,0.12.39,61.0,bqplot,conda-forge/bqplot,,,['jupyter'],43.0,43.0,https://pypi.org/project/bqplot,,,131351.0,148964.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1167283.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,,,3881.0,,,,,,,,,,,
271,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2023-06-07 23:42:51.000000,2023-06-07 23:42:48,15193.0,120.0,455.0,71.0,3205.0,744.0,1513.0,3373.0,cuML - RAPIDS Machine Learning Library.,163.0,30,True,2023-06-07 21:03:43.000,23.06.00,33.0,cuml,,,,,5.0,1.0,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,4.0,1969.0,1969.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
272,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-02-17 10:54:36.000000,2022-05-31 03:18:45,1556.0,,422.0,92.0,121.0,70.0,348.0,3074.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,30,False,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,932.0,875.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,57.0,197751.0,200114.0,https://anaconda.org/conda-forge/nmslib,2022-10-30 11:40:31.702,89795.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
273,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-02-07 11:44:22.000000,2023-02-07 11:44:22,319.0,,318.0,64.0,68.0,9.0,115.0,2762.0,A Python Perceptual Image Hashing Module.,25.0,30,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,9733.0,9367.0,https://pypi.org/project/ImageHash,2022-09-28 08:48:24.658,366.0,1326927.0,1330871.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,311620.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
274,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,,550.0,76.0,72.0,56.0,159.0,2750.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,3405.0,3252.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,153.0,2272240.0,2275369.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,225320.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
275,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-06-07 20:20:37.000000,2023-03-24 16:56:01,1602.0,3.0,310.0,59.0,153.0,105.0,186.0,2502.0,A machine learning toolkit dedicated to time-series data.,41.0,30,True,2023-01-20 13:21:39.000,0.5.3.2,22.0,tslearn,conda-forge/tslearn,,,['sklearn'],842.0,842.0,https://pypi.org/project/tslearn,,,268448.0,282431.0,https://anaconda.org/conda-forge/tslearn,2023-05-21 08:22:55.413,880936.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
276,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-03-22 19:43:04.000000,2022-11-10 18:59:22,964.0,,420.0,56.0,126.0,305.0,162.0,2458.0,A high performance implementation of HDBSCAN clustering.,81.0,30,True,2022-10-31 20:21:51.000,0.8.29-1,42.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2298.0,2298.0,https://pypi.org/project/hdbscan,,,486715.0,505687.0,https://anaconda.org/conda-forge/hdbscan,2023-02-05 19:19:05.978,1574698.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
277,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,11.0,327.0,43.0,57.0,60.0,199.0,2261.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,30,True,2023-06-01 22:20:25.000,1.3,4.0,spektral,,,,['tensorflow'],215.0,215.0,https://pypi.org/project/spektral,,,12355.0,12355.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
278,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-06-08 09:06:39.000000,2023-06-08 09:06:39,1302.0,334.0,498.0,38.0,27.0,3.0,255.0,1932.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,23.0,30,True,2023-05-09 09:28:00.957,2.2.3,107.0,deepke,,,,['pytorch'],16.0,16.0,https://pypi.org/project/deepke,2022-12-28 13:45:51.322,,1280.0,1280.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
279,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-04-16 18:18:45.000000,2023-04-16 18:18:45,185.0,3.0,243.0,55.0,65.0,79.0,179.0,1790.0,A Python wrapper for the tesseract-ocr API.,29.0,30,True,2023-03-14 12:58:00.539,2.6.0,17.0,tesserocr,conda-forge/tesserocr,,,,907.0,838.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,69.0,40284.0,42874.0,https://anaconda.org/conda-forge/tesserocr,2022-11-06 10:26:38.906,113972.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
280,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-06-08 14:27:49.000000,2023-06-08 07:17:12,1047.0,47.0,205.0,36.0,967.0,31.0,487.0,1682.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,86.0,30,True,2023-02-03 22:08:02.101,0.2.3,39.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],237.0,232.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,5.0,2274.0,2860.0,https://anaconda.org/conda-forge/lightning-flash,2022-11-08 12:21:59.568,12906.0,,,,,1.0,,,,,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,
281,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,MIT,2015-06-26 18:38:23.000,2023-05-12 10:16:57.000000,2023-05-12 01:01:45,1659.0,40.0,359.0,56.0,90.0,50.0,403.0,1543.0,Reinforcement Learning environments based on the 1993 game Doom.,52.0,30,True,2023-05-12 10:16:57.000,1.2.0,26.0,vizdoom,,,,,203.0,189.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,1175.0,1309.0,,,,,,,,2.0,11659.0,,,,,,,,,,,Farama-Foundation/ViZDoom,,,,,,,
282,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-05-16 07:12:56.000000,2023-05-16 07:12:56,1025.0,21.0,190.0,55.0,194.0,32.0,262.0,1405.0,A full spaCy pipeline and models for scientific/biomedical documents.,29.0,30,True,2023-04-29 21:23:00.503,0.5.2,13.0,scispacy,,,,,738.0,708.0,https://pypi.org/project/scispacy,2022-09-07 00:28:02.587,30.0,46803.0,46803.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
283,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2023-06-01 11:00:57.000000,2023-06-01 11:00:56,9856.0,237.0,212.0,34.0,1363.0,230.0,313.0,951.0,Computations and statistics on manifolds with geometric structures.,81.0,30,True,2022-04-22 22:08:06.000,2.5.0,30.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,71.0,68.0,https://pypi.org/project/geomstats,2018-08-28 22:43:50.000,3.0,1729.0,1835.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:18.061,1283.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
284,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2023-04-26 04:22:05.000000,2022-10-09 20:27:52,544.0,,104.0,31.0,54.0,73.0,73.0,887.0,Describing statistical models in Python using symbolic formulas.,17.0,30,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,,75850.0,73150.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2700.0,9167093.0,9265765.0,https://anaconda.org/conda-forge/patsy,2022-10-09 22:58:02.769,8091161.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
285,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-06-08 11:05:17.000000,2023-06-08 11:04:34,577.0,26.0,85.0,25.0,415.0,254.0,367.0,763.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",40.0,30,True,2023-06-06 09:09:01.000,0.8.4,16.0,hvplot,conda-forge/hvplot,,,,3064.0,3064.0,https://pypi.org/project/hvplot,,,159762.0,166547.0,https://anaconda.org/conda-forge/hvplot,2023-03-17 13:58:22.839,393564.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
286,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-05-20 15:24:58.000000,2023-05-20 15:24:49,273.0,4.0,2343.0,134.0,37.0,107.0,121.0,14319.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",17.0,29,True,2023-05-20 15:26:00.638,1.2.2,163.0,vit-pytorch,,,,['pytorch'],266.0,260.0,https://pypi.org/project/vit-pytorch,2022-06-30 15:11:57.000,6.0,19834.0,19834.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
287,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2023-06-08 11:55:38.000000,2023-06-03 00:42:24,1928.0,26.0,1950.0,264.0,820.0,190.0,533.0,11112.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",116.0,29,True,2023-01-29 10:54:52.000,0.9.1,17.0,pyqlib,,,,['pytorch'],,,https://pypi.org/project/pyqlib,,,3718.0,3728.0,,,,,,,,2.0,335.0,,,,,,,,,,,,,,,,,,
288,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2023-06-05 13:07:09.000000,2023-04-19 14:13:08,2404.0,12.0,3112.0,584.0,211.0,,,10863.0,Python Backtesting library for trading strategies.,56.0,29,False,,,,backtrader,,,,,1573.0,1573.0,https://pypi.org/project/backtrader,,,13736.0,13736.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
289,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-05-22 13:07:59.042000,2023-05-18 17:21:01,563.0,7.0,2248.0,223.0,230.0,85.0,409.0,9492.0,A little word cloud generator in Python.,68.0,29,True,2023-05-05 22:40:27.000,1.9.1.1,12.0,wordcloud,conda-forge/wordcloud,,,,,,https://pypi.org/project/wordcloud,,,879288.0,884298.0,https://anaconda.org/conda-forge/wordcloud,2023-05-22 13:07:59.042,410892.0,,,,,2.0,,-5.0,,,,,,,,,,,,,,,,,
290,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1840.0,222.0,46.0,96.0,94.0,8776.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,29,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],94.0,,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,94.0,131749.0,132401.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,23487.0,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,
291,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-06-07 08:35:51.000000,2023-03-03 22:50:09,374.0,,2045.0,289.0,93.0,284.0,438.0,7816.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,17.0,29,True,2022-12-20 21:17:57.000,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1358.0,1358.0,https://pypi.org/project/imageai,,,11444.0,25497.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,5741.0,,,,,2.0,861149.0,,,,,,,,,,,,,,,,,,
