,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
237,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2024-03-28 04:33:36.000000,2024-03-28 04:31:46,1066.0,18.0,170.0,35.0,116.0,31.0,60.0,713.0,Snowball compiler and stemming algorithms.,34.0,32,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6840.0,5.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6835.0,16762688.0,16848030.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7766162.0,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,
238,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCm/tensorflow-upstream,https://github.com/ROCm/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2024-03-28 13:41:38.000000,2024-03-28 13:41:38,166054.0,3867.0,89.0,52.0,2119.0,105.0,284.0,675.0,TensorFlow ROCm port.,4601.0,32,True,2022-12-06 16:42:53.965,2.9.4,100.0,tensorflow-rocm,,,,['tensorflow'],6.0,,https://pypi.org/project/tensorflow-rocm,2024-01-10 14:33:03.000,6.0,5757.0,5757.0,,,,,,,,3.0,21.0,,,ROCm/tensorflow-upstream,,,,,,,,,,,,,,,
239,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-03-17 08:58:36.000000,2023-07-13 08:50:20,531.0,,2701.0,385.0,120.0,232.0,561.0,24747.0,Deezer source separation library including pretrained models.,19.0,31,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],677.0,671.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,6.0,14359.0,73235.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,79526.0,,,,,2.0,3039432.0,,,,,,,,,,,,,,,,,,
240,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,189.0,1005.0,580.0,719.0,12466.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1565.0,1559.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,6.0,6070.0,6081.0,,,,,,,,2.0,668.0,,,,,,,,,,,,,,,,,,
241,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2436.0,458.0,260.0,577.0,363.0,9606.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5321.0,4832.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,6901.0,6901.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
242,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-03-28 09:22:55.000000,2024-03-27 05:02:22,1146.0,19.0,1229.0,147.0,162.0,247.0,1244.0,8210.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,139.0,31,False,2024-02-22 18:30:39.000,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],770.0,756.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,7616.0,7616.0,https://anaconda.org/pytorch3d/pytorch3d,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
243,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-03-11 18:51:27.000000,2024-03-11 18:51:26,551.0,4.0,1203.0,168.0,429.0,63.0,470.0,8054.0,Automatic extraction of relevant features from time series:.,92.0,31,True,2024-01-28 09:46:21.000,0.20.2,31.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],100.0,21.0,https://pypi.org/project/tsfresh,2024-01-28 09:46:21.000,79.0,251423.0,280529.0,https://anaconda.org/conda-forge/tsfresh,2024-01-28 10:39:22.145,1338889.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
244,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-03-26 20:17:11.439000,2024-03-26 15:14:29,5965.0,99.0,968.0,112.0,1630.0,98.0,639.0,7448.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2024-03-25 22:52:24.000,2.10.0,100.0,perspective-python,conda-forge/perspective,,,['jupyter'],134.0,117.0,https://pypi.org/project/perspective-python,2024-03-25 22:45:59.000,17.0,5380.0,18705.0,https://anaconda.org/conda-forge/perspective,2024-03-26 20:17:11.439,529639.0,,,,,2.0,2485.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1246.0,,,,,,,,,,,,
245,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-03-06 16:25:01.000000,2024-03-06 05:23:22,360.0,5.0,1455.0,134.0,134.0,14.0,322.0,7410.0,A Python implementation of global optimization with gaussian processes.,44.0,31,True,2023-04-25 22:00:01.831,1.4.3,14.0,bayesian-optimization,,,,,2591.0,2472.0,https://pypi.org/project/bayesian-optimization,2023-04-25 22:00:01.831,119.0,353041.0,353042.0,,,,,,,,2.0,143.0,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,,,
246,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-03-28 12:03:37.000000,2024-03-28 01:00:00,2131.0,50.0,832.0,100.0,2377.0,336.0,908.0,7016.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",117.0,31,True,2023-11-30 05:58:09.000,1.0.0,1434.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",11.0,2.0,https://pypi.org/project/autogluon,2024-03-27 09:05:15.000,9.0,93118.0,93246.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,7209.0,2.0,,,,,,,,,,,,,,,,,,,
247,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2024-03-27 20:30:59.000000,2024-03-27 20:16:28,158.0,6.0,1042.0,197.0,104.0,149.0,302.0,5859.0,Official Kaggle API.,37.0,31,True,2024-03-25 15:49:29.000,1.6.8,67.0,kaggle,conda-forge/kaggle,,,,414.0,21.0,https://pypi.org/project/kaggle,2024-03-25 15:49:29.000,393.0,215406.0,218855.0,https://anaconda.org/conda-forge/kaggle,2024-03-27 03:31:06.340,144893.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
248,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,303.0,294.0,152.0,268.0,5392.0,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1015.0,981.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,9601.0,9778.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12940.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
249,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-03-24 01:46:34.000000,2024-03-18 18:05:11,3856.0,11.0,550.0,86.0,550.0,102.0,473.0,4726.0,Online machine learning in Python.,111.0,31,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,479.0,447.0,https://pypi.org/project/river,2023-12-05 00:13:21.000,32.0,32444.0,33979.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53733.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
250,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-03-16 23:51:50.000000,2024-03-06 14:52:20,787.0,13.0,374.0,74.0,285.0,60.0,508.0,4514.0,Visualizer for pandas data structures.,30.0,31,True,2024-03-07 14:03:25.000,3.11.0,181.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1084.0,1061.0,https://pypi.org/project/dtale,2024-03-07 14:02:27.000,23.0,64852.0,70660.0,https://anaconda.org/conda-forge/dtale,2024-03-07 14:28:38.963,267195.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
251,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-02-17 21:29:54.000000,2023-11-13 07:19:19,1344.0,,375.0,71.0,367.0,97.0,460.0,4151.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,31,True,2023-11-13 07:24:08.000,0.8.5,29.0,sacred,conda-forge/sacred,,,,3020.0,2910.0,https://pypi.org/project/sacred,2023-11-13 07:24:08.000,110.0,27797.0,27967.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4764.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
252,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-03-20 17:31:08.000000,2023-11-02 13:49:44,662.0,,822.0,151.0,127.0,124.0,104.0,4002.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,True,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,3214.0,3164.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,50.0,86613.0,87257.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,23860.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
253,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-03-28 14:45:20.000000,2024-03-26 09:00:51,1090.0,13.0,351.0,59.0,1346.0,125.0,174.0,3828.0,A Python toolbox for performing gradient-free optimization.,55.0,31,True,2024-02-20 14:59:08.000,1.0.2,47.0,nevergrad,conda-forge/nevergrad,,,,674.0,641.0,https://pypi.org/project/nevergrad,2024-02-20 14:59:08.000,33.0,86080.0,87091.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,46525.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
254,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,186.0,737.0,274.0,669.0,3402.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,285.0,256.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,29.0,285047.0,285218.0,,,,,,,,3.0,15219.0,,,,,,,,,,,,,,,,,,
255,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-03-25 21:12:32.000000,2024-03-19 23:19:11,3844.0,17.0,533.0,61.0,889.0,343.0,969.0,3382.0,A highly efficient implementation of Gaussian Processes in PyTorch.,130.0,31,True,2023-06-02 22:04:02.000,1.11,38.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2066.0,1973.0,https://pypi.org/project/gpytorch,2023-06-02 22:13:00.914,93.0,227309.0,230530.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,148210.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
256,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2024-03-19 06:24:29.000000,2022-05-31 03:18:45,1556.0,,437.0,94.0,124.0,78.0,348.0,3268.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,47.0,31,False,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,1134.0,1074.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,60.0,260430.0,263001.0,https://anaconda.org/conda-forge/nmslib,2023-09-26 10:22:21.295,105429.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
257,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-03-11 01:00:49.000000,2024-03-11 00:59:40,984.0,4.0,570.0,99.0,335.0,36.0,717.0,3238.0,"Fast, flexible and easy to use probabilistic modelling in Python.",73.0,31,True,2024-03-11 01:00:49.000,1.0.4,74.0,pomegranate,conda-forge/pomegranate,,,,1130.0,1071.0,https://pypi.org/project/pomegranate,2024-03-11 01:00:49.000,59.0,61867.0,64992.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,143763.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
258,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-03-13 21:54:00.000000,2024-03-13 21:53:37,1286.0,12.0,277.0,54.0,219.0,51.0,416.0,2966.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,36.0,31,True,2023-08-21 11:33:22.000,1.12.0,28.0,stumpy,conda-forge/stumpy,,,,695.0,679.0,https://pypi.org/project/stumpy,2023-08-21 11:33:22.000,16.0,246405.0,267878.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,966303.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
259,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-03-28 05:26:40.000000,2024-02-02 23:52:02,700.0,1.0,250.0,42.0,812.0,72.0,284.0,2836.0,PyTorch extensions for high performance and large scale training.,73.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],4620.0,4554.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,66.0,515550.0,521789.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,174694.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
260,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-03-21 04:52:57.000000,2024-03-04 19:25:47,1086.0,7.0,386.0,62.0,494.0,207.0,270.0,2810.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3472.0,3406.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,66.0,204616.0,205547.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,28875.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
261,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-03-26 13:01:26.000000,2024-03-26 12:56:36,1165.0,32.0,234.0,28.0,1006.0,98.0,415.0,2720.0,A python library for self-supervised learning on images.,38.0,31,True,2024-03-26 13:01:26.000,1.5.2,116.0,lightly,,,,['pytorch'],232.0,225.0,https://pypi.org/project/lightly,2024-03-26 13:01:26.000,7.0,28170.0,28170.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
262,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-03-28 13:33:26.000000,2024-03-28 13:33:26,1569.0,52.0,320.0,38.0,330.0,39.0,156.0,2631.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,37.0,31,True,2024-03-12 11:08:12.000,2.4.3,39.0,shapash,,,,['jupyter'],147.0,145.0,https://pypi.org/project/shapash,2024-03-12 11:08:12.000,2.0,8725.0,8725.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
263,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-03-18 14:51:34.000000,2024-03-18 14:51:33,2902.0,43.0,1055.0,122.0,513.0,61.0,299.0,2541.0,IPython Parallel: Interactive Parallel Computing in Python.,113.0,31,False,2024-03-04 11:18:50.000,8.7.0,46.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],309.0,,https://pypi.org/project/ipyparallel,2024-03-04 11:18:50.000,309.0,289477.0,313131.0,https://anaconda.org/conda-forge/ipyparallel,2024-03-04 15:06:17.077,969829.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
264,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,,385.0,39.0,149.0,44.0,241.0,2359.0,A library of sklearn compatible categorical variable encoders.,70.0,31,True,2023-10-29 20:28:53.000,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1587.0,1587.0,https://pypi.org/project/category_encoders,,,1574680.0,1583371.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,252039.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
265,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-03-23 17:09:33.000000,2024-02-27 19:12:34,4150.0,10.0,1075.0,154.0,1096.0,58.0,628.0,1744.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18.000,2.2.0,42.0,arcgis,,esridocker/arcgis-api-python-notebook,,,37.0,4.0,https://pypi.org/project/arcgis,2024-02-28 17:36:05.000,33.0,137817.0,137937.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,10815.0,,,,,,,,,,,,,,,,,,
266,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-03-22 18:13:39.000000,2024-03-05 19:49:17,712.0,11.0,310.0,44.0,365.0,71.0,210.0,1593.0,Training PyTorch models with differential privacy.,77.0,31,True,2024-02-11 17:28:30.000,1.4.1,21.0,opacus,conda-forge/opacus,,,['pytorch'],777.0,757.0,https://pypi.org/project/opacus,2024-02-11 17:28:30.000,20.0,134327.0,134830.0,https://anaconda.org/conda-forge/opacus,2024-02-11 19:23:25.249,13047.0,,,,,2.0,108.0,,,,,,,,,,,,,,,,,,
267,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-03-28 16:14:52.000000,2024-03-28 16:14:49,3954.0,221.0,46.0,167.0,516.0,139.0,399.0,1444.0,Multiplatform plotting library based on the Grammar of Graphics.,20.0,31,True,2024-03-07 18:04:28.000,4.3.0,71.0,lets-plot,,,,,72.0,67.0,https://pypi.org/project/lets-plot,2024-03-07 17:37:54.000,5.0,24211.0,24223.0,,,,,,,,2.0,635.0,,,,,,,,,,,,,,,,,,
268,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-03-27 22:26:26.000000,2024-03-27 08:24:35,1543.0,24.0,162.0,16.0,789.0,104.0,445.0,1266.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,107.0,31,True,2024-03-21 03:35:03.000,0.27.0,53.0,pyjanitor,conda-forge/pyjanitor,,,,569.0,569.0,https://pypi.org/project/pyjanitor,,,75203.0,79320.0,https://anaconda.org/conda-forge/pyjanitor,2024-03-21 06:08:00.698,189401.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
269,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-02-01 19:43:14.000000,2024-01-05 16:06:48,1120.0,12.0,277.0,45.0,512.0,27.0,182.0,1242.0,ARCH models in Python.,35.0,31,False,2024-01-05 08:24:51.000,6.3.0,46.0,arch,conda-forge/arch-py,,,,1556.0,1484.0,https://pypi.org/project/arch,2024-01-05 08:24:51.000,72.0,332675.0,338977.0,https://anaconda.org/conda-forge/arch-py,2024-01-05 09:54:56.136,283606.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
270,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2024-03-27 20:13:39.000000,2024-03-27 18:03:22,10604.0,236.0,228.0,37.0,1463.0,206.0,347.0,1140.0,Computations and statistics on manifolds with geometric structures.,90.0,31,True,2023-08-30 05:36:10.000,2.7.0,32.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,100.0,97.0,https://pypi.org/project/geomstats,2023-08-30 05:33:32.000,3.0,3468.0,3574.0,https://anaconda.org/conda-forge/geomstats,2023-08-30 16:59:06.279,2235.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
271,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2024-03-28 13:47:11.000000,2024-03-28 13:47:10,3284.0,11.0,240.0,48.0,355.0,70.0,263.0,1023.0,"OpenCL integration for Python, plus shiny features.",95.0,31,True,2024-01-23 22:08:06.000,2024.1,95.0,pyopencl,conda-forge/pyopencl,,,,2052.0,1837.0,https://pypi.org/project/pyopencl,2024-01-23 22:46:25.000,215.0,94689.0,116708.0,https://anaconda.org/conda-forge/pyopencl,2024-01-24 00:59:29.948,990880.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
272,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-03-15 13:42:37.000000,2024-03-12 18:40:47,933.0,12.0,214.0,59.0,99.0,44.0,174.0,984.0,Input pipeline framework.,28.0,31,True,2023-08-11 23:14:04.000,1.14.0,56.0,tensorflow-transform,,,,['tensorflow'],1753.0,1697.0,https://pypi.org/project/tensorflow-transform,2023-08-11 23:14:04.000,56.0,841680.0,841680.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
273,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-03-27 03:34:32.000000,2024-03-27 03:34:31,661.0,20.0,98.0,23.0,514.0,322.0,408.0,919.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",46.0,31,True,2024-01-30 08:44:06.000,0.9.2,65.0,hvplot,conda-forge/hvplot,,,,4782.0,4673.0,https://pypi.org/project/hvplot,2024-01-29 16:25:57.000,109.0,187325.0,187325.0,https://anaconda.org/conda-forge/hvplot,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
274,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-03-04 21:27:42.000000,2024-03-04 21:27:41,1930.0,17.0,226.0,18.0,292.0,50.0,267.0,806.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",46.0,31,True,2024-02-18 21:10:04.000,1.4.8,47.0,salib,conda-forge/salib,,,,1155.0,1065.0,https://pypi.org/project/salib,2024-02-18 21:10:04.000,90.0,174706.0,178297.0,https://anaconda.org/conda-forge/salib,2024-02-18 23:23:58.271,147262.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
275,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2067.0,285.0,3401.0,51.0,1494.0,10418.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,30,True,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],26.0,21.0,https://pypi.org/project/parlai,2022-09-20 02:56:01.305,5.0,2364.0,2364.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
276,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-03-27 00:28:16.000000,2024-03-27 00:28:12,2899.0,29.0,2174.0,193.0,425.0,207.0,473.0,8934.0,FinRL: Financial Reinforcement Learning.,111.0,30,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,36.0,36.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,1573.0,1573.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
