,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
179,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-09-14 11:17:01.000000,2022-09-14 11:17:01,5228.0,61.0,239,39.0,694.0,146.0,326.0,496,Python package to access a cacophony of neuro-imaging file formats.,94.0,33,True,2022-08-31 13:49:26.182,4.0.2,37.0,nibabel,conda-forge/nibabel,,,253041.0,1005.0,,https://pypi.org/project/nibabel,2022-06-18 17:11:31.000,1005.0,246770.0,https://anaconda.org/conda-forge/nibabel,2022-08-31 19:30:48.313,476626.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
180,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-09-08 15:32:30.000000,2022-06-10 09:12:18,238.0,,12204,1582.0,199.0,680.0,567.0,45760,The worlds simplest facial recognition api for Python and the command line.,54.0,32,True,2020-02-20 14:26:01.000,1.3.0,21.0,face_recognition,conda-forge/face_recognition,['pytorch'],466.0,40937.0,45.0,,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,45.0,40546.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,9227.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
181,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571.0,,1111,358.0,1679.0,485.0,1290.0,10788,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,6937.0,22053.0,336.0,317.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,21932.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
182,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2421,464.0,255.0,567.0,362.0,9578,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,['tensorflow'],,18352.0,4565.0,4076.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,18352.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
183,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-09-15 07:01:39.000000,2022-09-14 10:02:19,1841.0,52.0,1689,241.0,676.0,201.0,443.0,9548,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",106.0,32,True,2022-06-15 06:55:10.000,0.8.6,27.0,pyqlib,,['pytorch'],333.0,2279.0,27.0,27.0,https://pypi.org/project/pyqlib,2022-06-15 06:55:10.000,,2266.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
184,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-09-15 15:33:06.000000,2022-09-15 15:24:10,4415.0,243.0,558,79.0,959.0,226.0,920.0,9084,"Wrap UIs around any model, share with anyone.",98.0,32,True,2022-09-14 20:29:40.000,3.3b1,348.0,gradio,,,,413955.0,22.0,,https://pypi.org/project/gradio,2022-07-04 20:09:27.000,22.0,413955.0,,,,2.0,,-3.0,,,,,,,,,,,,,,,,,,,,,,,
185,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-08-25 22:09:30.453000,2022-06-27 19:03:14,552.0,2.0,2226,221.0,212.0,120.0,372.0,8986,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,17.0,wordcloud,conda-forge/wordcloud,,,729127.0,743.0,,https://pypi.org/project/wordcloud,2022-06-27 18:29:11.000,743.0,724726.0,https://anaconda.org/conda-forge/wordcloud,2022-08-25 22:09:30.453,321294.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
186,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384.0,,886,272.0,145.0,106.0,103.0,8746,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,7241498.0,16327.0,14352.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1975.0,7236253.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,388176.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-08-25 21:48:14.000000,2022-07-29 17:42:53,2390.0,6.0,1468,291.0,410.0,254.0,605.0,8730,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,32,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,['sklearn'],,51748.0,1670.0,1612.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,49410.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,168375.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
188,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-09-11 02:10:58.000000,2022-05-14 13:22:02,743.0,,843,125.0,192.0,232.0,261.0,6366,Manipulate audio with a simple and easy high level interface.,92.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,1921506.0,15024.0,14123.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,1920860.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,29086.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
189,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-08-30 04:39:49.000000,2022-08-30 04:39:49,256.0,31.0,1348,148.0,91.0,26.0,244.0,6265,A Python implementation of global optimization with gaussian processes.,36.0,32,True,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,100.0,181884.0,1437.0,1346.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,91.0,181883.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939.0,,1808,201.0,205.0,13.0,1339.0,6232,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,['tensorflow'],142.0,19384.0,1136.0,1090.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,19066.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,3479.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
191,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-09-15 11:46:03.000000,2022-09-12 16:15:19,556.0,37.0,542,236.0,711.0,234.0,239.0,5981,Build and manage real-life data science projects with ease!.,55.0,32,True,2022-09-08 15:16:15.000,2.7.10,59.0,metaflow,conda-forge/metaflow,,,63389.0,325.0,316.0,https://pypi.org/project/metaflow,2022-06-17 07:22:02.000,9.0,61267.0,https://anaconda.org/conda-forge/metaflow,2022-09-09 18:13:48.097,70031.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
192,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2022-09-15 15:36:56.000000,2022-09-15 15:36:56,6302.0,2903.0,1758,41.0,2321.0,423.0,1667.0,5851,The Unified Machine Learning Framework.,411.0,32,True,2022-06-01 09:22:21.000,1.1.10,20.0,ivy-core,,,,421.0,6.0,,https://pypi.org/project/ivy-core,2022-06-01 09:22:21.000,6.0,421.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
193,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-09-15 12:27:30.000000,2022-09-13 03:14:32,2473.0,88.0,1172,70.0,1237.0,590.0,738.0,5410,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",84.0,32,True,2022-07-20 13:05:20.313,2.6.0,16.0,paddleseg,,['paddle'],,1932.0,664.0,662.0,https://pypi.org/project/paddleseg,2022-04-20 08:05:01.000,2.0,1932.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
194,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-09-15 07:34:29.000000,2022-09-15 05:00:07,2097.0,127.0,600,145.0,54.0,100.0,208.0,4951,Fit interpretable models. Explain blackbox machine learning.,31.0,32,True,2021-09-23 20:41:03.000,0.2.7,37.0,interpret,,['jupyter'],,89966.0,292.0,276.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000,16.0,89966.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
195,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-09-15 09:39:54.000000,2022-09-14 19:09:42,4652.0,183.0,1107,131.0,3352.0,72.0,1197.0,4715,NeMo: a toolkit for conversational AI.,175.0,32,True,2022-09-08 17:06:04.000,1.11.0,58.0,nemo-toolkit,,['pytorch'],18127.0,17043.0,7.0,,https://pypi.org/project/nemo-toolkit,2022-07-01 21:27:29.000,7.0,16540.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
196,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-09-14 02:32:52.000000,2022-09-11 16:29:40,28291.0,251.0,1411,180.0,1819.0,103.0,1423.0,4074,mlpack: a scalable C++ machine learning library --.,292.0,32,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,2878.0,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,632.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,112335.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
197,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-09-15 12:44:27.586000,2022-09-14 17:47:08,3189.0,55.0,477,121.0,327.0,59.0,709.0,3505,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",64.0,32,True,2022-07-06 23:39:37.000,2.0.17,167.0,dedupe,conda-forge/dedupe,,,277655.0,48.0,,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,276362.0,https://anaconda.org/conda-forge/dedupe,2022-09-15 12:44:27.586,11639.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
198,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-09-13 18:36:46.000000,2022-09-13 18:30:36,1816.0,13.0,172,64.0,108.0,68.0,447.0,3179,A grammar of graphics for Python.,96.0,32,True,2022-07-01 20:18:59.000,0.9.0,12.0,plotnine,conda-forge/plotnine,,,324277.0,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,321203.0,https://anaconda.org/conda-forge/plotnine,2022-07-02 08:55:06.336,196798.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
199,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-09-15 01:00:11.000000,2022-09-14 07:18:28,3369.0,120.0,946,148.0,1277.0,367.0,720.0,2948,Fast data visualization and GUI tools for scientific / engineering applications.,233.0,32,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,105119.0,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,100887.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,287817.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-08-22 18:21:14.000000,2022-08-22 18:21:12,586.0,14.0,516,73.0,71.0,55.0,157.0,2401,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,943879.0,1748.0,1616.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,941615.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,142689.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
201,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-08-30 17:01:38.000000,2021-10-12 13:32:38,1570.0,,426,65.0,515.0,232.0,387.0,2390,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,750248.0,3298.0,3124.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,174.0,740914.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,578717.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
202,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-09-15 09:18:44.000000,2022-09-15 07:35:37,2046.0,130.0,214,71.0,706.0,64.0,405.0,1884,Adaptive Experimentation Platform.,124.0,32,True,2022-09-14 02:14:34.000,0.2.7.1,28.0,ax-platform,conda-forge/ax-platform,['pytorch'],,129263.0,333.0,318.0,https://pypi.org/project/ax-platform,2022-04-26 21:57:06.000,15.0,129044.0,https://anaconda.org/conda-forge/ax-platform,2022-08-18 02:49:57.399,3287.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
203,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-09-15 02:40:06.000000,2022-09-10 22:25:54,13814.0,324.0,223,26.0,1180.0,315.0,620.0,1874,"Visualize, create, and debug image and video datasets and model predictions.",47.0,32,True,2022-08-25 22:22:49.000,desktop-v0.22.2,78.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,15537.0,168.0,166.0,https://pypi.org/project/fiftyone,2022-06-24 21:35:59.000,2.0,15537.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
204,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-09-14 04:57:06.000000,2022-09-13 19:54:53,671.0,43.0,184,37.0,751.0,67.0,251.0,1872,PyTorch extensions for high performance and large scale training.,63.0,32,True,2022-09-07 02:51:59.000,0.4.9,31.0,fairscale,conda-forge/fairscale,['pytorch'],,258111.0,557.0,537.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,20.0,253062.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,50490.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
205,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-09-15 14:37:14.000000,2022-09-14 21:28:10,4473.0,171.0,600,86.0,4422.0,257.0,584.0,1818,TFX is an end-to-end platform for deploying production ML pipelines.,149.0,32,True,2022-08-02 20:41:16.000,1.9.1,84.0,tfx,,['tensorflow'],,375424.0,13.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,13.0,375424.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
206,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-09-14 09:22:22.000000,2022-09-14 09:22:18,775.0,20.0,293,126.0,708.0,182.0,156.0,1288,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",73.0,32,True,2022-07-21 14:40:44.572,0.7.3,27.0,tensorflow-model-optimization,,['tensorflow'],,190493.0,2128.0,2107.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,21.0,190493.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
207,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-09-15 13:01:54.000000,2022-09-15 13:01:53,2333.0,69.0,221,34.0,141.0,43.0,384.0,1010,Python interface for igraph.,65.0,32,False,2022-09-13 06:50:21.000,0.10.1,30.0,python-igraph,conda-forge/igraph,,466472.0,260367.0,1265.0,884.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,381.0,248869.0,https://anaconda.org/conda-forge/igraph,2022-09-03 11:17:28.242,322245.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-09-15 09:29:28.000000,2022-09-15 09:16:38,10954.0,312.0,170,15.0,200.0,55.0,171.0,995,Huggingface Transformers + Adapters =.,1426.0,32,True,2022-09-15 09:39:42.000,adapters3.1.0,15.0,adapter-transformers,,['huggingface'],,40540.0,92.0,87.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,40540.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-09-12 06:25:49.049000,2022-09-12 00:42:51,3152.0,62.0,229,47.0,286.0,73.0,241.0,917,"OpenCL integration for Python, plus shiny features.",92.0,32,True,2022-09-12 00:45:32.000,2022.2.3,84.0,pyopencl,conda-forge/pyopencl,,,45211.0,1007.0,816.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,191.0,35595.0,https://anaconda.org/conda-forge/pyopencl,2022-09-12 06:25:49.049,682782.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-09-15 14:15:04.000000,2022-09-13 15:15:36,16050.0,283.0,93,24.0,3294.0,547.0,3122.0,341,"Keep code, data, containers under control with git and git-annex.",49.0,32,True,2022-09-02 01:44:13.221,0.17.5,92.0,datalad,conda-forge/datalad,,,13431.0,57.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,57.0,8845.0,https://anaconda.org/conda-forge/datalad,2022-09-02 07:37:16.982,247669.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-09-08 15:20:31.000000,2020-03-31 15:55:14,16116.0,,4377,1278.0,556.0,838.0,2533.0,17219,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",271.0,31,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,13991.0,866.0,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,692.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-09-15 13:56:40.000000,2022-09-14 11:02:11,7182.0,1257.0,1070,312.0,1551.0,173.0,1110.0,10073,In-Database Machine Learning.,133.0,31,False,2022-09-12 14:13:51.000,22.9.3.1,100.0,mindsdb,,['pytorch'],,3175.0,4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,3175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
213,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-08-23 20:09:04.000000,2022-08-23 20:08:58,850.0,2.0,1281,429.0,71.0,27.0,154.0,9373,TensorFlow-based neural network library.,54.0,31,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,21950.0,956.0,904.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,21455.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,16853.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1770,224.0,46.0,92.0,94.0,8613,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,160055.0,1878.0,1798.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,159628.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,11535.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-09-08 00:25:27.000000,2022-08-02 12:38:27,400.0,8.0,2046,284.0,107.0,234.0,284.0,6477,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",47.0,31,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,371888.0,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,369900.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,145184.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-09-13 15:01:17.000000,2022-09-13 15:01:13,2514.0,205.0,1372,158.0,228.0,51.0,386.0,6058,FinRL: Financial Reinforcement Learning.,77.0,31,True,2022-07-25 13:29:00.262,0.3.5,7.0,finrl,,,,486.0,17.0,17.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,486.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-08-29 12:36:40.229000,2022-08-29 09:48:24,644.0,22.0,944,149.0,84.0,63.0,295.0,5521,A Python scikit for building and analyzing recommender systems.,43.0,31,True,2022-08-29 13:47:49.377,1.1.2,10.0,scikit-surprise,conda-forge/scikit-surprise,,,110157.0,49.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,49.0,105687.0,https://anaconda.org/conda-forge/scikit-surprise,2022-08-29 12:36:40.229,250321.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
218,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-09-15 15:19:35.000000,2022-09-15 13:23:53,1524.0,211.0,852,89.0,1449.0,256.0,1337.0,5421,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,138.0,31,True,2022-08-26 16:08:08.000,1.8.0,35.0,haystack,,,15.0,940.0,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,940.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-09-15 14:01:51.000000,2022-09-15 05:18:03,35590.0,356.0,636,136.0,6885.0,681.0,4188.0,4989,cuDF - GPU DataFrame Library.,250.0,31,True,2022-08-17 15:15:31.000,22.08.00,26.0,cudf,,,,1564.0,5.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,5.0,1564.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
