,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
162,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2023-12-14 14:21:43.000000,2023-12-13 22:15:00,13649.0,423.0,389.0,51.0,1986.0,151.0,742.0,638.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",151.0,34,True,2023-04-23 23:30:00.533,1.7.0,26.0,dipy,conda-forge/dipy,,,,1071.0,960.0,https://pypi.org/project/dipy,2023-04-23 23:30:00.533,111.0,16054.0,20674.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,420459.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
163,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2023-12-14 10:11:29.000000,2023-12-12 17:39:14,2916.0,151.0,3980.0,372.0,3486.0,322.0,1149.0,35629.0,"Making large AI models cheaper, faster and more accessible.",160.0,33,True,2023-11-01 05:57:35.000,0.3.4,34.0,,,,,,282.0,282.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
164,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-12-07 06:20:49.000000,2023-12-07 06:15:55,1495.0,7.0,6768.0,379.0,645.0,375.0,3036.0,27523.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",261.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1506.0,1506.0,https://pypi.org/project/detectron2,,,,5251.0,https://anaconda.org/conda-forge/detectron2,2023-11-30 09:37:14.142,215327.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
165,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2023-12-14 12:49:46.000000,2023-12-13 15:36:21,16402.0,2140.0,2529.0,378.0,4465.0,482.0,3111.0,19235.0,MindsDB connects AI models to real time data.,814.0,33,False,2023-12-07 17:55:04.000,23.11.4.2,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,,,27398.0,27398.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
166,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-12-02 01:16:14.308000,2023-07-11 13:03:36,1421.0,,3721.0,765.0,1132.0,373.0,588.0,18759.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],520.0,482.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,38.0,3402.0,3402.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
167,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1817.0,284.0,3502.0,343.0,1675.0,13445.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,567.0,532.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,35.0,17688.0,17688.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
168,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1110.0,320.0,266.0,54.0,341.0,12255.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,3659.0,3386.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,273.0,765834.0,775494.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,376769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
169,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1124.0,339.0,1683.0,502.0,1294.0,11130.0,Turi Create simplifies the development of custom machine learning models.,86.0,33,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,385.0,364.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,21.0,19025.0,19157.0,,,,,,,,2.0,9511.0,,,,,,,,,,,,,,,,,,
170,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1721.0,263.0,114.0,82.0,535.0,11023.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,18.0,lime,conda-forge/lime,,,,4740.0,4740.0,https://pypi.org/project/lime,,,297910.0,300216.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,193760.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
171,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-12-14 06:01:15.000000,2023-12-13 20:18:16,3761.0,126.0,1083.0,190.0,2740.0,267.0,741.0,10248.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",148.0,33,True,2023-10-13 15:47:19.000,0.8.6,42.0,ludwig,,,,['tensorflow'],228.0,228.0,https://pypi.org/project/ludwig,,,4787.0,4787.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
172,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-12-11 13:49:34.986000,2023-12-09 05:39:53,576.0,13.0,2264.0,222.0,243.0,89.0,415.0,9788.0,A little word cloud generator in Python.,72.0,33,True,2023-12-09 13:50:41.000,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,,,1473411.0,1484337.0,https://anaconda.org/conda-forge/wordcloud,2023-12-11 13:49:34.986,448002.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
173,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1542.0,290.0,429.0,281.0,636.0,9345.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,33,False,2023-08-15 18:22:07.000,0.12.1,62.0,tpot,conda-forge/tpot,,,['sklearn'],2584.0,2522.0,https://pypi.org/project/tpot,2023-08-15 18:22:07.000,62.0,37616.0,43364.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,241446.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
174,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,898.0,261.0,148.0,108.0,103.0,9032.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,23803.0,21695.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,2108.0,5725486.0,5731311.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,518486.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-12-08 21:01:42.000000,2023-11-17 16:27:58,10398.0,8.0,1861.0,349.0,3412.0,129.0,1130.0,8339.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 14:18:35.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,,,106823.0,110407.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,136203.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
176,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-11-28 07:14:23.000000,2022-12-08 17:49:19,746.0,,964.0,134.0,219.0,320.0,269.0,7966.0,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,45993.0,44737.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1256.0,3115312.0,3116592.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,76817.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
177,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-12-12 09:06:12.000000,2023-12-12 08:44:58,2894.0,12.0,1574.0,87.0,1621.0,357.0,1604.0,7846.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",117.0,33,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1087.0,1083.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,1903.0,1903.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
178,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,870.0,86.0,274.0,78.0,376.0,7729.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,33,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,38637.0,37639.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,998.0,2222587.0,2250142.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1129566.0,,,,,2.0,401.0,,,,,,,,,,,,,,,,,,
179,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-12-14 00:05:54.000000,2023-12-12 14:48:29,814.0,60.0,696.0,275.0,1068.0,309.0,334.0,7209.0,Build and manage real-life data science projects with ease!.,76.0,33,True,2023-12-04 22:41:41.000,2.10.8,103.0,metaflow,conda-forge/metaflow,,,,592.0,566.0,https://pypi.org/project/metaflow,2023-12-04 22:41:41.000,26.0,168441.0,172260.0,https://anaconda.org/conda-forge/metaflow,2023-12-05 13:25:21.985,156607.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
180,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2023-12-09 09:02:47.000000,2023-09-29 18:36:14,1218.0,5.0,1022.0,126.0,271.0,349.0,370.0,6947.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,13442.0,12942.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,500.0,2008891.0,2020669.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,742046.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
181,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-12-14 08:49:25.000000,2023-12-02 06:10:46,4212.0,202.0,846.0,144.0,461.0,77.0,756.0,6881.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,33,False,2023-12-03 06:47:22.000,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2302.0,2302.0,https://pypi.org/project/stanza,,,205304.0,205465.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7288.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
182,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-12-14 12:41:06.000000,2023-12-14 00:42:48,37834.0,833.0,773.0,146.0,8779.0,903.0,4926.0,6733.0,cuDF - GPU DataFrame Library.,267.0,33,True,2023-12-08 21:31:24.000,23.12.01,44.0,cudf,,,,,58.0,49.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,9.0,4395.0,4395.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
183,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,291.0,6588.0,12.0,2030.0,5832.0,A flexible framework of neural networks for deep learning.,325.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3549.0,3145.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,20455.0,20809.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16291.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
184,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-12-14 10:43:02.000000,2023-12-14 10:42:33,2888.0,143.0,677.0,140.0,89.0,75.0,323.0,5823.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17.000,0.4.4,39.0,interpret,,,,['jupyter'],586.0,586.0,https://pypi.org/project/interpret,,,85959.0,85959.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
185,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-12 11:51:05.000000,2023-12-12 11:51:04,1202.0,29.0,626.0,65.0,129.0,50.0,427.0,5581.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1095.0,1076.0,https://pypi.org/project/pytorch-metric-learning,2023-07-25 14:56:04.000,19.0,318899.0,319132.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10986.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
186,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-11-17 15:55:43.000000,2023-07-28 00:16:45,2332.0,,1068.0,190.0,231.0,271.0,279.0,5380.0,Distributed Evolutionary Algorithms in Python.,87.0,33,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,4603.0,4234.0,https://pypi.org/project/deap,2023-07-21 10:51:54.000,369.0,219565.0,228733.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,348405.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
187,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2023-12-13 20:56:44.000000,2023-12-13 17:13:04,29140.0,341.0,1562.0,183.0,2016.0,25.0,1540.0,4617.0,"mlpack: a fast, header-only C++ machine learning library.",310.0,33,True,2023-12-12 00:54:05.000,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2023-12-12 00:54:05.000,1.0,1907.0,5822.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,164454.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
188,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-12-05 14:03:18.000000,2023-12-05 13:55:29,1050.0,33.0,461.0,222.0,730.0,191.0,329.0,4319.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,,['pytorch'],1708.0,1649.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,59.0,141276.0,142059.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,18815.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
189,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-12-14 14:34:55.000000,2023-12-14 14:33:50,12013.0,72.0,1058.0,101.0,1284.0,120.0,739.0,4195.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-09-22 14:42:30.000,1.16.0,56.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,472.0,463.0,https://pypi.org/project/adversarial-robustness-toolbox,2023-09-22 14:17:16.000,9.0,28884.0,29736.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,34942.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
190,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-12-09 07:57:07.000000,2023-10-18 12:45:17,932.0,5.0,742.0,85.0,190.0,79.0,645.0,3886.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,33,True,2023-09-27 14:17:30.000,78,71.0,opencv-python,,,,,11565.0,,https://pypi.org/project/opencv-python,2023-09-28 11:00:22.000,11565.0,11334525.0,11334525.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
191,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-12-14 06:57:14.000000,2023-12-09 00:31:13,1111.0,36.0,564.0,116.0,819.0,272.0,1008.0,3789.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",158.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3672.0,3502.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,170.0,178849.0,180358.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,52850.0,,,,,2.0,8958.0,,,,,,,,,,,,,,,,,,
192,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-11 03:37:28.000000,2023-12-03 03:47:34,490.0,15.0,582.0,63.0,211.0,191.0,148.0,3712.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,5695.0,5632.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,63.0,673771.0,677115.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,120417.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
193,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-12-14 10:36:06.000000,2023-11-21 06:27:27,2000.0,1.0,202.0,65.0,129.0,78.0,512.0,3644.0,A Grammar of Graphics for Python.,103.0,33,True,2023-11-06 11:06:44.000,0.12.4,20.0,plotnine,conda-forge/plotnine,,,,6678.0,6417.0,https://pypi.org/project/plotnine,2023-11-06 11:02:10.000,261.0,1956075.0,1963903.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,328792.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
194,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-12-14 11:34:30.000000,2023-12-11 20:02:07,1294.0,5.0,821.0,272.0,1438.0,308.0,512.0,3399.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",150.0,33,True,2023-11-15 23:09:44.000,0.16.1,29.0,torchtext,,,,['pytorch'],487.0,,https://pypi.org/project/torchtext,2023-11-15 16:47:30.000,487.0,365917.0,365917.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
195,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-12-13 01:28:11.000000,2023-12-13 01:25:15,1233.0,39.0,220.0,30.0,394.0,98.0,161.0,3252.0,Lightning fast forecasting with statistical and econometric models.,34.0,33,True,2023-11-13 18:17:17.000,1.6.0,27.0,statsforecast,conda-forge/statsforecast,,,,645.0,619.0,https://pypi.org/project/statsforecast,2023-08-23 19:27:53.000,26.0,592679.0,595323.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,55541.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
196,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-12-04 07:59:34.000000,2023-10-27 18:17:16,1488.0,21.0,353.0,91.0,732.0,125.0,441.0,3109.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16.000,0.16.0,33.0,datashader,conda-forge/datashader,,,,3305.0,3305.0,https://pypi.org/project/datashader,,,78007.0,94957.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,728883.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
197,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-12-14 11:51:31.000000,2023-12-11 02:17:01,1757.0,95.0,349.0,54.0,1490.0,64.0,392.0,2854.0,Bayesian optimization in PyTorch.,106.0,33,True,2023-12-09 02:30:45.000,0.9.5,42.0,botorch,conda-forge/botorch,,,['pytorch'],811.0,771.0,https://pypi.org/project/botorch,2023-12-09 02:30:45.000,40.0,139481.0,141863.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,95291.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
198,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-11-27 00:20:23.000000,2021-10-12 13:32:38,1570.0,,502.0,63.0,540.0,303.0,392.0,2694.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5443.0,5169.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,274.0,547285.0,556292.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,693555.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
199,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-12-12 23:08:37.558000,2023-12-11 18:08:45,1632.0,14.0,323.0,61.0,182.0,126.0,191.0,2661.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1106.0,1057.0,https://pypi.org/project/tslearn,2023-12-12 14:39:23.000,49.0,285749.0,315870.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1265111.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
200,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,32.0,385.0,39.0,149.0,43.0,238.0,2312.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:28:53.000,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1279.0,1279.0,https://pypi.org/project/category_encoders,,,1476452.0,1485963.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,247303.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
201,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,4.0,227.0,34.0,249.0,51.0,271.0,1462.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,6899.0,6811.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,88.0,1883134.0,1910064.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1023377.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
