,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
255,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,456.0,261.0,577.0,364.0,9618.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5052.0,5038.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,4158.0,4158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
256,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,876.0,258.0,148.0,107.0,104.0,9225.0,Fuzzy String Matching in Python.,70.0,31,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,7044460.0,7050120.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,566042.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
257,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-11-05 17:02:12.000000,2024-11-05 17:02:12,1393.0,2.0,1399.0,301.0,897.0,143.0,759.0,9145.0,AutoML library for deep learning.,145.0,31,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],771.0,758.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,31131.0,31356.0,,,,,,,,2.0,18960.0,,,,,,,,,,,,,,,,,,,,
258,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-08-04 02:13:02.666000,2024-08-03 20:47:58,560.0,,1206.0,171.0,436.0,68.0,474.0,8426.0,Automatic extraction of relevant features from time series:.,97.0,31,True,2024-08-03 20:51:43.000,0.20.3,32.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],114.0,21.0,https://pypi.org/project/tsfresh,2024-08-03 20:51:43.000,93.0,213418.0,239317.0,https://anaconda.org/conda-forge/tsfresh,2024-08-04 02:13:02.666,1398588.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
259,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-11-04 08:44:59.011000,2024-11-01 07:23:05,1189.0,10.0,1387.0,100.0,661.0,729.0,527.0,8391.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,129.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2801.0,2801.0,,,,,7056.0,https://anaconda.org/conda-forge/nvidia-apex,2024-11-04 08:44:59.011,345756.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
260,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-11-07 10:07:41.000000,2024-11-07 10:07:41,1258.0,27.0,871.0,61.0,1031.0,244.0,1333.0,8054.0,A python library for user-friendly forecasting and anomaly detection on time series.,125.0,31,True,2024-10-13 12:29:02.000,0.31.0,44.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2024-10-13 12:29:02.000,10.0,59302.0,60844.0,https://anaconda.org/conda-forge/u8darts-all,2024-10-13 21:33:50.942,61268.0,https://hub.docker.com/r/unit8/darts,2024-04-17 11:31:17.149896,,829.0,2.0,,,,,,,,,,,,,,,,,,,,,
261,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2024-11-02 07:00:38.000000,2023-04-18 11:08:13,2759.0,,1269.0,215.0,722.0,196.0,829.0,7618.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],653.0,619.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,21241.0,21857.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,26517.0,,,,,2.0,66.0,,,,,,,,,,,,,,,,,,,,
262,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-10-25 16:06:33.000000,2024-08-12 17:08:04,2710.0,2.0,1140.0,210.0,1051.0,25.0,615.0,6720.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:22:54.000,1.7.0,64.0,deeppavlov,,,,['tensorflow'],421.0,417.0,https://pypi.org/project/deeppavlov,2024-08-12 17:22:54.000,4.0,14073.0,14073.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,,
263,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1760.0,303.0,296.0,161.0,267.0,5695.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1104.0,1090.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,7958.0,8132.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14115.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
264,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-10-25 14:41:09.574000,2024-10-25 12:37:32,819.0,14.0,403.0,75.0,299.0,61.0,529.0,4767.0,Visualizer for pandas data structures.,30.0,31,True,2024-10-25 13:12:13.000,3.15.1,188.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1303.0,1255.0,https://pypi.org/project/dtale,2024-10-25 13:08:15.000,48.0,134060.0,140502.0,https://anaconda.org/conda-forge/dtale,2024-10-25 14:41:09.574,347904.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
265,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-08-11 18:38:37.000000,2024-06-17 19:23:44,491.0,,621.0,65.0,227.0,223.0,164.0,4360.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,31,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,7272.0,7138.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,928016.0,933332.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,249874.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
266,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2024-11-07 02:49:53.000000,2024-11-04 21:12:07,15563.0,56.0,529.0,74.0,3647.0,914.0,1615.0,4228.0,cuML - RAPIDS Machine Learning Library.,178.0,31,True,2024-10-09 20:29:23.000,24.10.00,42.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,3315.0,3315.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
267,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-11-01 16:12:49.000000,2024-11-01 16:12:42,3332.0,5.0,548.0,120.0,383.0,72.0,743.0,4141.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,31,True,2024-08-15 14:31:34.000,3.0.3,179.0,dedupe,conda-forge/dedupe,,,,360.0,341.0,https://pypi.org/project/dedupe,2024-08-15 14:31:34.000,19.0,140998.0,143276.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,79751.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
268,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-11-05 10:29:23.000000,2024-11-05 10:29:23,704.0,45.0,666.0,39.0,997.0,147.0,794.0,3792.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",81.0,31,True,2024-10-31 09:00:44.000,1.2.0,33.0,anomalib,,,,,111.0,106.0,https://pypi.org/project/anomalib,2024-10-31 09:01:10.000,5.0,63577.0,64013.0,,,,,,,,2.0,15262.0,,,,,,,,,,,,,,,,,,,,
269,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,184.0,737.0,277.0,669.0,3424.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,283.0,265.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,18.0,299021.0,299200.0,,,,,,,,3.0,17384.0,,,,,,,,,,,,,,,,,,,,
270,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-10-09 08:38:40.000000,2024-10-09 08:38:39,344.0,5.0,329.0,65.0,77.0,20.0,123.0,3167.0,A Python Perceptual Image Hashing Module.,27.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,14967.0,14725.0,https://pypi.org/project/ImageHash,2022-09-28 08:48:24.658,242.0,1445877.0,1450083.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,403777.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
271,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-10-31 19:43:08.823000,2024-10-31 09:14:19,481.0,5.0,739.0,121.0,130.0,71.0,375.0,3062.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,31,True,2024-10-31 09:03:22.000,0.3.3,14.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2958.0,2866.0,https://pypi.org/project/hmmlearn,2024-10-31 09:03:22.000,92.0,279682.0,285565.0,https://anaconda.org/conda-forge/hmmlearn,2024-10-31 19:43:08.823,294195.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
272,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2024-11-07 13:15:10.000000,2024-11-05 21:13:20,8363.0,284.0,353.0,83.0,9800.0,113.0,349.0,3037.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",121.0,31,True,2024-09-30 15:49:23.000,0.37.0,596.0,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",4.0,,https://pypi.org/project/determined,2024-11-04 18:13:22.000,4.0,54319.0,54567.0,,,,,,,,3.0,11449.0,,,,,,,,,,,,,,,,,,,,
273,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-08-01 18:13:21.000000,2024-06-24 17:09:39,1087.0,,392.0,63.0,497.0,218.0,273.0,2860.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],4708.0,4593.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,488263.0,489341.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,42050.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
274,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-10-28 15:50:38.000000,2024-10-28 15:50:38,1692.0,61.0,333.0,38.0,365.0,38.0,184.0,2736.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,40.0,31,True,2024-10-25 10:11:38.000,2.7.4,47.0,shapash,,,,['jupyter'],183.0,179.0,https://pypi.org/project/shapash,2024-10-25 10:11:38.000,4.0,39535.0,39535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
275,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-10-31 17:22:20.000000,2024-10-31 17:22:20,956.0,38.0,140.0,24.0,439.0,156.0,300.0,2098.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,56.0,31,True,2024-10-18 17:19:32.000,0.11.8,52.0,equinox,,,,['jax'],987.0,821.0,https://pypi.org/project/equinox,2024-10-18 17:19:32.000,166.0,245130.0,245130.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
276,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2024-10-07 10:29:52.000000,2024-10-07 10:29:49,1258.0,58.0,187.0,21.0,178.0,47.0,138.0,1867.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,29.0,31,True,2024-09-03 07:35:15.000,0.37.0,41.0,audiomentations,,,,,611.0,593.0,https://pypi.org/project/audiomentations,2024-09-03 07:35:15.000,18.0,51867.0,51867.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
277,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-11-04 17:50:59.000000,2024-11-04 17:45:33,733.0,9.0,334.0,46.0,388.0,72.0,238.0,1708.0,Training PyTorch models with differential privacy.,82.0,31,True,2024-08-03 10:32:52.000,1.5.2,24.0,opacus,conda-forge/opacus,,,['pytorch'],929.0,893.0,https://pypi.org/project/opacus,2024-08-03 10:32:52.000,36.0,277131.0,277670.0,https://anaconda.org/conda-forge/opacus,2024-08-05 12:31:17.057,18285.0,,,,,2.0,127.0,,,,,,,,,,,,,,,,,,,,
278,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-09-25 17:37:58.000000,2024-09-24 16:10:31,1080.0,1.0,234.0,36.0,255.0,62.0,274.0,1589.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,31,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,9831.0,9678.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2418271.0,2442740.0,https://anaconda.org/conda-forge/pmdarima,2024-07-14 16:03:51.778,1199021.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
279,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-11-03 22:03:25.000000,2024-11-03 22:03:19,952.0,4.0,431.0,85.0,236.0,57.0,242.0,1466.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,74.0,31,True,2024-04-19 10:03:17.000,3.1.6,27.0,emcee,conda-forge/emcee,,,,3098.0,2660.0,https://pypi.org/project/emcee,2024-04-19 10:03:17.000,438.0,523562.0,532512.0,https://anaconda.org/conda-forge/emcee,2024-04-22 14:43:59.507,366989.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
280,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-11-05 22:20:15.000000,2024-11-05 22:17:54,1617.0,25.0,169.0,18.0,849.0,110.0,456.0,1356.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,31,True,2024-09-28 19:45:17.000,0.29.2,65.0,pyjanitor,conda-forge/pyjanitor,,,,774.0,742.0,https://pypi.org/project/pyjanitor,2024-09-28 19:45:12.000,32.0,85513.0,89543.0,https://anaconda.org/conda-forge/pyjanitor,2024-09-28 23:43:58.175,217639.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
281,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-11-07 10:45:02.000000,2024-11-01 10:42:48,3920.0,416.0,131.0,10.0,650.0,22.0,152.0,1135.0,Time series forecasting with machine learning models.,16.0,31,True,2024-08-01 13:18:23.000,0.13.0,28.0,skforecast,,,,['sklearn'],364.0,349.0,https://pypi.org/project/skforecast,2024-08-01 12:24:50.000,15.0,84297.0,84297.0,,,,,,,,2.0,,,skforecast/skforecast,,,,,,2.0,,,,,,,,,,,,
282,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-11-04 18:19:03.000000,2024-11-04 17:03:35,1159.0,24.0,215.0,23.0,155.0,28.0,202.0,1134.0,Survival analysis built on top of scikit-learn.,21.0,31,False,2024-11-04 10:57:40.000,0.23.1,30.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],665.0,628.0,https://pypi.org/project/scikit-survival,2024-11-04 10:57:40.000,37.0,149971.0,154393.0,https://anaconda.org/conda-forge/scikit-survival,2024-11-04 14:21:17.242,159203.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
283,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2024-10-22 02:56:13.460000,2024-10-18 18:58:53,3385.0,18.0,242.0,50.0,412.0,76.0,279.0,1068.0,"OpenCL integration for Python, plus shiny features.",96.0,31,True,2024-10-18 17:14:33.000,2024.3,103.0,pyopencl,conda-forge/pyopencl,,,,2238.0,2064.0,https://pypi.org/project/pyopencl,2024-10-18 17:25:30.000,174.0,96678.0,122021.0,https://anaconda.org/conda-forge/pyopencl,2024-10-22 02:56:13.460,1343189.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
284,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-10-10 16:48:51.000000,2024-10-10 16:48:51,1966.0,11.0,234.0,18.0,301.0,53.0,285.0,884.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",48.0,31,True,2024-08-19 16:35:23.000,1.5.1,49.0,salib,conda-forge/salib,,,,1429.0,1302.0,https://pypi.org/project/salib,2024-08-19 16:35:23.000,127.0,394061.0,397909.0,https://anaconda.org/conda-forge/salib,2024-09-20 11:56:36.472,188569.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
285,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCm/tensorflow-upstream,https://github.com/ROCm/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2024-11-07 13:18:36.000000,2024-11-06 23:26:19,176084.0,3370.0,94.0,50.0,2371.0,92.0,286.0,688.0,TensorFlow ROCm port.,4737.0,31,True,2022-12-06 16:42:53.965,2.9.4,100.0,tensorflow-rocm,,,,['tensorflow'],9.0,,https://pypi.org/project/tensorflow-rocm,2024-01-10 14:33:03.000,9.0,6443.0,6443.0,,,,,,,,3.0,25.0,,ROCm/tensorflow-upstream,,,,,,,,,,,,,,,,,,
286,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4286.0,1251.0,557.0,840.0,2543.0,17518.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,30,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,5.0,2.0,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,3.0,2469.0,2607.0,,,,,,,,3.0,14731.0,,,,,,,,,,,,,,,,,,,,
287,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-08-03 09:45:20.000000,2024-02-20 22:38:05,385.0,,2158.0,290.0,98.0,311.0,446.0,8624.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,,1709.0,1690.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,10511.0,22626.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,8163.0,,,,,2.0,944830.0,,,,,,,,,,,,,,,,,,,,
288,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-11-05 16:17:39.000000,2024-11-05 16:17:36,1095.0,4.0,386.0,81.0,540.0,62.0,458.0,5873.0,A scikit-learn compatible neural network library that wraps PyTorch.,62.0,30,True,2024-05-27 15:25:43.000,1.0.0,20.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1525.0,1440.0,https://pypi.org/project/skorch,2024-05-27 15:23:17.000,85.0,145783.0,161545.0,https://anaconda.org/conda-forge/skorch,2024-05-30 08:55:05.943,788132.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
289,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2024-05-29 15:01:39.000000,2023-10-19 19:24:51,248.0,,910.0,126.0,38.0,74.0,147.0,5571.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,30,False,2024-05-29 15:01:39.000,0.2.4,8.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],4138.0,4038.0,https://pypi.org/project/torchdiffeq,2024-05-29 15:01:39.000,100.0,797037.0,797374.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,18227.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
290,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2024-07-28 06:06:31.000000,2024-06-24 00:50:16,586.0,,1034.0,113.0,253.0,114.0,482.0,5390.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators.,45.0,30,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],4429.0,4309.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,120.0,176515.0,177117.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,22290.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
291,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2024-10-16 13:17:50.000000,2024-10-16 13:17:49,626.0,8.0,776.0,85.0,354.0,54.0,346.0,5076.0,Uplift modeling and causal inference with machine learning algorithms.,64.0,30,True,2024-10-01 06:25:01.000,0.15.2,25.0,causalml,,,,,231.0,229.0,https://pypi.org/project/causalml,2024-10-01 06:25:01.000,2.0,59940.0,59940.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
292,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-11-07 09:22:57.000000,2024-11-05 15:19:52,1478.0,5.0,750.0,77.0,1823.0,326.0,636.0,4617.0,Probabilistic time series modeling in Python.,117.0,30,True,2024-06-03 07:20:43.000,0.15.1,111.0,gluonts,anaconda/gluonts,,,['mxnet'],33.0,,https://pypi.org/project/gluonts,2024-10-21 13:12:43.000,33.0,604488.0,604515.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,1007.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
293,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2024-06-24 13:34:47.000000,2022-01-27 13:24:16,139.0,,1026.0,152.0,116.0,162.0,79.0,4536.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,47433.0,46998.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,435.0,433639.0,437441.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,197749.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
294,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-07-17 04:40:56.000000,2023-11-02 13:49:44,662.0,,902.0,150.0,132.0,138.0,104.0,4339.0,Technical Analysis Library using Pandas and Numpy.,34.0,30,True,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,4501.0,4394.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,107.0,154860.0,155535.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,30396.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
