,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
89,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-04-12 08:10:25.000000,2022-04-11 22:19:44,1562,45.0,682,108.0,1159.0,400.0,917.0,3088,Python tools for geographic data.,171.0,36,True,2021-10-16 06:59:55.000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],14260.0,13170.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000,1090.0,2320598.0,2340718.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710,1467296.0,,,,,1.0,1481.0,,,,,,,,,,,,,,,,,,,
90,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-04-10 11:10:02.290000,2022-04-01 19:21:03,2002,14.0,446,89.0,494.0,151.0,704.0,2733,Manipulation and analysis of geometric objects.,131.0,36,True,2022-02-18 00:12:06.000,1.8.1.post1,107.0,shapely,conda-forge/shapely,,,,31998.0,28305.0,https://pypi.org/project/shapely,2022-02-18 00:23:44.000,3693.0,6919976.0,6964187.0,https://anaconda.org/conda-forge/shapely,2022-04-10 11:10:02.290,3448184.0,,,,,1.0,26.0,,,,,,,,,,,,,,,,,,,
91,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-04-14 14:56:04.000000,2022-04-13 20:41:58,15711,1979.0,546,90.0,7248.0,131.0,614.0,2681,State of the Art Natural Language Processing.,121.0,36,True,2022-04-12 20:08:39.000,3.4.3,102.0,spark-nlp,,,,['spark'],10.0,,https://pypi.org/project/spark-nlp,2022-04-12 15:18:25.000,10.0,4162689.0,4162689.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
92,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-04-14 13:29:51.000000,2022-04-07 13:28:26,5052,40.0,240,85.0,518.0,23.0,99.0,2501,"A refreshing functional take on deep learning, compatible with your favorite libraries.",49.0,36,True,2022-03-15 13:37:06.000,8.0.15,202.0,thinc,conda-forge/thinc,,,,21163.0,20549.0,https://pypi.org/project/thinc,2022-03-15 13:37:06.000,614.0,4379300.0,4410353.0,https://anaconda.org/conda-forge/thinc,2022-03-15 17:15:05.102,1925321.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
93,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-04-13 09:38:27.000000,2022-04-13 09:38:26,1450,21.0,500,55.0,1791.0,218.0,710.0,1481,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,189.0,36,True,2022-02-15 18:08:05.000,0.16.1,30.0,tensorflow-addons,,,,['tensorflow'],6159.0,6002.0,https://pypi.org/project/tensorflow-addons,2022-02-15 18:36:55.000,157.0,2063798.0,2063798.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
94,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-04-14 13:34:33.000000,2022-04-14 10:21:10,1360,42.0,203,31.0,350.0,69.0,380.0,1013,Python library for reading and writing image data.,87.0,36,True,2022-04-11 05:31:12.000,2.16.2,51.0,imageio,conda-forge/imageio,,,,62193.0,59585.0,https://pypi.org/project/imageio,2022-04-11 05:31:08.000,2608.0,13572518.0,13615285.0,https://anaconda.org/conda-forge/imageio,2022-04-12 07:12:36.555,2694091.0,,,,,1.0,177.0,,,,,,,,,,,,,,,,,,,
95,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-04-09 08:05:04.000000,2022-04-09 08:05:04,498,14.0,1971,273.0,159.0,97.0,445.0,14338,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",98.0,35,True,2022-04-09 07:44:16.000,1.4.2,26.0,easyocr,,,,,1064.0,1040.0,https://pypi.org/project/easyocr,2022-04-09 07:44:16.000,24.0,117905.0,181706.0,,,,,,,,1.0,1403642.0,,,,,,,,,,,,,,,,,,,
96,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-04-11 09:30:45.000000,2022-03-31 17:52:29,7654,257.0,2210,259.0,1028.0,131.0,541.0,12870,Best Practices on Recommendation Systems.,115.0,35,True,2022-04-01 09:25:04.000,1.1.0,11.0,recommenders,,,,,20.0,18.0,https://pypi.org/project/recommenders,2022-04-01 08:49:49.000,2.0,61363.0,61366.0,,,,,,,,1.0,145.0,,,,,,,,,,,,3.0,,,,,,,
97,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2022-04-07 18:28:43.000000,2020-06-01 14:58:26,2913,,2231,227.0,329.0,264.0,220.0,12487,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,9969.0,9614.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,355.0,424052.0,425976.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,65433.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
98,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,3925,552.0,695.0,300.0,1251.0,12151,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,4648.0,4298.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,55242.0,55242.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
99,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2022-04-12 09:58:31.000000,2022-03-26 19:54:42,1074,2.0,1191,243.0,606.0,346.0,874.0,9130,Video editing with Python.,147.0,35,True,2020-05-07 16:29:35.000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,15654.0,14931.0,https://pypi.org/project/moviepy,2021-12-15 14:41:26.454,723.0,3522792.0,3524662.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975,106616.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
100,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2022-04-13 20:43:58.000000,2022-04-13 20:43:57,4123,79.0,1764,287.0,3106.0,92.0,1213.0,8757,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,179.0,35,True,2022-03-30 19:34:02.000,1.6.0,22.0,parlai,,,,['pytorch'],72.0,69.0,https://pypi.org/project/parlai,2022-03-30 19:34:02.000,3.0,1857.0,1857.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
101,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2022-04-14 10:43:28.000000,2022-04-14 03:41:04,14187,1281.0,1801,212.0,3313.0,329.0,2763.0,8046,A library for answering questions using data you cannot see.,439.0,35,True,2021-12-01 19:46:09.000,0.6.0,71.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2022-04-10 12:24:44.000,5.0,4121.0,4121.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
102,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-04-12 21:45:03.000000,2022-04-12 21:44:35,1079,45.0,1447,109.0,146.0,699.0,669.0,7493,Multilingual Sentence & Image Embeddings with BERT.,77.0,35,True,2022-02-10 13:12:24.000,2.2.0,40.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],2983.0,2888.0,https://pypi.org/project/sentence-transformers,2021-10-01 08:44:06.000,95.0,1671618.0,1672573.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,18146.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
103,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-04-13 23:42:32.000000,2022-04-11 20:40:43,2013,72.0,618,110.0,1057.0,158.0,414.0,6210,Open Source Differentiable Computer Vision Library.,162.0,35,True,2022-03-21 14:49:42.000,0.6.4,28.0,kornia,conda-forge/kornia,,,['pytorch'],1225.0,1179.0,https://pypi.org/project/kornia,2022-03-21 14:49:42.000,46.0,243870.0,244488.0,https://anaconda.org/conda-forge/kornia,2022-03-21 17:47:24.012,14106.0,,,,,2.0,239.0,,,,,,,,,,,,,,,,,,,
104,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2022-03-18 17:20:24.000000,2022-03-18 17:20:24,767,7.0,1161,149.0,408.0,62.0,454.0,5812,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,63.0,35,True,2022-01-16 15:04:04.000,0.9.0,29.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],10494.0,10251.0,https://pypi.org/project/imbalanced-learn,2022-01-11 18:09:58.000,243.0,2793042.0,2796678.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-01-11 19:44:20.853,196353.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
105,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-02-27 09:07:11.000000,2022-01-08 17:19:52,1517,,2039,171.0,668.0,204.0,715.0,5692,Python Data. Leaflet.js Maps.,126.0,35,True,2021-11-19 21:01:43.000,0.12.1.post1,26.0,folium,conda-forge/folium,,,,15927.0,15296.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,631.0,930767.0,940075.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,679505.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
106,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2022-04-14 03:58:56.571000,2022-04-13 22:30:40,1574,13.0,630,121.0,207.0,325.0,288.0,5512,Uniform Manifold Approximation and Projection.,98.0,35,True,2022-04-13 21:20:36.000,0.5.3,37.0,umap-learn,conda-forge/umap-learn,,,,5342.0,5034.0,https://pypi.org/project/umap-learn,2022-04-13 21:20:36.000,308.0,768610.0,788835.0,https://anaconda.org/conda-forge/umap-learn,2022-04-14 03:58:56.571,970836.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-04-14 14:41:28.000000,2022-04-14 09:40:13,2490,266.0,831,109.0,1316.0,366.0,715.0,5214,A unified framework for machine learning with time series.,165.0,35,True,2022-04-11 21:17:44.000,0.11.2,22.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],427.0,404.0,https://pypi.org/project/sktime,2022-04-11 21:17:44.000,23.0,120959.0,121269.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-04-12 11:42:48.430,2773.0,,,,,1.0,72.0,,,,,,,,,,,,,,,,,,,
108,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000,2022-04-14 13:26:10.000000,2022-04-14 05:56:30,4510,153.0,309,37.0,1875.0,418.0,1363.0,3819,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,107.0,35,True,2022-04-08 21:22:21.000,0.12.14,220.0,wandb,conda-forge/wandb,,,,232.0,,https://pypi.org/project/wandb,2022-04-08 18:23:27.000,232.0,1528141.0,1530462.0,https://anaconda.org/conda-forge/wandb,2022-04-11 14:19:16.792,48752.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-04-13 11:32:32.000000,2022-04-08 19:43:16,4741,186.0,1203,103.0,2922.0,525.0,613.0,3216,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",249.0,35,True,2022-01-31 15:45:29.000,4.5.2,26.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],151.0,,https://pypi.org/project/tensorflow-datasets,2022-01-31 15:42:28.000,151.0,1273621.0,1273965.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-08-17 15:33:14.368,3785.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
110,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-04-13 11:53:25.000000,2022-04-13 11:53:25,1052,28.0,1629,137.0,203.0,14.0,628.0,3077,A library for transfer learning by reusing parts of TensorFlow models.,89.0,35,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],11497.0,11213.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,4013610.0,4014940.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,61199.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
111,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-04-04 22:25:25.000000,2022-04-04 21:47:18,1189,25.0,2048,2067.0,468.0,230.0,1029.0,2942,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,60.0,35,True,2022-02-28 16:35:33.000,1.39.0,87.0,azureml-sdk,,,,,45.0,,https://pypi.org/project/azureml-sdk,2022-03-29 17:46:48.000,45.0,840015.0,840025.0,,,,,,,,2.0,447.0,,,,,,,,,,,,,,,,,,,
112,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-04-14 08:09:28.000000,2022-04-14 08:08:46,2689,284.0,320,72.0,1209.0,162.0,344.0,2848,Flax is a neural network library for JAX that is designed for flexibility.,142.0,35,True,2022-03-23 14:34:29.000,0.4.1,17.0,flax,conda-forge/flax,,,['jax'],879.0,816.0,https://pypi.org/project/flax,2022-03-23 14:34:29.000,63.0,142745.0,142982.0,https://anaconda.org/conda-forge/flax,2022-03-23 23:59:23.803,3072.0,,,,,2.0,38.0,,,,,,,,,,,,,,,,,,,
113,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-04-14 10:13:14.000000,2022-04-14 10:13:14,10306,36.0,354,61.0,2491.0,861.0,1924.0,2163,"With Holoviews, your data visualizes itself.",120.0,35,True,2022-02-16 13:26:03.000,1.14.8,84.0,holoviews,conda-forge/holoviews,,,['jupyter'],209.0,,https://pypi.org/project/holoviews,2022-04-09 00:47:06.000,209.0,436165.0,447663.0,https://anaconda.org/conda-forge/holoviews,2022-02-16 13:45:49.563,673901.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205,,2007.0,,,,,,,,,,,,,
114,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-04-13 21:33:23.000000,2022-04-13 14:16:59,3517,42.0,465,155.0,907.0,172.0,1382.0,1706,Rasterio reads and writes geospatial raster datasets.,125.0,35,True,2021-10-21 15:00:11.000,1.3a2,134.0,rasterio,conda-forge/rasterio,,,,5455.0,4700.0,https://pypi.org/project/rasterio,2022-02-04 21:57:43.000,755.0,803099.0,823199.0,https://anaconda.org/conda-forge/rasterio,2022-03-11 00:28:09.879,1466653.0,,,,,2.0,754.0,,,,,,,,,,,,,,,,,,,
115,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-04-12 05:10:39.000000,2022-04-12 05:10:23,1150,19.0,178,30.0,34.0,6.0,127.0,1171,Simple Python interface for Graphviz.,18.0,35,True,2022-04-08 20:21:52.000,0.19.2,54.0,graphviz,anaconda/python-graphviz,,,,33053.0,30087.0,https://pypi.org/project/graphviz,2022-04-08 20:21:52.000,2966.0,10403984.0,10404300.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,18968.0,,,,,2.0,,,,,,,,,,,,,-2.0,,,,,,,
116,PyTables,PyTables/PyTables,data-containers,,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000,2022-04-03 01:07:01.000000,2022-03-26 08:13:53,4122,58.0,218,58.0,310.0,178.0,499.0,1117,A Python package to manage extremely large amounts of data.,106.0,35,True,2021-12-28 21:59:09.000,3.7.0,35.0,tables,conda-forge/pytables,,,,2324.0,,https://pypi.org/project/tables,2021-12-28 21:42:08.000,2324.0,903488.0,962155.0,https://anaconda.org/conda-forge/pytables,2022-01-25 19:32:03.999,3989236.0,,,,,2.0,168.0,,,,,,,,,,,,,,,,,,,
117,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-04-14 14:23:12.000000,2022-04-14 07:18:05,9587,51.0,438,78.0,1662.0,270.0,1316.0,823,Machine learning for NeuroImaging in Python.,180.0,35,True,2022-04-13 13:12:02.000,0.9.1,40.0,nilearn,conda-forge/nilearn,,,['sklearn'],1713.0,1475.0,https://pypi.org/project/nilearn,2022-04-13 13:08:52.000,238.0,22927.0,24979.0,https://anaconda.org/conda-forge/nilearn,2022-04-13 18:14:56.456,145529.0,,,,,1.0,35.0,,,,,,,,,,,,,,,,,,,
118,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-04-05 01:18:21.000000,2022-04-05 01:16:32,1309,26.0,175,29.0,518.0,17.0,467.0,742,Python interface to PROJ (cartographic projections and coordinate transformations library).,49.0,35,True,2021-11-18 01:52:35.000,3.3.0,44.0,pyproj,conda-forge/pyproj,,,,15426.0,13801.0,https://pypi.org/project/pyproj,2021-11-18 01:52:35.000,1625.0,4634172.0,4676340.0,https://anaconda.org/conda-forge/pyproj,2022-03-09 08:23:46.247,3204793.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
119,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-04-14 04:03:01.000000,2022-04-07 18:35:23,14376,57.0,487,49.0,2194.0,374.0,903.0,624,Workflows and interfaces for neuroimaging packages.,229.0,35,True,2022-04-05 15:25:59.000,1.7.1,57.0,nipype,conda-forge/nipype,,,,1046.0,894.0,https://pypi.org/project/nipype,2022-04-05 15:22:58.000,152.0,55591.0,62313.0,https://anaconda.org/conda-forge/nipype,2022-04-05 16:30:07.606,463824.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
120,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-04-13 13:30:11.000000,2022-04-11 20:59:40,1342,11.0,5449,345.0,458.0,166.0,2748.0,20518,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",202.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],575.0,572.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,,1920.0,https://anaconda.org/conda-forge/detectron2,2022-02-28 09:08:57.924,44176.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
121,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-03-09 13:18:48.000000,2021-11-17 17:52:52,3466,,3335,659.0,1657.0,119.0,1951.0,19366,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,34,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],746.0,711.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,35.0,12350.0,31475.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,422.0,,,,,1.0,820412.0,,,,,,,,,,,,,,,,,,,
122,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-04-13 20:40:17.000000,2022-04-13 20:39:15,612,25.0,2543,444.0,491.0,197.0,1580.0,16688,A library for efficient similarity search and clustering of dense vectors.,95.0,34,True,2022-04-02 07:36:26.000,2.0.2,61.0,pymilvus,conda-forge/faiss,,,,623.0,608.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,15.0,36570.0,48531.0,https://anaconda.org/conda-forge/faiss,2022-02-09 02:10:28.516,275125.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
123,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-03-25 22:13:54.000000,2022-03-25 22:13:51,4370,8.0,2984,448.0,665.0,564.0,669.0,12178,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,238.0,34,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1248.0,1155.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,14736.0,14736.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
124,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-04-07 03:16:05.000000,2022-04-07 03:16:04,2021,87.0,3693,453.0,116.0,1018.0,850.0,11579,State-of-the-art 2D and 3D Face Analysis Project.,41.0,34,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,,,['mxnet'],157.0,152.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,20974.0,20974.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
125,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-04-14 11:45:48.000000,2022-04-14 08:23:08,2210,146.0,2093,172.0,2510.0,306.0,1215.0,9320,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",198.0,34,True,2022-04-03 08:38:32.000,0.8.0post2,439.0,dgl,,,,,40.0,,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,40.0,35968.0,35968.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
126,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-04-14 13:52:27.000000,2022-04-11 06:03:06,1306,31.0,1349,312.0,804.0,77.0,734.0,8436,AutoML library for deep learning.,134.0,34,True,2022-02-18 08:27:53.000,1.0.18,55.0,autokeras,,,,['tensorflow'],308.0,298.0,https://pypi.org/project/autokeras,2022-02-18 08:27:53.000,10.0,47702.0,47765.0,,,,,,,,1.0,3360.0,,,,,,,,,,,,,,,,,,,
127,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562,,1057,270.0,155.0,101.0,155.0,8111,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,20488.0,19120.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,930180.0,932451.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,154428.0,,,,,2.0,98.0,,,,,,,,,,,,,,,,,,,
128,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-02-23 01:15:05.984000,2022-02-19 15:16:23,483,4.0,850,85.0,231.0,72.0,366.0,7306,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,34,True,2021-11-21 09:12:04.000,2.4.1,17.0,tensorboardX,conda-forge/tensorboardx,,,,19358.0,18482.0,https://pypi.org/project/tensorboardX,2022-02-22 14:24:47.000,876.0,1484768.0,1497750.0,https://anaconda.org/conda-forge/tensorboardx,2022-02-23 01:15:05.984,661798.0,,,,,2.0,348.0,,,,,,,,,,,,,,,,,,,
129,Modin,modin-project/modin,data-containers,,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000,2022-04-14 14:16:20.000000,2022-04-13 18:35:58,1782,112.0,496,108.0,1818.0,854.0,1746.0,7103,Modin: Speed up your Pandas workflows by changing a single line of code.,89.0,34,True,2022-03-29 17:25:27.000,0.14.0,52.0,modin,conda-forge/modin-core,,,['pandas'],645.0,619.0,https://pypi.org/project/modin,2022-03-29 17:25:27.000,26.0,224116.0,234048.0,https://anaconda.org/conda-forge/modin-core,2022-03-30 01:11:12.341,50191.0,,,,,2.0,196042.0,,,,,,,,,,,,,,,,,,,
