,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,helm_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
140,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-08-24 14:24:23.000000,2023-08-23 18:35:42,2417.0,42.0,564,102.0,413.0,537.0,1139.0,8149,An open source multi-tool for exploring and publishing data.,74.0,34,True,2023-04-27 15:09:02.422,0.64.3,135.0,datasette,conda-forge/datasette,,,,1232.0,1044.0,https://pypi.org/project/datasette,2023-08-22 17:23:16.000,188.0,27523.0,28407.0,https://anaconda.org/conda-forge/datasette,2023-06-16 19:25:39.949,24735.0,,,,,1.0,55.0,,,,,,,,datasette,,,,,,,,,,,
141,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-08-05 09:01:24.000000,2023-08-05 09:01:02,884.0,2.0,985,125.0,254.0,25.0,626.0,8075,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,34,True,2023-05-02 03:20:40.000,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,38511.0,38511.0,https://pypi.org/project/sentencepiece,,,9870811.0,9886866.0,https://anaconda.org/conda-forge/sentencepiece,2023-07-01 19:06:44.275,575811.0,,,,,2.0,29613.0,,,,,,,,,,,,,,,,,,,
142,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,948,133.0,217.0,302.0,266.0,7558,Manipulate audio with a simple and easy high level interface.,95.0,34,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,37350.0,36216.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1134.0,3279401.0,3280504.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,61809.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
143,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-08-21 20:34:31.000000,2023-08-21 20:34:30,632.0,32.0,305,67.0,95.0,27.0,120.0,7155,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",23.0,34,True,2023-04-19 04:13:12.000,0.6.1,12.0,einops,conda-forge/einops,,,,15684.0,15684.0,https://pypi.org/project/einops,,,4438147.0,4441008.0,https://anaconda.org/conda-forge/einops,2023-06-16 16:16:58.561,134492.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
144,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2023-08-20 09:11:52.000000,2023-08-08 19:21:45,1213.0,17.0,1022,127.0,267.0,349.0,300.0,6837,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,34,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,12065.0,11577.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,488.0,1934146.0,1946351.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,720104.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
145,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-08-23 20:04:50.000000,2023-08-23 16:30:25,1302.0,21.0,843,157.0,1634.0,166.0,796.0,6757,An open source python library for automated feature engineering.,70.0,34,True,2023-07-24 15:40:37.000,1.27.0,102.0,featuretools,conda-forge/featuretools,,,,1474.0,1400.0,https://pypi.org/project/featuretools,2023-07-24 15:40:37.000,74.0,84121.0,88391.0,https://anaconda.org/conda-forge/featuretools,2023-07-24 20:21:04.496,162271.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
146,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2023-08-22 16:34:36.000000,2023-08-15 17:52:04,3248.0,11.0,897,138.0,618.0,46.0,1076.0,6138,Python library for audio and music analysis.,115.0,34,True,2023-08-16 13:52:19.000,0.10.1,41.0,librosa,conda-forge/librosa,,,,1411.0,,https://pypi.org/project/librosa,2023-08-16 13:52:19.000,1411.0,2220771.0,2239207.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,682133.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
147,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-06-16 19:17:58.452000,2022-10-17 02:18:00,30611.0,,1397,292.0,6586.0,12.0,2030.0,5819,A flexible framework of neural networks for deep learning.,326.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3485.0,3082.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,403.0,17590.0,17956.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,15394.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
148,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-08-24 07:27:27.000000,2023-08-24 07:26:13,2732.0,203.0,681,140.0,84.0,70.0,320.0,5657,Fit interpretable models. Explain blackbox machine learning.,39.0,34,True,2023-08-11 13:45:31.000,0.4.3,44.0,interpret,,,,['jupyter'],530.0,502.0,https://pypi.org/project/interpret,2023-08-05 05:24:46.000,28.0,60967.0,60967.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
149,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-07-25 15:01:13.000000,2023-07-25 15:00:08,1165.0,47.0,626,67.0,122.0,50.0,421.0,5398,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,34,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],882.0,863.0,https://pypi.org/project/pytorch-metric-learning,2023-07-25 14:56:04.000,19.0,240352.0,240599.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10649.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
150,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2023-08-24 00:19:37.000000,2022-11-13 09:58:17,1107.0,,615,92.0,263.0,43.0,243.0,4047,Geocoding library for Python.,128.0,34,True,2022-11-13 10:18:02.100,2.3.0,59.0,geopy,conda-forge/geopy,,,,4009.0,,https://pypi.org/project/geopy,2022-11-13 10:18:02.100,4009.0,4040092.0,4052852.0,https://anaconda.org/conda-forge/geopy,2023-06-16 13:17:28.231,1135703.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
151,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-08-23 18:41:25.000000,2023-08-23 18:41:24,1277.0,9.0,2327,1993.0,523.0,343.0,1071.0,3769,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-08-23 02:38:47.000,1.53.0,100.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,2023-08-23 02:38:47.000,48.0,1341811.0,1341819.0,,,,,,,,2.0,502.0,,,,,,,,,,,,,,,,,,,
152,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2023-08-24 14:00:49.000000,2023-08-24 14:00:49,3777.0,93.0,992,154.0,1495.0,327.0,853.0,3368,Fast data visualization and GUI tools for scientific / engineering applications.,258.0,34,False,2023-04-14 21:24:10.000,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,7782.0,7782.0,https://pypi.org/project/pyqtgraph,,,119029.0,124699.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,448003.0,,,,,2.0,,-3.0,,,,,,,,,,,,,,,,,,
153,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-08-24 11:42:38.000000,2023-08-24 07:10:40,2401.0,440.0,226,22.0,2116.0,226.0,1155.0,2430,Argilla: the open-source data curation platform for LLMs.,61.0,34,True,2023-08-16 14:46:00.000,1.14.1,94.0,rubrix,conda-forge/rubrix,,,,1566.0,1566.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,269.0,1554.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,25713.0,,,,,2.0,,,,,,,,argilla-io/argilla,,,,,,,,,,,,
154,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-08-24 04:22:17.000000,2023-08-24 04:07:22,2507.0,97.0,270,68.0,1220.0,50.0,541.0,2115,Adaptive Experimentation Platform.,150.0,34,True,2023-08-11 14:57:03.000,0.3.4,37.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],556.0,531.0,https://pypi.org/project/ax-platform,2023-08-11 14:57:03.000,25.0,150975.0,151447.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,12284.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
155,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-08-23 23:54:18.000000,2023-08-22 19:17:55,3729.0,171.0,349,31.0,2499.0,349.0,914.0,1921,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,129.0,34,True,2023-06-30 16:23:12.000,0.40.0,61.0,pyvista,conda-forge/pyvista,,,['jupyter'],2139.0,2139.0,https://pypi.org/project/pyvista,,,130765.0,140895.0,https://anaconda.org/conda-forge/pyvista,2023-07-21 18:56:11.170,384554.0,,,,,2.0,775.0,,,,,,,,,,,,,,,,,,,
156,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-06-16 20:29:18.000000,2023-06-16 20:29:14,1824.0,6.0,195,28.0,205.0,22.0,380.0,1306,The ctypes-based simple ImageMagick binding for Python.,102.0,34,True,2023-01-05 13:25:52.000,0.6.11,54.0,wand,conda-forge/wand,,,,17608.0,16898.0,https://pypi.org/project/wand,2023-01-05 13:11:36.729,710.0,734426.0,735401.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,28330.0,,,,,2.0,22001.0,,,,,,,,,,,,,,,,,,,
157,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-08-23 10:53:37.000000,2023-08-22 14:23:11,2867.0,91.0,348,57.0,1075.0,326.0,889.0,1254,Cartopy - a cartographic python library with matplotlib support.,124.0,34,False,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,4048.0,3649.0,https://pypi.org/project/cartopy,2023-08-05 00:57:41.000,399.0,81120.0,161342.0,https://anaconda.org/conda-forge/cartopy,2023-08-09 21:12:28.547,3128663.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
158,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2023-08-24 03:26:00.000000,2023-08-21 10:05:50,1035.0,62.0,265,56.0,977.0,129.0,428.0,1110,All the open source things related to the Hugging Face Hub.,103.0,34,True,2023-07-07 14:38:55.000,0.16.4,76.0,huggingface_hub,conda-forge/huggingface_hub,,,,381.0,,https://pypi.org/project/huggingface_hub,2023-07-07 14:35:04.525,381.0,14954582.0,14997559.0,https://anaconda.org/conda-forge/huggingface_hub,2023-07-15 10:26:02.115,1289321.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
159,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-08-24 14:04:33.000000,2023-08-24 10:02:11,1387.0,67.0,164,31.0,1182.0,51.0,157.0,1021,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,76.0,34,True,2023-07-24 18:30:10.000,2023.2.1,21.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],7534.0,7517.0,https://pypi.org/project/scikit-learn-intelex,2023-07-21 11:46:24.000,17.0,172269.0,179413.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,200032.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
160,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-08-24 14:13:50.000000,2023-08-24 12:48:41,33924.0,548.0,11922,945.0,23274.0,,,21823,Apache Flink Python API.,1761.0,33,True,,,,apache-flink,,,,,10.0,10.0,https://pypi.org/project/apache-flink,,,56554.0,56554.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
161,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-08-19 06:49:24.000000,2023-07-04 12:44:09,600.0,2.0,2629,293.0,228.0,275.0,576.0,19223,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",122.0,33,True,2023-05-25 09:11:38.000,1.7.0,21.0,easyocr,,,,,3500.0,3500.0,https://pypi.org/project/easyocr,,,119230.0,275530.0,,,,,,,,1.0,5939401.0,,,,,,,,,,,,,,,,,,,
162,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-08-24 13:36:29.000000,2023-08-24 12:38:26,13806.0,1839.0,2249,375.0,3684.0,600.0,2604.0,17667,MindsDB connects AI models to databases.,748.0,33,False,2023-08-20 13:31:05.000,23.8.3.0,436.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,2023-08-20 11:43:50.000,,7775.0,7775.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
163,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4627,1004.0,1868.0,357.0,658.0,16408,"Zipline, a Pythonic Algorithmic Trading Library.",159.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1037.0,952.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,2887.0,3094.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7275.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
164,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3235,463.0,671.0,575.0,672.0,14004,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,33,True,2020-06-17 16:10:01.000,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1403.0,1403.0,https://pypi.org/project/tensor2tensor,,,4082.0,4082.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
165,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-08-01 18:30:38.000000,2021-07-29 23:17:25,531.0,,1760,264.0,113.0,96.0,535.0,10795,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,4366.0,4201.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,165.0,278639.0,280875.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,178950.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
166,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-08-22 21:42:02.000000,2023-08-22 08:25:57,3462.0,47.0,739,133.0,147.0,103.0,890.0,9617,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",85.0,33,True,2023-08-12 09:53:50.000,14.4.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,588.0,588.0,https://pypi.org/project/ocrmypdf,,,40603.0,42517.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,54587.0,,,,,1.0,95.0,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
167,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-07-26 20:24:00.000000,2020-11-30 04:34:51,613.0,,2415,463.0,256.0,570.0,362.0,9595,Deep learning library featuring a higher-level API for TensorFlow.,128.0,33,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5103.0,4614.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,8356.0,8356.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-08-16 20:13:21.000000,2023-06-06 09:08:21,5835.0,2.0,2949,236.0,1381.0,802.0,3778.0,9547,Open-source simulator for autonomous driving research.,153.0,33,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,526.0,522.0,https://pypi.org/project/carla,2022-12-24 18:31:33.838,4.0,13745.0,13745.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
169,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-08-15 22:49:07.495000,2023-08-15 18:20:37,2422.0,6.0,1542,290.0,423.0,281.0,623.0,9195,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,33,False,2023-08-15 18:22:07.000,0.12.1,62.0,tpot,conda-forge/tpot,,,['sklearn'],2351.0,2290.0,https://pypi.org/project/tpot,2023-08-15 18:22:07.000,61.0,36088.0,42142.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,230077.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
170,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-08-23 06:16:56.000000,2023-08-18 01:59:56,2842.0,13.0,1542,87.0,1590.0,307.0,1565.0,7494,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",115.0,33,True,2023-04-11 13:37:00.617,2.8.0,18.0,paddleseg,,,,['paddle'],995.0,991.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,2067.0,2067.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-08-20 22:12:31.000000,2023-03-13 12:21:37,454.0,,2276,283.0,130.0,297.0,307.0,7454,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,33,True,2023-03-14 12:04:32.000,3.10.0,54.0,SpeechRecognition,conda-forge/speechrecognition,,,,802.0,10.0,https://pypi.org/project/SpeechRecognition,2022-12-04 12:47:02.703,792.0,450762.0,452802.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,171418.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-07-19 11:57:07.000000,2023-07-16 10:19:01,1688.0,8.0,1275,146.0,200.0,183.0,143.0,7337,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,33,True,2023-06-25 06:09:29.000,1.1.0,88.0,pyod,conda-forge/pyod,,,,2750.0,2699.0,https://pypi.org/project/pyod,2023-06-25 06:02:01.357,51.0,570921.0,572942.0,https://anaconda.org/conda-forge/pyod,2023-06-26 04:46:35.290,78853.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
173,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-08-24 10:55:12.000000,2023-08-24 10:55:05,2184.0,68.0,603,87.0,227.0,366.0,497.0,4652,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",84.0,33,True,2023-08-11 22:49:06.000,1.12.2,87.0,clearml,,allegroai/trains,,,680.0,680.0,https://pypi.org/project/clearml,,,224217.0,224849.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30180.0,2.0,1483.0,,,,,,,,,,,,,,,,,,,
174,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2023-08-03 18:16:40.000000,2023-07-14 23:18:16,1628.0,2.0,821,117.0,513.0,133.0,335.0,4494,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,99.0,33,True,2023-04-02 19:01:01.792,0.22.0,50.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],10400.0,10226.0,https://pypi.org/project/mlxtend,2022-05-27 02:03:51.000,174.0,606655.0,610560.0,https://anaconda.org/conda-forge/mlxtend,2023-06-16 13:24:16.113,285110.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-08-24 13:43:27.000000,2023-08-24 13:10:10,2395.0,113.0,253,46.0,2026.0,297.0,637.0,4141,"Aim An easy-to-use & supercharged open-source AI metadata tracker (experiment tracking, AI agents tracing).",65.0,33,True,2023-06-02 08:59:51.000,3.17.5,724.0,aim,conda-forge/aim,,,,309.0,296.0,https://pypi.org/project/aim,2023-08-23 20:10:27.000,13.0,122167.0,123650.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,37098.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
176,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-08-24 09:35:42.000000,2023-08-20 21:54:19,11656.0,164.0,1043,97.0,1226.0,123.0,722.0,3910,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",132.0,33,True,2023-08-20 22:36:39.000,1.15.1,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,414.0,406.0,https://pypi.org/project/adversarial-robustness-toolbox,2023-08-20 22:22:42.000,8.0,41647.0,42481.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-08-21 01:02:57.756,30859.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
177,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-08-22 23:19:43.000000,2023-08-18 20:34:49,1071.0,32.0,548,116.0,752.0,238.0,980.0,3580,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",155.0,33,True,2023-04-03 16:30:55.879,6.3.0,44.0,coremltools,conda-forge/coremltools,,,,3449.0,3287.0,https://pypi.org/project/coremltools,2023-08-15 16:50:49.000,162.0,158432.0,160044.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,51218.0,,,,,2.0,7574.0,,,,,,,,,,,,,,,,,,,
178,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-08-24 11:38:03.000000,2023-07-28 15:49:47,1288.0,4.0,811,268.0,1429.0,302.0,507.0,3350,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,33,True,2023-05-08 19:49:25.000,0.15.2,27.0,torchtext,,,,['pytorch'],471.0,,https://pypi.org/project/torchtext,2023-05-08 18:01:04.941,471.0,439798.0,439798.0,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,
179,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-08-21 15:28:48.000000,2023-07-17 15:51:35,7263.0,43.0,592,118.0,1129.0,298.0,1094.0,3103,High-performance interactive 2D/3D data visualization library.,187.0,33,False,2023-05-17 15:53:12.000,0.13.0,33.0,vispy,conda-forge/vispy,,,['jupyter'],1224.0,1224.0,https://pypi.org/project/vispy,,,83970.0,90001.0,https://anaconda.org/conda-forge/vispy,2023-06-16 13:22:11.969,421738.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,,,7.0,,,,,,,,,,,,,
