,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
215,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-06-23 03:15:35.000000,2022-01-22 18:26:24,2187.0,,971,197.0,195.0,225.0,259.0,4753,Distributed Evolutionary Algorithms in Python.,78.0,31,False,2020-01-21 01:18:06.000,1.3.1,19.0,deap,conda-forge/deap,,,190446.0,3088.0,2767.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,321.0,187842.0,https://anaconda.org/conda-forge/deap,2022-04-11 15:37:59.925,190161.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
216,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-07-14 14:06:01.000000,2022-07-14 14:05:59,5273.0,151.0,484,102.0,1287.0,83.0,462.0,4713,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",72.0,31,True,2022-07-08 06:08:00.859,1.5.1,80.0,perspective-python,conda-forge/perspective,['jupyter'],,8018.0,272.0,263.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,2574.0,https://anaconda.org/conda-forge/perspective,2022-07-08 14:04:24.920,99539.0,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-07-08 06:08:00.859,,1463.0,,,,,,,,,,,,,,,,,
217,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-07-14 13:15:15.000000,2022-07-14 04:20:15,1016.0,171.0,611,87.0,1118.0,152.0,568.0,4626,"AutoGluon: AutoML for Image, Text, and Tabular Data.",78.0,31,True,2022-06-23 10:11:53.000,0.5.0,846.0,autogluon,,['mxnet'],,60613.0,155.0,150.0,https://pypi.org/project/autogluon,2022-07-07 09:05:12.000,5.0,60613.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
218,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2022-07-14 10:06:50.000000,2022-07-01 06:41:19,870.0,9.0,587,152.0,685.0,81.0,336.0,4385,Deep Learning Visualization Toolkit.,32.0,31,True,2022-01-06 11:05:02.000,2.2.3,36.0,visualdl,,['paddle'],187.0,65377.0,1272.0,1247.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,65370.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
219,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-07-05 14:47:32.000000,2022-06-22 13:11:35,823.0,78.0,928,84.0,40.0,2.0,470.0,4167,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",26.0,31,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,29088.0,681.0,678.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,29088.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
220,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-06-15 11:40:59.000000,2022-01-27 13:24:16,139.0,,970,151.0,108.0,146.0,77.0,4127,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,328822.0,27257.0,26502.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,326348.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,91558.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
221,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2022-07-14 15:21:27.000000,2022-07-14 15:13:32,3971.0,1728.0,974,30.0,931.0,324.0,660.0,3687,The Unified Machine Learning Framework.,218.0,31,True,2022-06-01 09:22:21.000,1.1.10,20.0,ivy-core,,,,370.0,22.0,16.0,https://pypi.org/project/ivy-core,2022-06-01 09:22:21.000,6.0,370.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
222,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-07-13 19:31:27.000000,2022-07-13 19:27:50,3373.0,83.0,380,77.0,346.0,15.0,368.0,3484,Online machine learning in Python.,81.0,31,True,2022-06-06 21:34:22.000,0.11.1,8.0,river,conda-forge/river,,,9896.0,158.0,146.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,12.0,9195.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,10521.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
223,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738.0,16.0,383,37.0,120.0,40.0,152.0,3366,Data augmentation for NLP.,33.0,31,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,83870.0,385.0,366.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,83631.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,3114.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
224,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-06-21 21:18:30.000000,2022-03-11 14:08:21,3271.0,,703,188.0,732.0,259.0,665.0,3308,DyNet: The Dynamic Neural Network Toolkit.,159.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,6396.0,19943.0,243.0,215.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,19851.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
225,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-07-11 20:31:14.000000,2022-07-05 23:13:10,938.0,15.0,338,211.0,618.0,90.0,284.0,3302,Model interpretability and understanding for PyTorch.,86.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,51196.0,623.0,604.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,19.0,50916.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,1963.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
226,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-07-14 14:25:28.000000,2022-07-14 14:24:35,1713.0,174.0,152,34.0,1371.0,179.0,451.0,2602,Aim easy-to-use and performant open-source ML experiment tracker.,40.0,31,True,2022-07-08 17:07:57.000,3.11.2,301.0,aim,conda-forge/aim,,,51509.0,98.0,93.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,50275.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,14818.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
227,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-02-03 21:29:27.000000,2021-10-12 13:32:38,1570.0,,420,65.0,512.0,232.0,387.0,2363,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,835374.0,3067.0,2893.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,174.0,826027.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,560827.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
228,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-06-24 11:02:00.000000,2022-05-02 14:25:44,946.0,3.0,396,55.0,118.0,278.0,159.0,2196,A high performance implementation of HDBSCAN clustering.,78.0,31,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,['sklearn'],,658056.0,1600.0,1450.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,150.0,642213.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1140743.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
229,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-07-12 21:35:07.000000,2022-07-09 18:19:41,2833.0,24.0,642,79.0,778.0,219.0,579.0,2101,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",108.0,31,True,2022-06-30 09:29:19.000,0.1.19,18.0,pgmpy,,,159.0,55378.0,395.0,384.0,https://pypi.org/project/pgmpy,2022-06-30 09:26:19.000,11.0,55372.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
230,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-07-13 13:47:34.000000,2022-07-13 09:49:15,764.0,48.0,154,36.0,293.0,69.0,133.0,2038,JAX-based neural network library.,62.0,31,True,2022-07-04 18:49:30.000,0.0.7,9.0,dm-haiku,conda-forge/dm-haiku,,,106011.0,542.0,500.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,105781.0,https://anaconda.org/conda-forge/dm-haiku,2022-07-04 19:09:56.818,3917.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
231,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-07-13 23:37:43.000000,2022-07-13 23:37:32,2542.0,80.0,250,31.0,466.0,41.0,197.0,2012,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",53.0,31,True,2022-05-25 19:13:02.000,0.3.5,43.0,textattack,conda-forge/textattack,,,8203.0,97.0,90.0,https://pypi.org/project/textattack,2022-05-25 19:09:47.000,7.0,8055.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,3273.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
232,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-07-12 22:13:20.000000,2022-07-12 22:05:03,639.0,34.0,180,37.0,717.0,66.0,246.0,1797,PyTorch extensions for high performance and large scale training.,63.0,31,True,2022-03-09 19:12:03.000,0.4.6,28.0,fairscale,conda-forge/fairscale,['pytorch'],,216920.0,414.0,399.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,15.0,212830.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,32727.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
233,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-07-14 13:49:30.000000,2022-07-12 03:13:53,4338.0,134.0,596,85.0,4255.0,240.0,546.0,1790,TFX is an end-to-end platform for deploying production ML pipelines.,141.0,31,True,2022-05-26 01:00:04.000,1.8.0,82.0,tfx,,['tensorflow'],,308250.0,13.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,13.0,308250.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
234,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-07-13 16:49:45.000000,2022-07-13 16:49:45,3546.0,17.0,174,53.0,1255.0,113.0,650.0,1753,Ahead of Time compiler for numeric kernels.,66.0,31,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,347252.0,191.0,177.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,14.0,342301.0,https://anaconda.org/conda-forge/pythran,2022-04-10 10:43:10.231,247598.0,2.0,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
235,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-07-08 06:34:22.000000,2022-06-30 14:36:55,3548.0,73.0,907,145.0,847.0,54.0,418.0,1361,Documentation and samples for ArcGIS API for Python.,80.0,31,True,2022-06-01 17:24:30.000,2.0.1,33.0,arcgis,,,4139.0,66044.0,26.0,,https://pypi.org/project/arcgis,2022-06-02 11:54:17.000,26.0,65892.0,,,,3.0,,,,,,,,,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,34.0,7096.0,,,,,,,,,,,
236,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-07-12 22:04:15.000000,2022-07-12 02:23:26,1498.0,53.0,242,44.0,214.0,45.0,149.0,1259,TensorLy: Tensor Learning in Python.,53.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,10020.0,301.0,271.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,4756.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,263221.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
237,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-07-05 11:08:13.000000,2022-07-05 11:08:10,894.0,5.0,418,87.0,170.0,41.0,224.0,1232,The Python ensemble sampling toolkit for affine-invariant MCMC.,63.0,31,True,2022-05-10 15:29:37.000,3.1.2,19.0,emcee,conda-forge/emcee,,,117707.0,1726.0,1421.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,305.0,114669.0,https://anaconda.org/conda-forge/emcee,2022-05-10 23:21:45.056,224831.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
238,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137,41.0,126.0,54.0,630.0,1097,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,True,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,1291828.0,1139.0,1006.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,1290496.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,86594.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
239,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-07-05 18:31:00.000000,2022-07-05 18:31:00,2623.0,20.0,322,58.0,989.0,328.0,783.0,1067,Cartopy - a cartographic python library with matplotlib support.,112.0,31,False,2022-06-29 03:06:31.000,0.20.3,26.0,cartopy,conda-forge/cartopy,,,162622.0,2833.0,2499.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,334.0,133546.0,https://anaconda.org/conda-forge/cartopy,2022-07-03 10:38:43.443,2209826.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
240,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-07-12 21:07:59.000000,2022-07-12 21:07:59,1918.0,31.0,219,33.0,138.0,39.0,367.0,986,Python interface for igraph.,61.0,31,False,2022-06-08 20:51:59.000,0.9.11,29.0,python-igraph,conda-forge/igraph,,432135.0,268124.0,1156.0,776.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,380.0,257093.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,302431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
241,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-07-14 12:35:49.000000,2022-07-13 10:55:17,862.0,116.0,199,26.0,618.0,64.0,336.0,961,"Machine learning metrics for distributed, scalable PyTorch applications.",145.0,31,True,2022-06-29 22:48:23.000,0.9.2,21.0,metrics,conda-forge/torchmetrics,['pytorch'],783.0,27234.0,3679.0,3665.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,2121.0,https://anaconda.org/conda-forge/torchmetrics,2022-06-30 05:55:40.050,401043.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
242,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-07-06 22:26:40.000000,2022-07-06 22:26:40,12286.0,103.0,360,50.0,1764.0,151.0,663.0,528,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,16284.0,672.0,592.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,12025.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,315177.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
243,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-07-14 12:41:44.000000,2022-07-07 12:54:52,671.0,50.0,113,40.0,624.0,88.0,177.0,472,All the open source things related to the Hugging Face Hub.,68.0,31,True,2022-06-21 15:21:13.000,0.8.1,37.0,huggingface_hub,conda-forge/huggingface_hub,,,4163290.0,86.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,86.0,4150441.0,https://anaconda.org/conda-forge/huggingface_hub,2022-06-25 10:15:06.306,218436.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
244,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347.0,,4320,588.0,368.0,477.0,432.0,12771,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,1216.0,439.0,400.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1216.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
245,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-07-13 11:53:39.000000,2022-07-13 11:51:16,570.0,17.0,1145,358.0,74.0,53.0,221.0,7537,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,28826.0,5219.0,430.0,404.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,26.0,4731.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
246,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-07-03 17:01:28.000000,2021-05-08 20:05:36,292.0,,1925,281.0,71.0,261.0,429.0,7097,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,766399.0,24411.0,1146.0,1130.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,9251.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3214.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
247,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-07-13 12:53:44.178000,2022-07-12 09:23:17,3261.0,74.0,588,124.0,118.0,85.0,789.0,6806,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",72.0,30,True,2022-07-04 02:37:37.000,13.6.0,202.0,ocrmypdf,conda-forge/ocrmypdf,,,26911.0,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,25883.0,https://anaconda.org/conda-forge/ocrmypdf,2022-07-13 12:53:44.178,17491.0,2.0,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
248,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-06-30 21:46:51.000000,2022-05-26 01:12:26,390.0,2.0,2034,283.0,104.0,234.0,281.0,6369,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",45.0,30,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,335670.0,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,333686.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,140926.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
249,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-07-13 13:06:14.000000,2022-07-09 22:32:35,403.0,6.0,233,56.0,62.0,33.0,82.0,5327,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",17.0,30,True,2022-03-04 09:32:08.000,0.4.1,7.0,einops,conda-forge/einops,,,977450.0,3567.0,3367.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,200.0,976846.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,20537.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
250,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-07-14 13:55:29.000000,2022-07-14 13:36:28,1372.0,178.0,792,81.0,1268.0,215.0,1207.0,5004,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,123.0,30,True,2022-07-06 09:00:13.000,1.6.0,35.0,haystack,,,13.0,767.0,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,767.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
251,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-06-27 12:23:34.000000,2022-06-27 07:15:21,1320.0,2.0,342,75.0,342.0,90.0,448.0,3855,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",98.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,23771.0,1545.0,1443.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,23665.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,852.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
252,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-07-14 11:18:29.000000,2022-07-14 11:18:29,1812.0,219.0,421,58.0,1955.0,68.0,574.0,3718,Unified Model Serving Framework.,110.0,30,True,2022-07-13 09:05:22.000,1.0.0,66.0,bentoml,,,1475.0,20406.0,3.0,,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,20369.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
253,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-07-12 02:41:48.000000,2022-06-29 23:36:41,883.0,12.0,516,103.0,599.0,90.0,584.0,3677,Visual analysis and diagnostic tools to facilitate machine learning model selection.,108.0,30,True,2022-02-19 22:49:03.000,1.4,23.0,yellowbrick,conda-forge/yellowbrick,['sklearn'],,566422.0,62.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,62.0,565047.0,https://anaconda.org/conda-forge/yellowbrick,2022-03-24 21:56:05.074,31636.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
254,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-07-11 20:31:55.000000,2022-07-11 20:31:49,610.0,18.0,284,66.0,212.0,43.0,429.0,3530,Visualizer for pandas data structures.,26.0,30,True,2022-06-17 17:53:49.000,2.6.0,148.0,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,75454.0,426.0,414.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,70884.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,132547.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
255,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-07-11 20:07:54.000000,2022-07-04 19:45:42,1021.0,22.0,311,65.0,1240.0,108.0,156.0,3324,A Python toolbox for performing gradient-free optimization.,49.0,30,True,2022-03-08 18:42:46.000,0.5.0,36.0,nevergrad,conda-forge/nevergrad,,,44625.0,372.0,354.0,https://pypi.org/project/nevergrad,2022-03-08 18:42:46.000,18.0,43543.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,29233.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
