,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
136,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-02-04 14:12:03.000000,2021-02-02 18:22:27.000000,303,692.0,1821.0,1799,10130.0,"With Holoviews, your data visualizes itself.",101.0,29,True,2021-01-27 18:07:05.000000,1.14.1,62.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2021-01-28 14:38:15.000000,170.0,64775.0,80113.0,https://anaconda.org/conda-forge/holoviews,2020-12-28 13:23:01.410000,414095.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,8074.0,,,,,,,,,,,,,,,
137,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-01-22 15:03:27.000000,2021-01-22 15:02:15.000000,411,189.0,588.0,1545,2084.0,Survival analysis in Python.,90.0,29,True,2021-01-22 15:03:27.000000,0.25.8,153.0,lifelines,conda-forge/lifelines,,,,616.0,490.0,https://pypi.org/project/lifelines,2021-01-22 15:03:27.000000,126.0,85031.0,87253.0,https://anaconda.org/conda-forge/lifelines,2020-12-10 02:47:14.864000,124450.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
138,Geocoder,DenisCarriere/geocoder,,geospatial-data,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000000,2020-12-30 04:09:42.000000,2018-10-12 15:53:05.000000,252,63.0,216.0,1323,1251.0,Python Geocoder.,74.0,29,False,2018-04-04 12:34:51.000000,1.38.1,108.0,geocoder,conda-forge/geocoder,,,,3595.0,3019.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000000,576.0,167639.0,169448.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469000,86865.0,,,,,2.0,,,,,,,,,,,,,,geocoder,,,,,,,,
139,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-01-22 09:02:12.000000,2021-01-18 19:38:58.000000,142,9.0,96.0,913,450.0,Simple Python interface for Graphviz.,15.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,,21717.0,17335.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,1748005.0,1748005.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
140,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-02-03 20:39:47.000000,2021-02-03 20:39:41.000000,166,33.0,115.0,850,582.0,Input pipeline framework.,27.0,29,True,2021-01-27 23:13:00.000000,0.27.0,33.0,tensorflow-transform,,,,['tensorflow'],488.0,404.0,https://pypi.org/project/tensorflow-transform,2020-12-16 21:35:23.000000,84.0,4534264.0,4534264.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
141,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-02-04 10:23:31.000000,2021-02-03 19:41:53.000000,189,325.0,208.0,839,3954.0,"This is the development home of the workflow management system Snakemake. For general information, see.",195.0,29,True,2021-01-15 13:36:23.000000,5.32.0,159.0,snakemake,bioconda/snakemake,,,,1024.0,736.0,https://pypi.org/project/snakemake,2021-01-15 13:37:08.000000,288.0,6226.0,10484.0,https://anaconda.org/bioconda/snakemake,2021-01-20 23:07:32.614000,272540.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
142,Fiona,Toblerity/Fiona,,geospatial-data,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000000,2021-01-27 02:46:08.000000,2020-11-30 07:11:40.000000,165,69.0,546.0,774,1093.0,Fiona reads and writes geographic data files.,65.0,29,True,2020-11-17 18:32:17.000000,1.8.18,96.0,fiona,conda-forge/fiona,,,,6150.0,4962.0,https://pypi.org/project/fiona,2020-11-17 18:32:17.000000,1188.0,382752.0,411198.0,https://anaconda.org/conda-forge/fiona,2020-11-17 20:48:12.542000,1678362.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
143,Bottleneck,pydata/bottleneck,,data-containers,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2021-01-24 18:54:13.000000,2021-01-24 18:39:03.000000,65,25.0,177.0,576,1241.0,Fast NumPy array functions written in C.,21.0,29,True,2020-02-21 06:22:16.000000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,,21570.0,18678.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,122434.0,146902.0,https://anaconda.org/conda-forge/bottleneck,2021-01-21 02:48:32.623000,1394682.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
144,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-01-08 01:17:08.000000,2021-01-08 01:15:13.000000,147,7.0,376.0,567,1099.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,39.0,29,True,2020-11-05 13:39:29.000000,3.0.0.post1,34.0,pyproj,conda-forge/pyproj,,,,10881.0,8419.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,886625.0,917424.0,https://anaconda.org/conda-forge/pyproj,2020-11-06 22:55:31.654000,1909588.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
145,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-02-04 13:35:26.000000,2020-12-08 17:16:40.000000,439,312.0,873.0,549,14049.0,Workflows and interfaces for neuroimaging packages.,212.0,29,True,2020-09-17 18:44:32.000000,1.5.1,54.0,nipype,conda-forge/nipype,,,,700.0,508.0,https://pypi.org/project/nipype,2020-08-16 18:30:16.000000,192.0,7723.0,14107.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,351156.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
146,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-02-01 16:18:25.000000,2021-02-01 16:18:24.000000,214,112.0,285.0,386,4947.0,Python package to access a cacophony of neuro-imaging file formats.,89.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,4877.0,3613.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,34377.0,39593.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,297345.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
147,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-02-01 01:42:19.000000,2020-01-31 13:06:18.000000,3865,453.0,423.0,11110,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,28,False,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,,319.0,282.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,37.0,22777.0,22777.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
148,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-02-03 17:27:08.000000,2021-02-01 20:51:50.000000,1739,702.0,1102.0,10139,4079.0,Geometric Deep Learning Extension Library for PyTorch.,138.0,28,True,2020-12-02 14:57:09.000000,1.6.3,25.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,10841.0,10841.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
149,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-02-03 04:17:59.000000,2021-02-03 04:17:58.000000,922,176.0,237.0,7214,619.0,Fast image augmentation library and easy to use wrapper around other libraries. Documentation:..,73.0,28,True,2020-11-29 14:30:07.000000,0.5.2,44.0,albumentations,conda-forge/albumentations,,,['pytorch'],2784.0,2656.0,https://pypi.org/project/albumentations,2020-11-29 14:30:07.000000,128.0,44825.0,45556.0,https://anaconda.org/conda-forge/albumentations,2020-11-29 15:51:47.610000,14629.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
150,Pyro,pyro-ppl/pyro,,probabilistics,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2021-02-03 22:00:50.000000,2021-02-03 22:00:49.000000,813,144.0,680.0,6715,2139.0,Deep universal probabilistic programming with Python and PyTorch.,103.0,28,True,2021-02-01 23:22:45.000000,1.5.2,24.0,pyro-ppl,,,,['pytorch'],414.0,378.0,https://pypi.org/project/pyro-ppl,2020-11-17 23:22:46.000000,36.0,12863.0,12863.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
151,tensorpack,tensorpack/tensorpack,,ml-frameworks,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2021-01-22 08:44:03.000000,2021-01-22 08:43:22.000000,1760,14.0,1300.0,5915,2928.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",55.0,28,True,2020-04-24 19:01:06.000000,0.10.1,37.0,tensorpack,,,,['tensorflow'],751.0,675.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000000,76.0,15456.0,15458.0,,,,,,,,3.0,113.0,,,,,,,,,,,,,,,,,,,,,
152,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2021-02-04 14:52:06.000000,2021-02-04 07:36:28.000000,383,420.0,1086.0,5698,1251.0,Modin: Speed up your Pandas workflows by changing a single line of code.,68.0,28,True,2021-01-12 14:40:18.000000,0.8.3,36.0,modin,,,,['pandas'],313.0,295.0,https://pypi.org/project/modin,2021-01-12 14:40:18.000000,18.0,41425.0,47720.0,,,,,,,,2.0,195173.0,,,,,,,,,,,,,,,,,,,,,
153,faust,robinhood/faust,,data-pipelines,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2021-01-21 01:53:26.000000,2020-10-09 12:59:42.000000,435,233.0,221.0,5273,4137.0,Python Stream Processing.,91.0,28,True,2020-02-25 22:57:18.000000,1.10.4,46.0,faust,,,,,647.0,619.0,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,77439.0,77439.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
154,stanza,stanfordnlp/stanza,,nlp,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000000,2021-02-03 22:22:50.000000,2021-01-27 23:00:47.000000,647,60.0,404.0,5165,1846.0,Official Stanford NLP Python Library for Many Human Languages.,32.0,28,True,2021-01-29 20:05:25.000000,1.2.0,10.0,stanza,stanfordnlp/stanza,,,,322.0,318.0,https://pypi.org/project/stanza,2021-01-27 16:31:43.000000,4.0,11128.0,11411.0,https://anaconda.org/stanfordnlp/stanza,2021-01-27 22:24:06.992000,3114.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
155,OpenNMT,OpenNMT/OpenNMT-py,,nlp,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2021-01-30 11:38:48.000000,2021-01-28 11:40:16.000000,1768,90.0,1126.0,4799,2545.0,Open Source Neural Machine Translation in PyTorch.,165.0,28,True,2021-01-27 09:22:31.000000,2.0.1,28.0,OpenNMT-py,,,,['pytorch'],72.0,68.0,https://pypi.org/project/OpenNMT-py,2021-01-27 09:22:31.000000,4.0,3061.0,3061.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
156,csvkit,wireservice/csvkit,,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2021-01-25 19:13:27.000000,2020-10-30 01:59:29.000000,535,56.0,743.0,4463,1693.0,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",91.0,28,True,2020-03-03 03:00:28.000000,1.0.5,33.0,csvkit,conda-forge/csvkit,,,,1516.0,814.0,https://pypi.org/project/csvkit,2020-03-03 03:00:28.000000,702.0,19761.0,20724.0,https://anaconda.org/conda-forge/csvkit,2019-05-28 12:30:50.171000,45270.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
157,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-02-04 14:26:08.000000,2021-02-03 20:54:01.000000,310,80.0,297.0,4215,1434.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,40.0,28,True,2021-01-12 21:50:02.000000,0.10.0,58.0,tokenizers,conda-forge/tokenizers,,,,25.0,25.0,https://pypi.org/project/tokenizers,2021-01-12 21:50:02.000000,0.0,626197.0,629243.0,https://anaconda.org/conda-forge/tokenizers,2020-11-19 06:02:47.112000,21325.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
158,PyOD,yzhao062/pyod,,others,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2021-01-17 01:54:30.000000,2021-01-12 18:33:37.000000,845,101.0,84.0,4132,1245.0,(JMLR'19) A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,22.0,28,True,2021-01-12 18:42:49.000000,0.8.6,64.0,pyod,,,,,480.0,474.0,https://pypi.org/project/pyod,2021-01-12 18:42:49.000000,6.0,56801.0,56801.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
159,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2021-01-29 08:46:31.000000,2021-01-29 08:46:18.000000,777,316.0,365.0,4087,605.0,Sentence Embeddings with BERT & XLNet.,39.0,28,True,2021-01-04 14:04:01.000000,0.4.1,29.0,sentence-transformers,,,,['pytorch'],614.0,614.0,https://pypi.org/project/sentence-transformers,2021-01-04 15:49:09.000000,0.0,254699.0,254699.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
160,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-02-02 13:23:25.000000,2020-12-25 17:33:18.000000,841,166.0,222.0,4067,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2074.0,1592.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,65126.0,67104.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,110798.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
161,kaggle,Kaggle/kaggle-api,,ml-experiments,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000000,2021-01-21 01:19:19.873000,2020-11-30 21:43:14.000000,776,165.0,110.0,3821,137.0,Official Kaggle API.,35.0,28,True,2020-11-30 13:37:18.000000,1.5.10,47.0,kaggle,conda-forge/kaggle,,,,5004.0,4440.0,https://pypi.org/project/kaggle,2020-11-30 13:37:18.000000,564.0,53625.0,55584.0,https://anaconda.org/conda-forge/kaggle,2021-01-21 01:19:19.873000,41149.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
162,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-02-04 11:31:17.000000,2021-02-04 11:31:15.000000,351,103.0,251.0,3578,1494.0,Open Source Differentiable Computer Vision Library for PyTorch.,84.0,28,True,2020-10-20 19:31:49.000000,0.4.1,12.0,kornia,,,,['pytorch'],255.0,255.0,https://pypi.org/project/kornia,2020-10-20 19:31:49.000000,0.0,13015.0,13015.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
163,imutils,jrosebr1/imutils,,image,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39.000000,2021-01-15 17:56:11.000000,2021-01-15 10:46:45.000000,871,127.0,76.0,3501,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,,13163.0,11967.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,100572.0,102381.0,https://anaconda.org/conda-forge/imutils,2021-01-15 14:27:25.471000,36197.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
164,Kedro,quantumblacklabs/kedro,,data-pipelines,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56.000000,2021-02-04 14:04:56.000000,2021-02-04 12:08:39.000000,388,87.0,346.0,3372,1140.0,"A Python framework for creating reproducible, maintainable and modular data science code.",95.0,28,True,2020-12-17 13:31:56.000000,0.17.0,24.0,kedro,,,,,394.0,378.0,https://pypi.org/project/kedro,2020-12-17 13:31:56.000000,16.0,47396.0,47396.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
165,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-01-27 15:43:17.000000,2021-01-27 15:43:03.000000,692,255.0,660.0,3178,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,28,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,,,204.0,166.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,4094.0,4127.0,,,,,,,,3.0,1733.0,,,,,,,,,,,,,,,,,,,,,
166,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373,262.0,500.0,2922,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,7948.0,7460.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,488.0,6842.0,11317.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,187965.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
167,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-02-03 12:31:01.000000,2021-02-03 10:53:24.000000,607,163.0,558.0,2913,1653.0,"An open-source, low-code machine learning library in Python.",46.0,28,True,2020-12-22 22:10:30.000000,2.2.3,68.0,pycaret,,,,,650.0,650.0,https://pypi.org/project/pycaret,2020-12-22 22:10:30.000000,0.0,17871.0,17921.0,,,,,,,,2.0,355.0,,,,,,,,,,,,,,,,,,,,,
168,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2021-01-15 22:45:06.000000,2021-01-15 22:44:19.000000,403,53.0,572.0,2893,2793.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",55.0,28,True,2020-09-02 00:17:19.000000,2.0.6,157.0,dedupe,,,,,255.0,177.0,https://pypi.org/project/dedupe,2020-09-06 01:50:45.000000,78.0,34570.0,34570.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
169,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-01-27 19:06:03.000000,2021-01-27 18:58:40.000000,328,3.0,112.0,2620,,Python port of Google's libphonenumber.,22.0,28,True,2021-01-27 19:06:03.000000,8.12.17,168.0,phonenumbers,conda-forge/phonenumbers,,,,2280.0,,https://pypi.org/project/phonenumbers,2021-01-27 19:06:03.000000,2280.0,545044.0,551723.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,374026.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
170,VisPy,vispy/vispy,,data-viz,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2021-01-27 15:23:17.000000,2021-01-27 15:23:16.000000,536,354.0,786.0,2571,6422.0,High-performance interactive 2D/3D data visualization library.,145.0,28,True,2020-12-14 15:55:00.000000,0.6.6,16.0,vispy,conda-forge/vispy,,,['jupyter'],573.0,451.0,https://pypi.org/project/vispy,2020-11-28 02:55:50.000000,122.0,10674.0,13816.0,https://anaconda.org/conda-forge/vispy,2021-01-13 03:28:46.609000,120640.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,126.0,,,,,,,,,,,,,,,
171,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-02-04 04:06:19.000000,2021-01-17 16:07:42.000000,311,144.0,320.0,2415,1282.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-01-07 16:14:43.000000,0.12.0,22.0,datashader,conda-forge/datashader,,,,642.0,572.0,https://pypi.org/project/datashader,2021-01-07 16:14:43.000000,70.0,8820.0,12337.0,https://anaconda.org/conda-forge/datashader,2021-01-08 10:17:48.622000,137200.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
172,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-01-06 16:30:51.000000,2021-01-06 16:28:10.000000,387,30.0,117.0,2323,269.0,Pandas integration with sklearn.,35.0,28,False,2021-01-06 16:30:51.000000,2.0.4,24.0,sklearn-pandas,,,,"['sklearn', 'pandas']",1922.0,1700.0,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27.000000,222.0,93257.0,93257.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
173,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-02-03 16:23:42.000000,2021-02-03 16:21:49.000000,336,46.0,318.0,2278,1495.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,28,True,2021-02-03 16:40:09.000000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,369.0,317.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000000,52.0,51626.0,52763.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 16:19:07.762000,11374.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
174,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-01-29 15:21:54.000000,2021-01-29 15:21:53.000000,318,210.0,634.0,2274,3240.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,67.0,28,True,2021-01-19 22:18:43.000000,1.3.1,25.0,gpytorch,,,,['pytorch'],206.0,198.0,https://pypi.org/project/gpytorch,2021-01-19 22:09:01.000000,8.0,26265.0,26265.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
175,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2021-02-03 13:12:50.000000,2020-11-15 19:47:23.000000,454,78.0,257.0,2239,300.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,28.0,28,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,382.0,360.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,22.0,62402.0,67407.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,185212.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
176,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2021-01-28 10:01:28.000000,2021-01-27 00:15:15.000000,259,145.0,134.0,2221,789.0,Hyperparameter tuning for humans.,28.0,28,True,2020-11-20 19:13:23.000000,1.0.2,5.0,keras-tuner,,,,['tensorflow'],392.0,390.0,https://pypi.org/project/keras-tuner,2020-11-20 19:00:59.000000,2.0,156471.0,156471.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
177,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-02-03 22:31:32.000000,2021-02-03 22:31:31.000000,1558,73.0,865.0,2116,1089.0,Python notebooks with ML and deep learning examples with Azure Machine Learning | Microsoft.,53.0,28,True,2021-01-11 18:12:53.000000,1.21.0,67.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-01-25 17:45:29.000000,60.0,214663.0,214677.0,,,,,,,,2.0,395.0,,,,,,,,,,,,,,,,,,,,,
