,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
202,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2025-04-22 14:56:27.864000,2025-03-31 15:33:49,582.0,7.0,160.0,41.0,86.0,5.0,138.0,2130.0,a python library for doing approximate and phonetic matching of strings.,34.0,33,True,2025-03-31 15:41:38.000,1.2.0,47.0,jellyfish,conda-forge/jellyfish,,,,14793.0,14494.0,https://pypi.org/project/jellyfish,2025-03-31 15:41:38.000,299.0,7456466.0,7479662.0,https://anaconda.org/conda-forge/jellyfish,2025-04-22 14:56:27.864,1368582.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2025-05-05 05:59:23.000000,2025-04-23 20:51:12,3823.0,49.0,194.0,47.0,1424.0,134.0,757.0,2059.0,Ahead of Time compiler for numeric kernels.,74.0,33,True,2024-10-31 09:34:16.000,0.17.0,62.0,pythran,conda-forge/pythran,,,,3413.0,3392.0,https://pypi.org/project/pythran,2024-10-31 09:34:16.000,21.0,316901.0,336861.0,https://anaconda.org/conda-forge/pythran,2025-04-22 14:56:51.391,1117769.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran,,,,,,
204,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-05-08 13:43:01.000000,2025-05-07 14:40:20,4820.0,207.0,53.0,209.0,628.0,164.0,527.0,1661.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,33,True,2025-03-28 12:26:01.000,4.6.2,87.0,lets-plot,,,,,199.0,184.0,https://pypi.org/project/lets-plot,2025-03-28 12:20:53.000,15.0,49378.0,49427.0,,,,,,,,2.0,3235.0,,,,,,,,,,,,,,,,,,,,
205,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2025-04-22 14:56:32.225000,2018-10-12 15:53:05,1251.0,,286.0,49.0,160.0,114.0,220.0,1638.0,Python Geocoder.,75.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,15325.0,15113.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,1097402.0,1130424.0,https://anaconda.org/conda-forge/geocoder,2025-04-22 14:56:32.225,165114.0,,,,,3.0,,,,,,,,,,,,,,,,geocoder,,,,,
206,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-04-22 14:57:10.980000,2025-04-01 02:03:08,1881.0,2.0,200.0,32.0,216.0,26.0,405.0,1444.0,The ctypes-based simple ImageMagick binding for Python.,109.0,33,True,2023-11-04 01:41:17.000,0.6.13,56.0,wand,conda-forge/wand,,,,21110.0,20853.0,https://pypi.org/project/wand,2023-11-03 23:18:50.000,257.0,1091847.0,1094494.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,136986.0,,,,,2.0,51639.0,,,,,,,,,,,,,,,,,,,,
207,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2025-05-08 12:30:34.000000,2025-05-08 02:31:06,1277.0,174.0,180.0,35.0,132.0,20.0,87.0,790.0,Snowball compiler and stemming algorithms.,35.0,33,True,2025-05-08 08:37:38.000,3.0.0,12.0,snowballstemmer,conda-forge/snowballstemmer,,,,558.0,10.0,https://pypi.org/project/snowballstemmer,2025-05-08 12:30:34.000,548.0,20082172.0,20174610.0,https://anaconda.org/conda-forge/snowballstemmer,2025-04-22 14:56:26.216,9706077.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-04-22 14:56:23.610000,2025-04-22 14:14:46,14953.0,192.0,445.0,54.0,2334.0,162.0,845.0,756.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",168.0,33,False,2025-03-16 06:33:35.000,1.11.0,30.0,dipy,conda-forge/dipy,,,,1641.0,1505.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,38632.0,49663.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,617769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
209,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-05-08 06:10:21.000000,2025-04-18 08:40:53,3809.0,22.0,4491.0,393.0,4326.0,463.0,1289.0,40863.0,"Making large AI models cheaper, faster and more accessible.",194.0,32,True,2025-03-04 01:51:48.000,0.4.9,49.0,,,,,,501.0,501.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
210,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-05-05 08:38:08.000000,2025-05-05 08:38:08,3065.0,85.0,2667.0,218.0,505.0,257.0,483.0,11627.0,FinRL: Financial Reinforcement Learning.,125.0,32,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,89.0,89.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,3257.0,3257.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
211,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-05-05 20:15:38.000000,2024-10-17 22:52:09,3861.0,,1193.0,192.0,2869.0,45.0,1037.0,11440.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,32,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,,['tensorflow'],311.0,305.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,1963.0,1963.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
212,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,339.0,1683.0,523.0,1294.0,11201.0,Turi Create simplifies the development of custom machine learning models.,88.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,400.0,395.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,17094.0,17225.0,,,,,,,,3.0,11660.0,,,,,,,,,,,,,,,,,,,,
213,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,279.0,3400.0,51.0,1494.0,10527.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],281.0,272.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,2298.0,2298.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
214,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,1.0,2332.0,216.0,264.0,139.0,420.0,10378.0,A little word cloud generator in Python.,73.0,32,True,2024-11-10 14:34:59.000,1.9.4,21.0,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,1801025.0,1812479.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,664365.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
215,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2025-04-22 14:56:25.369000,2021-09-09 20:54:41,384.0,,876.0,262.0,148.0,107.0,104.0,9259.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,9429044.0,9440141.0,https://anaconda.org/conda-forge/fuzzywuzzy,2025-04-22 14:56:25.369,599273.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
216,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-03-28 15:26:58.000000,2025-03-28 15:16:54,1209.0,6.0,1328.0,150.0,187.0,277.0,1390.0,9232.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,157.0,32,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1288.0,1274.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,4676.0,9532.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,320541.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
217,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1399.0,298.0,897.0,150.0,760.0,9232.0,AutoML library for deep learning.,145.0,32,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],861.0,848.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,18355.0,18571.0,,,,,,,,2.0,19522.0,,,,,,,,,,,,,,,,,,,,
218,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-04-17 11:22:20.000000,2024-12-25 06:44:36,2948.0,,1697.0,91.0,1710.0,21.0,2158.0,9007.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,32,True,2024-11-05 11:28:52.000,2.10.0,20.0,paddleseg,,,,['paddle'],1432.0,1425.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,1687.0,1687.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
219,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-05-08 08:59:03.000000,2025-05-07 08:59:52,4067.0,146.0,1345.0,260.0,10223.0,1147.0,1747.0,7844.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",114.0,32,True,2025-04-09 06:51:51.000,0.1.0-mas,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,27598.0,27605.0,,,,,,,,2.0,690.0,,,,,,,intel/ipex-llm,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0,
220,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-05-05 18:04:55.000000,2024-11-13 18:39:43,1380.0,,883.0,158.0,1737.0,154.0,865.0,7436.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,2116.0,2042.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,88303.0,92456.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,245081.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
221,Opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-05-08 14:47:15.000000,2025-05-08 14:43:50,1749.0,777.0,513.0,65.0,1800.0,78.0,206.0,7324.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",50.0,32,True,2025-05-07 20:20:58.000,1.7.17,126.0,opik,,,,,16.0,6.0,https://pypi.org/project/opik,2025-05-07 20:21:12.000,10.0,247202.0,247202.0,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,
222,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-05-07 22:51:51.000000,2025-05-05 22:23:47,267.0,39.0,1158.0,208.0,221.0,148.0,375.0,6608.0,Official Kaggle API.,49.0,32,True,2025-03-14 22:46:23.000,1.7.4.2,79.0,kaggle,conda-forge/kaggle,,,,252.0,21.0,https://pypi.org/project/kaggle,2025-03-14 22:09:26.000,231.0,332582.0,336621.0,https://anaconda.org/conda-forge/kaggle,2025-04-22 14:57:05.316,226225.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
223,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-04-24 12:58:03.000000,2025-04-24 12:58:00,1115.0,5.0,392.0,80.0,559.0,66.0,469.0,6020.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,32,True,2025-01-10 13:04:37.000,1.1.0,21.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1745.0,1651.0,https://pypi.org/project/skorch,2025-01-10 13:01:10.000,94.0,105289.0,119555.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,798948.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
224,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,297.0,161.0,268.0,5943.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1281.0,1267.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,10351.0,10524.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15098.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
225,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-04-22 14:57:25.759000,2025-04-04 01:06:00,257.0,4.0,930.0,126.0,43.0,76.0,149.0,5930.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,32,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5202.0,5086.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,1134578.0,1134934.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,21381.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
226,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-05-08 14:40:52.000000,2025-05-08 11:15:19,15861.0,199.0,566.0,77.0,4012.0,989.0,1719.0,4690.0,cuML - RAPIDS Machine Learning Library.,183.0,32,True,2025-04-09 21:28:25.000,25.04.00,45.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,4165.0,4165.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
227,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,681.0,65.0,239.0,251.0,165.0,4674.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,8134.0,8000.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,475509.0,482126.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,350724.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-05-04 16:32:42.000000,2025-04-30 16:21:44,1957.0,16.0,667.0,42.0,967.0,513.0,330.0,4286.0,Time series forecasting with PyTorch.,67.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,610.0,588.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,133892.0,135267.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-04-22 14:57:35.705,77028.0,,,,,2.0,,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,,
229,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2025-04-22 14:56:35.312000,2024-10-30 21:00:25,674.0,,122.0,73.0,75.0,10.0,137.0,3906.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",22.0,32,True,2024-10-26 00:51:07.000,6.3.1,55.0,ftfy,conda-forge/ftfy,,,,31067.0,30496.0,https://pypi.org/project/ftfy,2024-10-26 00:50:33.000,571.0,6342892.0,6349166.0,https://anaconda.org/conda-forge/ftfy,2025-04-22 14:56:35.312,326297.0,,,,,2.0,73.0,,,,,,,,,,,,,,,,,,,,
230,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,2.0,338.0,61.0,78.0,23.0,126.0,3605.0,A Python Perceptual Image Hashing Module.,28.0,32,True,2025-02-01 08:45:36.000,4.3.2,21.0,ImageHash,conda-forge/imagehash,,,,17320.0,17051.0,https://pypi.org/project/ImageHash,2025-02-01 08:45:36.000,269.0,1750169.0,1758440.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,446671.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
231,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-04-22 14:56:37.895000,2022-08-22 18:21:12,586.0,,634.0,80.0,85.0,74.0,162.0,3557.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,9419.0,9299.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1626130.0,1718003.0,https://anaconda.org/conda-forge/filterpy,2025-04-22 14:56:37.895,275620.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
232,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-05-08 11:35:04.000000,2025-02-24 22:58:28,1312.0,1.0,812.0,339.0,1474.0,332.0,519.0,3541.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,,['pytorch'],285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,713652.0,713652.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-05-06 10:35:31.000000,2025-05-06 10:35:29,1238.0,18.0,398.0,36.0,587.0,106.0,506.0,3492.0,Scalable and user friendly neural forecasting algorithms.,49.0,32,True,2025-02-28 15:49:17.000,3.0.0,31.0,neuralforecast,conda-forge/neuralforecast,,,,386.0,360.0,https://pypi.org/project/neuralforecast,2025-02-28 15:49:17.000,26.0,84017.0,84982.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,36702.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
234,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2025-04-22 15:49:59.000000,2025-04-22 15:49:58,1071.0,4.0,505.0,56.0,156.0,359.0,175.0,2912.0,A high performance implementation of HDBSCAN clustering.,96.0,32,True,2024-11-18 16:14:10.000,0.8.40,57.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],6760.0,6408.0,https://pypi.org/project/hdbscan,2024-11-18 16:14:10.000,352.0,723490.0,768760.0,https://anaconda.org/conda-forge/hdbscan,2025-04-22 14:56:25.731,2489864.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
235,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2025-04-22 14:57:22.925000,2024-06-24 17:09:39,1087.0,,397.0,58.0,500.0,223.0,275.0,2880.0,A Hyperparameter Tuning Library for Keras.,61.0,32,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],5917.0,5802.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,1100013.0,1101257.0,https://anaconda.org/conda-forge/keras-tuner,2025-04-22 14:57:22.925,55980.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
236,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-04-24 17:53:15.000000,2025-03-26 04:24:50,5969.0,4.0,714.0,87.0,6061.0,257.0,890.0,2139.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,32,True,2024-12-11 20:13:47.000,1.16.0,100.0,tfx,,,,['tensorflow'],1803.0,1786.0,https://pypi.org/project/tfx,2024-12-11 20:13:47.000,17.0,37878.0,37878.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
237,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2025-05-06 00:01:11.000000,2025-05-06 00:01:10,1616.0,3.0,291.0,57.0,144.0,86.0,196.0,1929.0,"CUDA integration for Python, plus shiny features.",82.0,32,True,2025-02-07 22:03:18.000,2025.1,56.0,pycuda,conda-forge/pycuda,,,,3902.0,3736.0,https://pypi.org/project/pycuda,2025-02-07 22:02:42.000,166.0,78774.0,98124.0,https://anaconda.org/conda-forge/pycuda,2025-04-22 14:57:49.237,967522.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
238,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-05-06 21:33:20.000000,2025-05-06 21:28:01,769.0,13.0,359.0,44.0,431.0,68.0,263.0,1794.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-02-18 22:03:17.000,1.5.3,25.0,opacus,conda-forge/opacus,,,['pytorch'],1135.0,1093.0,https://pypi.org/project/opacus,2025-02-18 22:03:17.000,42.0,95622.0,96206.0,https://anaconda.org/conda-forge/opacus,2025-04-22 14:58:08.566,23285.0,,,,,2.0,139.0,,,,,,,,,,,,,,,,,,,,
239,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2025-03-26 21:42:40.000000,2024-04-15 22:25:34,1519.0,,612.0,55.0,1887.0,92.0,899.0,1698.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,32,False,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1117267.0,1117267.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
240,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2025-04-22 14:57:38.334000,2024-11-07 23:05:03,1082.0,,239.0,35.0,256.0,65.0,274.0,1642.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,12077.0,11924.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2532079.0,2556114.0,https://anaconda.org/conda-forge/pmdarima,2025-04-22 14:57:38.334,1321978.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
241,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2025-05-05 21:09:00.000000,2025-05-05 21:09:00,2040.0,16.0,294.0,43.0,298.0,65.0,217.0,1610.0,TensorLy: Tensor Learning in Python.,74.0,32,True,2024-11-12 14:54:17.000,0.9.0,21.0,tensorly,conda-forge/tensorly,,,,1107.0,1008.0,https://pypi.org/project/tensorly,2024-11-12 14:54:17.000,99.0,78202.0,85024.0,https://anaconda.org/conda-forge/tensorly,2025-04-22 14:56:50.737,375229.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
