,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
145,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-01-06 22:54:35.000000,2021-01-06 22:54:33.000000,793.0,284.0,436.0,2257,2313.0,Fast data visualization and GUI tools for scientific / engineering applications.,179.0,29,True,2020-12-20 02:41:29.000000,pyqtgraph-0.11.1,12.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2020-12-20 02:43:22.000000,890.0,28232.0,31498.0,https://anaconda.org/conda-forge/pyqtgraph,2020-12-20 05:06:42.442000,156814.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
146,confluent-kafka-python,confluentinc/confluent-kafka-python,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000000,2021-01-07 20:51:32.000000,2020-11-24 15:38:23.000000,551.0,230.0,471.0,2094,628.0,Confluent's Kafka Python Client.,66.0,29,True,2020-07-22 08:23:51.000000,1.5.0,20.0,confluent-kafka,,,,,2268.0,1966.0,https://pypi.org/project/confluent-kafka,2020-07-22 07:50:57.000000,302.0,997944.0,997944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
147,ipyparallel,ipython/ipyparallel,,distributed-ml,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2020-12-28 21:43:25.000000,2020-08-24 09:09:27.000000,724.0,139.0,107.0,1846,1817.0,Interactive Parallel Computing in Python.,94.0,29,True,2020-05-05 18:42:38.000000,6.3.0,21.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],1846.0,1356.0,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38.000000,490.0,71656.0,77988.0,https://anaconda.org/conda-forge/ipyparallel,2020-12-14 23:13:00.768000,360965.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
148,pandas-datareader,pydata/pandas-datareader,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000000,2021-01-06 09:00:01.000000,2020-12-31 11:58:23.000000,489.0,70.0,368.0,1779,764.0,Extract data from a wide range of Internet sources into a pandas DataFrame.,77.0,29,True,2020-07-10 10:04:14.000000,0.9.0,21.0,pandas-datareader,conda-forge/pandas-datareader,,,['pandas'],8737.0,7331.0,https://pypi.org/project/pandas-datareader,2020-07-10 10:04:14.000000,1406.0,120699.0,122577.0,https://anaconda.org/conda-forge/pandas-datareader,2019-11-20 10:38:42.074000,84546.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
149,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-01-03 12:37:20.000000,2020-12-31 13:30:39.000000,299.0,674.0,1814.0,1777,10110.0,"With Holoviews, your data visualizes itself.",100.0,29,True,2020-12-27 23:53:28.000000,1.14.1,60.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2020-12-27 23:53:28.000000,170.0,89858.0,102918.0,https://anaconda.org/conda-forge/holoviews,2020-12-28 13:23:01.410000,395744.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,5994.0,,,,,,,,,,,,
150,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-01-05 18:34:14.000000,2021-01-05 18:34:13.000000,411.0,188.0,585.0,1523,2073.0,Survival analysis in Python.,90.0,29,True,2020-12-09 21:14:01.000000,0.25.7,152.0,lifelines,conda-forge/lifelines,,,,597.0,471.0,https://pypi.org/project/lifelines,2020-12-09 21:14:01.000000,126.0,105636.0,107829.0,https://anaconda.org/conda-forge/lifelines,2020-12-10 02:47:14.864000,120632.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
151,Geocoder,DenisCarriere/geocoder,,geospatial-data,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000000,2020-12-30 04:09:42.000000,2018-10-12 15:53:05.000000,251.0,64.0,215.0,1319,1251.0,Python Geocoder.,74.0,29,False,2018-04-04 12:34:51.000000,1.38.1,108.0,geocoder,conda-forge/geocoder,,,,3496.0,2920.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000000,576.0,242759.0,244590.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469000,86078.0,,,,,2.0,,,,,,,,,,,,,,geocoder,,,,,,
152,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-01-07 22:28:28.000000,2021-01-07 22:28:27.000000,262.0,152.0,238.0,1183,648.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",84.0,29,True,2020-12-10 17:02:20.000000,0.7.2,11.0,torchaudio,,,,['pytorch'],1087.0,1078.0,https://pypi.org/project/torchaudio,2020-10-27 16:14:57.000000,9.0,73710.0,73710.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
153,py2neo,technige/py2neo,,db-clients,https://github.com/technige/py2neo,https://github.com/technige/py2neo,Apache-2.0,2011-07-03 10:01:07.000000,2021-01-03 19:35:40.000000,2020-12-21 21:32:51.000000,196.0,25.0,689.0,958,2735.0,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,31.0,29,True,2020-11-21 09:50:58.000000,2020.1.1,102.0,py2neo,conda-forge/py2neo,,,,1114.0,,https://pypi.org/project/py2neo,2020-11-21 09:51:22.000000,1114.0,74879.0,75614.0,https://anaconda.org/conda-forge/py2neo,2019-03-17 09:26:49.366000,31617.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
154,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-01-05 23:44:43.000000,2021-01-05 23:22:54.000000,137.0,5.0,96.0,892,449.0,Simple Python interface for Graphviz.,15.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,,20988.0,16606.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,2489068.0,2489068.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
155,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-01-05 23:50:31.000000,2021-01-05 23:50:25.000000,163.0,32.0,114.0,849,558.0,Input pipeline framework.,27.0,29,True,2020-12-16 21:35:23.000000,0.26.0,33.0,tensorflow-transform,,,,['tensorflow'],471.0,387.0,https://pypi.org/project/tensorflow-transform,2020-12-16 21:35:23.000000,84.0,7075209.0,7075209.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
156,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-01-07 12:27:38.000000,2020-12-21 21:28:10.000000,178.0,312.0,201.0,798,3938.0,"This is the development home of the workflow management system Snakemake. For general information, see.",193.0,29,True,2020-12-21 22:01:57.000000,5.31.1,158.0,snakemake,bioconda/snakemake,,,,1006.0,718.0,https://pypi.org/project/snakemake,2020-12-21 22:02:41.000000,288.0,9801.0,14022.0,https://anaconda.org/bioconda/snakemake,2020-12-22 11:10:44.475000,265968.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
157,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-01-08 01:17:08.000000,2021-01-08 01:15:13.000000,146.0,6.0,374.0,564,1099.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,39.0,29,True,2020-11-05 13:39:29.000000,3.0.0.post1,34.0,pyproj,conda-forge/pyproj,,,,10505.0,8043.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,1104313.0,1134612.0,https://anaconda.org/conda-forge/pyproj,2020-11-06 22:55:31.654000,1848285.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
158,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-01-08 02:09:41.000000,2020-12-08 17:16:40.000000,439.0,312.0,872.0,542,14049.0,Workflows and interfaces for neuroimaging packages.,212.0,29,True,2020-09-17 18:44:32.000000,1.5.1,54.0,nipype,conda-forge/nipype,,,,673.0,481.0,https://pypi.org/project/nipype,2020-08-16 18:30:16.000000,192.0,12201.0,18601.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,345635.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
159,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-01-05 12:44:33.000000,2021-01-05 12:43:30.000000,209.0,109.0,282.0,381,4934.0,Python package to access a cacophony of neuro-imaging file formats.,89.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,4688.0,3424.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,47675.0,52820.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,288154.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
160,pandas-gbq,pydata/pandas-gbq,,db-clients,https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000000,2020-12-22 15:29:13.000000,2020-12-17 21:26:00.000000,83.0,33.0,156.0,234,217.0,Pandas Google BigQuery.,29.0,29,True,2020-11-10 17:16:31.000000,0.14.1,26.0,pandas-gbq,conda-forge/pandas-gbq,,,['pandas'],2148.0,1716.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000000,432.0,7230817.0,7244317.0,https://anaconda.org/conda-forge/pandas-gbq,2020-11-11 15:55:18.257000,620806.0,,,,,3.0,192.0,,,,,,,,,,,,,,,,,,,
161,spleeter,deezer/spleeter,,audio,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000000,2020-12-18 16:31:25.000000,2020-12-07 12:44:51.000000,1538.0,97.0,391.0,15213,358.0,Deezer source separation library including pretrained models.,17.0,28,True,2020-10-23 12:15:02.000000,2.0.1,26.0,spleeter,conda-forge/spleeter,,,['tensorflow'],124.0,124.0,https://pypi.org/project/spleeter,2020-10-23 12:15:02.000000,,5502.0,67316.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220000,40382.0,,,,,2.0,883952.0,,,,,,,,,,,,,,,,,,,
162,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2021-01-07 19:16:19.000000,2021-01-07 04:49:02.000000,2052.0,98.0,1247.0,12076,420.0,A library for efficient similarity search and clustering of dense vectors.,71.0,28,True,2020-12-21 05:24:03.000000,1.6.5,43.0,pymilvus,conda-forge/faiss,,,,299.0,293.0,https://pypi.org/project/pymilvus,2020-10-16 13:11:09.000000,6.0,5547.0,8062.0,https://anaconda.org/conda-forge/faiss,2020-12-12 16:36:49.740000,20122.0,,,,,1.0,,,,,,,,,,-1.0,,,,,,,,,,
163,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-01-07 21:15:22.000000,2021-01-07 21:15:16.000000,1675.0,656.0,1063.0,9884,4056.0,Geometric Deep Learning Extension Library for PyTorch.,137.0,28,True,2020-12-02 14:57:09.000000,1.6.3,25.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,11655.0,11655.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
164,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2020-11-30 02:35:15.000000,2020-10-08 10:01:11.000000,1242.0,15.0,135.0,8696,545.0,TensorFlow-based neural network library.,48.0,28,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],556.0,474.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,59361.0,59849.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,6833.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
165,Records,kennethreitz42/records,,db-clients,https://github.com/kennethreitz42/records,https://github.com/kennethreitz42/records,ISC,2014-12-24 15:20:23.000000,2020-12-22 07:29:21.000000,2020-12-22 07:29:21.000000,531.0,55.0,81.0,6482,325.0,SQL for Humans.,37.0,28,True,2019-02-21 13:34:41.000000,0.5.3,10.0,records,conda-forge/records,,,,1009.0,709.0,https://pypi.org/project/records,2019-02-21 13:34:41.000000,300.0,184910.0,185275.0,https://anaconda.org/conda-forge/records,2018-01-15 04:48:02.550000,16460.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
166,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2021-01-07 17:47:06.000000,2021-01-06 22:36:40.000000,686.0,111.0,389.0,5316,569.0,An open source python library for automated feature engineering.,49.0,28,True,2020-12-31 21:26:39.000000,0.23.0,63.0,featuretools,conda-forge/featuretools,,,,712.0,642.0,https://pypi.org/project/featuretools,2020-12-31 21:27:46.000000,70.0,64936.0,66646.0,https://anaconda.org/conda-forge/featuretools,2021-01-05 23:32:34.667000,42757.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
167,faust,robinhood/faust,,data-pipelines,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2020-11-17 10:35:41.000000,2020-10-09 12:59:42.000000,424.0,225.0,219.0,5190,4137.0,Python Stream Processing.,91.0,28,True,2020-02-25 22:57:18.000000,1.10.4,46.0,faust,,,,,605.0,577.0,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,61873.0,61873.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-01-07 15:55:34.000000,2021-01-06 21:47:30.000000,1026.0,371.0,371.0,4450,823.0,Gluon CV Toolkit.,108.0,28,True,2021-01-05 00:33:13.000000,0.9.1,958.0,gluoncv,,,,['mxnet'],420.0,390.0,https://pypi.org/project/gluoncv,2021-01-07 09:01:58.000000,30.0,66068.0,66068.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
169,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-01-05 16:22:21.000000,2021-01-05 16:22:14.000000,466.0,201.0,214.0,4362,1277.0,Uniform Manifold Approximation and Projection.,68.0,28,True,2020-07-02 15:56:06.000000,0.4.6,33.0,umap-learn,,,,,226.0,,https://pypi.org/project/umap-learn,2020-11-26 16:29:14.000000,226.0,128661.0,128661.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
170,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-01-07 14:02:24.000000,2021-01-07 14:02:20.000000,303.0,80.0,283.0,4140,1418.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,39.0,28,True,2020-11-10 04:37:50.000000,0.9.4,57.0,tokenizers,conda-forge/tokenizers,,,,22.0,22.0,https://pypi.org/project/tokenizers,2020-12-08 18:59:15.000000,0.0,886522.0,889250.0,https://anaconda.org/conda-forge/tokenizers,2020-11-19 06:02:47.112000,16372.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2020-12-25 17:33:19.000000,2020-12-25 17:33:18.000000,830.0,166.0,218.0,4029,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2002.0,1520.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,117314.0,119251.0,https://anaconda.org/conda-forge/deap,2020-10-12 23:58:35.330000,106542.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,PyOD,yzhao062/pyod,,others,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2020-12-23 15:20:44.000000,2020-12-23 15:20:10.000000,822.0,100.0,79.0,4004,1236.0,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,20.0,28,True,2020-12-23 02:28:48.000000,0.8.5,63.0,pyod,,,,,454.0,448.0,https://pypi.org/project/pyod,2020-12-23 02:28:48.000000,6.0,83372.0,83372.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
173,dataset,pudo/dataset,,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2020-12-30 21:35:43.000000,2020-12-30 21:33:06.000000,260.0,11.0,236.0,3958,662.0,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",71.0,28,True,2020-12-30 21:35:43.000000,1.4.3,48.0,dataset,,,,,2780.0,1752.0,https://pypi.org/project/dataset,2020-12-30 21:35:43.000000,1028.0,41637.0,41637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
174,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-01-06 08:31:41.000000,2021-01-06 06:01:53.000000,345.0,103.0,238.0,3488,1470.0,Open Source Differentiable Computer Vision Library for PyTorch.,79.0,28,True,2020-10-20 19:31:49.000000,0.4.1,12.0,kornia,,,,['pytorch'],220.0,220.0,https://pypi.org/project/kornia,2020-10-20 19:31:49.000000,0.0,14967.0,14967.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,Kedro,quantumblacklabs/kedro,,data-pipelines,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56.000000,2021-01-07 14:04:56.000000,2021-01-07 13:04:42.000000,385.0,87.0,331.0,3274,1105.0,"A Python framework for creating reproducible, maintainable and modular data science code.",91.0,28,True,2020-12-17 13:31:56.000000,0.17.0,24.0,kedro,,,,,366.0,350.0,https://pypi.org/project/kedro,2020-12-17 13:31:56.000000,16.0,51462.0,51462.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
176,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373.0,262.0,500.0,2919,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,7867.0,7379.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,488.0,10326.0,14898.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,187484.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
177,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2020-12-24 19:43:22.000000,2020-11-09 02:38:13.000000,402.0,51.0,568.0,2856,2792.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",55.0,28,True,2020-09-02 00:17:19.000000,2.0.6,157.0,dedupe,,,,,252.0,174.0,https://pypi.org/project/dedupe,2020-09-06 01:50:45.000000,78.0,52246.0,52246.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
178,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-01-07 23:06:23.000000,2021-01-07 22:59:36.000000,579.0,148.0,525.0,2806,1558.0,"An open-source, low-code machine learning library in Python.",40.0,28,True,2020-12-22 22:10:30.000000,2.2.3,68.0,pycaret,,,,,580.0,580.0,https://pypi.org/project/pycaret,2020-12-22 22:10:30.000000,0.0,24875.0,24932.0,,,,,,,,2.0,347.0,,,,,,,,,,,,,,,,,,,
179,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-01-04 15:51:38.000000,2021-01-04 15:51:03.000000,324.0,3.0,110.0,2599,,Python port of Google's libphonenumber.,22.0,28,True,2020-12-04 08:41:00.000000,8.12.15,166.0,phonenumbers,conda-forge/phonenumbers,,,,2280.0,,https://pypi.org/project/phonenumbers,2020-12-16 08:06:19.000000,2280.0,735721.0,742386.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,366615.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
180,VisPy,vispy/vispy,,data-viz,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2020-12-22 03:47:57.000000,2020-11-28 02:03:40.000000,535.0,354.0,779.0,2550,6394.0,High-performance interactive 2D/3D data visualization library.,144.0,28,True,2020-12-14 15:55:00.000000,0.6.6,16.0,vispy,conda-forge/vispy,,,['jupyter'],561.0,439.0,https://pypi.org/project/vispy,2020-11-28 02:55:50.000000,122.0,12981.0,16065.0,https://anaconda.org/conda-forge/vispy,2020-11-28 13:05:36.454000,117102.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,82.0,,,,,,,,,,,,
181,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-01-07 16:21:42.000000,2021-01-07 14:34:16.000000,307.0,144.0,315.0,2388,1281.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-01-07 16:14:43.000000,0.12.0,22.0,datashader,conda-forge/datashader,,,,616.0,546.0,https://pypi.org/project/datashader,2021-01-07 16:14:43.000000,70.0,11612.0,15031.0,https://anaconda.org/conda-forge/datashader,2020-08-17 11:43:03.087000,129954.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,dbt,fishtown-analytics/dbt,,data-pipelines,https://github.com/fishtown-analytics/dbt,https://github.com/fishtown-analytics/dbt,Apache-2.0,2016-03-10 02:38:00.000000,2021-01-07 22:19:07.000000,2021-01-07 15:00:02.000000,466.0,262.0,1426.0,2325,2481.0,dbt (data build tool) enables data analysts and engineers to transform their data using the same practices that..,127.0,28,True,2020-10-13 21:51:53.000000,0.18.1,140.0,dbt,conda-forge/dbt,,,,182.0,164.0,https://pypi.org/project/dbt,2020-12-29 23:08:04.000000,18.0,94201.0,97151.0,https://anaconda.org/conda-forge/dbt,2020-05-14 13:55:32.153000,147544.0,,,,,2.0,,,,,,,,,,,dbt,,,,,,,,,
183,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-01-06 16:30:51.000000,2021-01-06 16:28:10.000000,377.0,40.0,117.0,2305,269.0,Pandas integration with sklearn.,35.0,28,False,2021-01-06 16:30:51.000000,2.0.4,24.0,sklearn-pandas,,,,"['sklearn', 'pandas']",1834.0,1612.0,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27.000000,222.0,111253.0,111253.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
184,eli5,TeamHG-Memex/eli5,,interpretability,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2020-12-09 18:22:22.000000,2020-01-22 07:39:36.000000,283.0,125.0,109.0,2260,1198.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,28,True,2019-08-29 06:19:32.000000,0.10.1,27.0,eli5,conda-forge/eli5,,,,916.0,820.0,https://pypi.org/project/eli5,2019-08-29 06:19:32.000000,96.0,256570.0,258505.0,https://anaconda.org/conda-forge/eli5,2020-06-15 13:11:13.408000,85146.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
185,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-01-08 00:29:17.443000,2021-01-07 21:00:28.000000,332.0,45.0,310.0,2245,1478.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,28,True,2021-01-07 22:13:21.000000,2.0.11,25.0,nmslib,conda-forge/nmslib,,,,358.0,306.0,https://pypi.org/project/nmslib,2021-01-07 22:13:21.000000,52.0,48036.0,49036.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 00:29:17.443000,9001.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
186,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-01-06 21:41:51.000000,2021-01-06 21:41:50.000000,308.0,193.0,620.0,2241,3205.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,63.0,28,True,2020-11-30 21:36:11.000000,1.3.0,24.0,gpytorch,,,,['pytorch'],194.0,186.0,https://pypi.org/project/gpytorch,2020-11-30 21:38:19.000000,8.0,32373.0,32373.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
