,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
80,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2023-05-17 02:58:50.000000,2023-05-17 02:58:50,3718.0,22.0,520,149.0,1063.0,136.0,1544.0,1956,Rasterio reads and writes geospatial raster datasets.,146.0,37,True,2023-02-13 17:19:13.000,1.3.6,148.0,rasterio,conda-forge/rasterio,,,,8600.0,7658.0,https://pypi.org/project/rasterio,1189925.0,1216432.0,https://anaconda.org/conda-forge/rasterio,2023-05-05 06:10:35.157,2278914.0,,,,,2.0,794.0,2023-02-13 17:19:04.179,942.0,,,,,,,,,,,,,,,,,,,
81,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523.0,,6655,1289.0,164.0,657.0,216.0,30585,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,23868.0,22242.0,https://pypi.org/project/jieba,537789.0,539693.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,139005.0,,,,,1.0,,2020-01-20 14:27:23.000,1626.0,,,,,,,,,,,,,,,,,,,
82,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2023-05-17 03:19:52.000000,2023-05-17 03:19:52,2245.0,60.0,4215,475.0,138.0,1240.0,935.0,14476,State-of-the-art 2D and 3D Face Analysis Project.,53.0,36,True,2023-04-02 08:03:01.222,0.7.3,28.0,insightface,,,,['mxnet'],315.0,308.0,https://pypi.org/project/insightface,299494.0,304940.0,,,,,,,,2.0,5446.0,2022-12-17 02:14:00.699,7.0,,,,,,,,,,,,,,,,,,,
83,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-05-18 13:43:16.000000,2023-05-17 07:54:33,21454.0,1854.0,1930,203.0,4235.0,174.0,3257.0,8778,data science on data without acquiring a copy.,489.0,36,True,2023-04-27 07:02:47.000,0.8.0,139.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,6756.0,6756.0,,,,,,,,1.0,,2023-01-20 00:37:03.131,5.0,,,,,,,,,,,,,,,,,,,
84,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-05-18 14:39:32.000000,2023-05-18 14:39:31,2219.0,300.0,1177,104.0,2269.0,332.0,1873.0,8771,"Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, ChatGPT..",176.0,36,True,2023-04-28 14:41:26.000,1.16.1,47.0,haystack,,,,,782.0,697.0,https://pypi.org/project/haystack,2870.0,2870.0,,,,,,,,1.0,22.0,2017-07-03 04:44:52.000,85.0,,,,,,,,,,,,,,,,,,,
85,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-05-18 07:03:57.000000,2023-05-18 06:14:46,45911.0,537.0,1079,192.0,333.0,479.0,1578.0,7137,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1118.0,36,True,2023-05-01 23:11:47.000,1.2,82.0,catboost,conda-forge/catboost,,,,,,https://pypi.org/project/catboost,5427097.0,5450847.0,https://anaconda.org/conda-forge/catboost,2023-05-02 12:26:07.128,1296872.0,,,,,2.0,145307.0,,,,,,,,,,,,,,,,,,,,,
86,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-05-18 08:17:01.000000,2023-05-15 12:55:35,17775.0,734.0,1899,177.0,2932.0,457.0,1706.0,6551,End-to-End Speech Processing Toolkit.,345.0,36,True,2023-05-01 12:53:04.000,.202304,49.0,espnet,,,,,178.0,173.0,https://pypi.org/project/espnet,25582.0,25583.0,,,,,,,,1.0,78.0,2022-05-28 02:21:31.000,5.0,,,,,,,,,,,,,,,,,,,
87,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-05-18 14:46:51.000000,2023-05-18 10:23:07,31911.0,238.0,1959,390.0,6503.0,2719.0,6180.0,6265,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",242.0,36,True,,,143.0,h2o,,,,,81.0,,https://pypi.org/project/h2o,383351.0,383351.0,,,,,,,,2.0,,2023-02-08 23:36:45.469,81.0,,,,,,,,,,,,,,,,,,,
88,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-05-18 11:13:41.000000,2023-05-18 11:13:39,839.0,153.0,446,80.0,732.0,101.0,616.0,4528,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",132.0,36,True,2023-05-08 12:38:19.000,0.19.0,28.0,accelerate,conda-forge/accelerate,,,['pytorch'],6494.0,6348.0,https://pypi.org/project/accelerate,3502164.0,3503870.0,https://anaconda.org/conda-forge/accelerate,2023-05-08 13:57:26.236,32429.0,,,,,1.0,,2023-01-31 17:16:03.642,146.0,,,,,,,,,,,,,,,,,,,
89,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2023-05-17 15:44:19.000000,2023-05-17 15:44:19,1618.0,54.0,812,117.0,508.0,126.0,330.0,4399,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,97.0,36,True,2023-04-02 19:01:01.792,0.22.0,50.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],9299.0,9130.0,https://pypi.org/project/mlxtend,853525.0,857415.0,https://anaconda.org/conda-forge/mlxtend,2023-04-06 12:47:27.873,272335.0,,,,,1.0,,2022-09-20 04:04:14.972,169.0,,,,,,,,,,,,,,,,,,,
90,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-05-16 21:55:33.000000,2023-05-16 21:55:28,3595.0,178.0,501,78.0,1804.0,142.0,604.0,4320,Flax is a neural network library for JAX that is designed for flexibility.,194.0,36,True,2023-05-09 16:04:02.284,0.6.10,33.0,flax,conda-forge/flax,,,['jax'],3280.0,3128.0,https://pypi.org/project/flax,682926.0,683906.0,https://anaconda.org/conda-forge/flax,2023-03-16 08:47:43.339,25471.0,,,,,2.0,43.0,2023-01-26 23:02:02.576,152.0,,,,,,,,,,,,,,,,,,,
91,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-05-18 10:44:08.000000,2023-05-18 10:44:07,19858.0,499.0,1083,238.0,6498.0,730.0,1161.0,4210,"Fast, distributed, secure AI for Big Data.",177.0,36,True,2023-04-24 02:17:43.000,2.3.0,560.0,bigdl,,,,,47.0,42.0,https://pypi.org/project/bigdl,10103.0,10103.0,,,,,,,,2.0,,2022-07-07 01:48:22.000,1.0,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,,
92,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2023-05-18 13:47:02.000000,2023-05-17 07:37:31,2683.0,165.0,783,89.0,2894.0,295.0,2229.0,4059,AI Toolkit for Healthcare Imaging.,150.0,36,True,2022-12-19 21:05:07.000,1.1.0,70.0,monai,conda-forge/monai,,,['pytorch'],993.0,949.0,https://pypi.org/project/monai,75790.0,76533.0,https://anaconda.org/conda-forge/monai,2022-12-19 21:06:46.126,12638.0,,,,,1.0,,2022-12-19 20:36:02.574,44.0,,,,,,,,,,,,,,,,,,,
93,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-05-17 11:55:21.000000,2023-05-16 20:16:40,5814.0,163.0,1433,109.0,3845.0,654.0,665.0,3864,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",283.0,36,True,2023-04-13 11:23:03.098,4.9.2,35.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],204.0,,https://pypi.org/project/tensorflow-datasets,1786046.0,1786791.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-02-27 19:53:09.423,17888.0,,,,,1.0,,2023-01-17 20:43:03.045,204.0,,,,,,,,,,,,,,,,,,,
94,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-05-10 12:31:09.000000,2023-05-10 11:59:32,1967.0,75.0,200,68.0,123.0,73.0,488.0,3455,A grammar of graphics for Python.,102.0,36,True,2023-05-10 08:30:21.000,0.12.1,16.0,plotnine,conda-forge/plotnine,,,,5291.0,5043.0,https://pypi.org/project/plotnine,829389.0,833040.0,https://anaconda.org/conda-forge/plotnine,2023-05-09 17:51:31.336,262874.0,,,,,2.0,,2022-09-29 12:37:01.873,248.0,,,,,,,,,,,,,,,,,,,
95,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2023-05-17 15:27:57.000000,2023-05-17 15:27:57,3676.0,85.0,1002,153.0,1448.0,361.0,825.0,3246,Fast data visualization and GUI tools for scientific / engineering applications.,253.0,36,True,2023-04-14 21:33:03.621,0.13.3,21.0,pyqtgraph,conda-forge/pyqtgraph,,,,924.0,,https://pypi.org/project/pyqtgraph,114985.0,120263.0,https://anaconda.org/conda-forge/pyqtgraph,2023-04-14 23:35:50.836,401199.0,,,,,2.0,,2022-09-29 04:05:13.139,924.0,8.0,,,,,,,,,,,,,,,,,,
96,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-05-18 06:15:33.000000,2023-05-17 17:33:11,16801.0,1045.0,346,41.0,1871.0,459.0,791.0,2989,"Visualize, create, and debug image and video datasets and model predictions.",80.0,36,True,2023-04-06 17:13:13.000,0.20.1,120.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",314.0,307.0,https://pypi.org/project/fiftyone,126764.0,126764.0,,,,,,,,2.0,,2023-01-04 18:12:10.982,7.0,,,,,,,,,,,,,,,,,,,
97,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2023-05-03 16:47:20.607000,2023-04-27 07:58:32,5234.0,16.0,273,84.0,741.0,22.0,116.0,2717,"A refreshing functional take on deep learning, compatible with your favorite libraries.",62.0,36,True,2023-05-03 13:38:28.000,8.1.10,225.0,thinc,conda-forge/thinc,,,,31569.0,30939.0,https://pypi.org/project/thinc,4436349.0,4469124.0,https://anaconda.org/conda-forge/thinc,2023-05-03 16:47:20.607,2458140.0,,,,,2.0,,2023-01-13 13:06:01.752,630.0,,,,,,,,,,,,,,,,,,,
98,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-04-18 14:52:19.000000,2023-04-18 14:52:14,1502.0,12.0,590,60.0,1862.0,251.0,888.0,1643,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,204.0,36,True,2023-04-07 17:03:02.509,0.20.0,35.0,tensorflow-addons,,,,['tensorflow'],12211.0,12003.0,https://pypi.org/project/tensorflow-addons,1210642.0,1210642.0,,,,,,,,1.0,,2022-12-10 00:02:02.170,208.0,,,,,,,,,,,,,,,,,,,
99,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2023-05-18 14:41:16.000000,2023-05-17 17:17:12,1273.0,214.0,305,27.0,1007.0,56.0,553.0,1427,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",194.0,36,True,2023-03-10 21:56:09.000,0.11.4,32.0,metrics,conda-forge/torchmetrics,,,['pytorch'],11001.0,10987.0,https://pypi.org/project/metrics,8636.0,41626.0,https://anaconda.org/conda-forge/torchmetrics,2023-03-13 15:22:03.065,856022.0,,,,,2.0,1748.0,2018-04-28 10:58:56.000,14.0,,,,,,,,,,,Lightning-AI/torchmetrics,,,,,,,,
100,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-05-17 17:29:28.000000,2023-05-17 15:04:29,1434.0,49.0,200,49.0,496.0,32.0,713.0,1043,Fiona reads and writes geographic data files.,68.0,36,True,2023-05-17 14:52:00.000,1.9.4,110.0,fiona,conda-forge/fiona,,,,13537.0,12679.0,https://pypi.org/project/fiona,4527730.0,4579770.0,https://anaconda.org/conda-forge/fiona,2023-05-17 11:04:32.071,4475467.0,,,,,2.0,,2023-02-10 01:15:01.460,858.0,,,,,,,,,,,,,,,,,,,
101,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2023-05-18 10:19:02.000000,2023-04-25 14:00:35,1484.0,30.0,193,30.0,638.0,25.0,539.0,886,Python interface to PROJ (cartographic projections and coordinate transformations library).,60.0,36,True,2023-03-28 02:59:03.292,3.5.0,52.0,pyproj,conda-forge/pyproj,,,,22445.0,20556.0,https://pypi.org/project/pyproj,6294925.0,6361336.0,https://anaconda.org/conda-forge/pyproj,2023-03-29 04:46:07.965,5910611.0,,,,,2.0,,2022-12-13 02:06:03.231,1889.0,,,,,,,,,,,,,,,,,,,
102,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-05-18 06:56:27.000000,2023-04-20 02:26:37,5997.0,12.0,6248,404.0,2575.0,1714.0,5622.0,30407,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",148.0,35,True,2022-08-24 09:04:27.000,2.6.0,36.0,paddleocr,,,,['paddle'],1401.0,1377.0,https://pypi.org/project/paddleocr,43047.0,43047.0,,,,,,,,1.0,,2022-12-14 02:59:31.886,24.0,,,,,,,,,,,,,,,,,,,
103,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-05-18 14:06:18.000000,2023-05-18 10:32:08,11663.0,2299.0,1994,365.0,3146.0,624.0,2182.0,16122,A low-code Machine Learning platform to help developers build #AI solutions.,603.0,35,False,2023-05-16 12:15:42.000,23.5.3.2,100.0,mindsdb,,,,['pytorch'],4.0,,https://pypi.org/project/mindsdb,19910.0,19910.0,,,,,,,,2.0,,2019-03-19 05:07:23.000,4.0,,,,,,,,,,,,,,,,,,,
104,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-05-17 14:46:25.000000,2023-05-17 14:42:09,764.0,5.0,4404,419.0,415.0,336.0,1669.0,15879,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,165.0,35,True,2023-05-17 14:46:25.000,1.1.3-patched,14.0,fbprophet,conda-forge/prophet,,,,129.0,,https://pypi.org/project/fbprophet,1392780.0,1418349.0,https://anaconda.org/conda-forge/prophet,2023-01-21 14:54:27.313,638727.0,,,,,1.0,1535.0,2020-09-05 16:12:50.000,129.0,,,,,,,,,,,,,,,,,,,
105,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-04-13 17:44:10.000000,2020-06-01 14:58:26,2913.0,,2362,231.0,333.0,286.0,222.0,13546,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,15143.0,14742.0,https://pypi.org/project/imgaug,303688.0,306421.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,128488.0,,,,,2.0,,2020-02-05 20:54:22.000,401.0,,,,,,,,,,,,,,,,,,,
106,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-05-09 20:41:01.000000,2021-06-01 10:43:00,1848.0,,4162,548.0,707.0,331.0,1263.0,13255,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,5094.0,5094.0,https://pypi.org/project/chatterbot,43811.0,43811.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
107,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-05-02 15:37:55.000000,2023-05-02 15:37:55,868.0,24.0,1085,319.0,262.0,53.0,331.0,11333,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,86.0,35,True,2023-04-10 15:05:02.750,1.17.2,45.0,annoy,conda-forge/python-annoy,,,,3110.0,2854.0,https://pypi.org/project/annoy,1053180.0,1057271.0,https://anaconda.org/conda-forge/python-annoy,2022-10-31 10:34:45.740,327319.0,,,,,2.0,,2022-08-08 09:35:43.528,256.0,,,,,,,,,,,,,,,,,,,
108,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-05-18 06:14:22.000000,2023-04-28 13:05:47,1197.0,6.0,1938,122.0,235.0,941.0,778.0,10537,Multilingual Sentence & Image Embeddings with BERT.,110.0,35,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],8793.0,8524.0,https://pypi.org/project/sentence-transformers,2120282.0,2123766.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,111505.0,,,,,1.0,,2022-06-26 19:50:11.000,269.0,,,,,,,,,,,,,,,,,,,
109,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-05-18 13:17:31.000000,2023-01-24 16:27:46,5833.0,,2861,235.0,1362.0,953.0,3461.0,9206,Open-source simulator for autonomous driving research.,152.0,35,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,449.0,444.0,https://pypi.org/project/carla,19270.0,19270.0,,,,,,,,1.0,,2022-12-24 18:31:33.838,5.0,,,,,,,,,,,,,,,,,,,
110,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-03-11 18:17:17.000000,2023-03-11 18:17:15,563.0,1.0,1114,270.0,156.0,111.0,155.0,8568,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,35,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,31143.0,29725.0,https://pypi.org/project/textblob,862654.0,865347.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,218167.0,,,,,1.0,101.0,2021-10-22 03:18:24.000,1418.0,,,,,,,,,,,,,,,,,,,
111,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-05-09 17:48:43.000000,2023-03-20 01:12:16,1671.0,12.0,1245,149.0,195.0,160.0,142.0,7041,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,35,True,2023-03-20 01:16:01.332,1.0.9,87.0,pyod,conda-forge/pyod,,,,2378.0,2327.0,https://pypi.org/project/pyod,510981.0,512741.0,https://anaconda.org/conda-forge/pyod,2023-03-20 02:38:49.031,66886.0,,,,,1.0,,2022-12-16 21:19:32.316,51.0,,,,,,,,,,,,,,,,,,,
112,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-05-18 01:40:09.000000,2023-05-18 00:20:29,945.0,265.0,643,137.0,1023.0,204.0,389.0,6851,Development repository for the Triton language and compiler.,115.0,35,True,2023-03-03 02:41:05.821,2.0.0,190.0,triton,,,,,2646.0,2630.0,https://pypi.org/project/triton,2924851.0,2924851.0,,,,,,,,1.0,,2022-07-04 00:16:30.000,16.0,,,,,,,,,,,,,,,,,,,
113,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-05-15 17:54:11.000000,2023-05-15 17:54:10,590.0,44.0,297,66.0,84.0,32.0,108.0,6770,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",23.0,35,True,2023-04-19 04:13:12.000,0.6.1,9.0,einops,conda-forge/einops,,,,10697.0,10697.0,https://pypi.org/project/einops,3871760.0,3874008.0,https://anaconda.org/conda-forge/einops,2023-04-19 06:14:15.259,98919.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
114,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2023-04-29 21:54:24.000000,2022-12-28 13:20:34,805.0,,1230,144.0,448.0,52.0,497.0,6342,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,71.0,35,True,2022-12-28 13:30:01.685,0.10.1,31.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],17290.0,16981.0,https://pypi.org/project/imbalanced-learn,3093943.0,3099911.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-12-28 14:02:07.828,399858.0,,,,,1.0,,2022-12-28 13:30:01.685,309.0,,,,,,,,,,,,,,,,,,,
115,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-05-17 15:36:36.000000,2023-05-15 10:49:11,8096.0,258.0,1062,121.0,892.0,168.0,770.0,5946,A PyTorch-based Speech Toolkit.,202.0,35,True,2023-03-24 18:00:58.794,0.5.14,13.0,speechbrain,,,,['pytorch'],717.0,706.0,https://pypi.org/project/speechbrain,85311.0,85311.0,,,,,,,,1.0,,2022-08-29 16:28:12.336,11.0,,,,,,,,,,,,,,,,,,,
116,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-05-18 13:31:12.000000,2023-05-16 19:03:37,1284.0,36.0,805,263.0,1422.0,298.0,506.0,3290,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,35,True,2023-05-08 19:49:25.000,0.15.2,27.0,torchtext,,,,['pytorch'],470.0,,https://pypi.org/project/torchtext,1194629.0,1194629.0,,,,,,,,1.0,,2022-12-15 20:23:00.621,470.0,,,,,,,,,,,,,,,,,,,
117,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2023-05-18 12:27:04.000000,2023-05-11 08:16:24,8213.0,121.0,657,95.0,12860.0,34.0,751.0,3246,State of the Art Natural Language Processing.,106.0,35,True,2023-05-10 20:30:24.000,4.4.2,123.0,spark-nlp,,,,['spark'],305.0,286.0,https://pypi.org/project/spark-nlp,2816194.0,2816194.0,,,,,,,,1.0,,2023-01-24 12:55:58.136,19.0,,,,,,,,,,,,,,,,,,,
118,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2023-05-18 01:39:54.000000,2023-05-12 18:04:08,7210.0,55.0,606,118.0,1112.0,323.0,1083.0,3058,High-performance interactive 2D/3D data visualization library.,185.0,35,True,2023-05-17 15:53:12.000,0.13.0,35.0,vispy,conda-forge/vispy,,,['jupyter'],1259.0,1132.0,https://pypi.org/project/vispy,63691.0,69417.0,https://anaconda.org/conda-forge/vispy,2023-05-13 01:53:29.641,382996.0,,,,,2.0,,2022-11-14 11:25:38.065,126.0,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,1.0,10.0,,,,,,,,,,,,
119,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-05-18 14:22:12.000000,2023-05-09 07:06:07,10496.0,45.0,376,61.0,2695.0,1001.0,2028.0,2424,"With Holoviews, your data visualizes itself.",134.0,35,True,2023-05-09 07:31:38.000,1.16.0,123.0,holoviews,conda-forge/holoviews,,,['jupyter'],244.0,,https://pypi.org/project/holoviews,337879.0,353120.0,https://anaconda.org/conda-forge/holoviews,2023-05-11 09:41:11.293,1227334.0,,,,,2.0,,2023-01-16 20:36:07.988,242.0,4.0,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205,2.0,630.0,,,,,,,,,,,,
120,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-05-18 13:39:51.000000,2023-05-17 20:59:28,2049.0,164.0,563,75.0,2562.0,237.0,615.0,2096,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",205.0,35,True,2023-05-08 20:03:52.000,2.0.2,27.0,torchaudio,,,,['pytorch'],332.0,,https://pypi.org/project/torchaudio,995476.0,995476.0,,,,,,,,1.0,,2022-12-15 20:22:00.627,332.0,,,,,,,,,,,,,,,,,,,
