,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
175,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-01-17 19:57:39.000000,2023-01-17 19:57:38,968.0,43.0,355,63.0,371.0,184.0,245.0,2662,A Hyperparameter Tuning Library for Keras.,53.0,33,True,2022-07-16 04:43:09.328,1.1.3,17.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1986.0,1940.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,46.0,577717.0,578088.0,https://anaconda.org/conda-forge/keras-tuner,2022-12-07 08:01:11.245,12625.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
176,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-01-15 01:27:53.000000,2023-01-11 23:36:15,1419.0,108.0,296,50.0,1137.0,78.0,281.0,2489,Bayesian optimization in PyTorch.,86.0,33,True,2023-01-06 00:44:02.633,0.8.1,32.0,botorch,conda-forge/botorch,,,['pytorch'],423.0,405.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,18.0,185534.0,187395.0,https://anaconda.org/conda-forge/botorch,2023-01-06 05:49:17.079,53990.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
177,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-01-14 16:46:18.000000,2023-01-14 16:45:38,2181.0,28.0,660,84.0,191.0,155.0,449.0,2420,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",133.0,33,True,2022-12-03 21:39:32.608,0.15.0,37.0,tf-agents,,,,['tensorflow'],1021.0,1021.0,https://pypi.org/project/tf-agents,2022-10-23 01:38:37.000,,107747.0,107747.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
178,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-01-19 04:39:05.000000,2023-01-18 17:32:56,2220.0,120.0,239,70.0,901.0,44.0,465.0,1974,Adaptive Experimentation Platform.,139.0,33,True,2023-01-02 16:04:31.445,0.2.10,32.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],406.0,391.0,https://pypi.org/project/ax-platform,2022-04-26 21:57:06.000,15.0,110651.0,110954.0,https://anaconda.org/conda-forge/ax-platform,2023-01-18 14:44:12.066,5764.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
179,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-01-19 09:26:48.170000,2023-01-18 12:47:12,4649.0,70.0,395,20.0,887.0,729.0,502.0,1571,"This is the development home of the workflow management system Snakemake. For general information, see.",275.0,33,True,2023-01-18 12:51:01.173,7.20.0,256.0,snakemake,bioconda/snakemake,,,,1541.0,1327.0,https://pypi.org/project/snakemake,2022-06-30 13:21:17.000,214.0,25533.0,32766.0,https://anaconda.org/bioconda/snakemake,2023-01-19 09:26:48.170,629311.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-11-24 07:59:56.000000,2022-11-24 07:59:41,1181.0,4.0,185,29.0,39.0,7.0,140.0,1324,Simple Python interface for Graphviz.,19.0,33,True,2022-07-23 11:35:06.076,0.20.1,56.0,graphviz,anaconda/python-graphviz,,,,42231.0,39192.0,https://pypi.org/project/graphviz,2022-04-16 15:32:15.000,3039.0,8318508.0,8318986.0,https://anaconda.org/anaconda/python-graphviz,2022-08-10 07:32:49.546,33034.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
181,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-01-18 15:39:13.000000,2023-01-18 15:39:13,11884.0,100.0,202,20.0,221.0,45.0,216.0,1183,Huggingface Transformers + Adapters =.,1611.0,33,True,2022-09-20 00:31:23.335,3.1.0,16.0,adapter-transformers,,,,['huggingface'],122.0,117.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,35996.0,35996.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
182,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-01-12 06:10:55.000000,2023-01-12 06:10:52,1485.0,18.0,147,41.0,129.0,12.0,633.0,1118,A Python data analysis library that is optimized for humans instead of machines.,51.0,33,True,2023-01-04 20:14:00.948,1.7.1,29.0,agate,conda-forge/agate,,,,1523.0,1387.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,2435250.0,2436822.0,https://anaconda.org/conda-forge/agate,2023-01-05 00:05:13.909,111614.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-01-19 09:36:36.000000,2023-01-18 05:28:29,783.0,36.0,258,42.0,885.0,101.0,152.0,1025,Making text a first-class citizen in TensorFlow.,98.0,33,True,2022-11-21 19:15:26.000,2.11.0,58.0,tensorflow-text,,,,['tensorflow'],2788.0,2705.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,3360820.0,3360820.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
184,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-01-17 21:13:14.000000,2023-01-17 21:13:13,853.0,27.0,202,60.0,96.0,37.0,160.0,942,Input pipeline framework.,27.0,33,True,2022-12-08 21:00:35.000,1.12.0,54.0,tensorflow-transform,,,,['tensorflow'],1226.0,1170.0,https://pypi.org/project/tensorflow-transform,2022-06-29 07:42:53.000,56.0,4165224.0,4165224.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
185,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-01-04 17:07:18.000000,2022-12-27 16:27:03,14649.0,3.0,506,50.0,2236.0,392.0,926.0,655,Workflows and interfaces for neuroimaging packages.,241.0,33,True,2022-09-01 22:11:24.000,1.8.4,63.0,nipype,conda-forge/nipype,,,,1378.0,1221.0,https://pypi.org/project/nipype,2022-06-06 17:40:21.000,157.0,79305.0,86115.0,https://anaconda.org/conda-forge/nipype,2022-11-06 11:25:36.912,531236.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
186,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-01-18 16:44:01.000000,2023-01-18 04:31:45,145545.0,4353.0,74,51.0,1639.0,65.0,274.0,624,TensorFlow ROCm port.,4265.0,33,True,2022-10-12 15:05:58.511,2.9.3,91.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,2022-06-05 02:31:51.000,5.0,1317.0,1317.0,,,,,,,,2.0,21.0,,,,,,,,,,,,,,,,,,,,
187,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-01-03 07:07:11.000000,2022-06-10 09:12:18,238.0,,12711,1586.0,203.0,694.0,571.0,47056,The worlds simplest facial recognition api for Python and the command line.,54.0,32,True,2020-02-20 14:26:01.000,1.3.0,21.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],46.0,,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,46.0,46305.0,46773.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,12921.0,,,,,2.0,511.0,,,,,,,,,,,,,,,,,,,,
188,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2022-12-27 17:16:58.000000,2022-11-25 10:25:05,496.0,3.0,2340,371.0,107.0,173.0,546.0,21464,Deezer source separation library including pretrained models.,19.0,32,True,2022-09-07 11:40:35.136,2.3.2,36.0,spleeter,conda-forge/spleeter,,,['tensorflow'],372.0,367.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,5.0,11937.0,67110.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,72458.0,,,,,2.0,2077432.0,,,,,,,,,,,,,,,,,,,,
189,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-01-18 21:45:23.000000,2023-01-18 21:45:16,1419.0,2.0,3689,782.0,1125.0,360.0,583.0,18132,Magenta: Music and Art Generation with Machine Intelligence.,154.0,32,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],439.0,401.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,38.0,7356.0,7356.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
190,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000000,2020-10-14 16:36:49,6226.0,,4495,1007.0,1866.0,359.0,653.0,15717,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,983.0,898.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2509.0,2748.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6712.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
191,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-11-11 18:30:55.000000,2021-07-29 23:17:25,531.0,,1692,271.0,111.0,77.0,531.0,10368,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,3257.0,3119.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,138.0,321268.0,323175.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,139215.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
192,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2410,463.0,255.0,568.0,362.0,9593,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4741.0,4252.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,18326.0,18326.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
193,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-01-03 22:17:44.000000,2022-07-29 17:42:53,2390.0,,1505,293.0,414.0,272.0,607.0,8896,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,32,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1957.0,1899.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,33648.0,36134.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,188951.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
194,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-01-08 12:18:44.000000,2023-01-02 17:39:50,498.0,2.0,866,87.0,243.0,71.0,369.0,7500,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",73.0,32,True,2022-06-05 11:53:54.000,2.5.1,18.0,tensorboardX,conda-forge/tensorboardx,,,,26299.0,25411.0,https://pypi.org/project/tensorboardX,2022-06-05 11:53:54.000,888.0,1681896.0,1697363.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,927749.0,,,,,2.0,350.0,,,,,,,,,,,,,,,,,,,,
195,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2022-12-31 04:32:34.503000,2022-12-31 03:42:53,522.0,15.0,1100,160.0,410.0,65.0,448.0,7007,Automatic extraction of relevant features from time series:.,84.0,32,True,2023-01-02 17:33:26.842,0.20.0,28.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],60.0,,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,60.0,282954.0,290739.0,https://anaconda.org/conda-forge/tsfresh,2022-12-31 04:32:34.503,482724.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
196,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-01-05 14:09:22.000000,2022-12-07 08:59:21,2758.0,8.0,1209,213.0,686.0,147.0,814.0,6700,Automated Machine Learning with scikit-learn.,88.0,32,True,2022-09-20 10:32:07.471,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],412.0,382.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,30.0,28462.0,29092.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,13243.0,,,,,2.0,41.0,,,,,,,,,,,,,,,,,,,,
197,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-01-10 15:42:24.000000,2022-12-08 17:49:19,746.0,1.0,889,126.0,201.0,280.0,262.0,6685,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,17621.0,16720.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,2358793.0,2359550.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,37138.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
198,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194.0,,999,126.0,257.0,384.0,237.0,6553,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,32,False,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,9125.0,8696.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,429.0,1524802.0,1537113.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,640220.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
199,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2023-01-19 07:28:15.000000,2022-09-15 06:04:09,3146.0,,822,140.0,417.0,76.0,668.0,6461,Official Stanford NLP Python Library for Many Human Languages.,54.0,32,True,2022-09-20 00:53:42.940,1.4.2,17.0,stanza,stanfordnlp/stanza,,,,1505.0,1435.0,https://pypi.org/project/stanza,2022-04-23 05:55:13.000,70.0,126020.0,126202.0,https://anaconda.org/stanfordnlp/stanza,2022-09-14 18:22:52.582,6212.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
200,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-01-18 21:27:58.000000,2023-01-18 21:27:56,606.0,33.0,597,242.0,776.0,245.0,258.0,6319,Build and manage real-life data science projects with ease!.,64.0,32,True,2023-01-13 16:21:23.000,2.7.19,68.0,metaflow,conda-forge/metaflow,,,,382.0,373.0,https://pypi.org/project/metaflow,2022-06-17 07:22:02.000,9.0,69720.0,72224.0,https://anaconda.org/conda-forge/metaflow,2023-01-16 15:09:02.173,92675.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
201,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-12-28 06:22:25.000000,2022-11-26 10:13:22,2940.0,1.0,1818,202.0,206.0,13.0,1343.0,6251,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1226.0,1180.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,11346.0,11783.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,6529.0,,,,,3.0,145.0,,,,,,,,,,,,,,,,,,,,
202,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,1.0,1183,153.0,950.0,60.0,773.0,5420,Gluon CV Toolkit.,117.0,32,True,2022-03-07 23:40:19.000,0.10.5,1522.0,gluoncv,,,,['mxnet'],1059.0,1000.0,https://pypi.org/project/gluoncv,2022-07-07 09:00:54.000,59.0,625621.0,625621.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-01-16 19:53:05.000000,2022-08-08 11:09:11,2218.0,,1032,196.0,204.0,255.0,266.0,4950,Distributed Evolutionary Algorithms in Python.,79.0,32,False,2022-08-07 17:23:02.100,1.3.2,21.0,deap,conda-forge/deap,,,,3546.0,3204.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,342.0,174861.0,177921.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,241751.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
204,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-01-17 11:44:54.000000,2023-01-17 11:21:11,907.0,27.0,604,146.0,758.0,101.0,343.0,4517,Deep Learning Visualization Toolkit.,32.0,32,True,2023-01-17 11:47:28.000,2.5.0,40.0,visualdl,,,,['paddle'],1689.0,1664.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,71837.0,71845.0,,,,,,,,2.0,250.0,,,,,,,,,,,,,,,,,,,,
205,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-01-19 10:14:03.000000,2023-01-19 07:42:52,2198.0,184.0,516,61.0,2480.0,135.0,676.0,4444,Unified Model Serving Framework.,144.0,32,True,2023-01-19 05:53:00.560,1.0.13,76.0,bentoml,,,,,479.0,476.0,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,29513.0,29550.0,,,,,,,,1.0,1669.0,,,,,,,,,,,,,,,,,,,,
206,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-01-17 21:53:39.000000,2023-01-17 21:39:58,3532.0,68.0,444,83.0,435.0,2.0,390.0,4029,Online machine learning in Python.,93.0,32,True,2022-10-27 14:26:01.000,0.14.0,12.0,river,conda-forge/river,,,,222.0,208.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,14.0,12133.0,13301.0,https://anaconda.org/conda-forge/river,2022-10-31 03:47:59.947,24539.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2023-01-18 17:47:31.000000,2023-01-18 17:46:57,3251.0,40.0,493,120.0,352.0,65.0,725.0,3598,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",69.0,32,True,2023-01-18 18:01:10.230,2.0.22,172.0,dedupe,conda-forge/dedupe,,,,300.0,252.0,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,334830.0,336511.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,21854.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-01-09 15:21:05.000000,2023-01-09 14:51:21,1871.0,31.0,182,67.0,115.0,70.0,464.0,3322,A grammar of graphics for Python.,99.0,32,True,2022-09-29 12:44:11.000,0.9.0,14.0,plotnine,conda-forge/plotnine,,,,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,256628.0,260044.0,https://anaconda.org/conda-forge/plotnine,2022-10-10 10:47:53.645,232351.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
209,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-01-11 20:48:33.000000,2023-01-11 18:41:08,1014.0,33.0,468,111.0,668.0,169.0,895.0,3032,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",143.0,32,True,2022-11-14 23:01:12.000,6.1,39.0,coremltools,conda-forge/coremltools,,,,1394.0,1245.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,448486.0,450117.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,42044.0,,,,,1.0,4741.0,,,,,,,,,,,,,,,,,,,,
210,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-01-19 09:46:12.000000,2023-01-19 09:46:11,1391.0,15.0,361,97.0,633.0,125.0,402.0,2905,Quickly and accurately render even the largest data.,51.0,32,True,2022-11-17 19:35:28.000,0.14.3,32.0,datashader,conda-forge/datashader,,,,1881.0,1785.0,https://pypi.org/project/datashader,2022-06-21 10:16:29.000,96.0,47488.0,55025.0,https://anaconda.org/conda-forge/datashader,2022-11-18 10:57:25.686,467339.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
211,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-01-18 23:17:01.000000,2023-01-17 21:39:00,1215.0,112.0,369,47.0,538.0,115.0,299.0,2744,NeuralProphet: A simple forecasting package.,35.0,32,True,2023-01-15 20:50:05.000,0.5.1,18.0,neuralprophet,,,,['pytorch'],165.0,165.0,https://pypi.org/project/neuralprophet,2022-03-22 02:55:21.000,,122879.0,122879.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
212,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-01-10 23:16:31.000000,2023-01-10 23:15:51,450.0,22.0,710,116.0,104.0,57.0,351.0,2686,"Hidden Markov Models in Python, with scikit-learn like API.",42.0,32,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1686.0,1558.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,104061.0,107182.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,156076.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
213,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-01-16 08:07:50.000000,2023-01-16 01:52:23,1175.0,49.0,241,51.0,163.0,53.0,343.0,2492,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,32,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,351.0,345.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,6.0,165718.0,170433.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,207480.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
214,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-12-12 04:00:24.000000,2021-10-12 13:32:38,1570.0,,458,65.0,515.0,266.0,387.0,2487,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,3792.0,3579.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,213.0,579157.0,588303.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,603683.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
215,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-01-13 16:02:28.000000,2022-11-10 18:59:22,964.0,5.0,429,55.0,125.0,304.0,161.0,2332,A high performance implementation of HDBSCAN clustering.,81.0,32,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1992.0,1827.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,165.0,452863.0,470432.0,https://anaconda.org/conda-forge/hdbscan,2022-11-02 08:26:34.498,1370439.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
