,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
216,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-05-10 21:11:16.000000,2023-05-10 21:02:58,12580.0,21.0,261,21.0,241.0,60.0,254.0,1558,Huggingface Transformers + Adapters =.,1712.0,32,True,2023-04-06 21:17:41.000,adapters3.2.1,18.0,adapter-transformers,,,,['huggingface'],158.0,152.0,https://pypi.org/project/adapter-transformers,19953.0,19953.0,,,,,,,,2.0,,2022-09-20 00:31:23.335,6.0,,,,,,,,,,,,,,,,,,
217,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,271,50.0,153.0,99.0,217.0,1529,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,7433.0,6923.0,https://pypi.org/project/geocoder,552112.0,553747.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,122685.0,,,,,2.0,,2018-04-04 12:34:51.000,510.0,,,,,,,,,,,,,,,,,,geocoder
218,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-05-10 23:05:58.000000,2023-04-27 22:58:45,802.0,15.0,310,124.0,746.0,186.0,158.0,1397,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",79.0,32,True,2023-04-04 04:00:56.071,0.7.4,29.0,tensorflow-model-optimization,,,,['tensorflow'],2778.0,2748.0,https://pypi.org/project/tensorflow-model-optimization,278784.0,278784.0,,,,,,,,2.0,,2022-07-21 14:40:44.572,30.0,,,,,,,,,,,,,,,,,,
219,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-03-24 10:26:16.000000,2023-02-10 13:49:02,1145.0,,351,64.0,563.0,232.0,334.0,1359,A Jupyter - Leaflet.js bridge.,82.0,32,True,2022-10-19 07:57:17.000,0.17.2,76.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4440.0,4290.0,https://pypi.org/project/ipyleaflet,159785.0,217329.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,1003172.0,,,,,2.0,,2022-10-19 07:45:44.840,145.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,5.0,45602.0,,,,,,,,,,,
220,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-05-10 20:09:06.000000,2023-05-10 00:06:03,1070.0,2.0,224,35.0,241.0,41.0,268.0,1357,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2023-03-15 20:50:50.683,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5289.0,5215.0,https://pypi.org/project/pmdarima,1650038.0,1667387.0,https://anaconda.org/conda-forge/pmdarima,2023-03-19 11:00:48.221,537829.0,,,,,1.0,,2022-11-28 13:52:23.831,74.0,,,,,,,,,,,,,,,,,,
221,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-05-11 06:11:34.000000,2023-05-11 06:11:33,2564.0,64.0,240,35.0,172.0,39.0,446.0,1096,Python interface for igraph.,70.0,32,False,2023-01-28 13:30:00.570,0.10.4,34.0,python-igraph,conda-forge/igraph,,,,2101.0,1691.0,https://pypi.org/project/python-igraph,239150.0,251804.0,https://anaconda.org/conda-forge/igraph,2023-04-21 20:31:42.093,408469.0,,,,,1.0,560580.0,2023-01-28 13:30:00.570,410.0,,,,,,,,,,,,,,,,,,
222,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-04-26 21:53:57.000000,2023-04-26 21:53:55,886.0,25.0,202,59.0,97.0,37.0,166.0,955,Input pipeline framework.,27.0,32,True,2023-04-13 22:32:01.919,1.13.0,55.0,tensorflow-transform,,,,['tensorflow'],1369.0,1313.0,https://pypi.org/project/tensorflow-transform,1503519.0,1503519.0,,,,,,,,2.0,,2022-12-08 21:21:59.948,56.0,,,,,,,,,,,,,,,,,,
223,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-04-23 14:38:16.000000,2023-04-23 14:38:16,5534.0,77.0,239,38.0,750.0,97.0,375.0,551,Python package to access a cacophony of neuro-imaging file formats.,96.0,32,False,2023-04-03 14:58:34.000,5.1.0,38.0,nibabel,conda-forge/nibabel,,,,10839.0,10839.0,https://pypi.org/project/nibabel,261022.0,267852.0,https://anaconda.org/conda-forge/nibabel,2023-04-07 23:15:42.995,573778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
224,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-04-21 11:09:36.000000,2023-03-28 11:49:55,2665.0,2.0,2029,184.0,996.0,540.0,688.0,11681,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:40:34.942,2.3.1,49.0,paddlehub,,,,['paddle'],1254.0,1248.0,https://pypi.org/project/paddlehub,7067.0,7079.0,,,,,,,,2.0,613.0,2022-11-28 08:40:34.942,6.0,,,,,,,,,,,,,,,,,,
225,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-05-09 08:02:23.000000,2023-05-05 06:41:10,2800.0,160.0,1773,176.0,341.0,124.0,463.0,7301,FinRL: Financial Reinforcement Learning.,94.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,2227.0,2227.0,,,,,,,,1.0,,2022-07-25 13:29:00.262,,,,,,,,,,,,,,,,,,,
226,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-04-18 11:41:02.000000,2023-04-18 11:08:13,2759.0,1.0,1221,213.0,695.0,154.0,823.0,6925,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],481.0,442.0,https://pypi.org/project/auto-sklearn,29350.0,29987.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,15942.0,,,,,2.0,43.0,2022-09-20 10:32:07.471,39.0,,,,,,,,,,,,,,,,,,
227,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-05-11 11:22:41.000000,2023-05-06 13:21:27,999.0,61.0,648,50.0,758.0,203.0,798.0,5841,A python library for user-friendly forecasting and anomaly detection on time series.,87.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,260.0,254.0,https://pypi.org/project/u8darts,15841.0,17074.0,https://anaconda.org/conda-forge/u8darts-all,2023-04-12 19:12:26.863,27015.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,383.0,2.0,,2023-01-12 12:53:02.898,6.0,,,,,,,,,,,,,,,,,,
228,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-05-11 14:28:25.000000,2023-05-10 19:19:07,36548.0,311.0,687,138.0,7938.0,827.0,4594.0,5506,cuDF - GPU DataFrame Library.,255.0,31,True,2023-04-12 14:26:01.000,23.04.00,35.0,cudf,,,,,7.0,,https://pypi.org/project/cudf,2192.0,2192.0,,,,,,,,1.0,,2020-06-01 20:07:47.000,7.0,,,,,,,,,,,,,,,,,,
229,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-04-24 08:03:32.000000,2023-04-14 14:31:03,2237.0,1.0,1054,192.0,211.0,263.0,268.0,5104,Distributed Evolutionary Algorithms in Python.,80.0,31,False,2022-08-08 11:13:02.278,1.3.3,21.0,deap,conda-forge/deap,,,,3911.0,3546.0,https://pypi.org/project/deap,154714.0,158119.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,282635.0,,,,,2.0,,2022-08-08 11:13:02.278,365.0,,,,,,,,,,,,,,,,,,
230,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-04-07 02:29:54.000000,2020-07-15 13:46:58,1184.0,,1551,305.0,292.0,151.0,265.0,4969,Portfolio and risk analytics in Python.,56.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,811.0,777.0,https://pypi.org/project/pyfolio,8453.0,8634.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,11455.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,
231,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-04-30 18:36:20.000000,2023-04-30 18:36:20,483.0,20.0,661,92.0,206.0,137.0,354.0,4332,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,31,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1115.0,1068.0,https://pypi.org/project/lightfm,318012.0,320392.0,https://anaconda.org/conda-forge/lightfm,2023-03-24 09:32:34.243,152375.0,,,,,1.0,,2020-11-27 19:55:08.000,47.0,,,,,,,,,,,,,,,,,,
232,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-05-11 12:19:06.000000,2023-05-11 12:09:15,1311.0,110.0,697,71.0,1603.0,260.0,592.0,3532,Probabilistic time series modeling in Python.,105.0,31,True,2023-05-11 12:08:01.565,0.12.8,88.0,gluonts,anaconda/gluonts,,,['mxnet'],14.0,,https://pypi.org/project/gluonts,124767.0,124784.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,327.0,,,,,2.0,,2022-06-30 19:47:56.000,14.0,,,,,,,,,,,,,,,,,,
233,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,17.0,472,104.0,1019.0,246.0,364.0,3438,Plotting library for IPython/Jupyter notebooks.,62.0,31,True,2023-04-11 15:00:49.000,0.12.39,107.0,bqplot,conda-forge/bqplot,,,['jupyter'],157.0,40.0,https://pypi.org/project/bqplot,153370.0,171670.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1152451.0,,,,,2.0,,2022-09-02 15:04:31.743,103.0,,,bqplot,https://www.npmjs.com/package/bqplot,2023-04-11 14:56:02.108,14.0,4581.0,,,,,,,,,,,
234,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-05-08 05:12:55.000000,2023-04-06 11:04:27,1124.0,63.0,633,59.0,993.0,94.0,711.0,3387,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,31,True,2023-04-06 11:05:25.000,1.0.0,19.0,mmocr,,,,['pytorch'],50.0,50.0,https://pypi.org/project/mmocr,10054.0,10054.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
235,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-04-21 02:09:58.000000,2022-12-11 00:17:11,408.0,,569,82.0,203.0,76.0,375.0,3152,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:47:48.000,0.6.2,14.0,implicit,conda-forge/implicit,,,,967.0,967.0,https://pypi.org/project/implicit,163368.0,170807.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,474771.0,,,,,1.0,343.0,,,,,,,,,,,,,,,,,,,,
236,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-04-20 08:01:59.000000,2023-04-19 17:29:44,965.0,30.0,558,100.0,324.0,89.0,698.0,3100,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,973.0,920.0,https://pypi.org/project/pomegranate,37107.0,39744.0,https://anaconda.org/conda-forge/pomegranate,2022-09-19 21:08:05.664,121308.0,,,,,2.0,,2022-02-21 06:50:33.000,53.0,,,,,,,,,,,,,,,,,,
237,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-05-10 11:59:15.000000,2023-02-05 22:03:50,437.0,,447,63.0,183.0,161.0,136.0,2938,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08.000,0.7.0,10.0,hnswlib,conda-forge/hnswlib,,,,897.0,854.0,https://pypi.org/project/hnswlib,643918.0,646749.0,https://anaconda.org/conda-forge/hnswlib,2023-02-07 21:30:59.590,82109.0,,,,,2.0,,2022-02-14 22:34:58.000,43.0,,,,,,,,,,,,,,,,,,
238,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-04-19 02:58:40.728000,2023-04-18 19:00:21,461.0,7.0,727,118.0,110.0,55.0,361.0,2766,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,31,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1942.0,1802.0,https://pypi.org/project/hmmlearn,200674.0,203891.0,https://anaconda.org/conda-forge/hmmlearn,2023-04-19 02:58:40.728,173724.0,,,,,2.0,,2022-09-26 20:05:34.581,140.0,,,,,,,,,,,,,,,,,,
239,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-05-11 10:30:24.000000,2023-05-10 20:01:49,1132.0,38.0,169,24.0,273.0,62.0,97.0,2533,Lightning fast forecasting with statistical and econometric models.,21.0,31,True,2023-02-28 19:28:00.449,1.5.0,26.0,statsforecast,conda-forge/statsforecast,,,,274.0,257.0,https://pypi.org/project/statsforecast,377202.0,379705.0,https://anaconda.org/conda-forge/statsforecast,2023-03-09 15:13:56.487,35047.0,,,,,2.0,,2022-12-01 04:10:47.608,17.0,,,,,,,,,,,,,,,,,,
240,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-05-11 14:10:11.000000,2023-05-11 12:52:02,885.0,39.0,206,40.0,432.0,90.0,157.0,2480,JAX-based neural network library.,74.0,31,True,2022-11-16 12:15:37.678,0.0.9,12.0,dm-haiku,conda-forge/dm-haiku,,,,1284.0,1218.0,https://pypi.org/project/dm-haiku,128582.0,128970.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,10502.0,,,,,3.0,,2022-11-16 12:15:37.678,66.0,,,,,,,,,,,,,,,,,,
241,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-03-22 19:43:04.000000,2022-11-10 18:59:22,964.0,,443,55.0,126.0,319.0,162.0,2428,A high performance implementation of HDBSCAN clustering.,81.0,31,True,2022-10-31 20:21:51.000,0.8.29-1,42.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2191.0,2191.0,https://pypi.org/project/hdbscan,447518.0,466154.0,https://anaconda.org/conda-forge/hdbscan,2023-02-05 19:19:05.978,1528169.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
242,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-05-11 10:11:22.000000,2023-05-09 07:06:07,10496.0,46.0,367,61.0,2693.0,967.0,2028.0,2420,"With Holoviews, your data visualizes itself.",134.0,31,True,2023-05-09 07:31:38.000,1.16.0,71.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,325034.0,340183.0,https://anaconda.org/conda-forge/holoviews,2023-05-11 09:41:11.293,1218456.0,,,,,2.0,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,,,644.0,,,,,,,,,,,
243,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-05-04 11:52:32.000000,2023-05-04 11:52:32,2817.0,85.0,962,122.0,462.0,53.0,287.0,2410,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],295.0,,https://pypi.org/project/ipyparallel,182253.0,191974.0,https://anaconda.org/conda-forge/ipyparallel,2023-04-14 13:49:01.099,826318.0,,,,,2.0,,2022-06-20 10:37:35.000,295.0,,,,,,,,,,,,,,,,,,
244,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-05-08 09:48:21.000000,2023-05-08 09:48:04,2873.0,16.0,668,77.0,808.0,240.0,597.0,2357,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",115.0,31,True,2023-04-08 06:38:26.000,0.1.22,21.0,pgmpy,,,,,637.0,613.0,https://pypi.org/project/pgmpy,55932.0,55938.0,,,,,,,,2.0,226.0,2023-01-02 18:14:12.632,24.0,,,,,,,,,,,,,,,,,,
245,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-04-21 08:03:45.000000,2023-04-20 03:41:53,699.0,7.0,222,38.0,779.0,61.0,280.0,2283,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19.000,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],1982.0,1982.0,https://pypi.org/project/fairscale,420022.0,426635.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,119038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
246,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-05-11 14:32:30.000000,2023-05-10 14:29:11,1640.0,254.0,177,20.0,1679.0,223.0,864.0,1870,Argilla: the open-source data curation platform for LLMs.,47.0,31,True,2023-05-10 13:42:53.000,1.7.0,82.0,rubrix,conda-forge/rubrix,,,,352.0,351.0,https://pypi.org/project/rubrix,1025.0,2267.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,21130.0,,,,,2.0,,2022-10-24 18:22:00.951,1.0,,,,,,,,,,,argilla-io/argilla,,,,,,,
247,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-05-11 14:27:05.000000,2023-05-10 20:41:19,3305.0,182.0,455,52.0,3173.0,286.0,729.0,1754,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,134.0,31,True,2023-05-01 18:46:01.348,0.30.0,46.0,pennylane,conda-forge/pennylane,,,,56.0,,https://pypi.org/project/pennylane,24926.0,25539.0,https://anaconda.org/conda-forge/pennylane,2023-05-04 13:00:53.858,11029.0,,,,,2.0,66.0,2023-03-06 18:06:02.679,56.0,,,,,,,,,,,,,,,,,,
248,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-05-08 11:10:18.000000,2023-05-03 20:35:27,2433.0,10.0,437,76.0,1241.0,142.0,675.0,1729,Gaussian processes in TensorFlow.,83.0,31,True,2023-05-04 08:51:41.689,2.8.0,46.0,gpflow,conda-forge/gpflow,,,['tensorflow'],542.0,507.0,https://pypi.org/project/gpflow,55695.0,56047.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,21127.0,,,,,2.0,,2023-01-27 12:45:00.704,35.0,,,,,,,,,,,,,,,,,,
249,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,MIT,2015-06-26 18:38:23.000,2023-05-02 20:33:25.000000,2023-05-02 20:33:20,1658.0,50.0,355,56.0,90.0,50.0,402.0,1534,Reinforcement Learning environments based on the 1993 game Doom.,52.0,31,True,2023-01-07 21:18:03.133,1.1.14,25.0,vizdoom,,,,,195.0,180.0,https://pypi.org/project/vizdoom,1201.0,1336.0,,,,,,,,1.0,11649.0,2023-01-07 21:18:03.133,15.0,,,,,,,,,,,Farama-Foundation/ViZDoom,,,,,,,
250,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2023-04-20 15:36:29.000000,2023-04-02 06:25:53,1766.0,25.0,269,45.0,248.0,58.0,183.0,1392,TensorLy: Tensor Learning in Python.,60.0,31,True,2023-03-08 01:09:02.237,0.8.1,20.0,tensorly,conda-forge/tensorly,,,,446.0,402.0,https://pypi.org/project/tensorly,16144.0,22126.0,https://anaconda.org/conda-forge/tensorly,2023-03-09 18:03:34.129,358935.0,,,,,2.0,,2023-01-14 21:19:00.648,44.0,,,,,,,,,,,,,,,,,,
251,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-05-09 14:47:28.000000,2023-04-19 11:18:09,927.0,10.0,141,48.0,275.0,76.0,114.0,1328,Evaluate: A library for easily evaluating machine learning models and datasets.,118.0,31,True,2022-12-13 13:35:51.000,0.4.0,13.0,evaluate,,,,,1913.0,1851.0,https://pypi.org/project/evaluate,495284.0,495284.0,,,,,,,,2.0,,2022-12-13 13:28:07.299,62.0,,,,,,,,,,,,,,,,,,
252,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-04-26 12:37:21.000000,2023-04-26 12:37:21,1449.0,18.0,156,31.0,220.0,1.0,,1242,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",21.0,31,True,2023-04-17 13:53:05.000,1.2.3,69.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1032.0,999.0,https://pypi.org/project/spacy-transformers,250369.0,251131.0,https://anaconda.org/conda-forge/spacy-transformers,2023-04-18 10:15:55.250,13731.0,,,,,2.0,,2023-01-26 16:51:00.876,33.0,,,,,,,,,,,,,,,,,,
253,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2023-05-11 02:31:16.000000,2023-05-11 02:30:51,2963.0,78.0,256,32.0,37.0,,455.0,1134,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,31,True,2023-05-11 01:08:23.000,0.37.0,100.0,ktrain,,,,['tensorflow'],413.0,413.0,https://pypi.org/project/ktrain,22123.0,22123.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
254,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-05-11 09:40:40.000000,2023-05-11 09:34:25,669.0,174.0,179,44.0,730.0,157.0,201.0,1121,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,61.0,31,True,2023-05-11 09:52:37.000,1.8.5,35.0,optimum,conda-forge/optimum,,,,154.0,141.0,https://pypi.org/project/optimum,99487.0,100028.0,https://anaconda.org/conda-forge/optimum,2022-07-12 18:30:14.167,7037.0,,,,,1.0,,2023-01-25 17:39:56.550,13.0,,,,,,,,,,,,,,,,,,
255,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-05-09 18:30:52.786000,2023-05-09 13:34:48,3246.0,14.0,239,49.0,333.0,70.0,258.0,972,"OpenCL integration for Python, plus shiny features.",94.0,31,True,2023-05-09 13:32:37.000,2023.1,90.0,pyopencl,conda-forge/pyopencl,,,,1716.0,1504.0,https://pypi.org/project/pyopencl,87686.0,98512.0,https://anaconda.org/conda-forge/pyopencl,2023-05-09 18:30:52.786,855302.0,,,,,2.0,,2023-01-04 00:34:00.812,212.0,,,,,,,,,,,,,,,,,,
