,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
204,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-12-19 01:31:07.889000,2024-10-29 11:59:38,2311.0,8.0,559.0,70.0,487.0,267.0,713.0,2388.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:41.000,0.30.0,172.0,lifelines,conda-forge/lifelines,,,,3344.0,3183.0,https://pypi.org/project/lifelines,2024-10-29 12:00:41.000,161.0,2527957.0,2535011.0,https://anaconda.org/conda-forge/lifelines,2024-12-19 01:31:07.889,388011.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
205,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-12-17 14:25:05.549000,2024-12-14 19:36:16,574.0,9.0,159.0,42.0,83.0,7.0,136.0,2077.0,a python library for doing approximate and phonetic matching of strings.,34.0,33,True,2024-12-14 19:43:04.000,1.1.3,46.0,jellyfish,conda-forge/jellyfish,,,,12130.0,11854.0,https://pypi.org/project/jellyfish,2024-12-14 19:43:04.000,276.0,6767457.0,6788529.0,https://anaconda.org/conda-forge/jellyfish,2024-12-17 14:25:05.549,1137891.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
206,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-12-13 18:16:32.000000,2024-12-13 18:16:32,3772.0,25.0,193.0,49.0,1404.0,134.0,743.0,2011.0,Ahead of Time compiler for numeric kernels.,73.0,33,True,2024-10-31 09:34:16.000,0.17.0,62.0,pythran,conda-forge/pythran,,,,2948.0,2927.0,https://pypi.org/project/pythran,2024-10-31 09:34:16.000,21.0,389527.0,405053.0,https://anaconda.org/conda-forge/pythran,2024-11-23 00:50:33.170,791846.0,,,,,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
207,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-16 09:24:29.167000,2024-12-05 15:39:58,1196.0,3.0,363.0,68.0,616.0,300.0,361.0,1497.0,A Jupyter - Leaflet.js bridge.,91.0,33,True,2024-07-22 08:02:59.000,0.19.2,84.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],13446.0,13162.0,https://pypi.org/project/ipyleaflet,2024-07-22 08:02:59.000,275.0,232880.0,263440.0,https://anaconda.org/conda-forge/ipyleaflet,2024-12-16 09:24:29.167,1326283.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-07-22 08:02:28.803,9.0,6446.0,,,,,,,,,,,,
208,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-12-18 19:30:47.000000,2024-12-18 18:28:20,11612.0,50.0,246.0,55.0,12342.0,251.0,2220.0,985.0,Cloud-native genomic dataframes and batch computing.,97.0,33,True,2024-10-04 20:34:16.000,0.2.133,155.0,hail,,,,['spark'],187.0,153.0,https://pypi.org/project/hail,2024-10-04 20:34:16.000,34.0,273591.0,273591.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
209,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2024-12-17 17:34:12.000000,2024-12-15 00:03:38,17327.0,47.0,111.0,28.0,3628.0,535.0,3417.0,547.0,"Keep code, data, containers under control with git and git-annex.",57.0,33,True,2024-12-15 00:03:47.000,1.1.5,121.0,datalad,conda-forge/datalad,,,,541.0,442.0,https://pypi.org/project/datalad,2024-12-15 00:03:47.000,99.0,49098.0,61870.0,https://anaconda.org/conda-forge/datalad,2024-11-20 02:36:29.417,689737.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
210,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-10-29 16:47:11.000000,2024-10-29 16:47:10,533.0,2.0,2856.0,386.0,125.0,239.0,561.0,26061.0,Deezer source separation library including pretrained models.,21.0,32,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],862.0,850.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,12.0,26512.0,86619.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,99114.0,,,,,2.0,,3625980.0,,,,,,,,,,,,,,,,,,
211,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2024-11-24 16:22:12.000000,2024-11-24 16:21:28,335.0,14.0,3080.0,156.0,56.0,137.0,142.0,21125.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",21.0,32,True,2024-11-24 16:22:12.000,1.8.9,212.0,vit-pytorch,,,,['pytorch'],582.0,565.0,https://pypi.org/project/vit-pytorch,2024-11-24 16:22:12.000,17.0,27949.0,27949.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2024-02-13 08:02:51.000000,2020-10-14 16:36:49,6226.0,,4706.0,1016.0,1869.0,363.0,658.0,17831.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1029.0,1019.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,10.0,2417.0,2598.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,9261.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
213,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1811.0,262.0,117.0,120.0,535.0,11672.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,7135.0,6932.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,203.0,394185.0,396687.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,240220.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
214,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,340.0,1683.0,523.0,1294.0,11201.0,Turi Create simplifies the development of custom machine learning models.,87.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,389.0,384.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,15058.0,15190.0,,,,,,,,3.0,,11140.0,,,,,,,,,,,,,,,,,,
215,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,283.0,3401.0,51.0,1494.0,10497.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,219.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],269.0,260.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,3851.0,3851.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2024-12-17 13:39:23.257000,2021-09-09 20:54:41,384.0,,876.0,259.0,148.0,107.0,104.0,9233.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,7666438.0,7678137.0,https://anaconda.org/conda-forge/fuzzywuzzy,2024-12-17 13:39:23.257,573255.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,3.0,1399.0,301.0,897.0,145.0,760.0,9173.0,AutoML library for deep learning.,145.0,32,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],794.0,781.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,26004.0,26228.0,,,,,,,,2.0,,19069.0,,,,,,,,,,,,,,,,,,
218,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-12-18 15:30:29.916000,2024-12-04 03:39:13,2498.0,8.0,987.0,201.0,2330.0,261.0,847.0,8606.0,Deep universal probabilistic programming with Python and PyTorch.,158.0,32,True,2024-06-02 00:37:37.000,1.9.1,36.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,286446.0,291113.0,https://anaconda.org/conda-forge/pyro-ppl,2024-12-18 15:30:29.916,210044.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-11-19 20:01:46.000000,2024-11-19 20:01:46,563.0,3.0,1215.0,172.0,438.0,68.0,474.0,8491.0,Automatic extraction of relevant features from time series:.,98.0,32,True,2024-08-03 20:51:43.000,0.20.3,32.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],114.0,21.0,https://pypi.org/project/tsfresh,2024-08-03 20:51:43.000,93.0,245252.0,270873.0,https://anaconda.org/conda-forge/tsfresh,2024-08-04 02:13:02.666,1409184.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-12-19 14:44:35.000000,2024-12-19 11:38:08,1271.0,28.0,884.0,61.0,1047.0,239.0,1350.0,8172.0,A python library for user-friendly forecasting and anomaly detection on time series.,125.0,32,True,2024-10-13 12:29:02.000,0.31.0,44.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2024-10-13 12:29:02.000,10.0,81793.0,83380.0,https://anaconda.org/conda-forge/u8darts-all,2024-10-13 21:33:50.942,64581.0,https://hub.docker.com/r/unit8/darts,2024-04-17 11:31:17.149896,,934.0,2.0,,,,,,,,,,,,,,,,,,,,
221,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-12-19 08:38:41.000000,2024-12-19 08:38:41,390.0,9.0,1551.0,131.0,170.0,9.0,357.0,7984.0,A Python implementation of global optimization with gaussian processes.,47.0,32,True,2024-12-18 11:17:54.000,2.0.2,19.0,bayesian-optimization,,,,,3320.0,3166.0,https://pypi.org/project/bayesian-optimization,2024-12-18 11:17:54.000,154.0,418571.0,418572.0,,,,,,,,2.0,,166.0,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,,,,,
222,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2024-12-19 00:58:26.000000,2024-09-12 23:27:08,4682.0,,896.0,141.0,501.0,100.0,807.0,7317.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,True,2024-09-12 23:17:21.000,1.9.2,28.0,stanza,stanfordnlp/stanza,,,,3514.0,3339.0,https://pypi.org/project/stanza,2024-09-12 23:16:02.000,175.0,265091.0,265236.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,8280.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-06-27 17:56:28.000000,2024-06-27 17:56:21,2895.0,,2243.0,178.0,1152.0,27.0,1429.0,6797.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,192.0,32,True,2024-03-18 14:02:12.000,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],326.0,303.0,https://pypi.org/project/OpenNMT-py,2024-03-18 14:02:12.000,23.0,16261.0,16261.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1811.0,196.0,206.0,13.0,1343.0,6304.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,False,2020-04-24 19:04:45.487,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1671.0,1653.0,https://pypi.org/project/tensorpack,2021-01-22 19:59:12.425,18.0,14496.0,14811.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,11916.0,,,,,3.0,,187.0,,,,,,,,,,,,,,,,,,
225,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-12-18 20:02:19.000000,2024-12-18 16:11:43,2234.0,25.0,321.0,45.0,2210.0,383.0,669.0,5278.0,Aim An easy-to-use & supercharged open-source experiment tracker.,78.0,32,True,2024-12-18 16:58:41.000,3.27.0,1180.0,aim,conda-forge/aim,,,,801.0,761.0,https://pypi.org/project/aim,2024-12-18 16:21:21.000,40.0,146068.0,148260.0,https://anaconda.org/conda-forge/aim,2024-06-14 16:22:37.168,89911.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-12-06 08:29:55.000000,2024-12-06 08:26:00,3944.0,32.0,552.0,85.0,635.0,122.0,500.0,5129.0,Online machine learning in Python.,124.0,32,True,2024-11-25 23:59:25.000,0.22.0,23.0,river,conda-forge/river,,,,675.0,611.0,https://pypi.org/project/river,2024-11-25 23:28:09.000,64.0,90992.0,93056.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,90830.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
227,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-11-20 21:17:10.552000,2024-06-17 19:23:44,491.0,,660.0,66.0,228.0,245.0,164.0,4441.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,7470.0,7336.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,732300.0,737976.0,https://anaconda.org/conda-forge/hnswlib,2024-11-20 21:17:10.552,272473.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
228,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-11-26 07:16:52.000000,2024-11-26 07:14:46,1352.0,4.0,383.0,70.0,376.0,103.0,460.0,4269.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,32,True,2024-11-26 07:16:52.000,0.8.7,31.0,sacred,conda-forge/sacred,,,,3374.0,3314.0,https://pypi.org/project/sacred,2024-11-26 07:16:52.000,60.0,279380.0,279578.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,7352.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-12-16 16:44:42.000000,2024-12-16 16:44:42,1305.0,8.0,2506.0,1942.0,539.0,390.0,1078.0,4124.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,32,True,2024-10-16 17:44:34.000,1.58.0,106.0,azureml-sdk,,,,,31.0,,https://pypi.org/project/azureml-sdk,2024-12-10 14:48:18.000,31.0,314420.0,314428.0,,,,,,,,2.0,,659.0,,,,,,,,,,,,,,,,,,
230,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-12-10 18:49:56.000000,2024-12-10 18:49:56,1922.0,22.0,633.0,45.0,919.0,488.0,312.0,4040.0,Time series forecasting with PyTorch.,59.0,32,True,2024-11-19 17:01:21.000,1.2.0,37.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,480.0,458.0,https://pypi.org/project/pytorch-forecasting,2024-11-19 17:01:21.000,22.0,62703.0,64050.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,68723.0,,,,,2.0,,,sktime/pytorch-forecasting,,,,,,,,,,,,,,,,,
231,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-11-17 17:28:39.000000,2024-11-17 17:28:27,1360.0,5.0,321.0,59.0,247.0,70.0,450.0,3691.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1009.0,979.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,294022.0,313380.0,https://anaconda.org/conda-forge/stumpy,2024-07-09 04:54:55.949,1045359.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
232,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-12-18 23:54:59.385000,2024-12-12 13:55:22,3907.0,10.0,562.0,58.0,922.0,380.0,982.0,3608.0,A highly efficient implementation of Gaussian Processes in PyTorch.,136.0,32,True,2024-09-06 21:42:56.000,1.13,41.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2704.0,2535.0,https://pypi.org/project/gpytorch,2024-09-06 21:48:53.000,169.0,234481.0,237884.0,https://anaconda.org/conda-forge/gpytorch,2024-12-18 23:54:59.385,187199.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
233,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-10-09 16:24:11.000000,2024-10-09 16:24:08,1187.0,1.0,1662.0,156.0,210.0,13.0,693.0,3491.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,32,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,2050991.0,2053106.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,110013.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2024-02-07 10:05:31.000000,2022-08-22 18:21:12,586.0,,628.0,79.0,80.0,74.0,162.0,3403.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,7907.0,7787.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,3317870.0,3320804.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,264088.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-12-18 16:30:17.000000,2024-12-18 16:30:16,1308.0,58.0,285.0,29.0,1173.0,73.0,515.0,3212.0,A python library for self-supervised learning on images.,60.0,32,True,2024-11-29 08:09:44.000,1.5.15,129.0,lightly,,,,['pytorch'],372.0,355.0,https://pypi.org/project/lightly,2024-11-29 08:09:44.000,17.0,56601.0,56601.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
236,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2024-12-17 13:54:40.198000,2024-12-16 22:54:42,1212.0,26.0,366.0,36.0,553.0,117.0,460.0,3189.0,Scalable and user friendly neural forecasting algorithms.,48.0,32,True,2024-12-16 22:41:41.000,1.7.7,28.0,neuralforecast,conda-forge/neuralforecast,,,,294.0,273.0,https://pypi.org/project/neuralforecast,2024-12-16 22:41:41.000,21.0,63562.0,64378.0,https://anaconda.org/conda-forge/neuralforecast,2024-12-17 13:54:40.198,26942.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-10-31 19:43:08.823000,2024-10-31 09:14:19,481.0,4.0,739.0,123.0,130.0,71.0,375.0,3087.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,32,True,2024-10-31 09:03:22.000,0.3.3,14.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3064.0,2972.0,https://pypi.org/project/hmmlearn,2024-10-31 09:03:22.000,92.0,991613.0,997701.0,https://anaconda.org/conda-forge/hmmlearn,2024-10-31 19:43:08.823,310534.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2024-12-17 12:15:05.000000,2024-12-17 12:15:00,997.0,12.0,232.0,37.0,557.0,72.0,177.0,2926.0,JAX-based neural network library.,84.0,32,True,2024-10-16 09:11:35.000,0.0.13,16.0,dm-haiku,conda-forge/dm-haiku,,,,2382.0,2207.0,https://pypi.org/project/dm-haiku,2024-10-16 09:11:35.000,175.0,261434.0,261993.0,https://anaconda.org/conda-forge/dm-haiku,2024-10-23 19:46:21.263,25722.0,,,,,3.0,,,google-deepmind/dm-haiku,,,,,,,,,,,,,,,,,
239,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-06-05 12:17:25.116000,2021-10-12 13:32:38,1570.0,,545.0,63.0,546.0,318.0,393.0,2747.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2024-06-04 19:12:54.000,0.10.2,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,7431.0,7063.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,958784.0,973330.0,https://anaconda.org/conda-forge/scikit-optimize,2024-06-05 12:17:25.116,756438.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2024-10-02 13:16:06.886000,2024-10-01 21:19:30,966.0,9.0,395.0,39.0,152.0,46.0,248.0,2416.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2024-10-01 21:24:24.000,2.6.4,33.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],2701.0,2417.0,https://pypi.org/project/category_encoders,2024-10-01 21:24:24.000,284.0,1532348.0,1540082.0,https://anaconda.org/conda-forge/category_encoders,2024-10-02 13:16:06.886,293920.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-12-16 17:26:09.000000,2024-12-13 21:05:31,1858.0,275.0,207.0,48.0,292.0,178.0,164.0,2185.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,32,True,2024-12-13 21:05:06.000,0.35.2,197.0,graphistry,,,,['jupyter'],134.0,128.0,https://pypi.org/project/graphistry,2024-12-13 21:05:06.000,6.0,17939.0,17939.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2024-11-05 23:42:06.000000,2024-11-05 23:42:06,1611.0,5.0,286.0,56.0,143.0,83.0,194.0,1880.0,"CUDA integration for Python, plus shiny features.",82.0,32,True,2024-07-30 16:38:24.000,2024.1.2,55.0,pycuda,conda-forge/pycuda,,,,3465.0,3308.0,https://pypi.org/project/pycuda,2024-07-30 13:53:42.000,157.0,85584.0,100440.0,https://anaconda.org/conda-forge/pycuda,2024-08-17 22:59:08.823,668537.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
