,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
220,librosa,librosa/librosa,,audio,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000000,2021-12-14 15:13:16.000000,2021-12-13 17:46:07.000000,779,36.0,888.0,4895.0,,Python library for audio and music analysis.,92.0,27,True,2021-05-26 10:15:06.000000,0.8.1,31.0,librosa,conda-forge/librosa,,,,1750.0,,https://pypi.org/project/librosa,2021-05-26 10:15:06.000000,1750.0,560803.0,567242.0,https://anaconda.org/conda-forge/librosa,2021-05-26 10:44:27.607000,418544.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
221,Augmentor,mdbloice/Augmentor,,image,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50.000000,830,122.0,70.0,4589.0,537.0,Image augmentation library in Python for machine learning.,22.0,27,True,2021-10-14 08:49:48.000000,0.2.9,21.0,Augmentor,,,,,429.0,387.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000000,42.0,8934.0,8934.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
222,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-11-12 09:45:54.000000,2021-11-12 09:42:45.000000,1047,173.0,114.0,4482.0,723.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-11-12 09:45:54.000000,0.3.8,17.0,pyAudioAnalysis,,,,,267.0,245.0,https://pypi.org/project/pyAudioAnalysis,2021-11-12 09:45:54.000000,22.0,10699.0,10699.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
223,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-12-11 02:48:25.000000,2021-12-11 02:47:34.000000,536,84.0,179.0,4350.0,1791.0,Fit interpretable models. Explain blackbox machine learning.,28.0,27,True,2021-09-23 20:41:03.000000,0.2.7,37.0,interpret,,,,['jupyter'],140.0,138.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000000,2.0,53858.0,53858.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
224,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-11-30 10:48:50.965000,2021-11-28 00:07:58.000000,298,52.0,368.0,4241.0,973.0,A scikit-learn compatible neural network library that wraps PyTorch.,47.0,27,True,2021-10-31 15:54:20.000000,0.11.0,14.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",444.0,418.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000000,26.0,18756.0,31426.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965000,494147.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
225,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-12-16 00:44:33.000000,2021-12-16 00:44:32.000000,419,70.0,413.0,3985.0,4956.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",65.0,27,True,2021-12-14 07:01:17.000000,1.0.7,59.0,perspective-python,,,,['jupyter'],227.0,219.0,https://pypi.org/project/perspective-python,2021-12-14 07:01:17.000000,8.0,5547.0,7734.0,,,,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-12-14 05:26:41.291000,,2187.0,,,,,,,,,,,,,
226,PML,KevinMusgrave/pytorch-metric-learning,,pytorch-utils,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000000,2021-12-15 23:47:36.000000,2021-12-08 02:55:41.000000,492,42.0,270.0,3924.0,803.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",21.0,27,True,2021-11-28 20:20:55.000000,1.0.0,168.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],175.0,175.0,https://pypi.org/project/pytorch-metric-learning,2021-12-14 23:02:26.000000,0.0,151188.0,151410.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2021-11-28 19:31:02.821000,5124.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
227,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-12-15 23:13:49.000000,2021-12-15 16:36:07.000000,1220,423.0,984.0,3319.0,7340.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",175.0,27,True,2021-03-18 03:10:52.000000,2.5.0,358.0,deepchem,,,,['tensorflow'],69.0,65.0,https://pypi.org/project/deepchem,2021-12-15 23:13:49.000000,4.0,4045.0,4045.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-09-07 23:47:31.000000,2021-01-27 15:43:03.000000,703,259.0,659.0,3267.0,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,27,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,,,237.0,199.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,20324.0,20393.0,,,,,,,,3.0,,4282.0,,,,,,,,,,,,,,,,,,,
229,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-12-14 20:38:27.000000,2021-12-14 20:02:29.000000,147,75.0,380.0,2875.0,1711.0,A grammar of graphics for Python.,89.0,27,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,3005.0,2751.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,186321.0,188900.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,141856.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
230,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-12-16 00:18:48.000000,2021-12-14 23:33:54.000000,293,75.0,236.0,2825.0,883.0,Model interpretability and understanding for PyTorch.,77.0,27,True,2021-11-02 21:47:58.000000,0.4.1,7.0,captum,,,,['pytorch'],343.0,343.0,https://pypi.org/project/captum,2021-11-02 02:41:19.000000,0.0,36615.0,36615.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
231,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-12-16 14:38:02.000000,2021-12-16 06:39:27.000000,350,10.0,319.0,2802.0,1668.0,Accelerated deep learning R&D.,101.0,27,True,2021-11-30 07:36:48.000000,21.11,103.0,catalyst,,,,['pytorch'],485.0,447.0,https://pypi.org/project/catalyst,2021-11-30 07:53:23.000000,38.0,10946.0,10946.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
232,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-12-01 22:51:35.000000,2021-11-20 02:50:26.000000,507,59.0,606.0,2787.0,930.0,"Fast, flexible and easy to use probabilistic modelling in Python.",65.0,27,True,2021-11-19 21:46:05.000000,0.14.7,67.0,pomegranate,conda-forge/pomegranate,,,,647.0,591.0,https://pypi.org/project/pomegranate,2021-11-19 21:46:05.000000,56.0,40459.0,43121.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020000,77225.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,nlpaug,makcedward/nlpaug,,nlp,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000000,2021-12-06 14:18:42.000000,2021-12-01 15:40:42.000000,309,28.0,129.0,2751.0,691.0,Data augmentation for NLP.,24.0,27,True,2021-12-01 15:44:08.000000,1.1.9,35.0,nlpaug,,,,,215.0,213.0,https://pypi.org/project/nlpaug,2021-12-01 15:43:27.000000,2.0,35358.0,35358.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
234,gpustat,wookayin/gpustat,,gpu-utilities,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000000,2021-11-07 22:16:42.000000,2021-08-13 10:24:05.000000,207,22.0,56.0,2659.0,170.0,A simple command-line utility for querying and monitoring GPU status.,12.0,27,True,2019-07-22 06:37:00.000000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,1536.0,1478.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000000,58.0,404123.0,407284.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772000,104339.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
235,spark-nlp,JohnSnowLabs/spark-nlp,,nlp,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000000,2021-12-16 14:56:29.000000,2021-12-16 14:29:41.000000,512,91.0,520.0,2516.0,13130.0,State of the Art Natural Language Processing.,104.0,27,True,2021-11-25 15:16:53.000000,3.3.4,97.0,spark-nlp,,,,['spark'],0.0,,https://pypi.org/project/spark-nlp,2021-11-25 14:32:50.000000,0.0,1391859.0,1391859.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
236,Core ML Tools,apple/coremltools,,model-serialisation,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000000,2021-12-14 22:33:17.000000,2021-12-14 22:33:17.000000,389,318.0,516.0,2483.0,,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",117.0,27,True,2021-11-09 18:32:21.000000,5.1.0,35.0,coremltools,,,,,967.0,701.0,https://pypi.org/project/coremltools,2021-11-09 18:32:21.000000,266.0,76568.0,76643.0,,,,,,,,1.0,,3840.0,,,,,,,,,,,,,,,,,,,
237,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-12-16 13:41:34.000000,2021-12-13 15:36:15.000000,269,166.0,275.0,2439.0,,Flax is a neural network library for JAX that is designed for flexibility.,123.0,27,True,2021-10-27 21:00:51.000000,0.3.6,15.0,flax,,,,['jax'],567.0,561.0,https://pypi.org/project/flax,2021-10-27 21:00:51.000000,6.0,1255346.0,1255347.0,,,,,,,,3.0,,31.0,,,,,,,,,,,,,,,,,,,
238,GluonNLP,dmlc/gluon-nlp,,nlp,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000000,2021-12-02 15:56:37.000000,2021-08-24 19:11:38.000000,519,260.0,295.0,2346.0,840.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,27,True,2020-08-13 19:17:42.000000,0.10.0,26.0,gluonnlp,,,,['mxnet'],699.0,677.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000000,22.0,156871.0,156871.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
239,pytorch-optimizer,jettify/pytorch-optimizer,,pytorch-utils,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000000,2021-12-13 10:09:33.000000,2021-11-11 16:56:57.000000,208,16.0,28.0,2236.0,430.0,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000000,0.3.0,21.0,torch_optimizer,,,,['pytorch'],407.0,407.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000000,0.0,59728.0,59728.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
240,ipyparallel,ipython/ipyparallel,,distributed-ml,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2021-12-15 16:09:58.263000,2021-12-08 07:51:51.000000,813,63.0,263.0,2123.0,,IPython Parallel: Interactive Parallel Computing in Python.,104.0,27,True,2021-11-12 13:31:42.000000,8.0.0,35.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],2254.0,1764.0,https://pypi.org/project/ipyparallel,2021-11-12 13:31:42.000000,490.0,52248.0,60214.0,https://anaconda.org/conda-forge/ipyparallel,2021-12-02 07:17:02.707000,541695.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
241,dtreeviz,parrt/dtreeviz,,interpretability,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000000,2021-12-03 00:18:48.000000,2021-12-03 00:18:48.000000,235,20.0,93.0,1852.0,373.0,A python library for decision tree visualization and model interpretation.,17.0,27,True,2021-11-10 22:55:11.000000,1.3.2,25.0,dtreeviz,,,,,278.0,274.0,https://pypi.org/project/dtreeviz,2021-11-10 22:51:55.000000,4.0,134881.0,134881.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
242,hnswlib,nmslib/hnswlib,,nn-search,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000000,2021-12-09 22:46:38.000000,2021-12-09 22:20:16.000000,336,116.0,118.0,1814.0,347.0,Header-only C++/python library for fast approximate nearest neighbors.,52.0,27,True,2021-12-09 22:30:29.000000,0.6.0,6.0,hnswlib,,,,,179.0,177.0,https://pypi.org/project/hnswlib,2021-06-30 22:24:23.000000,2.0,179404.0,179404.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
243,MNE,mne-tools/mne-python,,medical-data,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000000,2021-12-16 14:08:47.000000,2021-12-16 14:01:00.000000,973,354.0,3535.0,1763.0,,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,277.0,27,True,2021-12-01 22:27:11.000000,0.24.1,58.0,mne,conda-forge/mne,,,,1496.0,1298.0,https://pypi.org/project/mne,2021-12-01 22:27:11.000000,198.0,36842.0,39914.0,https://anaconda.org/conda-forge/mne,2021-12-02 00:46:15.614000,178230.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
244,TFX,tensorflow/tfx,,data-pipelines,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000000,2021-12-16 08:44:18.000000,2021-12-16 08:44:14.000000,519,249.0,478.0,1653.0,3995.0,TFX is an end-to-end platform for deploying production ML pipelines.,125.0,27,True,2021-12-14 20:33:12.000000,1.5.0,68.0,tfx,,,,['tensorflow'],4.0,,https://pypi.org/project/tfx,2021-12-14 20:33:12.000000,4.0,807330.0,807330.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
245,datasketch,ekzhu/datasketch,,data-containers,https://github.com/ekzhu/datasketch,https://github.com/ekzhu/datasketch,MIT,2015-03-20 01:21:46.000000,2021-12-16 06:00:34.000000,2021-12-16 05:57:50.000000,233,29.0,96.0,1633.0,201.0,"MinHash, LSH, LSH Forest, Weighted MinHash, HyperLogLog, HyperLogLog++, LSH Ensemble.",20.0,27,True,2021-12-16 06:00:34.000000,1.5.5,77.0,datasketch,,,,,420.0,334.0,https://pypi.org/project/datasketch,2021-12-16 06:00:34.000000,86.0,355860.0,355860.0,,,,,,,,3.0,,18.0,,,,,,,,,,,,,,,,,,,
246,jellyfish,jamesturk/jellyfish,,nlp,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000000,2021-12-15 06:50:41.727000,2021-11-16 18:49:21.000000,142,9.0,98.0,1565.0,,a python library for doing approximate and phonetic matching of strings.,25.0,27,True,2021-10-26 15:22:58.000000,0.8.9,31.0,jellyfish,conda-forge/jellyfish,,,,3679.0,3033.0,https://pypi.org/project/jellyfish,2021-10-26 15:22:58.000000,646.0,1664228.0,1666776.0,https://anaconda.org/conda-forge/jellyfish,2021-12-15 06:50:41.727000,160529.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
247,tesserocr,sirfz/tesserocr,,ocr,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000000,2021-11-09 18:12:48.000000,2021-11-09 18:12:47.000000,202,74.0,158.0,1562.0,178.0,A Python wrapper for the tesseract-ocr API.,26.0,27,True,2021-06-19 21:10:18.000000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,,679.0,579.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000000,100.0,73368.0,75761.0,https://anaconda.org/conda-forge/tesserocr,2021-01-13 16:38:14.456000,62234.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
248,GPflow,GPflow/GPflow,,probabilistics,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000000,2021-12-14 11:03:22.000000,2021-12-14 11:03:17.000000,411,119.0,622.0,1546.0,2248.0,Gaussian processes in TensorFlow.,72.0,27,True,2021-10-26 09:45:06.000000,2.3.0,32.0,gpflow,conda-forge/gpflow,,,['tensorflow'],347.0,313.0,https://pypi.org/project/gpflow,2021-10-26 09:45:06.000000,34.0,7669.0,7897.0,https://anaconda.org/conda-forge/gpflow,2018-11-06 08:51:39.744000,9808.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
249,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-12-16 12:43:35.000000,2021-12-15 15:06:55.000000,370,150.0,441.0,1501.0,1168.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",145.0,27,True,2021-12-15 22:26:34.000000,0.10.1,18.0,torchaudio,,,,['pytorch'],18.0,,https://pypi.org/project/torchaudio,2021-12-15 22:26:34.000000,18.0,382488.0,382488.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
250,petastorm,uber/petastorm,,distributed-ml,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000000,2021-10-27 18:10:41.000000,2021-10-27 18:10:41.000000,217,135.0,132.0,1312.0,664.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,43.0,27,True,2021-09-04 05:47:24.000000,0.11.3,75.0,petastorm,,,,,53.0,53.0,https://pypi.org/project/petastorm,2021-09-04 05:47:24.000000,0.0,113349.0,113356.0,,,,,,,,2.0,,309.0,,,,,,,,,,,,,,,,,,,
251,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-12-15 21:25:21.000000,2021-12-09 09:36:54.000000,274,529.0,292.0,1191.0,,"This is the development home of the workflow management system Snakemake. For general information, see.",229.0,27,True,2021-12-09 09:38:13.000000,6.12.3,195.0,snakemake,bioconda/snakemake,,,,1277.0,989.0,https://pypi.org/project/snakemake,2021-12-09 09:38:13.000000,288.0,20060.0,24930.0,https://anaconda.org/bioconda/snakemake,2021-12-09 16:32:30.693000,360403.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
252,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-11-09 23:55:29.000000,2021-10-18 19:57:56.000000,195,88.0,14.0,1166.0,643.0,Mesh TensorFlow: Model Parallelism Made Easier.,44.0,27,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],669.0,613.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,56.0,401326.0,401326.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
253,arviz,arviz-devs/arviz,,interpretability,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000000,2021-12-15 23:34:31.000000,2021-12-15 22:58:11.000000,254,193.0,554.0,1121.0,,Exploratory analysis of Bayesian models with Python.,106.0,27,True,2021-10-03 11:17:21.000000,0.11.4,25.0,arviz,conda-forge/arviz,,,,1741.0,1705.0,https://pypi.org/project/arviz,2021-10-03 11:17:21.000000,36.0,290100.0,308816.0,https://anaconda.org/conda-forge/arviz,2021-10-03 15:30:41.137000,580138.0,,,,,1.0,,111.0,,,,,,,,,,,,,,,,,,,
254,PyVista,pyvista/pyvista,,data-viz,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000000,2021-12-15 04:04:34.000000,2021-12-15 04:04:34.000000,198,175.0,468.0,1049.0,2250.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,64.0,27,True,2021-09-11 20:03:16.000000,0.32.1,49.0,pyvista,conda-forge/pyvista,,,['jupyter'],568.0,542.0,https://pypi.org/project/pyvista,2021-09-11 20:03:16.000000,26.0,36159.0,40489.0,https://anaconda.org/conda-forge/pyvista,2021-09-12 01:56:26.368000,134027.0,,,,,2.0,,383.0,,,,,,,,,,,,,,,,,,,
255,petl,petl-developers/petl,,data-pipelines,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000000,2021-12-16 03:45:53.000000,2021-12-16 03:45:43.000000,165,73.0,351.0,952.0,1155.0,Python Extract Transform and Load Tables of Data.,51.0,27,True,2021-10-15 03:48:10.000000,1.7.5,79.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,695.0,581.0,https://pypi.org/project/petl,2021-03-27 03:06:14.000000,114.0,46463.0,47314.0,https://anaconda.org/conda-forge/petl,2021-04-05 21:49:41.242000,53672.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
256,kmodes,nicodv/kmodes,,others,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000000,2021-12-15 19:40:42.000000,2021-12-15 19:40:41.000000,356,19.0,122.0,940.0,472.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",20.0,27,True,2021-10-08 04:41:31.000000,0.11.1,14.0,kmodes,,,,,930.0,904.0,https://pypi.org/project/kmodes,2021-10-08 04:35:56.000000,26.0,287197.0,287197.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
257,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-12-16 07:45:08.000000,2021-12-13 12:11:37.000000,210,36.0,324.0,902.0,1839.0,Python interface for igraph.,56.0,27,False,2021-10-29 01:08:18.000000,0.9.8,26.0,python-igraph,conda-forge/igraph,,,,809.0,385.0,https://pypi.org/project/python-igraph,2021-10-29 00:55:02.000000,424.0,217954.0,227346.0,https://anaconda.org/conda-forge/igraph,2021-11-12 06:30:55.873000,263082.0,,,,,2.0,,296005.0,,,,,,,,,,,,,,,,,,,
258,mahotas,luispedro/mahotas,,image,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000000,2021-12-07 00:42:53.000000,2021-12-07 00:42:43.000000,138,16.0,61.0,723.0,1286.0,Computer Vision in Python.,32.0,27,True,2021-10-14 12:53:24.000000,1.4.12,58.0,mahotas,conda-forge/mahotas,,,,911.0,721.0,https://pypi.org/project/mahotas,2021-10-14 12:53:24.000000,190.0,11502.0,15975.0,https://anaconda.org/conda-forge/mahotas,2021-11-17 20:03:30.117000,308640.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
259,PyNNDescent,lmcinnes/pynndescent,,nn-search,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000000,2021-12-08 17:38:15.000000,2021-12-08 17:38:15.000000,69,42.0,49.0,529.0,534.0,A Python nearest neighbor descent for approximate nearest neighbors.,18.0,27,True,2021-10-15 14:06:19.000000,0.5.5,24.0,pynndescent,conda-forge/pynndescent,,,,1053.0,1047.0,https://pypi.org/project/pynndescent,2021-10-15 13:34:09.000000,6.0,1661663.0,1675585.0,https://anaconda.org/conda-forge/pynndescent,2021-10-15 15:32:23.572000,417665.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
260,hvPlot,holoviz/hvplot,,data-viz,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000000,2021-12-16 12:19:48.000000,2021-12-16 11:17:47.000000,62,143.0,262.0,489.0,430.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",33.0,27,True,2021-07-26 16:25:50.000000,0.7.3,39.0,hvplot,conda-forge/hvplot,,,,973.0,943.0,https://pypi.org/project/hvplot,2021-12-09 15:42:22.000000,30.0,79747.0,83223.0,https://anaconda.org/conda-forge/hvplot,2021-07-23 14:04:28.244000,139042.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
261,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-12-15 06:16:29.000000,2021-12-03 03:48:36.000000,331,123.0,636.0,482.0,11739.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",127.0,27,True,2021-05-06 04:40:48.000000,1.4.1,23.0,dipy,conda-forge/dipy,,,,569.0,475.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,8605.0,12695.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,274067.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
262,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-12-14 19:09:47.000000,2021-12-08 22:08:51.000000,5019,143.0,2647.0,19222.0,,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",195.0,26,True,2021-11-15 22:08:26.000000,0.6,10.0,,conda-forge/detectron2,,,['pytorch'],439.0,439.0,,,,,1883.0,https://anaconda.org/conda-forge/detectron2,2021-07-30 18:54:13.472000,35786.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
