,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
154,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-06-02 04:42:45.000000,2022-06-02 04:09:18,3066,130.0,475,123.0,297.0,46.0,692.0,3401,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",64.0,33,True,2022-05-21 17:17:12.000,2.0.15,165.0,dedupe,conda-forge/dedupe,,,,273.0,225.0,https://pypi.org/project/dedupe,2022-05-21 17:17:12.000,48.0,304744.0,305463.0,https://anaconda.org/conda-forge/dedupe,2022-05-23 10:33:31.576,4315.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
155,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-06-01 06:09:39.000000,2022-05-30 16:56:37,1677,128.0,434,75.0,139.0,225.0,319.0,3204,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",49.0,33,True,2022-05-17 17:33:52.000,1.4.1,74.0,clearml,,allegroai/trains,,,257.0,249.0,https://pypi.org/project/clearml,2022-05-24 21:43:20.000,8.0,79343.0,80190.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30115.0,2.0,430.0,,,,,,,,,,,,,,,,,,,
156,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-06-01 20:31:37.000000,2022-05-25 12:57:52,10047,326.0,829,91.0,925.0,90.0,601.0,3025,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",99.0,33,True,2022-05-24 10:46:51.000,1.10.2,41.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,234.0,227.0,https://pypi.org/project/adversarial-robustness-toolbox,2022-05-24 10:17:20.000,7.0,6495.0,6913.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-05-24 14:08:59.376,9621.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
157,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-06-02 14:12:38.000000,2022-06-02 10:20:54,1955,168.0,588,84.0,2077.0,206.0,1482.0,3021,AI Toolkit for Healthcare Imaging.,97.0,33,True,2022-02-16 23:46:11.000,0.8.1,42.0,monai,conda-forge/monai,,,['pytorch'],345.0,326.0,https://pypi.org/project/monai,2022-06-01 21:23:49.000,19.0,48214.0,48350.0,https://anaconda.org/conda-forge/monai,2022-05-27 10:40:04.537,820.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
158,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-06-02 11:34:11.000000,2022-06-01 20:46:43,1090,72.0,718,258.0,1102.0,324.0,397.0,3016,Data loaders and abstractions for text and NLP.,128.0,33,True,2022-03-10 18:31:55.000,0.12.0,20.0,torchtext,,,,['pytorch'],441.0,,https://pypi.org/project/torchtext,2022-03-10 16:48:11.000,441.0,140487.0,140487.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
159,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-05-23 20:10:28.000000,2022-05-23 20:10:27,891,18.0,332,66.0,288.0,172.0,216.0,2543,Hyperparameter tuning for humans.,48.0,33,True,2022-03-25 05:50:34.000,1.1.2,14.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1466.0,1425.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,41.0,598938.0,599182.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,6599.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
160,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-06-02 08:27:19.000000,2022-06-02 00:28:31,337,107.0,171,55.0,189.0,86.0,185.0,2513,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",44.0,33,True,2022-05-20 17:54:33.000,0.9.0,15.0,accelerate,conda-forge/accelerate,,,['pytorch'],564.0,551.0,https://pypi.org/project/accelerate,2022-05-20 17:50:32.000,13.0,2758430.0,2758715.0,https://anaconda.org/conda-forge/accelerate,2022-05-23 15:44:08.879,2283.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
161,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-05-24 09:35:37.000000,2022-05-19 16:12:16,2072,49.0,626,83.0,178.0,128.0,427.0,2288,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",121.0,33,True,2022-04-20 01:05:45.000,0.12.1,32.0,tf-agents,,,,['tensorflow'],822.0,808.0,https://pypi.org/project/tf-agents,2022-04-20 01:05:45.000,14.0,240266.0,240266.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
162,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-06-02 03:33:01.000000,2022-05-31 19:27:45,1191,89.0,256,49.0,895.0,62.0,203.0,2276,Bayesian optimization in PyTorch.,74.0,33,True,2022-04-21 23:56:42.000,0.6.4,24.0,botorch,conda-forge/botorch,,,['pytorch'],266.0,253.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,13.0,174596.0,175773.0,https://anaconda.org/conda-forge/botorch,2022-04-22 01:48:14.629,25910.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
163,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-05-24 22:24:23.000000,2022-05-24 22:24:23,2176,18.0,474,67.0,454.0,225.0,638.0,1883,Survival analysis in Python.,100.0,33,True,2022-03-15 15:20:56.000,0.27.0,161.0,lifelines,conda-forge/lifelines,,,,1009.0,903.0,https://pypi.org/project/lifelines,2022-03-15 15:20:56.000,106.0,334045.0,336701.0,https://anaconda.org/conda-forge/lifelines,2022-05-18 22:54:56.806,191247.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
164,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-05-09 22:53:04.000000,2018-10-12 15:53:05,1251,,267,53.0,152.0,99.0,217.0,1448,Python Geocoder.,73.0,33,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,5437.0,4945.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,458305.0,459870.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,100207.0,,,,,2.0,,,,,,,,,,,,,,geocoder,,,,,,
165,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-06-02 07:42:36.000000,2022-05-31 12:43:04,4480,126.0,331,20.0,714.0,610.0,407.0,1368,"This is the development home of the workflow management system Snakemake. For general information, see.",253.0,33,True,2022-05-31 12:44:38.000,7.8.1,230.0,snakemake,bioconda/snakemake,,,,1340.0,1128.0,https://pypi.org/project/snakemake,2022-05-31 12:44:38.000,212.0,51721.0,57247.0,https://anaconda.org/bioconda/snakemake,2022-05-31 14:30:15.442,442087.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
166,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-06-02 12:26:32.000000,2022-06-02 12:26:27,13399,556.0,173,27.0,1042.0,265.0,533.0,1313,"Visualize, create, and debug image and video datasets and model predictions.",40.0,33,True,2022-05-26 18:49:44.000,0.16.1,73.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",118.0,117.0,https://pypi.org/project/fiftyone,2022-05-26 18:49:44.000,1.0,17682.0,17682.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
167,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-06-02 13:28:44.000000,2022-05-24 11:28:05,1070,75.0,329,64.0,507.0,190.0,301.0,1264,A Jupyter - Leaflet.js bridge.,78.0,33,True,2022-04-14 10:18:00.304,0.16.0,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1916.0,1805.0,https://pypi.org/project/ipyleaflet,2022-04-14 10:17:10.000,109.0,72422.0,134165.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,825792.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-04-14 10:18:00.304,2.0,50431.0,,,,,,,,,,,,
168,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-06-01 18:28:41.000000,2022-06-01 18:23:45,1059,12.0,207,35.0,225.0,28.0,256.0,1185,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",21.0,33,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,2196.0,2145.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,1177543.0,1179536.0,https://anaconda.org/conda-forge/pmdarima,2022-02-24 09:21:50.856,39878.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
169,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-06-02 12:41:29.000000,2022-05-31 20:55:58,698,77.0,216,40.0,779.0,87.0,130.0,949,Making text a first-class citizen in TensorFlow.,89.0,33,True,2022-05-18 02:27:52.000,2.9.0,54.0,tensorflow-text,,,,['tensorflow'],1945.0,1867.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,78.0,4663990.0,4663990.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
170,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-06-01 23:04:59.000000,2022-03-01 20:04:14,1294,,178,47.0,425.0,77.0,602.0,920,Fiona reads and writes geographic data files.,66.0,33,True,2022-02-07 17:34:18.000,1.8.21,100.0,fiona,conda-forge/fiona,,,,9482.0,8697.0,https://pypi.org/project/fiona,2022-02-07 17:17:02.000,785.0,2586588.0,2625007.0,https://anaconda.org/conda-forge/fiona,2022-05-30 12:36:18.405,2881493.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2022-05-25 18:36:27.000000,2022-05-25 18:36:25,788,22.0,202,60.0,88.0,37.0,154.0,920,Input pipeline framework.,27.0,33,True,2022-05-13 07:01:01.000,1.8.0,49.0,tensorflow-transform,,,,['tensorflow'],932.0,876.0,https://pypi.org/project/tensorflow-transform,2022-05-13 07:21:56.000,56.0,3580408.0,3580408.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-06-02 14:26:51.000000,2022-06-02 14:26:51,9837,266.0,209,58.0,9875.0,55.0,1977.0,801,Scalable genomic data analysis.,79.0,33,True,2022-05-16 20:49:57.000,0.2.95,115.0,hail,,,,['spark'],79.0,68.0,https://pypi.org/project/hail,2022-05-16 20:50:22.000,11.0,28683.0,28683.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
173,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-06-02 15:04:10.000000,2022-05-19 22:44:03,132864,3376.0,68,48.0,1380.0,59.0,271.0,594,TensorFlow ROCm port.,4018.0,33,True,2022-04-11 16:51:04.000,2.8.1,77.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,2022-04-11 16:51:04.000,5.0,13392.0,13392.0,,,,,,,,2.0,20.0,,,,,,,,,,,,,,,,,,,
174,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-05-27 20:51:21.000000,2022-05-26 11:55:09,5139,20.0,234,40.0,677.0,140.0,321.0,473,Python package to access a cacophony of neuro-imaging file formats.,95.0,33,True,2022-02-07 16:58:12.000,3.2.2,33.0,nibabel,conda-forge/nibabel,,,,8188.0,7219.0,https://pypi.org/project/nibabel,2022-02-07 16:58:12.000,969.0,177623.0,183612.0,https://anaconda.org/conda-forge/nibabel,2022-02-07 20:18:47.734,437238.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-05-02 01:13:38.000000,2022-04-16 00:54:32,1407,9.0,3617,784.0,1114.0,344.0,576.0,17639,Magenta: Music and Art Generation with Machine Intelligence.,151.0,32,True,2020-11-12 19:17:18.000,2.1.3,66.0,magenta,,,,['tensorflow'],396.0,360.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,36.0,4403.0,4403.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
176,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226,,4400,1010.0,1864.0,354.0,652.0,15174,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,944.0,859.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2015.0,2291.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5801.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
177,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571,,1111,359.0,1679.0,484.0,1287.0,10707,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,330.0,311.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,30912.0,31024.0,,,,,,,,3.0,6082.0,,,,,,,,,,,,,,,,,,,
178,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-04-23 18:38:16.066000,2022-03-25 13:02:03,836,2.0,1003,328.0,248.0,37.0,308.0,9920,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,81.0,32,True,2020-09-18 16:07:59.000,1.17.0,43.0,annoy,conda-forge/python-annoy,,,,2326.0,2091.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000,235.0,1306742.0,1310158.0,https://anaconda.org/conda-forge/python-annoy,2022-04-23 18:38:16.066,235708.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
179,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531,,1553,274.0,105.0,40.0,527.0,9843,Lime: Explaining the predictions of any machine learning classifier.,61.0,32,True,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,2426.0,2319.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,549114.0,550634.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,100322.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
180,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613,,2429,465.0,255.0,563.0,362.0,9576,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4417.0,3929.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,488.0,20108.0,20108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
181,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-04-26 15:13:58.000000,2022-04-26 15:13:58,550,1.0,2157,217.0,209.0,110.0,367.0,8803,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,747254.0,751315.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,284317.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384,,865,270.0,145.0,103.0,103.0,8679,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,14818.0,12885.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1933.0,6405494.0,6410656.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,366535.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
183,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-05-31 11:41:42.000000,2022-05-31 11:37:55,1777,85.0,1528,227.0,573.0,162.0,391.0,8602,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",94.0,32,True,2022-04-24 16:11:44.000,0.8.5,26.0,pyqlib,,,,['pytorch'],19.0,19.0,https://pypi.org/project/pyqlib,2022-04-24 16:11:44.000,,3130.0,3143.0,,,,,,,,1.0,285.0,,,,,,,,,,,,,,,,,,,
184,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-05-20 22:10:41.000000,2022-05-20 22:10:41,2376,8.0,1468,296.0,406.0,249.0,603.0,8588,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,110.0,32,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1517.0,1459.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,33770.0,35983.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,152699.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
185,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154,,1755,227.0,46.0,92.0,94.0,8529,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,32,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],1698.0,1618.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,115167.0,115436.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,6458.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
186,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-05-24 12:48:15.000000,2022-04-15 10:20:19,2498,146.0,1623,147.0,796.0,432.0,642.0,8013,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,32,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],805.0,800.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,5.0,15797.0,15811.0,,,,,,,,1.0,570.0,,,,,,,,,,,,,,,,,,,
187,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-06-02 13:59:52.000000,2022-06-02 05:44:34,1600,193.0,1959,166.0,2624.0,767.0,2784.0,7813,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",97.0,32,True,2022-04-24 05:05:40.000,2.4.0,7.0,paddledet,,,,['paddle'],19.0,19.0,https://pypi.org/project/paddledet,2022-04-24 05:05:40.000,,254.0,254.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
188,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-06-02 10:48:10.000000,2022-06-01 18:34:07,4110,634.0,451,78.0,609.0,150.0,565.0,7248,"Wrap UIs around any model, share with anyone.",74.0,32,True,2022-06-01 05:50:22.000,3.0.10,282.0,gradio,,,,,21.0,1.0,https://pypi.org/project/gradio,2022-06-01 19:04:47.000,20.0,283723.0,283723.0,,,,,,,,1.0,,-2.0,,,,,,,,,,,,,,,,,,
189,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-06-02 08:21:51.000000,2022-05-31 23:36:22,968,86.0,801,128.0,1041.0,475.0,443.0,6832,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",105.0,32,True,2022-05-25 20:35:57.000,0.6.5,47.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],274.0,264.0,https://pypi.org/project/deepspeed,2022-05-25 20:34:59.000,10.0,114190.0,114665.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-03-09 21:34:10.973494,3.0,13787.0,2.0,,,,,,,,,,,,,,,,,,,,
190,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939,2.0,1808,201.0,205.0,13.0,1333.0,6207,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1072.0,1026.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,17661.0,17825.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,1299.0,,,,,3.0,131.0,,,,,,,,,,,,,,,,,,,
191,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-06-01 23:22:55.000000,2022-05-31 15:05:39,1024,87.0,815,158.0,1290.0,170.0,635.0,6193,An open source python library for automated feature engineering.,65.0,32,True,2022-05-27 16:45:56.000,1.9.1,100.0,featuretools,conda-forge/featuretools,,,,64.0,,https://pypi.org/project/featuretools,2022-05-27 16:45:56.000,64.0,134070.0,136116.0,https://anaconda.org/conda-forge/featuretools,2022-05-31 13:17:43.481,85939.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
192,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-05-31 00:45:50.000000,2020-12-19 01:11:23,199,,1306,149.0,83.0,31.0,218.0,6006,A Python implementation of global optimization with gaussian processes.,27.0,32,False,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,,,1318.0,1228.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,90.0,203809.0,203810.0,,,,,,,,2.0,86.0,,,,,,,,,,,,,,,,,,,
193,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-04-08 08:55:43.000000,2022-04-08 08:53:31,1377,1.0,815,219.0,207.0,164.0,225.0,5816,Efficiently computes derivatives of numpy code.,51.0,32,True,2017-08-24 17:00:41.000,1.1.13,25.0,autograd,conda-forge/autograd,,,,3744.0,3469.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,275.0,1195409.0,1198459.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493,213517.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
194,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-05-31 22:56:13.000000,2022-05-31 22:56:03,1948,49.0,581,146.0,47.0,93.0,198.0,4763,Fit interpretable models. Explain blackbox machine learning.,29.0,32,True,2021-09-23 20:41:03.000,0.2.7,37.0,interpret,,,,['jupyter'],222.0,214.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000,8.0,91858.0,91858.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
