,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
227,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-11-17 13:15:19.000000,2022-11-17 13:15:10,1021.0,17.0,322,79.0,461.0,51.0,406.0,4812,A scikit-learn compatible neural network library that wraps PyTorch.,52.0,31,True,2022-10-07 09:48:21.000,0.12.0,15.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,73390.0,637.0,596.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,41.0,60149.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,662087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-11-07 08:29:46.000000,2022-01-27 13:24:16,139.0,,1006,152.0,111.0,150.0,78.0,4233,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,339851.0,29645.0,28864.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,337141.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,111144.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-11-17 07:45:33.000000,2022-11-16 23:47:01,979.0,30.0,374,212.0,669.0,128.0,295.0,3576,Model interpretability and understanding for PyTorch.,94.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,110060.0,792.0,769.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,109684.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,4144.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-11-16 19:30:21.000000,2022-10-31 16:27:20,3215.0,39.0,483,121.0,338.0,64.0,714.0,3549,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",67.0,31,True,2022-10-10 00:28:00.603,2.0.19,169.0,dedupe,conda-forge/dedupe,,,305010.0,48.0,,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,303395.0,https://anaconda.org/conda-forge/dedupe,2022-11-02 09:59:56.306,17774.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-11-11 02:23:19.000000,2022-09-29 15:04:10,3545.0,16.0,468,105.0,962.0,240.0,361.0,3371,Plotting library for IPython/Jupyter notebooks.,59.0,31,True,2022-09-02 15:04:31.743,0.12.36,102.0,bqplot,conda-forge/bqplot,['jupyter'],,157888.0,143.0,35.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,138627.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1069430.0,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,5551.0,,,,,,,,,,,,,,,,,
232,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-11-08 06:40:33.000000,2022-11-08 06:40:33,202.0,17.0,251,42.0,45.0,23.0,76.0,3114,A simple command-line utility for querying and monitoring GPU status.,16.0,31,True,2022-09-04 23:51:40.000,1.0.0,13.0,gpustat,conda-forge/gpustat,,,933903.0,2462.0,2347.0,https://pypi.org/project/gpustat,2022-07-05 04:37:11.000,115.0,930563.0,https://anaconda.org/conda-forge/gpustat,2022-10-11 21:06:30.582,146961.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-11-17 14:06:52.000000,2022-11-17 13:09:15,1941.0,116.0,173,35.0,1616.0,179.0,548.0,2867,Aim easy-to-use and performant open-source ML experiment tracker.,45.0,31,True,2022-11-11 09:43:51.000,3.14.4,441.0,aim,conda-forge/aim,,,25626.0,130.0,125.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,24468.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,18540.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-11-14 14:51:53.000000,2022-11-07 18:56:01,429.0,8.0,710,115.0,98.0,57.0,339.0,2650,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,31,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,97950.0,1567.0,1439.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,94875.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,147618.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
235,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-08-30 17:01:38.000000,2021-10-12 13:32:38,1570.0,,458,66.0,515.0,266.0,387.0,2456,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,735853.0,3529.0,3316.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,213.0,726613.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,591411.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
236,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-11-16 18:21:21.000000,2022-11-16 18:21:21,1138.0,22.0,233,50.0,156.0,48.0,315.0,2432,STUMPY is a powerful and scalable Python library for modern time series analysis.,31.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,189289.0,294.0,290.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,4.0,186717.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,108043.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-09-30 20:19:46.000000,2021-03-24 13:03:31,240.0,,333,57.0,67.0,94.0,78.0,1666,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,804010.0,4294.0,4150.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,144.0,803009.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,53070.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
238,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-11-09 04:49:15.000000,2022-11-07 23:42:49,337.0,17.0,220,49.0,274.0,177.0,150.0,1478,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,39.0,31,True,2022-09-29 22:06:02.468,0.7.2,15.0,tensorflow-recommenders,,['tensorflow'],,695448.0,156.0,155.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,695448.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-11-06 23:06:53.000000,2022-11-01 00:33:15,1565.0,24.0,260,54.0,127.0,74.0,166.0,1424,"CUDA integration for Python, plus shiny features.",79.0,31,True,2022-06-24 23:18:35.000,2022.1,48.0,pycuda,conda-forge/pycuda,,,43051.0,1794.0,1594.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,36354.0,https://anaconda.org/conda-forge/pycuda,2022-09-11 18:57:17.611,133952.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-10-14 14:25:58.000000,2022-10-12 15:39:56,899.0,4.0,423,87.0,176.0,44.0,228.0,1270,The Python ensemble sampling toolkit for affine-invariant MCMC.,65.0,31,True,2022-09-27 23:55:58.897,3.1.3,21.0,emcee,conda-forge/emcee,,,103701.0,1870.0,1561.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,309.0,100466.0,https://anaconda.org/conda-forge/emcee,2022-09-28 01:53:26.212,252348.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-11-16 23:31:35.000000,2022-11-16 23:11:01,1242.0,51.0,256,73.0,97.0,28.0,50.0,1176,Model analysis tools for TensorFlow.,52.0,31,True,2022-11-16 23:31:35.000,0.42.0,53.0,tensorflow-model-analysis,,"['tensorflow', 'jupyter']",,826684.0,21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-05-16 03:38:20.000,21.0,826684.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-11-16 20:13:55.183000,2021-07-15 17:22:49,1466.0,,140,42.0,127.0,54.0,630.0,1107,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,1910238.0,1394.0,1258.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,1908733.0,https://anaconda.org/conda-forge/agate,2022-11-16 20:13:55.183,103881.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
243,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-11-10 14:23:02.000000,2022-10-27 12:56:03,10966.0,37.0,186,19.0,213.0,44.0,202.0,1082,Huggingface Transformers + Adapters =.,1429.0,31,True,2022-09-20 00:31:23.335,3.1.0,16.0,adapter-transformers,,['huggingface'],,27895.0,103.0,98.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,27895.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2022-10-09 22:58:02.769000,2022-10-09 20:27:52,544.0,3.0,101,29.0,53.0,68.0,71.0,864,Describing statistical models in Python using symbolic formulas.,17.0,31,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,8103039.0,62422.0,59756.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2666.0,8019152.0,https://anaconda.org/conda-forge/patsy,2022-10-09 22:58:02.769,6291539.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
245,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-11-17 15:00:39.000000,2022-11-17 13:15:11,809.0,110.0,139,45.0,761.0,80.0,271.0,590,All the open source things related to the Hugging Face Hub.,75.0,31,True,2022-11-16 14:09:01.704,0.11.0,51.0,huggingface_hub,conda-forge/huggingface_hub,,,6975681.0,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,6950805.0,https://anaconda.org/conda-forge/huggingface_hub,2022-11-16 19:00:49.553,522402.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
246,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-11-09 06:10:27.000000,2022-11-02 04:38:10,12334.0,43.0,360,52.0,1778.0,151.0,679.0,553,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",135.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,19461.0,714.0,634.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,15082.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,341598.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
247,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-11-15 08:47:23.392000,2022-11-04 11:17:17,559.0,11.0,37,14.0,54.0,6.0,24.0,193,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,31,False,2022-10-16 09:56:09.000,0.7.9,44.0,blis,conda-forge/cython-blis,,,3690628.0,21962.0,21731.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,231.0,3651898.0,https://anaconda.org/conda-forge/cython-blis,2022-11-15 08:47:23.392,1704135.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
248,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-09-30 05:08:36.000000,2022-09-23 14:06:50,16117.0,1.0,4380,1276.0,557.0,841.0,2534.0,17253,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",272.0,30,True,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,14054.0,1000.0,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,829.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
249,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-11-10 20:42:44.000000,2021-05-08 20:05:36,292.0,,1990,284.0,73.0,288.0,433.0,7340,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,11.0,imageai,conda-forge/imageai,,795710.0,24334.0,1214.0,1197.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,17.0,9712.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4352.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
250,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-11-17 15:00:04.000000,2022-11-17 10:09:27,1660.0,187.0,919,89.0,1617.0,301.0,1430.0,6063,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,148.0,30,True,2022-10-25 13:47:46.000,1.10.0,35.0,haystack,,,15.0,1030.0,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,1030.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
251,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-10-23 06:06:25.000000,2021-09-23 22:14:27,3201.0,,1377,190.0,781.0,37.0,422.0,5652,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",129.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1280.0,375.0,364.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1119.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,4694.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
252,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-11-17 08:26:45.000000,2022-11-16 07:19:13,880.0,53.0,538,41.0,635.0,214.0,535.0,5010,A python library for easy manipulation and forecasting of time series.,69.0,30,True,2022-10-04 20:50:07.974,0.22.0,32.0,u8darts,conda-forge/u8darts-all,,,9259.0,129.0,126.0,https://pypi.org/project/u8darts,2022-06-22 08:12:22.000,3.0,8142.0,https://anaconda.org/conda-forge/u8darts-all,2022-10-05 11:37:19.911,17760.0,2.0,,,,,,,,,,,,unit8/darts,https://hub.docker.com/r/unit8/darts,2022-10-04 21:57:32.356390,,362.0,,,,,,,,,
253,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-10-24 13:56:48.000000,2022-10-24 13:56:48,858.0,21.0,1053,94.0,49.0,5.0,544.0,4934,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",30.0,30,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,53378.0,877.0,874.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,53378.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
254,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2022-09-27 11:28:21.000000,2020-07-15 13:46:58,1184.0,,1477,305.0,291.0,148.0,265.0,4689,Portfolio and risk analytics in Python.,56.0,30,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,6253.0,504.0,472.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6077.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,10082.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
255,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-11-17 09:44:32.000000,2022-11-05 01:05:16,578.0,56.0,356,102.0,528.0,128.0,192.0,4258,Development repository for the Triton language and compiler.,64.0,30,True,2021-10-15 01:19:15.000,1.1.1,179.0,triton,,,,199801.0,170.0,167.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,199801.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
256,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-11-17 13:09:14.000000,2022-11-16 06:00:04,2090.0,193.0,483,60.0,2329.0,102.0,654.0,4230,Unified Model Serving Framework.,138.0,30,True,2022-11-09 04:53:52.809,1.0.10,74.0,bentoml,,,1621.0,32551.0,3.0,,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,32514.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
257,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-11-16 23:04:33.000000,2022-11-16 22:52:41,1487.0,67.0,559,60.0,1621.0,153.0,1012.0,4116,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,180.0,30,True,2022-09-05 11:17:55.000,0.4.10,1089.0,pytorch-ignite,pytorch/ignite,['pytorch'],,82541.0,,,https://pypi.org/project/pytorch-ignite,2022-11-08 00:18:55.000,,80406.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,113177.0,3.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,
258,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-10-31 07:05:40.000000,2022-10-17 07:23:35,1325.0,3.0,351,70.0,348.0,90.0,453.0,3948,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,40999.0,1767.0,1665.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,40847.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1830.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
259,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-16 22:21:07.000000,2022-11-04 18:35:00,631.0,13.0,306,67.0,225.0,46.0,438.0,3720,Visualizer for pandas data structures.,29.0,30,True,2022-11-04 20:13:09.831,2.9.0,152.0,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,142788.0,555.0,543.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,137617.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,170655.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
260,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-10-19 17:25:53.000000,2022-07-07 05:16:43,738.0,,409,39.0,121.0,44.0,153.0,3636,Data augmentation for NLP.,33.0,30,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,192950.0,475.0,456.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,192616.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,5689.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
261,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-11-10 21:33:29.000000,2022-11-10 21:33:29,492.0,17.0,568,75.0,247.0,72.0,232.0,3576,Uplift modeling and causal inference with machine learning algorithms.,48.0,30,True,2022-09-02 21:17:27.000,0.13.0,19.0,causalml,,,,62444.0,56.0,55.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,62444.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
262,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-08-14 17:11:48.000000,2022-08-14 17:11:42,3272.0,,703,186.0,732.0,262.0,665.0,3326,DyNet: The Dynamic Neural Network Toolkit.,160.0,30,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,7802.0,12788.0,256.0,228.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,12682.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
263,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-10-04 13:10:17.000000,2022-09-27 14:46:04,398.0,4.0,561,82.0,191.0,76.0,361.0,3012,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,30,True,2022-08-31 21:00:25.505,0.6.1,43.0,implicit,conda-forge/implicit,,185.0,151130.0,739.0,707.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,143823.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,422780.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
264,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376.0,35.0,236,61.0,45.0,11.0,,2993,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,30,True,2022-09-18 07:47:16.000,4.5.0,25.0,textdistance,conda-forge/textdistance,,872.0,668131.0,3065.0,3022.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,43.0,663337.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,258082.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
265,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-10-30 11:40:31.702000,2022-05-31 03:18:45,1556.0,,406,93.0,120.0,63.0,346.0,2899,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,30,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,118794.0,750.0,698.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,52.0,116509.0,https://anaconda.org/conda-forge/nmslib,2022-10-30 11:40:31.702,70836.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
266,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-11-11 08:49:29.000000,2022-11-11 08:49:20,3215.0,98.0,320,159.0,1059.0,37.0,55.0,2581,Neural Network Libraries.,69.0,30,True,2022-10-11 00:19:32.000,1.31.0,68.0,nnabla,,,535.0,2574.0,51.0,,https://pypi.org/project/nnabla,2022-06-19 12:00:18.000,51.0,2566.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
267,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,2.0,532,72.0,72.0,55.0,158.0,2477,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,1217600.0,1904.0,1772.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,1214993.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,169513.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
