,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
166,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2024-01-11 15:00:13.000000,2024-01-10 10:12:45,2946.0,44.0,348.0,55.0,1114.0,326.0,922.0,1317.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,False,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,4696.0,4250.0,https://pypi.org/project/cartopy,2023-08-05 00:57:41.000,446.0,129074.0,205252.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3351834.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
167,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-01-10 01:14:54.000000,2024-01-09 17:35:30,863.0,4.0,320.0,45.0,1008.0,160.0,163.0,1172.0,Making text a first-class citizen in TensorFlow.,111.0,34,True,2023-11-15 19:00:05.000,2.15.0,67.0,tensorflow-text,,,,['tensorflow'],6410.0,6272.0,https://pypi.org/project/tensorflow-text,2023-11-15 18:28:36.000,138.0,3849215.0,3849215.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,,13248.0,1567.0,224.0,747.0,584.0,50777.0,The worlds simplest facial recognition api for Python and the command line.,54.0,33,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],83.0,21.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,62.0,61564.0,62064.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19433.0,,,,,2.0,1223.0,,,,,,,,,,,,,,,,,,,
169,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-01-11 15:21:43.000000,2024-01-11 13:01:11,2943.0,108.0,4110.0,373.0,3534.0,365.0,1161.0,36074.0,"Making large AI models cheaper, faster and more accessible.",161.0,33,True,2023-11-01 05:57:35.000,0.3.4,34.0,,,,,,286.0,286.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
170,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-01-09 02:17:50.000000,2024-01-09 02:12:36,1497.0,7.0,6786.0,379.0,647.0,381.0,3036.0,27784.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",263.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1562.0,1556.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,6.0,,5198.0,https://anaconda.org/conda-forge/detectron2,2023-11-30 09:37:14.142,218341.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-03 17:54:23.000000,2023-07-11 13:03:36,1421.0,,3721.0,761.0,1133.0,373.0,588.0,18798.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],524.0,486.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,38.0,2442.0,2442.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-12-26 23:00:56.000000,2020-10-14 16:36:49,6226.0,,4627.0,1000.0,1869.0,357.0,658.0,16786.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1061.0,975.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,86.0,2611.0,2796.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7415.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
173,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,,1110.0,322.0,266.0,54.0,341.0,12332.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,33,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,3734.0,3460.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,274.0,837082.0,846559.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,379080.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
174,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1363.0,418.0,85.0,32.0,159.0,9655.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1259.0,1206.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,53.0,15020.0,15555.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26760.0,,,,,3.0,,,,google-deepmind/sonnet,,,,,,,,,,,,,,,,
175,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1514.0,290.0,429.0,272.0,636.0,9382.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,33,False,2023-08-15 18:21:39.000,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2555.0,2555.0,https://pypi.org/project/tpot,,,31770.0,37414.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,242718.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
176,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,898.0,261.0,148.0,108.0,103.0,9040.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,24188.0,22071.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,2117.0,4686528.0,4692304.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,519857.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
177,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-01-06 17:09:35.000000,2023-11-17 16:27:58,10398.0,5.0,1965.0,350.0,3415.0,143.0,1132.0,8351.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 17:15:55.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,34.0,,https://pypi.org/project/vowpalwabbit,2023-07-19 17:15:55.000,34.0,38027.0,41552.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,137501.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
178,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-12-28 21:58:28.000000,2022-12-08 17:49:19,746.0,,964.0,135.0,220.0,320.0,270.0,8043.0,Manipulate audio with a simple and easy high level interface.,95.0,33,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,48273.0,46989.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1284.0,3146988.0,3148278.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,78731.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
179,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-01-03 19:20:21.000000,2023-09-29 18:36:14,1218.0,,1022.0,126.0,272.0,349.0,382.0,6975.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,13755.0,13250.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,505.0,1691021.0,1702649.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,744231.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
180,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-01-11 11:52:43.000000,2024-01-10 21:43:58,37885.0,545.0,782.0,146.0,8862.0,903.0,4943.0,6887.0,cuDF - GPU DataFrame Library.,268.0,33,True,2023-12-08 21:31:24.000,23.12.01,44.0,cudf,,,,,50.0,50.0,https://pypi.org/project/cudf,,,2326.0,2326.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
181,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2023-12-05 22:52:30.000000,2023-11-16 08:43:39,1418.0,2.0,872.0,218.0,220.0,174.0,233.0,6641.0,Efficiently computes derivatives of numpy code.,56.0,33,True,2023-06-23 08:37:07.368,1.6.2,29.0,autograd,conda-forge/autograd,,,,7386.0,7062.0,https://pypi.org/project/autograd,2023-06-23 08:37:07.368,324.0,1042446.0,1062589.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,382717.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,291.0,6588.0,12.0,2030.0,5838.0,A flexible framework of neural networks for deep learning.,322.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3562.0,3158.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,17372.0,17721.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16423.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
183,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,33.0,641.0,65.0,131.0,54.0,432.0,5616.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49.000,2.4.1,209.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1174.0,1144.0,https://pypi.org/project/pytorch-metric-learning,2023-12-16 19:14:54.000,30.0,206230.0,206460.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11054.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
184,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-01-10 19:50:40.000000,2024-01-10 19:50:37,601.0,14.0,680.0,107.0,183.0,14.0,339.0,5294.0,Python-tesseract is an optical character recognition (OCR) tool for python.,45.0,33,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,1209.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1209.0,1170780.0,1184931.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,594362.0,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,
185,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2024-01-11 13:10:52.000000,2024-01-06 15:28:53,29252.0,398.0,1564.0,185.0,2028.0,28.0,1547.0,4646.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,33,True,2023-12-12 00:54:05.000,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2023-12-16 03:56:46.000,1.0,3815.0,7666.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,165603.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
186,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-08 06:54:55.000000,2024-01-08 06:47:10,1052.0,33.0,454.0,225.0,733.0,167.0,330.0,4367.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02.000,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1712.0,1712.0,https://pypi.org/project/captum,,,188663.0,189440.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19448.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
187,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-10 22:57:40.000000,2024-01-10 22:27:16,1122.0,33.0,581.0,116.0,834.0,279.0,1014.0,3854.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3720.0,3547.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,173.0,158092.0,159572.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53126.0,,,,,2.0,9010.0,,,,,,,,,,,,,,,,,,,
188,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,582.0,64.0,212.0,191.0,151.0,3771.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,5869.0,5805.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,64.0,572058.0,575379.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,122907.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
189,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2023-11-20 09:49:19.000000,2023-11-20 09:49:15,1174.0,6.0,1708.0,148.0,209.0,3.0,681.0,3415.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,33,True,2023-10-06 10:06:37.000,0.15.0,18.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],340.0,,https://pypi.org/project/tensorflow-hub,2023-10-06 09:58:50.000,340.0,2631267.0,2633521.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-07-13 16:39:43.723,92429.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
190,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-01-11 11:34:29.000000,2024-01-08 15:52:24,1295.0,4.0,822.0,274.0,1439.0,310.0,512.0,3408.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",151.0,33,True,2023-12-15 02:05:45.000,0.16.2,30.0,torchtext,,,,['pytorch'],494.0,,https://pypi.org/project/torchtext,2023-12-14 21:51:33.000,494.0,312750.0,312750.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
191,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-01-11 01:43:19.000000,2024-01-09 00:58:00,1253.0,49.0,221.0,31.0,411.0,87.0,187.0,3309.0,Lightning fast forecasting with statistical and econometric models.,35.0,33,True,2024-01-05 22:28:42.000,1.7.1,29.0,statsforecast,conda-forge/statsforecast,,,,681.0,655.0,https://pypi.org/project/statsforecast,2024-01-05 22:28:42.000,26.0,437498.0,440072.0,https://anaconda.org/conda-forge/statsforecast,2024-01-05 23:52:06.950,56634.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
192,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-01-08 13:11:43.000000,2024-01-08 13:11:42,1490.0,16.0,363.0,91.0,734.0,131.0,441.0,3125.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,3548.0,3419.0,https://pypi.org/project/datashader,2023-10-31 11:50:35.000,129.0,93668.0,110422.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,737215.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
193,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-11 09:36:35.000000,2023-12-28 01:46:14,1765.0,86.0,349.0,53.0,1502.0,54.0,392.0,2869.0,Bayesian optimization in PyTorch.,107.0,33,True,2023-12-09 01:58:40.000,0.9.5,41.0,botorch,conda-forge/botorch,,,['pytorch'],794.0,794.0,https://pypi.org/project/botorch,,,117456.0,119812.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,96636.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
194,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-10 15:25:01.000000,2021-10-12 13:32:38,1570.0,,505.0,64.0,542.0,303.0,392.0,2701.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5563.0,5287.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,276.0,496183.0,505105.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,695985.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
195,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-01-10 20:38:25.000000,2023-12-22 21:54:50,1633.0,12.0,323.0,60.0,184.0,126.0,192.0,2699.0,The machine learning toolkit for time series analysis in Python.,43.0,33,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1145.0,1096.0,https://pypi.org/project/tslearn,2023-12-12 14:39:23.000,49.0,242722.0,272220.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1268450.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
196,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,13.0,398.0,39.0,149.0,45.0,238.0,2322.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1529.0,1355.0,https://pypi.org/project/category_encoders,2023-10-29 20:29:52.000,174.0,1363583.0,1372788.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,248561.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
197,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-12-23 15:16:22.285000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,167.0,215.0,146.0,2292.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,5831.0,5413.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,409.0,467969.0,472990.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,191693.0,,,,,2.0,,,,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,564.0,,,,,,,,,,,
198,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-03 22:11:59.000000,2024-01-03 22:11:54,2288.0,20.0,584.0,69.0,479.0,245.0,701.0,2226.0,Survival analysis in Python.,115.0,33,True,2024-01-03 22:01:02.000,0.28.0,170.0,lifelines,conda-forge/lifelines,,,,2248.0,2118.0,https://pypi.org/project/lifelines,2024-01-03 22:01:02.000,130.0,348717.0,355709.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,307654.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
199,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-01-11 15:20:54.000000,2024-01-11 15:12:57,3826.0,187.0,515.0,51.0,3950.0,276.0,865.0,2015.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,152.0,33,True,2024-01-08 20:32:42.000,0.34.0,53.0,pennylane,conda-forge/pennylane,,,,783.0,714.0,https://pypi.org/project/pennylane,2024-01-08 20:32:42.000,69.0,35790.0,36975.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,30801.0,,,,,2.0,70.0,,,,,,,,,,,,,,,,,,,
200,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-12-18 04:15:22.000000,2023-11-17 20:35:45,543.0,13.0,161.0,44.0,76.0,7.0,127.0,1943.0,a python library for doing approximate and phonetic matching of strings.,31.0,33,True,2023-11-17 20:44:09.000,1.0.3,42.0,jellyfish,conda-forge/jellyfish,,,,8248.0,7796.0,https://pypi.org/project/jellyfish,2023-11-17 20:44:09.000,452.0,2350882.0,2368771.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,769269.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
201,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-01-09 15:39:25.000000,2024-01-07 21:48:17,3676.0,17.0,193.0,50.0,1346.0,125.0,710.0,1943.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,1656.0,1634.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,22.0,129611.0,140502.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,435646.0,,,,,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
202,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-12-18 13:39:47.000000,2023-12-13 18:13:12,2766.0,21.0,274.0,34.0,199.0,37.0,492.0,1195.0,Python interface for igraph.,71.0,33,False,2023-11-20 11:09:36.000,0.11.3,39.0,python-igraph,conda-forge/igraph,,,,4172.0,3756.0,https://pypi.org/project/python-igraph,2023-11-20 11:09:36.000,416.0,261948.0,280506.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,489763.0,,,,,1.0,562179.0,,,,,,,,,,,,,,,,,,,
203,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-05 15:46:09.327000,2024-01-04 18:54:38,558.0,14.0,107.0,32.0,60.0,71.0,78.0,910.0,Describing statistical models in Python using symbolic formulas.,19.0,33,True,2024-01-04 18:58:03.000,0.5.6,13.0,patsy,conda-forge/patsy,,,,89381.0,86632.0,https://pypi.org/project/patsy,2024-01-04 18:55:57.000,2749.0,12538051.0,12877812.0,https://anaconda.org/conda-forge/patsy,2024-01-05 15:46:09.327,9513334.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
204,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,506.0,50.0,2277.0,395.0,949.0,708.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,4065.0,3887.0,https://pypi.org/project/nipype,2023-04-06 12:55:55.544,178.0,71903.0,86295.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,590072.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
