,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,bitbucket_id
93,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2022-01-12 17:03:43.000000,2022-01-12 17:03:43.000000,5271.0,172.0,2326,240.0,596.0,868.0,1484.0,13558.0,Graph Neural Network Library for PyTorch.,233.0,35,True,2021-12-22 06:52:13.000000,2.0.3,32.0,torch-geometric,,,,['pytorch'],31.0,,https://pypi.org/project/torch-geometric,2021-12-22 06:52:13.000000,31.0,40010.0,40010.0,,,,,,,,1.0,,,,,,,,,,pyg-team/pytorch_geometric,,,,,,,,,,,
94,imgaug,aleju/imgaug,,image,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000000,2021-12-31 00:20:29.231000,2020-06-01 14:58:26.000000,2913.0,,2172,226.0,327.0,256.0,219.0,12186.0,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,9037.0,8682.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000000,355.0,219363.0,221289.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231000,59709.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
95,tensor2tensor,tensorflow/tensor2tensor,,tensorflow-utils,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000000,2022-01-12 18:24:42.000000,2022-01-12 18:24:41.000000,4362.0,6.0,2935,449.0,664.0,563.0,669.0,11923.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,235.0,35,True,2020-06-17 16:15:36.000000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1197.0,1104.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000000,93.0,161001.0,161001.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
96,ChatterBot,gunthercox/ChatterBot,,nlp,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000000,2022-01-08 01:46:49.000000,2021-06-01 10:43:00.000000,1848.0,,3910,547.0,693.0,300.0,1248.0,11907.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,True,2020-08-22 18:42:43.000000,1.0.8,86.0,chatterbot,,,,,4429.0,4079.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000000,350.0,28443.0,28443.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
97,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2022-01-13 06:26:38.000000,2022-01-13 05:19:46.000000,2460.0,107.0,1524,269.0,2837.0,248.0,1237.0,10830.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",154.0,35,True,2021-11-04 00:55:22.000000,2.5,45.0,nni,,,,,197.0,169.0,https://pypi.org/project/nni,2022-01-13 06:26:38.000000,28.0,5084.0,5084.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
98,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2022-01-13 09:54:10.000000,2021-12-24 19:26:29.000000,698.0,19.0,1199,125.0,548.0,239.0,335.0,9487.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,100.0,35,True,2021-10-04 09:30:33.000000,1.1.0,49.0,albumentations,conda-forge/albumentations,,,['pytorch'],6428.0,6249.0,https://pypi.org/project/albumentations,2021-10-04 09:30:33.000000,179.0,192553.0,193511.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638000,29699.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
99,MoviePy,Zulko/moviepy,,image,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000000,2022-01-02 12:17:46.000000,2021-11-12 17:14:13.000000,1072.0,5.0,1183,243.0,602.0,346.0,790.0,8870.0,Video editing with Python.,145.0,35,True,2020-05-07 16:29:35.000000,1.0.3,85.0,moviepy,conda-forge/moviepy,,,,13527.0,12804.0,https://pypi.org/project/moviepy,2021-12-15 14:41:26.454000,723.0,1471621.0,1473467.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975000,99707.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
100,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2022-01-13 10:46:06.000000,2022-01-13 10:46:06.000000,2063.0,93.0,1917,173.0,2342.0,297.0,1019.0,8777.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",184.0,35,True,2021-11-08 04:09:08.000000,0.7.2,438.0,dgl,,,,,36.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000000,36.0,70878.0,70878.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
101,ParlAI,facebookresearch/ParlAI,,nlp,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000000,2022-01-13 05:43:15.000000,2022-01-12 19:17:32.000000,4041.0,99.0,1679,294.0,3004.0,92.0,1137.0,8557.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,170.0,35,True,2021-10-12 21:51:23.000000,1.5.1,21.0,parlai,,,,['pytorch'],60.0,57.0,https://pypi.org/project/parlai,2021-10-12 21:51:23.000000,3.0,2391.0,2391.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
102,glfw,glfw/glfw,,image,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000000,2022-01-04 02:47:40.000000,2021-12-31 12:32:25.000000,4398.0,71.0,3230,377.0,531.0,467.0,1070.0,8518.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",178.0,35,False,2021-12-18 09:10:57.000000,2.5.0,42.0,glfw,conda-forge/glfw,,,,145.0,1.0,https://pypi.org/project/glfw,2021-12-18 09:10:57.000000,144.0,68579.0,101339.0,https://anaconda.org/conda-forge/glfw,2021-12-10 00:25:15.337000,43440.0,,,,,1.0,2584563.0,,,,,,,,,,,,,,,,,,,,
103,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2022-01-13 14:55:07.000000,2022-01-12 15:16:37.000000,12848.0,1252.0,1747,209.0,3191.0,301.0,2758.0,7858.0,A library for answering questions using data you cannot see.,426.0,35,True,2021-12-01 19:46:09.000000,0.6.0,61.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2021-12-01 19:46:09.000000,5.0,3332.0,3332.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
104,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2022-01-12 16:04:04.000000,2022-01-11 16:34:49.000000,889.0,48.0,777,157.0,1125.0,157.0,556.0,5932.0,An open source python library for automated feature engineering.,57.0,35,True,2022-01-11 05:15:26.000000,1.4.0,97.0,featuretools,conda-forge/featuretools,,,,970.0,908.0,https://pypi.org/project/featuretools,2022-01-11 05:15:26.000000,62.0,1051811.0,1053859.0,https://anaconda.org/conda-forge/featuretools,2022-01-11 19:01:07.170000,75788.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
105,Great Expectations,great-expectations/great_expectations,,data-pipelines,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000000,2022-01-13 16:00:40.000000,2022-01-13 16:00:08.000000,8109.0,256.0,802,66.0,2864.0,188.0,1003.0,5920.0,Always know what to expect from your data.,256.0,35,True,2022-01-06 21:52:39.000000,0.14.0,140.0,great_expectations,,,,,27.0,,https://pypi.org/project/great_expectations,2022-01-06 21:36:57.000000,27.0,2263604.0,2263604.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
106,espnet,espnet/espnet,,audio,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000000,2022-01-13 16:20:42.000000,2022-01-13 14:14:49.000000,13549.0,635.0,1424,176.0,2312.0,272.0,1354.0,4598.0,End-to-End Speech Processing Toolkit.,215.0,35,True,2021-12-31 14:15:58.000000,0.10.5,41.0,espnet,,,,,31.0,30.0,https://pypi.org/project/espnet,2021-12-31 14:15:58.000000,1.0,2937.0,2938.0,,,,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,,
107,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2022-01-04 16:01:32.000000,2022-01-04 14:57:26.000000,1253.0,21.0,729,121.0,449.0,99.0,299.0,3766.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,85.0,35,True,2021-09-03 00:02:55.000000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],5100.0,4955.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000000,145.0,1510104.0,1513660.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719000,192027.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
108,TensorFlow Datasets,tensorflow/datasets,,tensorflow-utils,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2022-01-13 16:18:22.000000,2022-01-13 16:18:15.000000,4546.0,226.0,1186,103.0,2759.0,513.0,609.0,3116.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",241.0,35,True,2021-07-28 12:29:08.000000,4.4.0,23.0,tensorflow-datasets,,,,['tensorflow'],142.0,,https://pypi.org/project/tensorflow-datasets,2021-07-28 12:24:01.000000,142.0,1368596.0,1368596.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
109,Nilearn,nilearn/nilearn,,medical-data,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000000,2022-01-12 11:57:49.000000,2022-01-10 17:04:39.000000,9536.0,61.0,438,74.0,1608.0,270.0,1284.0,800.0,Machine learning for NeuroImaging in Python.,178.0,35,True,2021-09-16 14:49:56.000000,0.8.1,38.0,nilearn,conda-forge/nilearn,,,['sklearn'],1573.0,1343.0,https://pypi.org/project/nilearn,2021-09-16 14:47:18.000000,230.0,16099.0,18077.0,https://anaconda.org/conda-forge/nilearn,2021-09-16 18:04:31.312000,134380.0,,,,,1.0,14.0,,,,,,,,,,,,,,,,,,,,
110,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2022-01-12 15:24:35.000000,2022-01-12 15:21:35.000000,1283.0,22.0,167,29.0,503.0,9.0,451.0,698.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,45.0,35,True,2021-11-18 01:52:35.000000,3.3.0,44.0,pyproj,conda-forge/pyproj,,,,14107.0,12482.0,https://pypi.org/project/pyproj,2021-11-18 01:52:35.000000,1625.0,3466158.0,3504755.0,https://anaconda.org/conda-forge/pyproj,2022-01-03 12:33:24.114000,2817602.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
111,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2022-01-13 13:36:09.000000,2022-01-13 10:29:44.000000,29379.0,745.0,9903,926.0,18339.0,690.0,,17969.0,Apache Flink Python API.,1446.0,34,True,2021-12-16 03:04:06.000000,1.14.2,27.0,apache-flink,,,,,9.0,,https://pypi.org/project/apache-flink,2021-12-16 03:04:06.000000,9.0,7375.0,7375.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
112,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2022-01-13 07:28:00.000000,2022-01-10 18:31:03.000000,587.0,16.0,2416,445.0,455.0,241.0,1452.0,15972.0,A library for efficient similarity search and clustering of dense vectors.,90.0,34,True,2022-01-10 12:19:49.000000,1.7.2,58.0,pymilvus,conda-forge/faiss,,,,551.0,536.0,https://pypi.org/project/pymilvus,2021-12-31 11:23:42.000000,15.0,23849.0,35594.0,https://anaconda.org/conda-forge/faiss,2021-11-20 08:01:48.432000,234901.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
113,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2022-01-12 11:57:22.000000,2022-01-12 11:57:22.000000,1933.0,103.0,3548,451.0,104.0,964.0,820.0,11040.0,State-of-the-art 2D and 3D Face Analysis Project.,35.0,34,True,2021-08-31 06:20:24.000000,0.4.2,21.0,insightface,,,,['mxnet'],131.0,126.0,https://pypi.org/project/insightface,2021-09-21 02:50:54.000000,5.0,23535.0,23535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
114,TextBlob,sloria/TextBlob,,nlp,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05.000000,562.0,2.0,1057,272.0,155.0,101.0,154.0,8020.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000000,0.17.1,59.0,textblob,conda-forge/textblob,,,,18039.0,16671.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304000,1368.0,753163.0,755431.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233000,147440.0,,,,,2.0,97.0,,,,,,,,,,,,,,,,,,,,
115,tensorboardX,lanpa/tensorboardX,,ml-experiments,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2022-01-09 09:18:56.000000,2021-12-26 14:56:05.000000,479.0,5.0,841,85.0,226.0,74.0,363.0,7201.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,34,True,2021-11-21 09:12:04.000000,2.4.1,16.0,tensorboardX,conda-forge/tensorboardx,,,,17282.0,16420.0,https://pypi.org/project/tensorboardX,2021-11-21 09:12:04.000000,862.0,535491.0,548626.0,https://anaconda.org/conda-forge/tensorboardx,2021-08-10 02:00:22.589000,630237.0,,,,,2.0,341.0,,,,,,,,,,,,,,,,,,,,
116,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2022-01-12 17:37:53.000000,2022-01-06 19:48:10.000000,1030.0,25.0,1312,102.0,125.0,620.0,624.0,6830.0,Multilingual Sentence & Image Embeddings with BERT.,70.0,34,True,2021-10-01 09:10:30.000000,2.1.0,40.0,sentence-transformers,,,,['pytorch'],2272.0,2192.0,https://pypi.org/project/sentence-transformers,2021-10-01 08:44:06.000000,80.0,526541.0,526541.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
117,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2022-01-13 14:51:18.000000,2022-01-12 17:07:29.000000,1663.0,118.0,469,107.0,1679.0,676.0,1602.0,6690.0,Modin: Speed up your Pandas workflows by changing a single line of code.,87.0,34,True,2021-12-19 03:40:24.000000,0.12.1,47.0,modin,,,,['pandas'],555.0,535.0,https://pypi.org/project/modin,2021-12-19 03:40:24.000000,20.0,174681.0,179343.0,,,,,,,,2.0,195828.0,,,,,,,,,,,,,,,,,,,,
118,Hyperopt,hyperopt/hyperopt,,hyperopt,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000000,2021-12-16 22:20:37.000000,2021-11-29 10:21:36.000000,1194.0,9.0,924,129.0,250.0,358.0,231.0,6023.0,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,34,True,2021-11-17 10:05:44.000000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,5943.0,5543.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000000,400.0,1716217.0,1724267.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292000,322027.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
119,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2022-01-12 07:20:55.000000,2022-01-12 07:20:54.000000,1941.0,87.0,558,109.0,967.0,140.0,389.0,5707.0,Open Source Differentiable Computer Vision Library.,144.0,34,True,2021-12-03 21:54:30.000000,0.6.2,26.0,kornia,,,,['pytorch'],944.0,900.0,https://pypi.org/project/kornia,2021-12-03 21:54:30.000000,44.0,262194.0,262198.0,,,,,,,,2.0,177.0,,,,,,,,,,,,,,,,,,,,
120,Gradio,gradio-app/gradio,,others,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000000,2022-01-12 20:12:31.000000,2022-01-10 16:44:17.000000,2893.0,418.0,294,65.0,107.0,41.0,215.0,4727.0,"Wrap UIs around any model, share with anyone.",40.0,34,True,2022-01-04 16:51:08.000000,2.7.0,179.0,gradio,,,,,502.0,490.0,https://pypi.org/project/gradio,2022-01-04 16:51:08.000000,12.0,72205.0,72205.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
121,wandb client,wandb/client,,ml-experiments,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000000,2022-01-13 07:55:13.000000,2022-01-12 01:15:22.000000,4352.0,125.0,283,34.0,1651.0,370.0,1278.0,3640.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,98.0,34,True,2021-12-17 00:59:09.000000,0.12.9,216.0,wandb,,,,,189.0,,https://pypi.org/project/wandb,2021-12-17 00:58:05.000000,189.0,485775.0,485775.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
122,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2022-01-13 09:53:05.000000,2022-01-13 09:53:03.000000,1022.0,40.0,1611,138.0,199.0,15.0,620.0,3024.0,A library for transfer learning by reusing parts of TensorFlow models.,83.0,34,True,2021-04-14 13:17:26.000000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],10144.0,9866.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000000,278.0,2704786.0,2706173.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779000,59653.0,,,,,2.0,,,-1.0,,,,,,,,,,,,,,,,,,
123,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-12-13 18:36:09.000000,2021-12-13 18:36:08.000000,1164.0,4.0,1971,2086.0,446.0,199.0,1015.0,2817.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,57.0,34,True,2021-11-08 15:39:29.000000,1.36.0,84.0,azureml-sdk,,,,,45.0,,https://pypi.org/project/azureml-sdk,2021-12-13 16:21:23.000000,45.0,1776475.0,1776485.0,,,,,,,,2.0,426.0,,,,,,,,,,,,,,,,,,,,
124,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2022-01-12 19:48:36.000000,2022-01-12 19:48:36.000000,3140.0,117.0,896,149.0,1157.0,309.0,677.0,2681.0,Fast data visualization and GUI tools for scientific / engineering applications.,215.0,34,True,2021-10-11 03:35:04.000000,0.12.3,16.0,pyqtgraph,conda-forge/pyqtgraph,,,,761.0,,https://pypi.org/project/pyqtgraph,2021-10-11 03:35:04.000000,761.0,55650.0,59210.0,https://anaconda.org/conda-forge/pyqtgraph,2021-10-11 16:15:08.513000,213609.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
125,spark-nlp,JohnSnowLabs/spark-nlp,,nlp,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000000,2022-01-13 15:48:34.000000,2022-01-12 13:59:07.000000,13682.0,1217.0,526,88.0,6086.0,87.0,524.0,2563.0,State of the Art Natural Language Processing.,107.0,34,True,2022-01-05 15:25:57.000000,3.4.0,99.0,spark-nlp,,,,['spark'],8.0,,https://pypi.org/project/spark-nlp,2022-01-05 09:46:49.000000,8.0,1363700.0,1363700.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
126,opencv-python,opencv/opencv-python,,image,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000000,2021-12-29 05:59:26.000000,2021-12-27 16:40:57.000000,820.0,30.0,484,77.0,106.0,30.0,474.0,2468.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",36.0,34,True,2021-12-28 06:05:52.000000,62,61.0,opencv-python,,,,,8727.0,,https://pypi.org/project/opencv-python,2021-12-29 05:59:26.000000,8727.0,4071661.0,4071661.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
127,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2022-01-13 13:07:17.601000,2021-12-18 20:04:58.000000,10270.0,31.0,339,60.0,2451.0,812.0,1913.0,2073.0,"With Holoviews, your data visualizes itself.",116.0,34,True,2021-12-16 15:54:33.000000,1.14.7,75.0,holoviews,conda-forge/holoviews,,,['jupyter'],194.0,,https://pypi.org/project/holoviews,2021-12-16 11:46:55.000000,194.0,221658.0,232514.0,https://anaconda.org/conda-forge/holoviews,2022-01-13 13:07:17.601000,625419.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,1659.0,,,,,,,,,,,,,
128,arviz,arviz-devs/arviz,,interpretability,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000000,2022-01-13 03:11:34.000000,2022-01-07 01:50:57.000000,1335.0,48.0,256,44.0,1262.0,193.0,555.0,1139.0,Exploratory analysis of Bayesian models with Python.,107.0,34,True,2021-10-03 11:17:21.000000,0.11.4,25.0,arviz,conda-forge/arviz,,,,1865.0,1794.0,https://pypi.org/project/arviz,2021-10-03 11:17:21.000000,71.0,242100.0,260714.0,https://anaconda.org/conda-forge/arviz,2021-10-03 15:30:41.137000,595605.0,,,,,1.0,111.0,,,,,,,,,,,,,,,,,,,,
129,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2022-01-07 12:32:04.000000,2022-01-07 12:31:57.000000,4064.0,100.0,218,59.0,303.0,178.0,497.0,1093.0,A Python package to manage extremely large amounts of data.,103.0,34,True,2021-12-28 21:59:09.000000,3.7.0,35.0,tables,conda-forge/pytables,,,,2324.0,,https://pypi.org/project/tables,2021-12-28 21:42:08.000000,2324.0,633523.0,689749.0,https://anaconda.org/conda-forge/pytables,2021-11-29 19:12:08.113000,3654585.0,,,,,2.0,164.0,,,,,,,,,,,,,,,,,,,,
130,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-12-23 08:27:38.000000,2021-12-15 21:43:27.000000,14314.0,65.0,475,48.0,2184.0,359.0,896.0,609.0,Workflows and interfaces for neuroimaging packages.,227.0,34,True,2021-10-20 17:40:54.000000,1.7.0,56.0,nipype,conda-forge/nipype,,,,975.0,824.0,https://pypi.org/project/nipype,2021-10-20 15:33:29.000000,151.0,29098.0,36033.0,https://anaconda.org/conda-forge/nipype,2021-10-20 17:02:23.801000,457717.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
131,Face Recognition,ageitgey/face_recognition,,image,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000000,2021-12-04 17:06:24.000000,2021-06-14 10:10:40.000000,219.0,,11744,1588.0,191.0,658.0,552.0,42818.0,The worlds simplest facial recognition api for Python and the command line.,47.0,33,True,2018-08-21 18:34:21.000000,1.2.3,21.0,face_recognition,,,,['pytorch'],207.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000000,207.0,45764.0,45771.0,,,,,,,,2.0,452.0,,,,,,,,,,,,,,,,,,,,
132,fastText,facebookresearch/fastText,,nlp,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000000,2021-12-17 14:37:54.000000,2020-07-18 00:20:40.000000,379.0,,4392,871.0,233.0,470.0,598.0,23285.0,Library for fast text representation and classification.,58.0,33,False,2020-04-28 09:54:50.000000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,2639.0,2478.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000000,161.0,376212.0,376718.0,https://anaconda.org/conda-forge/fasttext,2021-11-08 12:46:40.327000,25856.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
133,MMDetection,open-mmlab/mmdetection,,image,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000000,2022-01-13 12:41:55.000000,2021-12-30 09:22:44.000000,1885.0,107.0,6404,351.0,1929.0,426.0,4618.0,17964.0,OpenMMLab Detection Toolbox and Benchmark.,294.0,33,True,2021-12-30 09:27:38.000000,2.20.0,28.0,,,,,['pytorch'],231.0,231.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
