,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
197,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-10-25 01:02:04.000000,2023-10-25 01:02:04,532.0,13.0,160.0,44.0,70.0,11.0,120.0,1915.0,a python library for doing approximate and phonetic matching of strings.,30.0,33,True,2023-09-18 23:14:35.000,1.0.1,41.0,jellyfish,conda-forge/jellyfish,,,,7706.0,7259.0,https://pypi.org/project/jellyfish,2366052.0,2384103.0,https://anaconda.org/conda-forge/jellyfish,2023-09-25 04:19:29.218,740109.0,,,,,2.0,,2023-09-18 23:14:35.000,447.0,,,,,,,,,,,,,,,,,,,
198,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,4.0,227.0,35.0,249.0,51.0,271.0,1449.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,6616.0,6530.0,https://pypi.org/project/pmdarima,1675263.0,1702753.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1017143.0,,,,,1.0,,2023-10-23 14:02:41.000,86.0,,,,,,,,,,,,,,,,,,,
199,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,348.0,63.0,572.0,249.0,342.0,1417.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-09-11 09:06:03.000,0.17.4,78.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],6040.0,5877.0,https://pypi.org/project/ipyleaflet,175840.0,253270.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1085157.0,,,,,2.0,,2023-09-11 09:06:03.000,158.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2023-06-02 07:27:55.785,5.0,51593.0,,,,,,,,,,,,,
200,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-11-09 14:26:11.000000,2023-11-09 14:17:16,11200.0,298.0,232.0,58.0,11719.0,185.0,2128.0,895.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-10-30 17:22:27.000,0.2.126,146.0,hail,,,,['spark'],130.0,113.0,https://pypi.org/project/hail,25773.0,25773.0,,,,,,,,2.0,,2023-10-30 17:22:27.000,17.0,,,,,,,,,,,,,,,,,,,
201,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-11-09 02:19:13.000000,2023-11-09 02:15:57,1048.0,107.0,170.0,36.0,113.0,31.0,58.0,690.0,Snowball compiler and stemming algorithms.,34.0,33,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6817.0,4.0,https://pypi.org/project/snowballstemmer,11157714.0,11243327.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7448338.0,,,,,2.0,,2021-11-16 18:38:34.000,6813.0,,,,,,,,,,,,,,,,,,,
202,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2023-11-08 17:48:19.000000,2023-11-07 21:01:51,5724.0,170.0,248.0,37.0,778.0,122.0,385.0,589.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,33,True,2023-04-03 15:53:03.644,5.1.0,40.0,nibabel,conda-forge/nibabel,,,,16548.0,15384.0,https://pypi.org/project/nibabel,270235.0,286295.0,https://anaconda.org/conda-forge/nibabel,2023-09-29 18:53:45.076,658495.0,,,,,2.0,,2023-04-03 15:53:03.644,1164.0,,,,,,,,,,,,,,,,,,,
203,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-10-23 19:11:00.000000,2023-07-13 08:50:20,531.0,,2603.0,380.0,117.0,213.0,558.0,23781.0,Deezer source separation library including pretrained models.,19.0,32,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],612.0,606.0,https://pypi.org/project/spleeter,15942.0,73672.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78648.0,,,,,2.0,2748538.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,,
204,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3721.0,765.0,1132.0,373.0,588.0,18719.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],511.0,473.0,https://pypi.org/project/magenta,3224.0,3224.0,,,,,,,,2.0,,2018-07-31 15:38:15.000,38.0,,,,,,,,,,,,,,,,,,,
205,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4627.0,999.0,1868.0,357.0,658.0,16588.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1044.0,959.0,https://pypi.org/project/zipline,2265.0,2458.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7370.0,,,,,1.0,,2020-10-05 15:46:20.429,85.0,,,,,,,,,,,,,,,,,,,
206,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3293.0,466.0,671.0,589.0,672.0,14261.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1523.0,1433.0,https://pypi.org/project/tensor2tensor,4671.0,4671.0,,,,,,,,2.0,,2017-06-21 01:15:55.000,90.0,,,,,,,,,,,,,,,,,,,
207,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-10-12 17:53:25.000000,2023-10-04 01:39:27,564.0,1.0,2299.0,221.0,234.0,107.0,409.0,9730.0,A little word cloud generator in Python.,69.0,32,True,2023-05-18 18:12:02.829,1.9.2,19.0,wordcloud,conda-forge/wordcloud,,,,846.0,21.0,https://pypi.org/project/wordcloud,1399589.0,1410680.0,https://anaconda.org/conda-forge/wordcloud,2023-07-07 15:15:49.535,443677.0,,,,,2.0,,2023-05-18 18:12:02.829,825.0,,,,,,,,,,,,,,,,,,,
208,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-10-30 08:51:50.000000,2023-10-25 14:29:02,1095.0,18.0,1534.0,110.0,89.0,8.0,788.0,8059.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",47.0,32,True,2023-02-23 10:07:02.320,0.0.79,78.0,deepface,,,,,2119.0,2105.0,https://pypi.org/project/deepface,128681.0,128681.0,,,,,,,,2.0,,2023-01-24 23:15:00.809,14.0,,,,,,,,,,,,,,,,,,,
209,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,964.0,134.0,217.0,320.0,267.0,7830.0,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,42811.0,41601.0,https://pypi.org/project/pydub,3037159.0,3038415.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,74149.0,,,,,2.0,,2021-03-10 02:09:53.000,1210.0,,,,,,,,,,,,,,,,,,,
210,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-11-08 23:29:28.000000,2023-03-13 12:21:37,454.0,,2291.0,282.0,133.0,298.0,308.0,7642.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-03-14 12:04:32.000,3.10.0,54.0,SpeechRecognition,conda-forge/speechrecognition,,,,834.0,21.0,https://pypi.org/project/SpeechRecognition,442076.0,444079.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,174301.0,,,,,2.0,,2022-12-04 12:47:02.703,813.0,,,,,,,,,,,,,,,,,,,
211,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1850.0,201.0,206.0,10.0,1343.0,6283.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:04:45.487,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1435.0,1388.0,https://pypi.org/project/tensorpack,14267.0,14673.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10105.0,,,,,3.0,159.0,2018-09-04 07:48:02.000,47.0,,,,,,,,,,,,,,,,,,,
212,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-10-18 20:57:34.000000,2023-07-25 15:00:08,1165.0,,626.0,65.0,127.0,51.0,423.0,5524.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1005.0,986.0,https://pypi.org/project/pytorch-metric-learning,383219.0,383454.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10847.0,,,,,1.0,,2023-07-25 14:56:04.000,19.0,,,,,,,,,,,,,,,,,,,
213,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-10-09 03:38:19.000000,2020-07-15 13:46:58,1184.0,,1594.0,307.0,293.0,152.0,266.0,5211.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,930.0,896.0,https://pypi.org/project/pyfolio,9829.0,10011.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12614.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,,
214,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-11-09 14:16:39.000000,2023-11-09 13:32:44,3800.0,71.0,543.0,84.0,528.0,94.0,452.0,4496.0,Online machine learning in Python.,106.0,32,True,2023-11-09 14:20:01.000,0.20.0,19.0,river,conda-forge/river,,,,399.0,370.0,https://pypi.org/project/river,19301.0,20937.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,50726.0,,,,,2.0,,2023-11-09 14:06:35.000,29.0,,,,,,,,,,,,,,,,,,,
215,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-10-27 09:12:56.985000,2022-01-27 13:24:16,139.0,,1008.0,154.0,112.0,150.0,79.0,4408.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,32,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,39119.0,38277.0,https://pypi.org/project/imutils,462924.0,466700.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,151066.0,,,,,2.0,,2021-01-15 10:53:17.000,842.0,,,,,,,,,,,,,,,,,,,
216,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-11-07 06:42:19.000000,2023-11-07 06:37:12,1030.0,13.0,440.0,225.0,716.0,175.0,328.0,4254.0,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50.000,0.6.0,9.0,captum,conda-forge/captum,,,['pytorch'],1603.0,1557.0,https://pypi.org/project/captum,116307.0,117077.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,17716.0,,,,,1.0,,2022-12-27 23:25:01.082,46.0,,,,,,,,,,,,,,,,,,,
217,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-09 01:42:15.000000,2023-10-24 23:48:45,1211.0,30.0,216.0,30.0,372.0,105.0,141.0,3133.0,Lightning fast forecasting with statistical and econometric models.,32.0,32,True,2023-08-23 19:27:53.000,1.6.0,27.0,statsforecast,conda-forge/statsforecast,,,,571.0,550.0,https://pypi.org/project/statsforecast,523301.0,525988.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,53744.0,,,,,2.0,,2023-08-23 19:27:53.000,21.0,,,,,,,,,,,,,,,,,,,
218,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-11-09 13:51:49.000000,2022-08-22 18:21:12,586.0,,567.0,78.0,75.0,60.0,161.0,2930.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,4491.0,4325.0,https://pypi.org/project/filterpy,1904177.0,1907267.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,237999.0,,,,,2.0,,2018-10-10 22:38:24.000,166.0,,,,,,,,,,,,,,,,,,,
219,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-11-07 23:08:49.000000,2023-11-07 23:08:48,1076.0,41.0,382.0,64.0,482.0,201.0,265.0,2782.0,A Hyperparameter Tuning Library for Keras.,59.0,32,True,2023-11-07 19:38:18.000,1.4.6,34.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2890.0,2830.0,https://pypi.org/project/keras-tuner,188193.0,189157.0,https://anaconda.org/conda-forge/keras-tuner,2023-10-24 16:34:14.028,26037.0,,,,,2.0,,2023-11-07 19:38:18.000,60.0,,,,,,,,,,,,,,,,,,,
220,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-11-03 21:25:06.000000,2023-11-03 21:24:25,958.0,29.0,219.0,40.0,513.0,106.0,169.0,2632.0,JAX-based neural network library.,79.0,32,True,2023-07-14 15:43:01.201,0.0.10,13.0,dm-haiku,conda-forge/dm-haiku,,,,1617.0,1550.0,https://pypi.org/project/dm-haiku,223255.0,223667.0,https://anaconda.org/conda-forge/dm-haiku,2023-07-14 16:46:49.056,13610.0,,,,,3.0,,2023-07-14 15:43:01.201,67.0,,,,,,,,google-deepmind/dm-haiku,,,,,,,,,,,
221,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-11-08 17:46:24.000000,2023-11-08 17:44:29,2260.0,24.0,688.0,79.0,197.0,184.0,459.0,2617.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",145.0,32,True,2023-10-03 11:38:48.000,0.18.0,49.0,tf-agents,,,,['tensorflow'],1330.0,1325.0,https://pypi.org/project/tf-agents,36796.0,36796.0,,,,,,,,1.0,,2023-10-03 11:38:48.000,5.0,,,,,,,,,,,,,,,,,,,
222,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-10-28 12:54:53.000000,2023-10-04 00:32:47,992.0,4.0,460.0,55.0,132.0,330.0,163.0,2560.0,A high performance implementation of HDBSCAN clustering.,85.0,32,True,2023-07-18 17:54:02.116,0.8.33,50.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2997.0,2779.0,https://pypi.org/project/hdbscan,572506.0,620082.0,https://anaconda.org/conda-forge/hdbscan,2023-10-06 14:12:48.829,1760342.0,,,,,2.0,,2023-07-18 17:54:02.116,218.0,,,,,,,,,,,,,,,,,,,
223,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-11-09 05:26:28.000000,2023-11-07 15:25:21,2397.0,362.0,212.0,25.0,1043.0,67.0,215.0,2429.0,Database system for AI-powered apps.,69.0,32,True,2023-10-18 21:51:25.000,0.3.8,35.0,evadb,,,,['pytorch'],110.0,110.0,https://pypi.org/project/evadb,10339.0,35802.0,,,,,,,,3.0,407420.0,,,,,,,,,,georgia-tech-db/evadb,,,,,,,,,,,
224,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-11-09 08:41:25.000000,2023-11-08 09:11:46,5375.0,148.0,666.0,89.0,5540.0,93.0,842.0,2017.0,TFX is an end-to-end platform for deploying production ML pipelines.,178.0,32,True,2023-09-06 18:31:57.000,1.14.0,95.0,tfx,,,,['tensorflow'],14.0,,https://pypi.org/project/tfx,63169.0,63169.0,,,,,,,,2.0,,2023-09-06 22:01:30.000,14.0,,,,,,,,,,,,,,,,,,,
225,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-11-09 14:19:32.000000,2023-11-08 17:04:25,3698.0,184.0,498.0,53.0,3774.0,321.0,814.0,1953.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,147.0,32,True,2023-11-08 21:58:24.000,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,725.0,662.0,https://pypi.org/project/pennylane,41401.0,42580.0,https://anaconda.org/conda-forge/pennylane,2023-11-02 19:53:25.357,28273.0,,,,,2.0,70.0,2023-11-08 21:58:24.000,63.0,,,,,,,,,,,,,,,,,,,
226,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-11-09 01:44:04.000000,2023-10-16 17:20:19,4118.0,98.0,1075.0,154.0,1074.0,45.0,598.0,1661.0,Documentation and samples for ArcGIS API for Python.,89.0,32,True,2023-10-03 15:37:18.000,2.2.0,39.0,arcgis,,esridocker/arcgis-api-python-notebook,,,35.0,3.0,https://pypi.org/project/arcgis,71902.0,72013.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,9625.0,2023-10-18 17:19:02.000,32.0,,,,,,,,,,,,,,,,,,,
227,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-11-02 14:07:02.000000,2023-11-02 14:07:02,936.0,6.0,181.0,48.0,295.0,127.0,120.0,1590.0,Evaluate: A library for easily evaluating machine learning models and datasets.,123.0,32,True,2023-10-13 15:57:18.000,0.4.1,14.0,evaluate,,,,,4810.0,4683.0,https://pypi.org/project/evaluate,1351148.0,1351148.0,,,,,,,,1.0,,2023-10-13 15:54:47.000,127.0,,,,,,,,,,,,,,,,,,,
228,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-10-13 15:33:46.000000,2018-10-12 15:53:05,1251.0,,282.0,52.0,155.0,104.0,218.0,1560.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,8635.0,8112.0,https://pypi.org/project/geocoder,429348.0,431005.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,134257.0,,,,,3.0,,2021-12-15 15:58:16.110,523.0,,,,,,,,,,,,,,,,,,,geocoder
229,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-11-05 11:05:52.000000,2023-11-05 11:05:52,2756.0,82.0,263.0,34.0,196.0,36.0,488.0,1175.0,Python interface for igraph.,71.0,32,False,2023-10-12 21:32:31.000,0.11.2,38.0,python-igraph,conda-forge/igraph,,,,410.0,,https://pypi.org/project/python-igraph,288230.0,307213.0,https://anaconda.org/conda-forge/igraph,2023-10-04 20:43:38.652,476341.0,,,,,1.0,561945.0,2023-10-12 21:32:31.000,410.0,,,,,,,,,,,,,,,,,,,
230,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-10-18 18:59:53.000000,2023-10-18 18:59:52,3272.0,12.0,242.0,49.0,347.0,72.0,262.0,995.0,"OpenCL integration for Python, plus shiny features.",95.0,32,True,2023-10-12 23:06:24.000,2023.1.4,94.0,pyopencl,conda-forge/pyopencl,,,,1894.0,1689.0,https://pypi.org/project/pyopencl,81037.0,104466.0,https://anaconda.org/conda-forge/pyopencl,2023-10-13 14:22:03.075,960598.0,,,,,2.0,,2023-10-12 23:06:24.000,205.0,,,,,,,,,,,,,,,,,,,
231,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-11-09 13:07:14.000000,2023-11-09 01:04:46,2739.0,478.0,2126.0,258.0,1804.0,69.0,326.0,20216.0,You like pytorch? You like micrograd? You love tinygrad!.,230.0,31,True,2023-08-27 16:40:37.000,0.7.0,4.0,,,,,['pytorch'],29.0,29.0,,,,,,,,,,,1.0,,,,,,,,,,,tinygrad/tinygrad,,,,,,,,,,,
232,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-11-09 07:11:24.000000,2023-11-06 03:20:41,2155.0,9.0,2690.0,194.0,3587.0,1265.0,3839.0,11377.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",146.0,31,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],120.0,119.0,https://pypi.org/project/paddledet,676.0,676.0,,,,,,,,2.0,,2022-09-19 20:42:09.271,1.0,,,,,,,,,,,,,,,,,,,
233,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1268.0,420.0,82.0,31.0,158.0,9615.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19.000,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1168.0,1168.0,https://pypi.org/project/dm-sonnet,18965.0,19511.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26244.0,,,,,3.0,,,,,,,,,,,google-deepmind/sonnet,,,,,,,,,,,
234,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-09-05 19:14:27.000000,2020-11-30 04:34:51,613.0,,2319.0,461.0,258.0,555.0,362.0,9598.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4683.0,4683.0,https://pypi.org/project/tflearn,8366.0,8366.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
235,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-10-02 22:40:56.000000,2023-10-02 22:40:55,1387.0,2.0,1406.0,303.0,889.0,129.0,758.0,8966.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],599.0,588.0,https://pypi.org/project/autokeras,12469.0,12696.0,,,,,,,,2.0,16346.0,2022-04-30 05:46:13.000,11.0,,,,,,,,,,,,,,,,,,,
236,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-10-24 19:57:22.000000,2023-10-24 19:51:03,547.0,3.0,1156.0,165.0,427.0,58.0,469.0,7814.0,Automatic extraction of relevant features from time series:.,91.0,31,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],96.0,21.0,https://pypi.org/project/tsfresh,246710.0,278204.0,https://anaconda.org/conda-forge/tsfresh,2023-07-30 07:29:21.371,1322788.0,,,,,2.0,,2021-12-21 03:37:03.000,75.0,,,,,,,,,,,,,,,,,,,
